 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)
1	0.000	1.000	30.030	48.100	28.990	48.295	13.879	1.058	1.051	14.589	NaN	NaN	NaN	1.000	31.200	50.375	17.290	52.585	13.085	14.084	14.023	183.492	NaN	NaN	NaN	1.000	35.620	55.315	35.230	55.770	11.628	0.599	0.597	6.946	NaN	NaN	NaN	4.000	33.605	53.820	32.955	54.795	12.443	1.172	1.070	13.309	NaN	NaN	NaN	1.000	32.500	52.390	22.555	58.110	12.534	11.473	11.428	143.240	NaN	NaN	NaN	1.000	43.225	52.130	44.265	59.995	5.047	7.933	7.666	38.688	NaN	NaN	NaN	1.000	41.730	52.130	38.025	66.495	5.445	14.835	14.663	79.844	NaN	NaN	NaN	3.000	33.475	46.865	33.345	46.670	10.792	0.234	0.134	1.441	NaN	NaN	NaN	102.000	30.225	51.285	30.160	51.415	14.224	0.145	0.097	1.382	NaN	NaN	NaN
2	1.000	2.000	30.095	48.100	28.990	48.295	13.814	1.122	1.116	15.417	0.065	NaN	-0.064	2.000	31.135	50.375	17.290	52.585	13.148	14.020	13.962	183.568	-0.061	NaN	0.064	2.000	35.555	55.315	35.230	55.770	11.675	0.559	0.551	6.430	-0.047	NaN	0.038	5.000	33.020	54.730	32.825	54.925	13.468	0.276	0.271	3.650	-0.798	0.184	1.057	2.000	32.370	52.455	22.490	58.175	12.680	11.416	11.369	144.157	-0.059	0.089	0.145	2.000	43.160	52.065	44.265	59.995	4.991	8.007	7.690	38.384	0.024	NaN	-0.073	2.000	41.665	52.390	38.025	66.625	5.710	14.693	14.534	82.992	-0.129	0.126	0.268	4.000	33.410	46.865	33.215	46.735	10.730	0.234	0.199	2.134	0.065	0.072	0.054	103.000	30.615	51.090	30.160	51.350	13.968	0.524	0.506	7.064	0.409	-0.032	-0.435
3	2.000	3.000	31.135	48.100	28.925	48.295	13.171	2.219	2.218	29.220	1.102	0.065	-1.036	3.000	30.875	50.310	17.290	52.585	13.779	13.774	13.738	189.297	-0.223	NaN	0.246	3.000	35.555	55.315	35.165	55.770	12.000	0.599	0.596	7.153	0.045	0.042	NaN	6.000	33.280	54.275	32.890	54.925	12.944	0.758	0.684	8.856	0.413	-0.033	-0.524	3.000	32.240	52.520	22.360	58.305	13.207	11.449	11.388	150.393	0.019	0.178	0.145	3.000	43.095	52.260	44.265	59.995	5.330	7.823	7.290	38.853	-0.400	NaN	0.183	3.000	41.665	52.130	38.025	66.690	5.698	15.008	14.617	83.283	0.082	0.063	-0.252	5.000	33.540	46.865	33.215	46.670	10.598	0.379	0.330	3.494	0.131	0.033	-0.111	104.000	30.355	51.090	30.160	51.415	13.654	0.379	0.272	3.714	-0.234	0.056	0.134
4	3.000	4.000	30.680	48.100	28.860	48.230	13.486	1.825	1.825	24.606	-0.394	0.060	0.454	4.000	30.550	50.375	17.290	52.520	13.953	13.432	13.400	186.969	-0.339	-0.010	0.331	4.000	35.490	55.380	35.165	55.770	11.908	0.508	0.504	6.004	-0.092	NaN	0.092	7.000	33.605	53.820	32.760	54.990	12.404	1.443	1.346	16.697	0.662	0.129	-0.559	4.000	32.305	52.520	22.295	58.435	12.975	11.627	11.556	149.945	0.168	0.122	-0.056	4.000	43.160	52.130	44.265	60.060	5.035	8.007	7.566	38.097	0.276	0.064	-0.120	4.000	41.665	52.130	38.025	66.755	5.523	15.071	14.709	81.238	0.092	0.063	NaN	6.000	33.475	46.735	33.150	46.670	10.602	0.331	0.327	3.469	-0.003	0.064	0.089	105.000	30.615	50.960	30.095	51.350	13.952	0.650	0.600	8.374	0.328	0.013	-0.286
5	4.000	5.000	30.875	48.100	28.795	48.230	13.296	2.084	2.084	27.708	0.259	0.065	-0.195	5.000	30.550	50.375	17.290	52.520	13.968	13.432	13.395	187.108	-0.004	NaN	NaN	5.000	35.490	55.315	35.165	55.770	11.908	0.559	0.549	6.536	0.045	NaN	-0.053	8.000	33.540	54.015	32.760	54.925	12.728	1.199	1.151	14.644	-0.196	-0.049	0.190	5.000	32.305	52.520	22.230	58.500	13.002	11.716	11.648	151.449	0.092	0.089	NaN	5.000	43.095	52.065	44.330	60.190	5.048	8.218	7.696	38.853	0.130	0.138	-0.074	5.000	41.665	52.065	37.895	66.950	5.523	15.355	15.000	82.844	0.291	0.221	-0.063	7.000	33.540	46.670	33.085	46.475	10.472	0.495	0.462	4.838	0.135	0.137	-0.034	106.000	30.290	51.220	30.030	51.415	13.956	0.325	0.302	4.221	-0.298	0.091	0.416
6	5.000	6.000	30.940	48.100	28.665	48.230	13.166	2.279	2.278	29.998	0.194	0.130	-0.065	6.000	30.420	50.375	17.420	52.520	14.032	13.176	13.143	184.421	-0.252	-0.128	0.128	6.000	35.490	55.315	35.230	55.770	11.861	0.524	0.502	5.957	-0.047	-0.032	NaN	9.000	33.475	54.015	32.695	55.120	12.822	1.353	1.248	16.009	0.098	0.197	0.037	6.000	32.110	52.650	22.165	58.500	13.174	11.538	11.482	151.263	-0.167	0.056	0.234	6.000	43.030	52.000	44.330	60.125	4.985	8.228	7.675	38.257	-0.021	-0.064	-0.074	6.000	41.730	51.740	37.830	66.950	5.174	15.702	15.330	79.320	0.330	0.016	-0.331	8.000	33.540	46.670	33.085	46.475	10.667	0.495	0.462	4.926	-1.212E-4	NaN	NaN	107.000	30.680	50.960	29.965	51.415	13.936	0.847	0.804	11.205	0.502	0.055	-0.469
7	6.000	7.000	31.265	48.035	28.600	48.165	12.777	2.668	2.667	34.079	0.389	0.062	-0.328	7.000	30.355	50.375	17.355	52.520	14.047	13.176	13.139	184.561	-0.004	0.064	0.064	7.000	35.555	55.250	35.230	55.705	11.768	0.559	0.550	6.473	0.048	-0.053	-0.091	10.000	33.605	53.820	32.695	55.055	12.664	1.534	1.422	18.007	0.173	-0.052	-0.234	7.000	32.110	52.715	22.165	58.630	13.171	11.571	11.521	151.745	0.040	0.066	0.033	7.000	43.095	52.000	44.265	60.060	5.023	8.144	7.715	38.752	0.040	-0.074	0.009	7.000	41.730	51.805	37.960	66.885	5.262	15.544	15.228	80.131	-0.102	-0.095	0.063	9.000	33.540	46.605	33.020	46.345	10.806	0.581	0.533	5.763	0.071	0.116	0.029	108.000	30.485	51.025	29.900	51.415	14.015	0.703	0.663	9.291	-0.141	0.054	0.198
8	7.000	8.000	31.265	48.035	28.535	48.100	12.972	2.731	2.727	35.376	0.060	0.063	NaN	8.000	30.745	50.310	17.550	52.520	13.842	13.379	13.345	184.721	0.206	-0.192	-0.395	8.000	35.490	55.250	35.230	55.705	11.956	0.524	0.501	5.991	-0.049	NaN	0.032	11.000	33.540	54.015	32.630	55.120	12.822	1.431	1.359	17.420	-0.063	0.091	0.192	8.000	32.175	52.715	22.165	58.630	13.288	11.627	11.576	153.820	0.054	NaN	-0.056	8.000	43.160	52.195	44.265	59.800	5.239	7.685	7.234	37.902	-0.480	-0.257	0.202	8.000	41.730	52.130	38.155	66.950	5.640	15.245	14.889	83.968	-0.339	0.017	0.316	10.000	33.670	46.670	32.890	46.280	10.738	0.872	0.798	8.568	0.265	0.145	-0.145	109.000	30.355	51.090	29.835	51.545	13.952	0.691	0.616	8.598	-0.047	0.135	0.141
9	8.000	9.000	31.135	48.035	28.470	48.100	13.222	2.666	2.664	35.220	-0.063	0.065	0.130	9.000	31.005	50.180	17.615	52.520	13.656	13.593	13.577	185.418	0.232	-0.064	-0.278	9.000	35.360	55.510	35.295	55.705	12.235	0.206	0.180	2.205	-0.321	-0.021	0.288	12.000	33.540	54.080	32.565	55.120	12.152	1.426	1.393	16.925	0.034	0.044	0.047	9.000	32.045	52.715	22.165	58.630	13.470	11.515	11.437	154.056	-0.139	NaN	0.112	9.000	43.160	52.130	44.200	59.540	5.077	7.483	6.971	35.389	-0.263	-0.267	-0.064	9.000	41.730	51.870	38.285	67.015	5.354	15.532	14.912	79.836	0.023	0.035	-0.254	11.000	33.800	46.735	32.825	46.280	10.605	1.076	0.994	10.537	0.196	0.059	-0.145	110.000	30.615	50.960	29.835	51.545	13.794	0.975	0.898	12.383	0.281	NaN	-0.286
10	9.000	10.000	31.655	48.035	28.340	48.100	12.768	3.316	3.312	42.288	0.648	0.130	-0.520	10.000	31.135	50.115	17.680	52.520	13.579	13.668	13.657	185.448	0.080	-0.064	-0.139	10.000	35.295	55.510	35.230	55.640	12.330	0.145	0.136	1.673	-0.045	-0.029	0.029	13.000	33.475	54.080	32.565	55.185	12.693	1.431	1.364	17.314	-0.029	0.050	0.041	10.000	32.175	52.715	22.100	58.695	13.411	11.716	11.644	156.156	0.207	0.089	-0.112	10.000	43.160	52.065	44.135	59.410	5.029	7.409	6.881	34.603	-0.090	-0.137	-0.064	10.000	41.665	52.195	38.220	67.080	5.701	15.278	14.717	83.904	-0.195	0.078	0.331	12.000	33.800	46.670	32.890	46.280	9.764	0.990	0.929	9.075	-0.064	-0.060	0.026	111.000	30.615	50.960	29.770	51.610	13.810	1.066	0.978	13.512	0.081	0.091	NaN
11	10.000	11.000	31.785	48.035	28.210	47.970	12.638	3.576	3.563	45.026	0.251	0.132	-0.130	11.000	31.135	50.115	17.680	52.520	13.579	13.668	13.657	185.448	NaN	NaN	NaN	11.000	35.295	55.510	35.295	55.705	12.330	0.195	0.132	1.622	-0.004	0.065	NaN	14.000	33.475	54.145	32.630	55.120	12.892	1.290	1.237	15.954	-0.127	-0.092	0.049	11.000	32.240	52.715	22.035	58.760	13.352	11.861	11.792	157.440	0.148	0.089	-0.056	11.000	43.225	52.000	44.135	59.605	4.950	7.659	7.174	35.515	0.294	0.194	-0.057	11.000	41.665	52.065	38.220	67.080	5.587	15.405	14.784	82.603	0.067	NaN	-0.127	13.000	33.930	46.800	32.825	46.345	10.212	1.195	1.122	11.454	0.192	0.035	-0.170	112.000	30.550	51.025	29.835	51.610	13.952	0.924	0.837	11.682	-0.141	-0.050	0.091
12	11.000	12.000	29.380	47.970	28.210	48.100	14.191	1.177	1.175	16.680	-2.387	0.014	2.383	12.000	31.200	50.115	17.680	52.520	12.692	13.732	13.710	174.007	0.053	NaN	-0.064	12.000	35.360	55.510	35.295	55.705	11.675	0.206	0.185	2.155	0.053	NaN	-0.021	15.000	33.410	54.275	32.500	55.120	13.181	1.242	1.222	16.101	-0.016	0.095	0.136	12.000	32.370	52.650	22.100	58.760	12.442	11.950	11.910	148.179	0.118	-0.056	-0.145	12.000	43.160	52.065	44.070	59.540	4.891	7.530	7.379	36.086	0.204	-0.072	0.057	12.000	41.665	52.260	38.220	67.275	5.409	15.405	15.274	82.620	0.490	0.190	0.190	14.000	33.865	46.800	32.825	46.410	10.472	1.111	1.054	11.036	-0.068	-0.023	0.061	113.000	30.550	50.895	29.835	51.610	13.920	1.011	0.865	12.037	0.027	NaN	-0.092
13	12.000	13.000	30.550	47.970	28.210	48.035	13.607	2.341	2.340	31.840	1.165	-0.002	-1.170	13.000	31.070	50.115	17.875	52.390	13.388	13.390	13.373	179.047	-0.337	-0.214	0.128	13.000	35.295	55.575	35.230	55.705	12.184	0.145	0.137	1.665	-0.048	0.029	0.087	16.000	33.410	54.210	32.500	55.250	12.548	1.382	1.336	16.765	0.115	0.098	-0.049	13.000	32.370	52.650	22.100	58.825	12.970	11.983	11.915	154.542	0.006	0.033	NaN	13.000	43.160	52.065	44.070	59.605	4.972	7.595	7.215	35.870	-0.164	0.065	NaN	13.000	41.665	52.455	38.220	67.405	5.816	15.342	14.998	87.221	-0.277	0.127	0.190	15.000	33.865	46.800	32.825	46.475	10.667	1.090	1.051	11.213	-0.003	-0.019	NaN	114.000	30.355	51.090	29.705	51.610	13.968	0.832	0.760	10.613	-0.105	0.102	0.274
14	13.000	14.000	31.005	47.905	28.275	48.165	13.344	2.742	2.740	36.563	0.400	-0.052	-0.459	14.000	31.265	50.180	18.005	52.390	13.403	13.443	13.419	179.850	0.046	-0.128	-0.182	14.000	35.360	55.575	35.295	55.705	12.279	0.145	0.136	1.673	-3.649E-4	-0.029	-0.029	17.000	33.345	54.275	32.435	55.250	12.674	1.334	1.301	16.494	-0.035	0.044	0.092	14.000	32.435	52.650	22.100	58.695	13.088	11.973	11.915	155.941	-6.053E-4	-0.066	-0.056	14.000	43.160	52.065	44.070	59.475	5.013	7.466	6.993	35.059	-0.222	-0.129	NaN	14.000	41.665	52.130	38.220	67.275	5.613	15.532	14.965	83.997	-0.033	-0.127	-0.317	16.000	33.930	46.735	32.760	46.475	9.890	1.199	1.181	11.678	0.130	0.063	-0.049	115.000	30.420	51.025	29.640	51.610	13.968	0.975	0.902	12.599	0.142	0.052	-0.091
15	14.000	15.000	31.525	47.905	28.275	48.165	13.020	3.260	3.259	42.436	0.519	NaN	-0.518	15.000	31.395	50.180	18.135	52.455	13.466	13.454	13.434	180.906	0.015	-0.117	-0.128	15.000	35.295	55.640	35.230	55.835	12.514	0.206	0.180	2.248	0.043	0.144	0.082	18.000	33.280	54.340	32.370	55.315	12.962	1.334	1.301	16.858	-8.911E-4	0.092	0.092	15.000	32.435	52.585	22.100	58.760	13.239	12.039	11.954	158.264	0.040	0.033	-0.033	15.000	43.160	52.065	44.070	59.475	5.062	7.466	6.890	34.882	-0.103	NaN	NaN	15.000	41.665	52.065	38.220	67.275	5.652	15.595	14.862	84.001	-0.103	NaN	-0.063	17.000	33.930	46.800	32.825	46.475	9.885	1.152	1.115	11.023	-0.066	-0.062	-0.018	116.000	30.550	51.025	29.640	51.675	13.952	1.118	1.042	14.542	0.140	0.038	-0.106
16	15.000	16.000	29.900	47.840	28.210	48.165	13.925	1.721	1.703	23.719	-1.556	0.064	1.583	16.000	31.330	50.180	18.200	52.455	12.833	13.326	13.299	170.665	-0.135	-0.064	0.064	16.000	35.230	55.640	35.230	55.770	12.042	0.130	0.091	1.099	-0.088	-0.065	-1.194E-17	19.000	33.280	54.340	32.240	55.380	13.160	1.471	1.443	18.996	0.143	0.138	NaN	16.000	32.500	52.455	22.100	58.760	12.475	12.162	12.089	150.820	0.135	NaN	-0.123	16.000	43.160	52.065	44.135	59.475	4.918	7.474	7.216	35.490	0.326	0.008	NaN	16.000	41.665	52.130	38.415	67.145	5.386	15.363	15.067	81.145	0.205	-0.168	0.064	18.000	33.800	46.800	32.825	46.540	10.208	1.009	0.981	10.017	-0.134	-0.017	0.126	117.000	30.680	50.960	29.445	51.740	13.936	1.461	1.387	19.334	0.345	0.200	-0.145
17	16.000	17.000	29.965	47.970	28.210	48.295	13.871	1.785	1.772	24.573	0.068	0.024	-0.040	17.000	31.200	50.245	18.200	52.455	12.990	13.187	13.150	170.825	-0.148	NaN	0.139	17.000	35.360	55.640	35.295	55.835	11.996	0.206	0.184	2.210	0.093	0.041	-0.041	20.000	33.215	54.470	32.110	55.510	13.341	1.517	1.498	19.984	0.055	0.184	0.136	17.000	32.435	52.455	22.035	58.825	12.562	12.196	12.120	152.252	0.031	0.089	0.055	17.000	43.095	51.935	44.070	59.345	4.863	7.474	7.186	34.945	-0.030	-0.137	-0.137	17.000	41.665	52.195	38.480	67.080	5.505	15.222	14.950	82.299	-0.118	-0.077	0.064	19.000	33.670	46.865	32.890	46.605	10.531	0.822	0.783	8.247	-0.198	-0.082	0.103	118.000	30.680	50.960	29.315	51.805	13.873	1.605	1.530	21.222	0.142	0.145	NaN
18	17.000	18.000	30.355	47.970	28.145	48.555	13.680	2.286	2.244	30.699	0.472	0.129	-0.377	18.000	31.070	50.245	18.200	52.455	13.321	13.058	13.025	173.512	-0.125	NaN	0.128	18.000	35.295	55.640	35.295	55.770	12.226	0.130	0.091	1.115	-0.093	-0.065	-1.194E-17	21.000	33.215	54.470	32.045	55.640	13.268	1.655	1.622	21.522	0.124	0.138	NaN	18.000	32.500	52.455	22.035	58.890	12.707	12.285	12.207	155.117	0.087	0.034	-0.055	18.000	43.030	52.195	44.070	59.345	5.227	7.225	6.830	35.701	-0.356	NaN	0.248	18.000	41.665	52.065	38.350	67.015	5.525	15.313	14.947	82.582	-0.003	-0.035	-0.127	20.000	33.605	46.800	32.955	46.605	10.662	0.679	0.653	6.967	-0.130	-0.062	0.081	119.000	30.680	51.025	29.315	51.805	13.873	1.572	1.514	21.002	-0.016	NaN	0.032
19	18.000	19.000	30.745	47.970	28.080	48.490	13.490	2.715	2.696	36.365	0.452	0.051	-0.383	19.000	31.005	50.245	18.135	52.455	13.589	13.058	13.025	177.002	-6.523E-5	0.064	0.064	19.000	35.295	55.640	35.230	55.835	12.411	0.206	0.182	2.265	0.091	0.082	NaN	22.000	33.215	54.470	31.915	55.835	13.214	1.885	1.839	24.306	0.217	0.231	NaN	19.000	32.370	52.650	21.970	59.020	13.112	12.196	12.130	159.054	-0.077	0.123	0.213	19.000	43.095	52.130	44.070	59.345	5.253	7.281	6.848	35.972	0.018	NaN	-0.056	19.000	41.665	52.065	38.350	67.275	5.668	15.567	15.087	85.518	0.140	0.254	NaN	21.000	33.735	46.800	33.020	46.540	10.535	0.761	0.723	7.613	0.069	-0.039	-0.122	120.000	30.810	50.960	29.185	51.870	13.810	1.862	1.798	24.835	0.284	0.145	-0.145
20	19.000	20.000	30.875	47.970	27.950	48.490	13.425	2.971	2.955	39.673	0.259	0.128	-0.128	20.000	30.875	50.245	18.135	52.455	13.779	12.930	12.902	177.771	-0.123	NaN	0.128	20.000	35.230	55.640	35.165	55.835	12.505	0.206	0.182	2.273	-6.901E-4	0.021	0.021	23.000	33.410	54.275	31.655	56.030	12.818	2.482	2.430	31.142	0.590	0.322	-0.276	20.000	32.435	52.650	21.905	59.085	13.112	12.341	12.276	160.960	0.145	0.089	-0.055	20.000	43.030	52.195	44.070	59.475	5.345	7.354	6.843	36.572	-0.006	0.129	0.055	20.000	41.665	52.195	38.350	67.470	5.814	15.631	15.145	88.049	0.058	0.191	0.127	22.000	33.800	46.735	33.085	46.540	10.407	0.741	0.722	7.512	-8.754E-4	-0.063	-0.046	121.000	30.810	50.960	29.185	51.935	13.810	1.895	1.814	25.054	0.016	0.033	NaN
21	20.000	21.000	31.070	47.970	27.885	48.425	13.222	3.217	3.208	42.411	0.253	0.055	-0.193	21.000	30.875	50.245	18.135	52.455	13.749	12.930	12.909	177.484	0.007	NaN	NaN	21.000	35.165	55.640	35.165	55.900	12.463	0.260	0.178	2.214	-0.004	0.065	-1.194E-17	24.000	33.345	54.275	31.655	56.160	12.963	2.532	2.446	31.700	0.016	0.097	0.043	21.000	32.305	52.715	21.840	59.215	13.202	12.319	12.233	161.496	-0.043	0.124	0.145	21.000	43.030	52.260	44.070	59.410	5.281	7.225	6.709	35.431	-0.134	-0.064	0.064	21.000	41.665	52.130	38.285	67.470	5.640	15.708	15.171	85.565	0.026	0.014	-0.063	23.000	33.735	46.670	33.150	46.410	10.416	0.640	0.599	6.236	-0.123	-0.007	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
22	21.000	22.000	31.200	48.035	27.755	48.425	13.032	3.467	3.464	45.140	0.256	0.129	-0.122	22.000	30.745	50.310	18.070	52.455	13.827	12.855	12.828	177.374	-0.081	0.064	0.139	22.000	35.035	55.770	34.970	55.965	12.599	0.206	0.181	2.282	0.003	0.123	0.164	25.000	33.345	54.210	31.655	56.355	12.783	2.731	2.585	33.044	0.140	0.153	-0.051	22.000	32.370	52.715	21.840	59.280	13.084	12.409	12.325	161.268	0.093	0.034	-0.055	22.000	43.030	52.195	44.135	59.605	5.203	7.492	6.972	36.276	0.263	0.202	-0.064	22.000	41.600	52.390	38.155	66.950	5.872	14.962	14.580	85.615	-0.591	-0.476	0.268	24.000	33.605	46.540	33.020	46.410	10.615	0.599	0.592	6.283	-0.007	0.127	0.155	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23	22.000	23.000	31.590	48.035	27.495	48.360	12.569	4.108	4.107	51.625	0.643	0.254	-0.389	23.000	30.615	50.375	18.135	52.455	13.875	12.652	12.628	175.219	-0.200	-0.064	0.139	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	33.410	54.145	31.460	56.550	12.693	3.096	2.943	37.357	0.358	0.274	-0.091	23.000	32.435	52.650	21.710	59.540	12.884	12.747	12.625	162.654	0.299	0.250	-0.090	23.000	43.030	52.065	44.200	59.605	4.935	7.630	7.087	34.975	0.115	0.010	-0.128	23.000	41.600	52.650	38.285	66.755	5.961	14.489	14.176	84.500	-0.405	-0.220	0.253	25.000	33.800	46.605	33.020	46.345	10.291	0.822	0.795	8.180	0.203	0.021	-0.206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
24	23.000	24.000	31.135	48.035	27.300	48.360	13.092	3.849	3.848	50.379	-0.259	0.194	0.453	24.000	30.745	50.375	18.135	52.455	13.827	12.780	12.750	176.292	0.122	NaN	-0.128	24.000	34.970	55.835	34.905	56.030	12.646	0.206	0.181	2.286	0.181	NaN	NaN	27.000	33.475	54.080	31.265	56.680	12.548	3.412	3.269	41.016	0.325	0.225	-0.092	24.000	32.240	52.650	21.710	59.540	13.147	12.584	12.440	163.558	-0.184	NaN	0.163	24.000	43.095	52.130	44.200	59.475	5.062	7.428	6.927	35.063	-0.160	-0.129	0.074	24.000	41.665	52.260	38.155	66.430	5.668	14.598	14.244	80.740	0.068	-0.284	-0.394	26.000	33.800	46.605	32.955	46.345	10.291	0.884	0.860	8.847	0.065	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
25	24.000	25.000	31.525	48.035	27.040	48.360	12.569	4.497	4.497	56.518	0.649	0.259	-0.389	25.000	30.485	50.375	18.135	52.455	13.939	12.524	12.502	174.264	-0.248	NaN	0.256	25.000	34.840	55.770	34.775	55.965	12.558	0.206	0.180	2.260	-7.448E-4	-0.021	-0.021	28.000	33.475	54.080	31.200	56.810	12.548	3.554	3.394	42.588	0.125	0.141	NaN	25.000	31.915	52.975	21.710	59.475	13.434	12.099	12.001	161.222	-0.439	-0.035	0.449	25.000	43.095	52.130	44.135	59.410	4.972	7.354	6.935	34.476	0.008	-0.074	NaN	25.000	41.600	52.585	38.155	66.365	5.875	14.204	13.951	81.957	-0.293	-0.063	0.331	27.000	33.800	46.540	32.890	46.150	10.230	0.990	0.935	9.565	0.075	0.137	0.026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
26	25.000	26.000	31.070	48.035	26.780	48.425	13.023	4.308	4.306	56.074	-0.191	0.265	0.453	26.000	30.420	50.440	18.070	52.455	14.017	12.513	12.485	174.995	-0.017	0.064	0.075	26.000	34.840	55.640	34.710	55.900	12.470	0.291	0.271	3.380	0.091	-0.029	-0.116	29.000	33.475	54.275	31.005	57.005	12.601	3.682	3.572	45.013	0.178	0.275	0.145	26.000	32.370	52.715	21.645	59.605	12.911	12.747	12.632	163.102	0.631	0.125	-0.523	26.000	43.095	52.065	44.070	59.345	4.908	7.345	6.941	34.066	0.007	-0.073	-0.064	26.000	41.600	52.520	38.155	66.170	5.816	14.078	13.821	80.376	-0.130	-0.189	-0.063	28.000	33.800	46.475	32.760	46.085	10.235	1.111	1.067	10.917	0.132	0.145	0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
27	26.000	27.000	31.135	48.035	26.520	48.490	12.894	4.637	4.634	59.750	0.328	0.265	-0.065	27.000	30.355	50.440	17.940	52.455	14.017	12.577	12.548	175.883	0.063	0.128	0.064	27.000	34.775	55.640	34.710	55.900	12.470	0.268	0.223	2.780	-0.048	NaN	0.016	30.000	33.475	54.080	30.875	57.135	12.548	4.012	3.843	48.228	0.271	0.183	-0.149	27.000	32.370	52.650	21.645	59.605	12.825	12.783	12.656	162.308	0.023	NaN	-0.035	27.000	43.095	52.130	44.070	59.345	4.959	7.281	6.914	34.286	-0.028	NaN	0.064	27.000	41.470	53.365	38.155	65.975	6.615	13.038	12.918	85.451	-0.903	-0.189	0.850	29.000	33.865	46.540	32.760	46.020	10.100	1.221	1.139	11.505	0.072	0.028	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
