 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)
82	81.000	82.000	32.110	48.425	20.280	48.360	12.124	11.830	11.792	142.966	0.185	0.130	-0.065	82.000	30.680	50.440	19.110	52.325	13.833	11.723	11.707	161.940	-0.251	-0.267	-0.010	82.000	34.645	56.030	34.450	56.355	12.799	0.379	0.362	4.631	-0.092	NaN	0.089	85.000	32.695	54.990	29.120	58.955	13.720	5.339	5.158	70.769	0.319	0.135	-0.184	82.000	31.980	52.845	25.025	56.355	13.332	7.791	7.778	103.698	0.205	NaN	-0.203	82.000	42.965	51.090	43.875	58.305	3.782	7.272	6.522	24.670	0.153	-0.137	-0.605	82.000	41.730	51.805	38.545	64.415	4.950	13.006	12.517	61.964	-0.208	-0.142	0.126	84.000	33.800	46.800	32.110	45.890	10.485	1.919	1.743	18.277	-0.011	0.057	0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83	82.000	83.000	32.110	48.425	20.280	48.360	12.119	11.830	11.797	142.970	0.005	NaN	NaN	83.000	30.745	50.375	30.550	50.310	13.742	0.206	0.178	2.442	-11.529	-10.216	-0.041	83.000	34.580	56.095	34.515	56.355	12.847	0.268	0.221	2.839	-0.141	-0.016	0.079	86.000	32.890	54.795	28.990	59.150	13.415	5.846	5.630	75.530	0.472	0.232	-0.275	83.000	31.850	52.910	25.025	56.355	13.451	7.645	7.631	102.651	-0.147	NaN	0.145	83.000	42.965	51.025	43.940	58.305	3.660	7.345	6.524	23.875	0.002	0.009	-0.064	83.000	41.795	51.675	38.545	64.480	4.749	13.211	12.687	60.253	0.170	0.063	-0.142	85.000	33.865	46.800	32.175	45.890	10.360	1.919	1.749	18.117	0.006	-0.057	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84	83.000	84.000	32.175	48.425	20.085	48.295	12.129	12.091	12.040	146.041	0.244	0.196	-0.065	84.000	30.810	50.375	19.760	52.390	13.769	11.232	11.226	154.572	11.048	10.988	-0.064	84.000	34.710	56.030	34.515	56.355	12.842	0.379	0.362	4.652	0.141	NaN	-0.123	87.000	32.955	54.730	28.925	59.215	13.361	6.030	5.814	77.677	0.184	0.092	-0.092	84.000	31.785	52.910	25.025	56.420	13.622	7.617	7.600	103.529	-0.031	0.030	0.058	84.000	42.965	51.025	43.940	58.305	3.804	7.345	6.508	24.759	-0.015	NaN	NaN	84.000	41.730	51.935	38.545	64.480	5.152	12.943	12.488	64.338	-0.199	NaN	0.268	86.000	33.930	46.865	32.110	45.890	10.295	2.065	1.883	19.389	0.135	0.057	-0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
85	84.000	85.000	32.110	48.360	19.955	48.230	12.119	12.156	12.116	146.844	0.076	0.131	0.066	85.000	30.745	50.505	19.955	52.325	13.783	10.942	10.928	150.621	-0.298	-0.203	0.086	85.000	34.645	56.095	34.450	56.355	12.842	0.325	0.319	4.094	-0.043	0.039	0.091	88.000	33.020	54.730	28.925	59.215	13.053	6.073	5.883	76.785	0.069	NaN	-0.044	85.000	31.850	52.910	25.025	56.355	13.477	7.645	7.633	102.875	0.033	-0.029	-0.058	85.000	42.965	50.960	43.940	58.370	3.660	7.474	6.646	24.323	0.138	0.064	-0.064	85.000	41.795	51.545	38.545	64.480	4.693	13.337	12.773	59.944	0.285	NaN	-0.394	87.000	33.995	46.865	32.175	45.955	10.226	2.035	1.874	19.165	-0.009	-0.087	-0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
86	85.000	86.000	32.110	48.360	19.955	48.230	12.115	12.156	12.121	146.853	0.005	NaN	NaN	86.000	30.745	50.440	20.215	52.325	13.756	10.697	10.692	147.072	-0.236	-0.256	-0.011	86.000	34.580	56.095	34.385	56.420	12.847	0.379	0.361	4.643	0.043	0.089	0.033	89.000	33.215	54.535	28.795	59.345	13.037	6.532	6.315	82.320	0.432	0.184	-0.276	86.000	31.590	52.975	25.025	56.355	13.716	7.384	7.365	101.020	-0.268	NaN	0.261	86.000	42.965	51.025	43.940	58.370	3.660	7.409	6.585	24.099	-0.061	NaN	0.064	86.000	41.730	51.740	38.545	64.415	4.838	13.069	12.525	60.595	-0.248	-0.063	0.205	88.000	33.995	46.865	32.240	46.020	9.971	1.948	1.811	18.058	-0.063	-0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
87	86.000	87.000	32.045	48.295	19.890	48.230	12.180	12.155	12.126	147.693	0.004	0.065	0.065	87.000	30.745	50.505	20.215	52.325	13.783	10.686	10.674	147.123	-0.018	NaN	0.011	87.000	34.645	56.095	34.320	56.485	12.842	0.508	0.502	6.452	0.141	0.092	-0.042	90.000	33.215	54.535	28.730	59.410	12.947	6.624	6.402	82.882	0.087	0.092	NaN	87.000	31.915	52.910	25.025	56.355	13.417	7.703	7.694	103.229	0.328	NaN	-0.320	87.000	42.965	51.025	43.940	58.305	3.721	7.345	6.544	24.349	-0.041	-0.064	NaN	87.000	41.730	51.675	38.545	64.415	4.838	13.132	12.581	60.865	0.056	NaN	-0.063	89.000	33.995	46.865	32.240	46.085	10.226	1.921	1.801	18.417	-0.010	-0.026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
88	87.000	88.000	32.110	48.360	19.695	48.165	11.856	12.417	12.375	146.717	0.249	0.196	-0.066	88.000	30.160	50.765	20.215	52.325	14.143	10.067	10.041	142.011	-0.633	NaN	0.618	88.000	34.580	56.095	34.320	56.550	12.654	0.524	0.499	6.308	-0.004	0.056	0.032	91.000	33.215	54.600	28.600	59.540	12.963	6.760	6.565	85.096	0.163	0.184	0.047	88.000	31.785	52.910	24.960	56.420	13.272	7.675	7.660	101.666	-0.034	0.088	0.116	88.000	43.225	51.740	43.940	58.305	4.221	6.604	6.349	26.799	-0.195	NaN	0.739	88.000	41.730	51.740	38.545	64.415	4.711	13.069	12.688	59.767	0.107	NaN	0.063	90.000	34.060	46.930	32.370	46.085	10.096	1.889	1.741	17.576	-0.060	-0.116	-0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89	88.000	89.000	32.110	48.360	19.565	48.100	12.119	12.548	12.496	151.449	0.121	0.131	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	34.580	56.095	34.320	56.550	12.890	0.524	0.497	6.405	-0.002	NaN	NaN	92.000	33.345	54.470	28.470	59.670	12.747	7.128	6.912	88.112	0.347	0.184	-0.184	89.000	31.785	52.910	24.960	56.420	13.537	7.675	7.658	103.669	-0.002	NaN	NaN	89.000	42.965	51.025	43.940	58.240	3.721	7.281	6.482	24.121	0.133	-0.064	-0.743	89.000	41.665	51.545	38.545	64.415	4.761	13.243	12.555	59.775	-0.133	NaN	-0.174	91.000	33.995	46.995	32.435	46.215	10.088	1.744	1.598	16.123	-0.143	-0.116	0.029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
90	89.000	90.000	32.045	48.295	19.565	48.165	12.111	12.481	12.451	150.790	-0.046	-6.770E-4	0.066	90.000	30.550	50.505	20.215	52.325	13.896	10.494	10.487	145.724	10.487	NaN	NaN	90.000	34.515	56.160	34.320	56.550	12.890	0.436	0.405	5.222	-0.092	NaN	0.087	93.000	33.280	54.535	28.405	59.670	12.386	7.081	6.927	85.797	0.015	0.045	0.092	90.000	31.785	52.910	25.025	56.420	13.451	7.617	7.597	102.194	-0.061	-0.058	NaN	90.000	42.965	51.025	43.940	58.305	3.638	7.345	6.580	23.939	0.097	0.064	NaN	90.000	41.665	51.870	38.545	64.350	4.950	12.864	12.372	61.246	-0.183	-0.063	0.315	92.000	33.995	46.930	32.565	46.215	10.096	1.599	1.473	14.872	-0.125	-0.116	0.029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91	90.000	91.000	32.110	48.425	19.565	48.230	11.995	12.547	12.494	149.861	0.043	-0.001	-0.067	91.000	30.485	50.700	20.215	52.325	13.953	10.398	10.370	144.694	-0.117	NaN	0.095	91.000	34.580	56.030	34.255	56.615	12.750	0.669	0.633	8.066	0.227	0.088	-0.145	94.000	33.280	54.535	28.470	59.735	12.350	7.084	6.903	85.252	-0.024	0.004	NaN	91.000	31.720	52.845	24.960	56.355	13.451	7.617	7.597	102.194	-4.441E-15	0.028	0.028	91.000	42.965	51.025	43.940	58.370	3.680	7.409	6.713	24.704	0.133	0.064	NaN	91.000	41.730	51.740	38.480	64.415	4.830	13.085	12.663	61.157	0.290	0.079	-0.142	93.000	33.995	46.930	32.695	46.345	9.508	1.426	1.334	12.679	-0.140	-0.172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
92	91.000	92.000	32.175	48.425	19.565	48.230	11.925	12.612	12.564	149.831	0.070	NaN	-0.065	92.000	30.485	50.830	20.215	52.325	13.968	10.378	10.336	144.377	-0.034	NaN	0.019	92.000	34.515	56.160	34.255	56.615	12.842	0.524	0.497	6.388	-0.135	NaN	0.145	95.000	33.345	54.535	28.405	59.670	12.370	7.125	6.991	86.473	0.087	-0.002	-0.045	92.000	31.720	52.845	25.025	56.420	13.425	7.590	7.561	101.506	-0.037	-0.027	NaN	92.000	42.965	51.025	43.940	58.305	3.618	7.345	6.634	24.002	-0.079	-0.064	NaN	92.000	41.665	51.675	38.545	64.415	4.749	13.116	12.566	59.674	-0.097	-0.015	-0.048	94.000	34.060	46.865	32.760	46.345	9.452	1.400	1.336	12.624	0.002	-0.060	-0.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
93	92.000	93.000	32.045	48.360	19.565	48.230	11.471	12.481	12.437	142.661	-0.128	NaN	0.131	93.000	30.485	50.765	20.215	52.325	13.400	10.388	10.342	138.580	0.006	NaN	-0.010	93.000	34.645	56.030	34.190	56.680	12.274	0.793	0.779	9.557	0.281	0.091	-0.181	96.000	33.215	54.600	28.405	59.670	12.800	6.989	6.812	87.196	-0.178	NaN	0.137	93.000	29.380	54.210	24.960	56.355	15.613	4.913	4.913	76.705	-2.648	0.030	2.701	93.000	42.965	51.025	43.875	58.305	3.548	7.337	7.068	25.080	0.434	-0.008	NaN	93.000	41.665	51.870	38.545	64.350	4.720	12.864	12.718	60.029	0.152	-0.063	0.189	95.000	33.930	46.865	32.760	46.345	9.573	1.280	1.200	11.484	-0.136	NaN	0.119	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94	93.000	94.000	32.045	48.360	19.565	48.230	11.467	12.481	12.442	142.670	0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	34.580	56.095	34.190	56.615	12.321	0.650	0.641	7.901	-0.137	-0.052	0.091	97.000	33.280	54.535	28.340	59.670	12.333	7.125	6.985	86.139	0.172	0.045	-0.092	94.000	29.315	54.145	24.960	56.420	15.617	4.913	4.908	76.646	-0.005	0.030	0.028	94.000	42.965	50.960	43.940	58.305	3.420	7.409	7.111	24.319	0.043	0.009	-0.064	94.000	41.600	51.675	38.545	64.415	4.508	13.101	12.850	57.929	0.132	0.063	-0.174	96.000	33.995	46.865	32.825	46.345	9.901	1.280	1.202	11.898	0.002	-0.059	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95	94.000	95.000	32.045	48.360	19.370	48.295	11.476	12.675	12.630	144.943	0.188	0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	34.645	55.965	34.255	56.550	12.274	0.703	0.687	8.429	0.045	-0.090	-0.144	98.000	33.280	54.535	28.340	59.735	12.620	7.172	6.988	88.184	0.003	0.047	NaN	95.000	29.315	54.210	24.895	56.420	15.700	4.942	4.941	77.571	0.033	0.058	0.029	95.000	42.965	51.025	43.940	58.305	3.613	7.345	7.064	25.519	-0.047	NaN	0.064	95.000	41.665	51.935	38.545	64.480	4.840	12.927	12.798	61.943	-0.053	0.063	0.237	97.000	33.930	46.865	32.825	46.280	9.512	1.250	1.142	10.867	-0.059	0.030	0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96	95.000	96.000	32.045	48.360	19.370	48.295	11.860	12.675	12.638	149.890	0.008	NaN	NaN	96.000	30.745	50.960	20.215	52.325	13.574	10.618	10.532	142.961	10.532	10.352	-0.064	96.000	34.645	56.030	34.255	56.615	12.558	0.703	0.683	8.581	-0.003	0.054	0.054	99.000	33.345	54.470	28.340	59.670	12.565	7.217	7.047	88.543	0.059	-0.047	-0.092	96.000	30.160	53.755	24.765	56.550	15.068	6.076	6.068	91.433	1.127	0.175	-0.960	96.000	42.965	51.025	43.940	58.305	3.626	7.345	6.802	24.666	-0.262	NaN	NaN	96.000	41.730	51.935	38.545	64.415	4.913	12.880	12.618	61.993	-0.179	-0.063	-0.016	98.000	33.735	46.800	32.825	46.345	10.105	1.017	0.942	9.523	-0.200	-0.029	0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97	96.000	97.000	31.785	48.360	19.370	48.165	11.666	12.417	12.368	144.284	-0.270	0.002	0.260	97.000	30.745	50.960	20.215	52.325	13.135	10.618	10.519	138.170	-0.012	NaN	NaN	97.000	34.645	55.965	34.255	56.550	12.182	0.703	0.687	8.366	0.003	-0.054	-0.054	100.000	33.215	54.535	28.275	59.735	12.548	7.172	7.004	87.880	-0.043	0.092	0.137	97.000	29.120	54.340	24.570	56.615	15.845	5.087	5.086	80.592	-0.982	0.203	1.192	97.000	42.965	51.025	43.940	58.370	3.539	7.409	7.159	25.337	0.356	0.064	NaN	97.000	41.665	51.740	38.545	64.415	4.575	13.053	12.902	59.027	0.284	NaN	-0.174	99.000	33.865	46.865	32.760	46.280	9.966	1.250	1.141	11.369	0.198	0.088	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98	97.000	98.000	31.980	48.425	19.370	48.165	11.860	12.613	12.559	148.957	0.191	NaN	-0.196	98.000	30.420	50.830	20.215	52.325	13.779	10.314	10.270	141.504	-0.250	NaN	0.303	98.000	34.515	56.095	34.255	56.550	12.606	0.524	0.499	6.291	-0.188	NaN	0.177	101.000	33.280	54.470	28.275	59.800	12.565	7.312	7.119	89.447	0.115	0.047	-0.092	98.000	30.030	53.820	24.570	56.680	15.127	6.164	6.154	93.085	1.067	0.030	-1.047	98.000	43.030	51.025	43.940	58.305	3.532	7.337	6.899	24.370	-0.259	-0.064	0.008	98.000	41.665	51.675	38.545	64.415	4.623	13.116	12.733	58.863	-0.169	NaN	-0.063	100.000	33.800	46.800	32.760	46.280	9.841	1.163	1.075	10.579	-0.066	NaN	0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99	98.000	99.000	31.850	48.490	19.305	48.100	12.000	12.551	12.472	149.658	-0.088	0.067	0.128	99.000	29.900	50.895	20.215	52.325	14.315	9.790	9.749	139.552	-0.521	NaN	0.524	99.000	34.580	55.965	34.255	56.615	12.514	0.727	0.679	8.492	0.180	0.058	-0.145	102.000	33.410	54.405	28.340	59.735	12.584	7.356	7.161	90.111	0.042	-0.092	-0.137	99.000	30.355	53.625	24.505	56.680	14.777	6.600	6.590	97.378	0.436	0.058	-0.378	99.000	43.030	51.025	43.940	58.305	3.596	7.337	6.909	24.843	0.010	NaN	NaN	99.000	41.730	51.805	38.545	64.350	4.768	12.943	12.678	60.443	-0.055	-0.063	0.110	101.000	33.735	46.865	32.630	46.215	10.031	1.282	1.145	11.484	0.070	0.145	0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100	99.000	100.000	31.850	48.620	19.240	48.100	11.817	12.621	12.506	147.782	0.034	0.065	-0.005	100.000	29.510	50.895	20.215	52.325	14.504	9.404	9.372	135.939	-0.376	NaN	0.385	100.000	34.645	55.965	34.190	56.680	12.323	0.847	0.821	10.123	0.143	0.090	-0.035	103.000	33.345	54.405	28.340	59.670	12.767	7.264	7.044	89.938	-0.116	-0.047	0.045	100.000	30.355	53.625	24.440	56.745	14.600	6.687	6.678	97.496	0.088	0.088	NaN	100.000	42.965	51.025	43.940	58.305	3.570	7.345	6.981	24.919	0.072	NaN	-0.009	100.000	41.730	51.870	38.545	64.415	4.745	12.943	12.778	60.637	0.100	0.063	0.063	102.000	33.540	46.735	32.630	46.215	10.429	1.048	0.946	9.870	-0.198	NaN	0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101	100.000	101.000	31.980	48.620	19.045	48.035	11.817	12.948	12.824	151.534	0.317	0.198	-0.130	101.000	29.770	50.895	20.215	52.325	14.378	9.661	9.623	138.365	0.251	NaN	-0.257	101.000	34.645	56.030	34.125	56.810	12.463	0.937	0.913	11.374	0.091	0.144	0.054	104.000	33.280	54.405	28.405	59.670	12.331	7.175	6.974	86.000	-0.070	-0.044	0.044	101.000	30.485	53.560	24.440	56.810	14.573	6.863	6.849	99.803	0.171	0.031	-0.145	101.000	42.965	50.960	43.940	58.305	3.532	7.409	6.948	24.543	-0.032	NaN	-0.064	101.000	41.730	51.935	38.545	64.415	4.858	12.880	12.677	61.579	-0.101	NaN	0.063	103.000	33.410	46.670	32.565	46.215	10.764	0.960	0.880	9.477	-0.066	0.057	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102	101.000	102.000	32.045	48.620	18.850	47.970	11.946	13.211	13.078	156.236	0.255	0.198	-0.065	102.000	30.160	50.830	20.280	52.325	14.173	9.992	9.956	141.102	0.332	-0.064	-0.395	102.000	34.645	56.030	34.125	56.810	12.606	0.937	0.910	11.475	-0.002	NaN	NaN	105.000	33.280	54.470	28.405	59.670	12.892	7.128	6.910	89.084	-0.064	NaN	0.047	102.000	30.680	53.430	24.440	56.745	14.519	7.066	7.049	102.351	0.201	-0.030	-0.233	102.000	43.030	51.025	43.940	58.370	3.626	7.401	6.882	24.953	-0.067	0.065	0.072	102.000	41.730	51.740	38.545	64.415	4.768	13.069	12.708	60.591	0.031	NaN	-0.189	104.000	33.410	46.605	32.500	46.150	10.187	1.017	0.949	9.671	0.069	0.087	0.029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103	102.000	103.000	32.045	48.620	18.785	47.905	12.135	13.279	13.150	159.570	0.072	0.068	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	34.645	56.095	34.125	56.810	12.750	0.884	0.865	11.023	-0.046	NaN	0.053	106.000	33.280	54.405	28.340	59.670	12.529	7.220	7.021	87.973	0.111	0.044	-0.047	103.000	30.680	53.495	24.375	56.745	14.698	7.093	7.080	104.058	0.031	0.058	0.030	103.000	43.030	51.025	43.940	58.305	3.618	7.337	6.654	24.074	-0.227	-0.064	NaN	103.000	41.795	51.740	38.545	64.415	4.773	13.085	12.641	60.333	-0.067	NaN	-0.016	105.000	33.410	46.605	32.305	46.150	10.764	1.195	1.140	12.265	0.190	0.180	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104	103.000	104.000	32.110	48.555	18.720	47.905	11.481	13.406	13.286	152.548	0.137	0.065	-0.062	104.000	29.380	50.765	20.280	52.325	14.524	9.233	9.221	133.916	9.221	NaN	NaN	104.000	34.580	56.095	34.060	56.810	12.368	0.884	0.869	10.753	0.005	0.038	0.038	107.000	33.280	54.405	28.405	59.605	12.877	7.128	6.890	88.725	-0.131	-0.092	NaN	104.000	31.005	53.300	24.310	56.810	13.788	7.559	7.548	104.066	0.468	0.088	-0.378	104.000	42.965	51.025	43.940	58.305	3.494	7.345	7.014	24.509	0.360	NaN	-0.009	104.000	41.730	52.000	38.545	64.415	4.780	12.817	12.693	60.671	0.052	NaN	0.268	106.000	33.475	46.735	32.305	46.150	10.300	1.308	1.211	12.472	0.071	NaN	-0.116	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105	104.000	105.000	31.915	48.620	18.590	47.840	12.270	13.348	13.201	161.970	-0.086	0.134	0.191	105.000	30.550	50.440	20.215	52.325	13.896	10.505	10.500	145.915	1.280	0.064	-1.209	105.000	34.645	56.030	33.995	56.940	12.750	1.118	1.092	13.917	0.222	0.144	-0.091	108.000	33.215	54.470	28.405	59.540	12.857	6.989	6.778	87.145	-0.112	-0.047	0.092	105.000	31.070	53.235	24.245	56.875	14.262	7.735	7.712	109.989	0.164	0.088	-0.088	105.000	42.965	51.025	43.940	58.305	3.700	7.345	6.598	24.412	-0.416	NaN	NaN	105.000	41.730	51.935	38.545	64.350	5.032	12.817	12.427	62.534	-0.265	-0.063	-0.063	107.000	33.540	46.735	32.370	46.215	10.693	1.280	1.207	12.912	-0.004	-0.086	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106	105.000	106.000	31.980	48.685	18.590	47.840	11.823	13.417	13.241	156.545	0.040	NaN	-0.069	106.000	29.835	50.700	20.280	52.325	14.270	9.692	9.677	138.086	-0.824	-0.064	0.748	106.000	34.645	56.030	33.930	57.070	12.463	1.262	1.233	15.362	0.141	0.144	NaN	109.000	33.150	54.600	28.470	59.540	12.783	6.805	6.614	84.551	-0.164	-0.045	0.139	106.000	31.135	53.300	24.180	56.875	13.874	7.820	7.812	108.384	0.100	0.058	-0.028	106.000	42.965	50.960	43.940	58.305	3.532	7.409	6.948	24.543	0.350	NaN	-0.064	106.000	41.665	51.740	38.545	64.350	4.709	12.990	12.691	59.767	0.264	NaN	-0.174	108.000	33.540	46.735	32.305	46.280	10.564	1.316	1.267	13.389	0.060	0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107	106.000	107.000	31.460	48.685	18.590	47.840	12.788	12.898	12.749	163.030	-0.492	NaN	0.519	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	34.645	56.030	33.800	57.070	12.755	1.340	1.322	16.862	0.089	0.082	NaN	110.000	33.150	54.600	28.470	59.475	12.892	6.758	6.571	84.707	-0.044	-0.047	NaN	107.000	31.460	53.040	24.115	56.940	13.861	8.316	8.287	114.869	0.475	0.088	-0.409	107.000	43.160	51.935	43.940	58.305	4.477	6.418	6.015	26.930	-0.934	NaN	0.991	107.000	41.730	51.805	38.545	64.415	4.894	13.006	12.494	61.144	-0.198	0.063	0.047	109.000	33.540	46.735	32.370	46.215	10.375	1.280	1.211	12.565	-0.056	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108	107.000	108.000	31.655	48.815	18.525	47.840	12.476	13.166	12.969	161.805	0.220	0.065	-0.204	108.000	30.485	50.570	20.280	52.325	13.910	10.355	10.344	143.882	10.344	NaN	NaN	108.000	34.645	56.030	33.800	57.135	12.658	1.391	1.367	17.301	0.045	0.052	NaN	111.000	33.150	54.600	28.600	59.345	12.927	6.574	6.397	82.700	-0.173	-0.184	NaN	108.000	31.330	53.105	24.050	57.005	13.886	8.259	8.231	114.295	-0.057	0.088	0.145	108.000	43.160	52.000	43.940	58.305	4.513	6.353	6.018	27.158	0.004	NaN	0.065	108.000	41.665	51.740	38.545	64.350	4.805	12.990	12.478	59.961	-0.015	-0.063	-0.047	110.000	33.605	46.735	32.370	46.215	10.440	1.340	1.276	13.317	0.065	NaN	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
