T	X	Y	Mean	StdDev	Frame Background	Boundary Background
93.000	41.990	23.660	691.067	330.417	105.057	162.352
94.000	41.795	23.530	676.815	335.104	104.901	161.232
95.000	41.795	23.660	681.096	334.619	105.016	161.561
96.000	42.055	23.660	693.030	332.122	105.054	162.181
97.000	41.990	23.855	696.795	332.210	105.080	162.161
98.000	41.990	23.530	697.232	329.730	105.092	162.002
99.000	42.055	23.465	695.783	330.423	105.085	162.153
100.000	42.055	23.270	693.760	330.278	104.939	161.505
101.000	42.055	23.335	693.987	329.727	105.041	161.223
102.000	42.120	23.335	692.906	333.561	105.082	161.172
103.000	42.120	23.335	691.610	337.032	105.064	160.609
104.000	42.120	23.465	690.543	334.457	104.915	160.225
105.000	42.120	23.270	695.842	335.217	105.049	160.148
106.000	41.990	23.400	688.924	336.681	105.011	159.401
107.000	42.055	23.530	687.943	336.156	104.979	159.754
108.000	41.990	24.440	684.271	335.730	104.924	159.572
109.000	41.990	24.375	680.190	335.041	105.007	158.573
110.000	41.795	24.310	677.651	332.224	105.043	159.768
111.000	41.730	24.310	679.393	329.503	105.059	160.080
112.000	41.730	24.180	677.021	333.669	105.046	161.169
113.000	41.730	24.115	674.716	334.872	105.056	161.414
114.000	41.730	23.985	678.624	334.558	104.901	160.686
115.000	41.470	23.920	671.096	338.732	105.018	160.362
116.000	41.470	23.790	670.972	337.488	105.027	161.027
117.000	41.535	23.725	671.697	339.392	105.019	160.550
118.000	41.535	23.725	670.443	342.287	105.004	161.263
119.000	41.535	23.725	671.097	344.815	105.007	160.007
120.000	41.600	23.660	664.198	345.524	105.001	159.592
121.000	41.600	23.660	667.145	345.033	104.948	159.873
