 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)
95	94.000	95.000	12.155	13.780	6.305	19.175	4.918	7.958	6.512	32.026	0.097	-0.092	0.276	95.000	22.815	16.835	30.875	20.085	6.870	8.691	8.540	58.668	0.104	NaN	-0.109	95.000	13.845	19.305	11.180	24.830	6.948	6.134	6.132	42.605	0.268	0.028	-0.232	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	16.640	22.685	16.250	27.430	9.563	4.761	4.757	45.491	-0.066	NaN	0.070	95.000	12.220	18.070	6.630	27.105	6.895	10.624	10.373	71.521	0.140	NaN	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96	95.000	96.000	12.350	13.780	6.240	19.240	4.725	8.194	6.803	32.144	0.291	0.092	-0.145	96.000	22.815	16.835	30.810	20.020	6.870	8.606	8.450	58.052	-0.090	-0.084	NaN	96.000	14.105	19.110	11.180	24.830	6.657	6.424	6.423	42.761	0.292	NaN	-0.292	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	16.640	22.685	16.250	27.365	9.563	4.696	4.692	44.870	-0.065	-0.065	NaN	96.000	12.220	18.070	6.630	27.105	6.895	10.624	10.373	71.521	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97	96.000	97.000	12.350	13.715	6.240	19.175	5.434	8.194	6.719	36.512	-0.084	-0.043	-0.043	97.000	24.050	17.095	30.810	20.020	7.483	7.366	7.271	54.410	-1.179	NaN	1.237	97.000	14.040	19.175	11.180	24.830	7.146	6.337	6.318	45.148	-0.105	NaN	0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	16.640	22.620	16.250	27.430	9.619	4.826	4.823	46.391	0.131	0.065	-0.065	97.000	12.220	18.005	6.630	27.105	7.411	10.680	10.233	75.839	-0.140	NaN	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98	97.000	98.000	12.350	13.715	6.305	19.175	5.291	8.146	6.552	34.666	-0.167	-0.048	NaN	98.000	23.790	16.965	30.810	20.020	7.235	7.656	7.584	54.866	0.312	NaN	-0.290	98.000	14.105	19.045	11.180	24.895	6.822	6.540	6.521	44.489	0.203	0.058	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	16.640	22.815	16.250	27.495	9.669	4.696	4.695	45.402	-0.127	0.065	0.194	98.000	12.480	17.680	6.630	27.105	6.818	11.093	10.606	72.311	0.373	NaN	-0.413	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99	98.000	99.000	12.220	13.780	6.240	19.240	5.233	8.098	6.553	34.290	5.339E-4	0.092	0.140	99.000	23.400	16.900	30.810	20.020	7.035	8.040	7.942	55.871	0.359	NaN	-0.385	99.000	14.105	18.980	11.115	24.960	6.667	6.686	6.675	44.506	0.154	0.087	-0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	16.640	22.815	16.250	27.430	9.652	4.631	4.631	44.701	-0.064	-0.065	NaN	99.000	12.480	17.680	6.630	27.105	6.672	11.093	10.667	71.170	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100	99.000	100.000	12.025	13.975	6.305	19.175	5.387	7.730	6.413	34.544	-0.140	-0.092	0.275	100.000	23.335	16.835	30.810	20.020	7.001	8.125	8.041	56.294	0.099	NaN	-0.085	100.000	13.910	19.110	10.985	25.090	6.845	6.657	6.640	45.448	-0.036	0.174	0.202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	16.640	22.815	16.250	27.495	9.647	4.696	4.696	45.300	0.065	0.065	NaN	100.000	12.350	17.940	6.630	27.105	6.897	10.804	10.457	72.117	-0.210	NaN	0.289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101	100.000	101.000	12.155	13.910	6.240	19.240	5.176	7.962	6.538	33.838	0.125	0.092	-0.140	101.000	23.270	16.965	30.810	20.020	7.035	8.135	8.018	56.408	-0.023	NaN	-0.011	101.000	13.910	19.045	10.920	25.285	6.700	6.919	6.896	46.205	0.257	0.204	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	16.510	23.075	16.250	27.430	9.846	4.363	4.362	42.947	-0.334	-0.065	0.267	101.000	12.480	17.680	6.630	27.105	6.532	11.093	10.685	69.797	0.228	NaN	-0.289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102	101.000	102.000	12.155	13.845	6.305	19.175	5.360	7.914	6.968	37.349	0.431	-0.092	-0.044	102.000	23.270	17.030	30.810	20.020	7.423	8.111	7.815	58.009	-0.204	NaN	0.024	102.000	13.910	18.785	10.985	25.285	7.128	7.128	7.104	50.637	0.208	-0.027	-0.237	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	16.510	22.945	16.250	27.430	10.434	4.493	4.491	46.864	0.129	NaN	-0.130	102.000	12.415	17.810	6.630	27.105	7.220	10.948	10.737	77.516	0.052	NaN	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103	102.000	103.000	12.285	13.780	6.305	19.175	5.286	8.054	7.262	38.384	0.294	NaN	-0.140	103.000	23.335	17.160	30.810	20.020	7.715	8.003	7.601	58.643	-0.214	NaN	0.107	103.000	14.040	18.525	11.050	25.090	7.066	7.214	7.200	50.877	0.096	-0.204	-0.290	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	16.510	22.945	16.250	27.430	10.693	4.493	4.492	48.030	1.962E-4	NaN	NaN	103.000	12.870	17.355	6.630	27.105	6.769	11.576	11.437	77.419	0.700	NaN	-0.629	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104	103.000	104.000	12.415	13.650	6.305	19.175	5.099	8.238	7.461	38.046	0.200	NaN	-0.184	104.000	23.335	17.160	30.810	20.020	7.848	8.003	7.582	59.501	-0.019	NaN	NaN	104.000	13.975	18.395	11.115	25.025	7.066	7.221	7.197	50.852	-0.004	-0.085	-0.094	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	16.575	22.815	16.250	27.365	10.684	4.562	4.562	48.735	0.070	-0.065	-0.134	104.000	12.935	17.290	6.630	27.105	6.733	11.666	11.564	77.858	0.126	NaN	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105	104.000	105.000	12.415	13.715	6.305	19.175	5.181	8.194	7.598	39.369	0.137	NaN	0.043	105.000	23.140	17.095	30.810	20.020	7.784	8.209	7.694	59.889	0.112	NaN	-0.205	105.000	13.975	18.395	11.180	24.960	7.239	7.135	7.116	51.511	-0.081	-0.085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	16.575	22.815	16.250	27.430	10.879	4.626	4.626	50.328	0.065	0.065	NaN	105.000	12.740	17.420	6.630	27.105	7.107	11.451	11.352	80.681	-0.212	NaN	0.214	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106	105.000	106.000	12.415	13.715	6.305	19.175	5.155	8.194	7.758	39.994	0.160	NaN	NaN	106.000	23.075	17.160	30.810	20.020	8.050	8.247	7.624	61.368	-0.070	NaN	-0.038	106.000	13.910	18.525	11.180	24.895	7.559	6.930	6.925	52.348	-0.191	-0.060	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	16.510	22.945	16.250	27.495	11.264	4.557	4.557	51.334	-0.069	0.065	0.133	106.000	12.415	17.875	6.630	27.105	7.788	10.893	10.844	84.445	-0.508	NaN	0.558	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107	106.000	107.000	12.415	13.715	6.240	19.240	5.300	8.286	7.848	41.595	0.090	0.092	NaN	107.000	23.140	17.290	30.810	20.020	8.136	8.141	7.412	60.308	-0.212	NaN	0.105	107.000	13.780	18.720	11.245	24.830	7.907	6.615	6.600	52.187	-0.325	-0.085	0.230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	16.510	23.075	16.250	27.495	11.467	4.428	4.427	50.768	-0.130	NaN	0.130	107.000	12.220	18.135	6.630	27.105	8.243	10.569	10.511	86.646	-0.333	NaN	0.324	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108	107.000	108.000	12.220	13.910	6.305	19.175	5.553	7.919	7.612	42.267	-0.236	-0.092	0.275	108.000	23.270	17.355	30.810	20.020	8.412	7.997	7.272	61.170	-0.140	NaN	0.144	108.000	13.650	19.045	11.245	24.830	8.345	6.265	6.258	52.217	-0.343	NaN	0.350	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	16.575	22.880	16.250	27.495	11.394	4.626	4.626	52.707	0.199	NaN	-0.199	108.000	12.025	18.590	6.630	27.105	8.788	10.080	10.057	88.383	-0.454	NaN	0.489	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109	108.000	109.000	12.155	13.910	6.305	19.175	5.409	7.870	7.318	39.584	-0.294	NaN	0.048	109.000	23.270	17.355	30.810	20.085	8.059	8.019	7.461	60.130	0.189	0.022	NaN	109.000	13.650	19.175	11.245	24.830	7.994	6.145	6.134	49.031	-0.124	NaN	0.120	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	16.575	22.880	16.250	27.430	10.874	4.562	4.561	49.602	-0.065	-0.065	NaN	109.000	12.090	18.590	6.695	27.105	8.335	10.080	10.031	83.604	-0.026	-0.035	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110	109.000	110.000	12.155	13.910	6.305	19.175	5.531	7.870	7.466	41.295	0.148	NaN	NaN	110.000	23.270	17.355	30.810	20.020	8.278	7.997	7.327	60.650	-0.134	-0.022	NaN	110.000	13.715	18.980	11.115	24.960	8.082	6.521	6.516	52.660	0.382	0.171	-0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	16.575	22.815	16.250	27.495	11.134	4.691	4.691	52.229	0.130	0.065	-0.065	110.000	12.155	18.525	6.630	27.105	8.502	10.205	10.182	86.570	0.151	0.035	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111	110.000	111.000	12.155	13.975	6.305	19.175	5.611	7.827	7.514	42.166	0.048	NaN	0.043	111.000	23.400	17.355	30.810	20.020	8.461	7.875	7.230	61.174	-0.097	NaN	0.122	111.000	13.650	18.980	10.985	25.155	8.227	6.726	6.720	55.284	0.204	0.231	0.026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	16.640	22.620	16.250	27.560	11.065	4.955	4.954	54.815	0.263	0.065	-0.200	111.000	12.155	18.395	6.630	27.105	8.502	10.315	10.287	87.458	0.104	NaN	-0.110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112	111.000	112.000	12.350	13.780	6.305	19.175	5.466	8.102	7.773	42.487	0.258	NaN	-0.275	112.000	23.400	17.355	30.810	20.020	8.504	7.875	7.178	61.039	-0.052	NaN	NaN	112.000	13.585	19.045	10.985	25.220	8.459	6.700	6.690	56.594	-0.030	0.060	0.085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	16.705	22.555	16.250	27.430	11.130	4.896	4.892	54.452	-0.062	-0.129	-0.071	112.000	12.220	18.265	6.630	27.105	8.502	10.459	10.430	88.674	0.143	NaN	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
113	112.000	113.000	12.350	13.845	6.305	19.240	5.436	8.102	7.808	42.444	0.035	0.043	0.043	113.000	23.205	17.355	30.810	20.020	8.411	8.058	7.281	61.241	0.103	NaN	-0.184	113.000	13.585	19.110	10.920	25.285	8.490	6.726	6.721	57.063	0.031	0.085	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	16.640	22.685	16.250	27.430	11.260	4.761	4.759	53.586	-0.133	NaN	0.135	113.000	12.350	18.070	6.630	27.105	8.229	10.693	10.668	87.787	0.238	NaN	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
114	113.000	114.000	12.350	13.845	6.305	19.240	5.349	8.102	7.796	41.701	-0.012	NaN	NaN	114.000	23.075	17.290	30.810	20.020	8.274	8.203	7.439	61.546	0.158	NaN	-0.144	114.000	13.715	18.915	10.855	25.350	8.172	7.042	7.041	57.536	0.320	0.086	-0.231	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	16.510	22.880	16.250	27.365	11.394	4.493	4.493	51.186	-0.266	-0.065	0.202	114.000	12.285	18.135	6.630	27.105	8.229	10.604	10.577	87.039	-0.091	NaN	0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
115	114.000	115.000	12.220	13.910	6.370	19.175	5.553	7.870	7.553	41.942	-0.243	-0.092	0.140	115.000	23.205	17.225	30.810	20.020	8.275	8.102	7.428	61.465	-0.011	NaN	0.100	115.000	13.585	18.980	10.920	25.285	8.314	6.845	6.835	56.830	-0.206	-0.085	0.110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	16.510	22.880	16.250	27.430	11.397	4.557	4.557	51.942	0.065	0.065	NaN	115.000	12.285	18.070	6.630	27.105	8.216	10.659	10.620	87.250	0.043	NaN	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
116	115.000	116.000	12.285	13.845	6.370	19.175	5.349	7.962	7.651	40.923	0.097	NaN	-0.092	116.000	23.010	17.160	30.810	20.020	8.183	8.308	7.614	62.310	0.187	NaN	-0.205	116.000	13.650	19.045	10.985	25.220	8.290	6.726	6.724	55.740	-0.111	-0.085	0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	16.575	22.815	16.250	27.430	11.322	4.626	4.625	52.365	0.068	NaN	-0.069	116.000	12.025	18.395	6.630	27.105	8.554	10.245	10.213	87.365	-0.407	NaN	0.413	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
117	116.000	117.000	12.285	13.845	6.305	19.240	5.291	8.054	7.749	40.999	0.099	0.092	NaN	117.000	22.685	17.030	30.810	20.020	7.906	8.658	7.901	62.467	0.287	NaN	-0.350	117.000	13.520	19.370	10.920	25.220	8.613	6.402	6.402	55.136	-0.322	0.026	0.350	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	16.510	22.880	16.250	27.365	11.387	4.493	4.492	51.152	-0.133	-0.065	0.069	117.000	12.025	18.395	6.630	27.105	8.516	10.245	10.218	87.014	0.005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
118	117.000	118.000	12.025	13.910	6.305	19.175	5.584	7.774	7.400	41.321	-0.350	-0.044	0.235	118.000	22.880	17.095	30.875	20.085	7.999	8.536	7.847	62.771	-0.054	0.084	0.205	118.000	13.585	19.500	10.920	25.220	8.672	6.310	6.309	54.714	-0.093	NaN	0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	16.510	22.945	16.250	27.365	11.390	4.428	4.428	50.430	-0.065	NaN	0.065	118.000	12.155	18.265	6.630	27.105	8.320	10.425	10.394	86.477	0.176	NaN	-0.179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
119	118.000	119.000	12.025	13.975	6.305	19.175	5.757	7.730	7.398	42.588	-0.002	NaN	0.044	119.000	23.010	17.160	30.875	20.085	8.090	8.391	7.669	62.040	-0.178	NaN	0.145	119.000	13.585	19.890	10.985	25.155	9.141	5.872	5.865	53.611	-0.444	-0.087	0.350	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	16.575	22.880	16.250	27.365	11.394	4.497	4.496	51.228	0.069	NaN	-0.070	119.000	12.090	18.265	6.630	27.105	8.489	10.390	10.342	87.796	-0.052	NaN	0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
120	119.000	120.000	11.050	14.365	6.305	19.175	6.570	6.757	6.366	41.823	-1.032	NaN	0.962	120.000	22.880	17.095	30.810	20.085	8.139	8.475	7.817	63.620	0.148	-0.061	-0.145	120.000	13.325	20.605	11.050	25.025	9.801	4.971	4.949	48.503	-0.916	-0.145	0.755	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	16.575	22.815	16.250	27.365	11.317	4.562	4.558	51.587	0.062	NaN	-0.065	120.000	12.155	18.265	6.630	27.040	8.297	10.369	10.353	85.894	0.011	-0.055	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
121	120.000	121.000	11.245	14.300	6.305	19.175	6.366	6.940	6.579	41.882	0.213	NaN	-0.184	121.000	22.815	17.095	30.810	20.085	8.091	8.536	7.846	63.485	0.029	NaN	-0.061	121.000	13.260	20.995	11.050	25.090	10.188	4.653	4.618	47.050	-0.330	0.057	0.374	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	16.575	22.815	16.250	27.365	11.317	4.562	4.558	51.587	NaN	NaN	NaN	121.000	12.220	18.330	6.630	27.105	8.312	10.404	10.396	86.414	0.043	0.055	0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
