 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)
33	32.000	33.000	11.960	13.975	6.175	19.240	6.497	7.822	7.231	46.982	-0.625	NaN	0.651	33.000	24.895	17.550	33.020	20.865	8.947	8.775	8.341	74.630	-0.415	-0.339	-0.011	33.000	14.040	18.460	9.555	27.105	7.814	9.739	9.720	75.953	-0.013	0.088	0.115	33.000	19.825	21.905	20.475	23.400	10.291	1.630	1.584	16.300	-0.198	-0.060	0.145	33.000	16.185	23.465	16.380	27.755	11.851	4.294	4.204	49.825	-0.212	0.003	0.192	33.000	12.155	18.135	6.630	27.040	8.693	10.480	10.285	89.405	0.233	0.145	-0.090	33.000	18.005	22.815	18.785	27.430	11.050	4.680	4.610	50.945	-0.125	NaN	0.128	108.000	19.045	21.060	22.295	24.960	9.727	5.077	4.439	43.180	0.216	0.092	-0.141
34	33.000	34.000	12.025	13.910	6.175	19.240	6.187	7.914	7.267	44.962	0.036	NaN	-0.092	34.000	24.700	17.550	32.695	20.865	8.863	8.655	8.271	73.312	-0.070	-0.300	-0.180	34.000	14.105	18.330	9.620	27.105	7.458	9.855	9.838	73.376	0.119	-0.030	-0.145	34.000	19.825	22.035	20.475	23.465	10.326	1.571	1.527	15.768	-0.057	0.059	0.118	34.000	16.185	23.660	16.315	27.755	11.886	4.097	4.035	47.958	-0.169	-0.002	0.195	34.000	12.155	18.070	6.565	27.105	8.417	10.624	10.427	87.766	0.142	0.089	-0.055	34.000	18.200	23.010	18.785	27.430	11.120	4.459	4.435	49.318	-0.175	NaN	0.219	109.000	19.175	21.190	22.230	24.895	9.370	4.802	4.260	39.914	-0.180	-0.092	0.183
35	34.000	35.000	12.220	13.845	6.175	19.240	5.755	8.102	7.441	42.825	0.174	NaN	-0.189	35.000	24.375	17.485	32.435	20.735	8.639	8.691	8.300	71.707	0.029	-0.290	-0.326	35.000	14.040	18.395	9.620	27.105	7.337	9.767	9.755	71.572	-0.083	NaN	0.087	35.000	19.825	22.035	20.540	23.530	10.237	1.657	1.612	16.499	0.085	0.087	NaN	35.000	16.250	23.920	16.315	27.820	11.981	3.901	3.864	46.298	-0.171	0.065	0.261	35.000	12.090	18.070	6.500	27.235	8.233	10.735	10.524	86.651	0.097	0.145	0.034	35.000	18.135	23.335	18.785	27.430	11.319	4.146	4.118	46.610	-0.317	NaN	0.311	110.000	19.110	21.060	22.165	24.830	9.548	4.852	4.299	41.046	0.039	-0.091	-0.142
36	35.000	36.000	12.480	13.650	6.240	19.240	5.348	8.378	7.554	40.399	0.113	-0.048	-0.324	36.000	24.310	17.290	32.175	20.605	8.437	8.535	8.258	69.679	-0.042	-0.290	-0.136	36.000	13.975	18.395	9.685	27.170	7.224	9.768	9.741	70.372	-0.014	0.030	0.029	36.000	19.760	21.840	20.605	23.595	9.920	1.948	1.896	18.810	0.285	0.087	-0.204	36.000	16.185	24.115	16.315	27.755	12.045	3.642	3.599	43.349	-0.266	-0.065	0.193	36.000	12.155	18.070	6.500	27.300	8.050	10.825	10.618	85.472	0.094	0.055	-0.034	36.000	18.200	23.465	18.785	27.430	11.325	4.008	3.990	45.186	-0.128	NaN	0.138	111.000	18.915	20.930	22.100	24.765	9.511	4.985	4.340	41.278	0.041	-0.092	-0.225
37	36.000	37.000	12.480	13.715	6.175	19.305	5.242	8.426	7.683	40.277	0.129	0.092	0.043	37.000	23.920	17.160	31.785	20.605	8.152	8.586	8.323	67.854	0.065	-0.357	-0.409	37.000	13.910	18.395	9.685	27.235	7.192	9.798	9.771	70.266	0.029	0.059	0.028	37.000	19.760	21.710	20.670	23.595	9.822	2.093	2.045	20.081	0.148	0.028	-0.117	37.000	16.250	24.180	16.315	27.755	12.088	3.576	3.550	42.909	-0.049	NaN	0.066	37.000	12.025	18.070	6.435	27.365	8.050	10.846	10.622	85.501	0.004	0.089	0.067	37.000	18.135	23.790	18.785	27.430	11.653	3.698	3.671	42.774	-0.319	NaN	0.309	112.000	19.240	21.320	22.100	24.895	10.071	4.578	4.061	40.898	-0.279	0.102	0.508
38	37.000	38.000	12.610	13.650	6.240	19.240	4.975	8.475	7.755	38.583	0.073	-0.092	-0.141	38.000	23.595	17.030	31.460	20.410	7.919	8.561	8.279	65.555	-0.045	-0.376	-0.350	38.000	13.845	18.525	9.685	27.235	7.273	9.652	9.636	70.084	-0.134	NaN	0.145	38.000	19.695	21.710	20.670	23.660	9.837	2.180	2.126	20.914	0.081	0.058	-0.029	38.000	16.250	24.115	16.315	27.690	12.011	3.576	3.554	42.685	0.004	-0.065	-0.065	38.000	12.090	18.005	6.500	27.300	7.870	10.846	10.648	83.807	0.027	-0.089	-0.089	38.000	18.070	23.920	18.785	27.430	11.787	3.582	3.547	41.806	-0.124	NaN	0.114	113.000	19.240	21.320	22.100	24.960	10.083	4.629	4.138	41.726	0.077	0.051	NaN
39	38.000	39.000	12.675	13.650	6.175	19.240	4.913	8.573	7.893	38.777	0.137	0.049	-0.049	39.000	23.595	16.965	31.265	20.280	7.879	8.356	8.099	63.806	-0.180	-0.231	-0.026	39.000	13.845	18.330	9.685	27.235	7.103	9.829	9.797	69.590	0.161	NaN	-0.177	39.000	19.760	21.775	20.735	23.725	9.916	2.180	2.128	21.104	0.002	0.087	0.087	39.000	16.315	24.245	16.250	27.625	12.135	3.381	3.373	40.932	-0.181	-0.064	0.129	39.000	12.090	18.005	6.500	27.300	7.870	10.846	10.648	83.807	NaN	NaN	NaN	39.000	18.005	23.985	18.785	27.430	11.848	3.532	3.483	41.261	-0.064	NaN	0.049	114.000	19.240	21.255	22.100	24.960	9.969	4.680	4.220	42.073	0.082	NaN	-0.051
40	39.000	40.000	12.675	13.650	6.240	19.240	4.769	8.524	7.815	37.273	-0.078	-0.049	NaN	40.000	23.400	16.835	31.330	20.280	7.709	8.646	8.414	64.866	0.316	0.060	-0.231	40.000	13.845	18.200	9.685	27.235	6.869	9.947	9.912	68.090	0.115	NaN	-0.118	40.000	19.760	21.710	20.735	23.725	9.823	2.238	2.198	21.594	0.070	NaN	-0.059	40.000	16.315	24.375	16.250	27.495	12.189	3.121	3.116	37.983	-0.257	-0.130	0.130	40.000	12.090	17.940	6.565	27.235	7.687	10.813	10.608	81.538	-0.041	-0.089	-0.056	40.000	17.940	24.050	18.785	27.430	11.852	3.484	3.425	40.590	-0.058	NaN	0.047	115.000	19.175	21.190	22.100	25.025	9.879	4.823	4.337	42.846	0.117	0.052	-0.091
41	40.000	41.000	12.545	13.650	6.240	19.240	4.875	8.426	7.618	37.138	-0.197	NaN	0.097	41.000	23.530	16.835	31.070	20.280	7.775	8.290	8.130	63.214	-0.284	-0.236	0.118	41.000	13.910	18.135	9.620	27.300	6.724	10.119	10.089	67.837	0.176	0.086	-0.086	41.000	19.890	21.905	20.670	23.855	9.982	2.100	2.087	20.838	-0.111	0.097	0.229	41.000	16.250	24.440	16.250	27.365	12.194	2.925	2.916	35.553	-0.201	-0.130	0.065	41.000	12.155	17.940	6.500	27.300	7.595	10.936	10.744	81.602	0.137	0.089	-0.034	41.000	18.005	24.245	18.785	27.495	11.985	3.342	3.294	39.478	-0.131	0.063	0.205	116.000	19.110	21.190	22.100	25.025	9.892	4.863	4.364	43.167	0.027	NaN	-0.040
42	41.000	42.000	12.480	13.715	6.240	19.240	5.018	8.334	7.556	37.915	-0.062	NaN	0.092	42.000	23.465	16.835	31.070	20.280	7.670	8.349	8.166	62.636	0.036	NaN	-0.059	42.000	13.975	17.940	9.555	27.430	6.555	10.469	10.422	68.318	0.334	0.145	-0.204	42.000	20.020	22.165	20.735	24.115	10.250	2.077	2.070	21.218	-0.017	0.266	0.289	42.000	16.315	24.245	16.250	27.495	12.000	3.251	3.245	38.933	0.329	0.130	-0.196	42.000	12.155	17.940	6.500	27.300	7.639	10.936	10.731	81.969	-0.013	NaN	NaN	42.000	18.005	24.375	18.785	27.430	12.111	3.153	3.096	37.493	-0.198	-0.063	0.126	117.000	18.980	21.060	22.230	25.155	9.752	5.228	4.662	45.465	0.299	0.183	-0.183
43	42.000	43.000	12.480	13.715	6.240	19.240	4.831	8.334	7.596	36.698	0.040	NaN	NaN	43.000	23.140	16.835	31.005	20.280	7.566	8.586	8.356	63.219	0.190	-0.060	-0.298	43.000	13.975	17.875	9.555	27.495	6.402	10.587	10.554	67.566	0.132	0.059	-0.059	43.000	19.955	22.100	20.800	24.180	10.223	2.245	2.233	22.832	0.163	0.085	-0.085	43.000	16.185	24.440	16.250	27.625	12.189	3.186	3.171	38.655	-0.073	0.130	0.192	43.000	12.090	17.940	6.500	27.300	7.552	10.902	10.714	80.909	-0.017	NaN	0.033	43.000	18.005	24.375	18.785	27.430	12.124	3.153	3.105	37.645	0.009	NaN	NaN	118.000	18.850	20.930	22.295	25.090	9.523	5.401	4.724	44.984	0.061	-0.009	-0.183
44	43.000	44.000	12.350	13.780	6.175	19.240	4.750	8.243	7.483	35.549	-0.112	0.049	0.140	44.000	22.880	16.770	31.200	20.215	7.398	9.005	8.754	64.757	0.398	0.155	-0.265	44.000	13.715	18.265	9.490	27.625	6.661	10.269	10.241	68.213	-0.313	0.145	0.462	44.000	20.410	23.335	20.865	24.245	11.470	1.017	1.006	11.534	-1.228	0.087	1.308	44.000	16.315	24.700	16.315	27.820	12.299	3.120	3.116	38.329	-0.055	0.195	0.260	44.000	12.090	18.005	6.435	27.300	7.375	10.880	10.734	79.160	0.020	0.034	0.056	44.000	18.005	24.310	18.785	27.430	11.946	3.216	3.179	37.974	0.074	NaN	-0.063	119.000	18.720	20.800	22.425	25.155	9.414	5.718	4.888	46.019	0.164	0.134	-0.183
45	44.000	45.000	12.480	13.715	6.240	19.240	4.824	8.334	7.394	35.667	-0.090	-0.049	-0.140	45.000	23.205	16.965	31.265	20.215	7.489	8.691	8.425	63.088	-0.329	0.060	0.374	45.000	13.845	18.070	9.490	27.690	6.443	10.560	10.490	67.587	0.249	0.059	-0.231	45.000	20.345	23.595	20.735	24.505	11.500	0.990	0.982	11.298	-0.023	0.188	0.213	45.000	16.315	24.960	16.380	28.015	12.444	3.056	3.044	37.873	-0.073	0.196	0.260	45.000	12.155	18.005	6.370	27.365	7.407	11.003	10.809	80.060	0.075	0.089	-0.034	45.000	18.070	24.440	18.785	27.430	11.930	3.074	3.036	36.217	-0.143	NaN	0.142	120.000	18.850	20.800	22.490	25.220	9.484	5.726	5.055	47.945	0.167	0.091	0.083
46	45.000	46.000	12.545	13.650	6.240	19.240	4.761	8.426	7.485	35.638	0.092	NaN	-0.092	46.000	23.270	17.030	31.395	20.215	7.618	8.727	8.419	64.136	-0.006	0.121	0.084	46.000	13.845	18.135	9.425	27.690	6.555	10.528	10.478	68.686	-0.011	0.027	0.059	46.000	20.280	23.595	20.670	24.635	11.545	1.111	1.107	12.776	0.124	0.099	-0.023	46.000	16.250	24.830	16.445	28.080	12.383	3.256	3.227	39.960	0.183	0.069	-0.134	46.000	12.155	18.005	6.370	27.365	7.455	11.003	10.821	80.668	0.012	NaN	NaN	46.000	18.200	24.700	18.850	27.495	12.264	2.870	2.840	34.831	-0.196	0.078	0.283	121.000	18.785	20.540	22.425	25.220	9.216	5.929	5.307	48.909	0.251	-0.040	-0.245
47	46.000	47.000	12.610	13.650	6.240	19.240	4.619	8.475	7.522	34.746	0.037	NaN	-0.049	47.000	23.010	16.965	31.460	20.280	7.384	9.077	8.753	64.634	0.334	0.084	-0.266	47.000	13.780	18.200	9.425	27.690	6.555	10.442	10.389	68.103	-0.089	NaN	0.086	47.000	20.345	23.855	20.670	24.895	11.768	1.090	1.089	12.819	-0.017	0.248	0.268	47.000	16.250	24.960	16.510	28.275	12.444	3.325	3.290	40.936	0.063	0.199	0.130	47.000	12.155	18.005	6.370	27.495	7.363	11.114	10.918	80.393	0.098	0.111	NaN	47.000	18.135	24.570	18.850	27.430	12.070	2.948	2.911	35.135	0.071	-0.063	-0.142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
48	47.000	48.000	12.610	13.650	6.240	19.240	4.619	8.475	7.522	34.746	NaN	NaN	NaN	48.000	23.075	16.900	31.460	20.215	7.398	9.017	8.730	64.579	-0.024	-0.024	0.037	48.000	13.780	18.135	9.425	27.755	6.499	10.560	10.496	68.213	0.106	0.059	-0.059	48.000	20.280	23.725	20.670	25.025	11.625	1.357	1.357	15.776	0.268	0.125	-0.143	48.000	16.250	24.895	16.510	28.340	12.379	3.455	3.419	42.326	0.130	0.065	-0.065	48.000	12.155	17.940	6.305	27.560	7.315	11.259	11.046	80.799	0.127	0.089	-0.056	48.000	18.135	24.570	18.850	27.495	12.070	3.011	2.976	35.917	0.065	0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
49	48.000	49.000	12.675	13.585	6.240	19.240	4.556	8.567	7.614	34.691	0.092	NaN	-0.092	49.000	23.075	16.900	31.200	20.215	7.436	8.775	8.504	63.240	-0.225	-0.241	NaN	49.000	13.715	18.200	9.555	27.625	6.644	10.302	10.231	67.972	-0.265	-0.171	0.086	49.000	20.280	23.660	20.670	25.090	11.625	1.482	1.482	17.230	0.125	0.063	-0.063	49.000	16.250	24.765	16.510	28.405	12.314	3.649	3.614	44.498	0.194	0.065	-0.130	49.000	12.220	18.005	6.305	27.625	7.368	11.293	11.127	81.986	0.081	0.055	0.021	49.000	18.070	24.505	18.850	27.495	12.064	3.090	3.043	36.715	0.068	NaN	-0.079	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
50	49.000	50.000	12.545	13.585	6.240	19.240	4.682	8.469	7.461	34.937	-0.153	NaN	0.097	50.000	23.010	16.835	31.265	20.215	7.345	8.920	8.652	63.548	0.147	0.060	-0.085	50.000	13.975	18.005	9.685	27.430	6.345	10.355	10.316	65.458	0.086	-0.231	-0.285	50.000	20.280	23.595	20.800	25.350	11.562	1.830	1.830	21.163	0.348	0.286	-0.062	50.000	16.185	24.830	16.575	28.470	12.383	3.661	3.601	44.599	-0.012	0.072	0.058	50.000	12.155	18.135	6.305	27.560	7.509	11.093	10.947	82.197	-0.180	-0.055	0.145	50.000	18.070	24.245	18.850	27.560	11.805	3.406	3.368	39.761	0.325	0.063	-0.253	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
51	50.000	51.000	12.415	13.650	6.240	19.240	4.813	8.329	7.507	36.128	0.045	NaN	0.140	51.000	23.010	16.770	31.200	20.215	7.475	8.885	8.619	64.427	-0.033	-0.060	-0.025	51.000	13.975	17.745	10.010	26.975	6.257	10.046	9.991	62.509	-0.325	-0.546	-0.239	51.000	20.215	23.530	20.800	25.675	11.687	2.223	2.223	25.984	0.393	0.314	-0.080	51.000	16.185	24.375	16.575	28.535	12.119	4.178	4.123	49.965	0.521	0.065	-0.453	51.000	12.220	18.135	6.240	27.625	7.574	11.217	11.128	84.280	0.181	0.090	-0.035	51.000	18.005	23.920	18.850	27.560	11.676	3.737	3.698	43.175	0.330	NaN	-0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
52	51.000	52.000	12.285	13.715	6.240	19.240	5.139	8.189	7.482	38.448	-0.025	NaN	0.140	52.000	23.075	16.770	31.070	20.215	7.543	8.706	8.407	63.413	-0.212	-0.119	0.060	52.000	13.910	18.005	10.075	26.780	6.749	9.576	9.537	64.368	-0.454	-0.205	0.264	52.000	20.215	23.790	20.865	26.065	12.092	2.366	2.365	28.603	0.142	0.393	0.250	52.000	16.185	23.985	16.510	28.405	11.935	4.432	4.379	52.259	0.256	-0.134	-0.389	52.000	12.155	18.135	6.240	27.625	7.848	11.182	11.082	86.972	-0.046	NaN	0.034	52.000	17.875	23.595	18.850	27.560	11.527	4.083	4.018	46.314	0.320	NaN	-0.347	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
53	52.000	53.000	12.285	13.715	6.240	19.240	5.119	8.189	7.441	38.088	-0.041	NaN	NaN	53.000	23.075	16.770	31.070	20.215	7.502	8.706	8.423	63.189	0.015	NaN	NaN	53.000	13.910	18.460	10.075	26.845	7.093	9.220	9.210	65.331	-0.327	0.059	0.414	53.000	20.150	23.725	20.995	26.390	11.950	2.796	2.792	33.361	0.426	0.349	-0.082	53.000	16.185	24.180	16.510	28.340	12.064	4.173	4.120	49.707	-0.259	-0.065	0.194	53.000	12.090	18.265	6.175	27.690	7.940	11.127	11.030	87.576	-0.052	0.090	0.145	53.000	17.875	23.530	18.850	27.690	11.397	4.273	4.213	48.017	0.195	0.127	-0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
54	53.000	54.000	11.375	14.170	6.240	19.240	6.193	7.216	6.606	40.911	-0.835	NaN	0.967	54.000	23.010	16.835	31.005	20.215	7.615	8.680	8.306	63.248	-0.117	-0.060	-0.035	54.000	13.845	18.720	10.010	26.975	7.529	9.102	9.100	68.517	-0.110	0.145	0.263	54.000	20.150	23.725	21.060	26.585	12.139	3.001	2.996	36.369	0.204	0.206	NaN	54.000	16.250	23.790	16.445	28.210	11.865	4.424	4.392	52.111	0.272	-0.133	-0.387	54.000	12.090	18.200	6.045	27.820	8.040	11.362	11.278	90.677	0.248	0.179	-0.055	54.000	17.875	23.465	18.915	27.755	11.527	4.414	4.346	50.100	0.133	0.078	-0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
55	54.000	55.000	11.700	14.040	6.240	19.240	5.782	7.540	6.965	40.273	0.359	NaN	-0.325	55.000	22.815	16.770	31.070	20.215	7.474	8.945	8.535	63.789	0.230	0.060	-0.205	55.000	13.715	19.240	10.010	26.975	8.026	8.577	8.576	68.834	-0.524	NaN	0.525	55.000	20.150	23.725	21.125	26.845	12.155	3.269	3.265	39.685	0.269	0.268	NaN	55.000	16.250	23.660	16.445	28.210	11.730	4.554	4.524	53.070	0.132	NaN	-0.130	55.000	12.025	18.265	6.045	27.950	8.091	11.382	11.295	91.383	0.017	0.111	0.089	55.000	17.875	23.335	18.850	27.690	11.402	4.463	4.411	50.299	0.065	-0.078	-0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
56	55.000	56.000	11.830	13.975	6.240	19.240	5.456	7.679	7.139	38.950	0.174	NaN	-0.139	56.000	22.685	16.705	31.005	20.215	7.482	9.030	8.659	64.786	0.124	-0.060	-0.145	56.000	13.715	19.175	10.075	26.780	7.887	8.431	8.427	66.463	-0.149	-0.204	-0.059	56.000	20.085	23.660	21.255	27.040	12.126	3.577	3.569	43.272	0.304	0.227	-0.083	56.000	16.250	23.725	16.445	28.145	11.783	4.424	4.403	51.875	-0.122	-0.065	0.065	56.000	12.025	18.265	6.045	27.885	7.970	11.327	11.268	89.807	-0.027	-0.055	NaN	56.000	17.810	22.815	18.850	27.625	10.893	4.921	4.880	53.159	0.469	-0.064	-0.522	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
57	56.000	57.000	11.960	13.975	6.240	19.240	5.737	7.774	7.169	41.126	0.030	NaN	-0.096	57.000	23.400	16.900	31.070	20.215	7.766	8.356	8.051	62.526	-0.607	0.060	0.734	57.000	13.585	19.435	10.075	26.780	8.314	8.141	8.138	67.659	-0.289	NaN	0.291	57.000	20.020	23.465	21.190	26.975	11.746	3.700	3.684	43.272	0.115	-0.082	-0.206	57.000	16.250	23.855	16.445	28.015	11.881	4.165	4.124	48.997	-0.279	-0.130	0.130	57.000	12.025	18.265	6.045	27.885	8.206	11.327	11.199	91.902	-0.070	NaN	NaN	57.000	17.810	22.620	18.850	27.495	10.605	4.985	4.915	52.124	0.035	-0.127	-0.191	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
58	57.000	58.000	11.960	14.040	6.240	19.240	5.735	7.730	7.313	41.946	0.144	NaN	0.044	58.000	23.010	16.705	31.070	20.215	7.607	8.791	8.409	63.967	0.357	NaN	-0.435	58.000	13.650	19.305	10.075	26.715	8.345	8.227	8.227	68.652	0.089	-0.059	-0.145	58.000	20.020	23.400	21.255	27.105	11.966	3.905	3.891	46.560	0.207	0.144	-0.062	58.000	16.380	23.335	16.315	27.950	11.601	4.615	4.607	53.450	0.484	-0.063	-0.522	58.000	11.960	18.330	5.980	28.015	8.415	11.382	11.297	95.067	0.098	0.145	0.089	58.000	17.680	22.620	18.850	27.495	10.865	5.013	4.920	53.450	0.005	NaN	-0.030	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
59	58.000	59.000	12.285	13.910	6.240	19.240	5.386	8.059	7.668	41.295	0.354	NaN	-0.330	59.000	23.010	16.705	31.070	20.280	7.607	8.817	8.451	64.288	0.042	0.026	NaN	59.000	13.715	18.915	10.140	26.715	7.965	8.580	8.577	68.318	0.350	-0.027	-0.382	59.000	20.020	23.400	21.255	27.170	11.966	3.967	3.954	47.316	0.063	0.062	NaN	59.000	16.445	23.140	16.120	27.820	11.402	4.691	4.691	53.489	0.084	-0.116	-0.199	59.000	11.960	18.395	6.045	27.950	8.466	11.238	11.161	94.492	-0.136	-0.089	0.055	59.000	17.615	22.815	18.850	27.560	11.057	4.903	4.786	52.914	-0.134	0.063	0.172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
60	59.000	60.000	12.220	13.910	6.240	19.240	5.360	8.011	7.580	40.628	-0.088	NaN	0.049	60.000	23.075	16.835	31.070	20.215	7.748	8.680	8.287	64.207	-0.164	-0.025	0.110	60.000	13.715	18.785	10.075	26.715	7.761	8.726	8.722	67.693	0.144	0.027	-0.118	60.000	20.085	23.530	21.320	27.235	12.060	3.905	3.894	46.961	-0.060	0.082	0.144	60.000	16.445	22.945	16.055	27.820	11.138	4.891	4.890	54.464	0.199	0.005	-0.194	60.000	12.025	18.330	5.915	28.080	8.284	11.506	11.438	94.750	0.277	0.179	-0.090	60.000	17.810	23.075	18.850	27.495	11.264	4.541	4.473	50.379	-0.313	-0.063	0.298	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
61	60.000	61.000	12.350	13.910	6.240	19.240	5.166	8.108	7.634	39.436	0.054	NaN	-0.098	61.000	23.205	16.900	31.070	20.280	7.766	8.561	8.244	64.021	-0.043	0.026	0.145	61.000	13.780	18.720	10.140	26.650	7.500	8.726	8.719	65.395	-0.002	-0.086	-0.086	61.000	20.215	23.855	21.385	27.365	12.218	3.700	3.691	45.098	-0.203	0.144	0.349	61.000	16.575	22.815	16.055	27.885	10.806	5.097	5.091	55.010	0.201	0.065	-0.143	61.000	12.025	18.265	5.980	28.080	8.081	11.527	11.420	92.287	-0.018	-0.034	-0.055	61.000	17.875	23.075	18.850	27.560	11.073	4.590	4.539	50.256	0.066	0.064	0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
62	61.000	62.000	12.285	14.040	6.240	19.240	5.326	7.974	7.627	40.623	-0.006	NaN	0.134	62.000	23.205	16.900	31.070	20.280	7.848	8.561	8.214	64.461	-0.030	NaN	NaN	62.000	13.650	19.175	10.205	26.520	8.082	8.113	8.112	65.564	-0.607	-0.145	0.467	62.000	20.150	23.725	21.385	27.430	12.202	3.905	3.895	47.523	0.204	0.062	-0.144	62.000	16.575	22.750	16.120	28.015	10.871	5.285	5.282	57.418	0.191	0.124	-0.065	62.000	12.025	18.200	5.980	28.015	8.131	11.527	11.428	92.925	0.008	-0.055	-0.055	62.000	17.875	23.010	18.850	27.560	11.138	4.653	4.603	51.270	0.065	NaN	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
63	62.000	63.000	12.285	13.975	6.240	19.240	5.360	8.016	7.614	40.814	-0.013	NaN	-0.043	63.000	23.205	16.965	31.070	20.280	7.840	8.535	8.143	63.840	-0.071	NaN	0.025	63.000	13.780	18.915	10.205	26.520	7.820	8.403	8.402	65.703	0.290	NaN	-0.291	63.000	20.085	23.660	21.450	27.495	12.108	4.071	4.049	49.023	0.154	0.083	-0.083	63.000	16.510	22.750	16.120	28.080	10.879	5.344	5.344	58.136	0.062	0.065	0.005	63.000	12.025	18.200	5.980	28.015	8.173	11.527	11.418	93.318	-0.010	NaN	NaN	63.000	17.810	22.815	18.850	27.495	10.936	4.794	4.729	51.714	0.126	-0.063	-0.204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
