 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)	T (9)	Base X (9)	Base Y (9)	Tip X (9)	Tip Y (9)	||[body,base]|| (9)	||[base,tip]||  (9)	||[base,tip]|| : [body,base] (9)	[base,tip] ? [body,base] (9)	?||[base,tip]|| : [body,base] (9)	||[tip(t-1),tip(t)]|| : [base,tip] (9)	||[base(t-1),base(t)]|| : [base,tip] (9)	T (10)	Base X (10)	Base Y (10)	Tip X (10)	Tip Y (10)	||[body,base]|| (10)	||[base,tip]||  (10)	||[base,tip]|| : [body,base] (10)	[base,tip] ? [body,base] (10)	?||[base,tip]|| : [body,base] (10)	||[tip(t-1),tip(t)]|| : [base,tip] (10)	||[base(t-1),base(t)]|| : [base,tip] (10)
22	21.000	22.000	40.040	34.320	45.110	27.365	31.370	8.607	8.607	269.986	0.325	0.182	-0.143	22.000	39.000	33.670	41.145	22.230	31.298	11.639	10.663	333.737	-0.099	-0.204	-0.076	22.000	41.925	37.570	43.875	35.360	30.076	2.947	2.946	88.607	0.273	0.226	-0.043	22.000	40.560	41.145	44.330	40.300	26.572	3.864	3.306	87.834	0.133	0.014	-0.078	22.000	34.450	41.730	28.210	38.415	22.088	7.066	-1.018	-22.485	0.012	NaN	NaN	22.000	42.510	46.670	51.545	43.030	24.737	9.741	9.610	237.711	0.141	0.145	NaN	22.000	42.315	48.100	48.945	50.895	23.852	7.195	4.477	106.791	0.070	0.035	0.085	66.000	41.145	36.595	42.055	35.685	30.121	1.287	1.284	38.684	-0.098	0.046	0.138	71.000	36.140	39.715	34.905	39.000	24.441	1.427	-0.180	-4.407	-0.044	NaN	-0.056	79.000	40.105	42.575	41.275	43.290	25.187	1.371	0.401	10.110	0.191	0.055	-0.256	105.000	39.325	44.070	41.210	45.565	23.220	2.406	0.497	11.538	-0.112	0.212	NaN
23	22.000	23.000	40.040	34.385	45.305	27.170	31.317	8.932	8.932	279.712	0.325	0.272	-0.053	23.000	39.000	33.800	41.080	22.295	31.190	11.692	10.669	332.778	0.006	-0.076	-0.128	23.000	41.795	37.635	43.940	35.230	29.940	3.223	3.222	96.461	0.276	0.140	-0.135	23.000	40.625	41.015	44.330	40.300	26.709	3.773	3.165	84.530	-0.141	NaN	0.088	23.000	34.450	41.665	28.275	38.415	22.141	6.978	-1.020	-22.583	-0.002	-0.058	0.030	23.000	42.510	46.670	51.610	43.030	24.737	9.801	9.665	239.084	0.056	0.060	NaN	23.000	42.250	48.035	48.945	50.960	23.827	7.306	4.450	106.039	-0.027	0.026	-0.086	67.000	41.080	36.595	42.055	35.685	30.078	1.334	1.327	39.914	0.043	NaN	-0.048	72.000	35.945	39.650	34.775	38.935	24.375	1.371	-0.130	-3.169	0.050	0.145	0.200	80.000	40.170	42.510	41.340	43.290	25.322	1.406	0.355	8.999	-0.046	0.054	0.018	106.000	39.130	44.525	41.340	45.370	22.831	2.366	1.186	27.078	0.689	0.052	-0.020
24	23.000	24.000	40.105	34.385	45.305	26.910	31.395	9.106	9.101	285.716	0.169	0.213	0.037	24.000	39.000	33.735	41.015	22.360	31.281	11.552	10.523	329.157	-0.147	-0.075	0.064	24.000	41.795	37.635	44.200	35.035	29.984	3.542	3.542	106.195	0.320	0.320	NaN	24.000	40.625	41.015	44.460	40.235	26.756	3.914	3.307	88.484	0.142	0.140	NaN	24.000	34.450	41.730	28.275	38.415	22.127	7.009	-0.996	-22.038	0.024	NaN	-0.031	24.000	42.510	46.735	51.610	43.030	24.759	9.825	9.705	240.272	0.039	NaN	-0.025	24.000	42.315	48.100	49.075	51.025	23.909	7.366	4.536	108.464	0.086	0.145	0.085	68.000	41.080	36.920	42.120	35.555	29.786	1.716	1.711	50.962	0.384	0.143	-0.259	73.000	36.010	39.715	34.840	38.935	24.453	1.406	-0.084	-2.053	0.046	-0.054	-0.090	81.000	40.170	42.510	41.275	43.290	25.322	1.353	0.307	7.770	-0.049	-0.053	NaN	107.000	39.195	43.940	41.340	45.500	23.112	2.652	0.636	14.703	-0.550	0.076	-0.292
25	24.000	25.000	40.105	34.450	45.370	26.780	31.499	9.303	9.297	292.839	0.196	0.144	-0.054	25.000	38.935	34.125	41.015	22.425	31.083	11.883	10.819	336.276	0.296	-0.064	-0.395	25.000	41.925	37.375	44.330	34.840	30.406	3.494	3.494	106.238	-0.048	0.231	0.278	25.000	40.495	41.080	44.460	40.235	26.752	4.054	3.431	91.792	0.124	NaN	-0.141	25.000	34.580	41.860	28.275	38.415	22.256	7.185	-0.990	-22.025	0.006	NaN	-0.176	25.000	42.445	46.735	51.545	43.030	24.805	9.825	9.692	240.403	-0.013	-0.060	-0.060	25.000	42.380	48.100	49.075	51.025	24.060	7.306	4.446	106.964	-0.091	NaN	0.060	69.000	41.080	36.920	42.185	35.555	29.694	1.756	1.754	52.090	0.043	0.041	NaN	74.000	36.010	39.650	34.840	39.000	24.414	1.338	-0.185	-4.512	-0.101	-0.032	0.032	82.000	40.105	42.510	41.275	43.290	25.404	1.406	0.345	8.771	0.038	NaN	-0.054	108.000	39.455	44.070	41.275	45.500	23.270	2.315	0.492	11.458	-0.144	-0.051	0.285
26	25.000	26.000	40.105	34.450	45.435	26.520	31.408	9.555	9.544	299.772	0.248	0.252	NaN	26.000	38.935	33.930	41.015	22.425	31.154	11.692	10.677	332.643	-0.141	NaN	0.192	26.000	41.990	37.310	44.590	34.710	30.406	3.677	3.674	111.709	0.180	0.276	0.092	26.000	40.430	41.145	44.460	40.235	26.569	4.131	3.523	93.609	0.092	NaN	-0.078	26.000	34.385	41.665	28.275	38.415	22.208	6.921	-0.942	-20.914	0.048	NaN	0.264	26.000	42.510	46.670	51.415	43.095	24.805	9.596	9.458	234.593	-0.234	-0.145	0.085	26.000	42.380	48.100	49.010	51.090	23.972	7.273	4.364	104.603	-0.082	-0.033	NaN	70.000	41.015	36.855	42.185	35.555	29.797	1.749	1.749	52.111	-0.005	NaN	0.005	75.000	35.880	39.585	34.775	38.935	24.479	1.282	-0.139	-3.401	0.046	0.089	0.145	83.000	40.040	42.510	41.405	43.355	25.307	1.605	0.441	11.162	0.096	0.145	-0.055	109.000	39.000	44.005	41.340	45.500	22.829	2.777	0.819	18.704	0.327	0.055	-0.418
27	26.000	27.000	40.105	34.450	45.500	26.260	31.552	9.807	9.792	308.962	0.248	0.253	NaN	27.000	38.935	34.060	41.080	22.490	31.190	11.767	10.760	335.596	0.082	-0.052	-0.128	27.000	41.860	37.440	44.720	34.580	30.362	4.045	4.041	122.694	0.367	0.184	-0.184	27.000	40.430	41.145	44.330	40.235	26.706	4.005	3.426	91.505	-0.097	-0.127	NaN	27.000	34.450	41.795	28.275	38.415	22.284	7.040	-0.907	-20.221	0.034	NaN	-0.119	27.000	42.380	46.735	51.415	43.095	24.783	9.741	9.596	237.834	0.139	NaN	-0.145	27.000	42.315	48.035	49.270	51.090	24.067	7.596	4.574	110.078	0.210	0.238	-0.086	71.000	41.015	36.855	42.250	35.490	29.748	1.841	1.841	54.756	0.092	0.092	NaN	76.000	35.880	39.585	34.775	39.000	24.440	1.250	-0.188	-4.605	-0.049	-0.030	NaN	84.000	40.105	42.510	41.470	43.355	25.404	1.605	0.446	11.340	0.005	0.055	0.055	110.000	39.325	44.005	41.535	45.565	23.253	2.705	0.690	16.038	-0.130	0.197	0.266
28	27.000	28.000	40.105	34.450	45.500	26.065	31.552	9.971	9.949	313.905	0.157	0.164	NaN	28.000	38.935	34.190	41.015	22.490	31.083	11.883	10.819	336.276	0.059	-0.011	-0.128	28.000	41.925	37.440	44.915	34.320	30.406	4.321	4.321	131.372	0.280	0.323	0.045	28.000	40.495	41.145	44.395	40.235	26.752	4.005	3.430	91.759	0.004	0.063	0.063	28.000	34.580	41.795	28.275	38.415	22.361	7.154	-1.017	-22.747	-0.110	NaN	-0.115	28.000	42.445	46.735	51.415	43.095	24.839	9.680	9.543	237.048	-0.053	NaN	0.060	28.000	42.380	48.100	49.400	51.220	24.092	7.682	4.621	111.337	0.047	0.172	0.086	72.000	41.015	36.985	42.250	35.555	29.651	1.889	1.889	56.019	0.049	-0.049	-0.098	77.000	35.815	39.585	34.775	39.000	24.493	1.193	-0.148	-3.621	0.041	NaN	0.057	85.000	40.105	42.510	41.535	43.355	25.068	1.661	0.475	11.915	0.029	0.056	NaN	111.000	39.325	44.005	41.535	45.565	23.097	2.705	0.665	15.362	-0.025	NaN	NaN
29	28.000	29.000	40.170	34.450	45.630	25.870	31.486	10.170	10.141	319.309	0.192	0.234	0.035	29.000	38.870	33.995	41.015	22.425	31.100	11.767	10.762	334.705	-0.056	0.064	0.180	29.000	41.860	37.440	45.175	34.190	30.267	4.642	4.637	140.338	0.316	0.277	-0.046	29.000	40.495	41.145	44.395	40.235	26.662	4.005	3.437	91.640	0.007	NaN	NaN	29.000	34.580	41.795	28.275	38.415	22.256	7.154	-1.042	-23.187	-0.025	NaN	NaN	29.000	42.380	46.735	51.220	43.160	24.715	9.536	9.404	232.413	-0.140	-0.205	-0.060	29.000	42.315	48.035	49.465	51.350	24.003	7.881	4.647	111.544	0.026	0.114	-0.086	73.000	41.080	36.660	42.315	35.490	30.029	1.701	1.694	50.873	-0.195	0.092	0.271	78.000	35.685	39.520	34.775	38.935	24.468	1.082	-0.064	-1.572	0.084	0.035	0.145	86.000	40.105	42.640	41.600	43.355	24.980	1.657	0.617	15.417	0.142	0.059	0.056	112.000	39.390	44.135	41.665	45.630	22.970	2.722	0.774	17.770	0.108	0.144	0.126
30	29.000	30.000	40.105	34.450	45.630	25.805	31.499	10.260	10.234	322.376	0.093	0.055	-0.035	30.000	39.000	34.125	41.015	22.425	31.120	11.872	10.773	335.262	0.011	NaN	-0.106	30.000	41.925	37.375	45.305	33.995	30.406	4.780	4.776	145.222	0.139	0.230	0.092	30.000	40.560	41.145	44.395	40.235	26.754	3.941	3.390	90.702	-0.047	NaN	0.063	30.000	34.450	41.665	28.210	38.415	22.337	7.036	-1.039	-23.204	0.003	0.058	0.175	30.000	42.380	46.735	51.090	43.160	24.749	9.415	9.289	229.908	-0.114	-0.120	NaN	30.000	42.380	48.100	49.660	51.480	24.060	8.026	4.738	113.991	0.091	0.232	0.086	74.000	41.210	36.465	42.380	35.490	30.170	1.523	1.504	45.389	-0.190	0.050	0.225	79.000	35.620	39.455	34.645	38.935	24.482	1.105	-0.151	-3.697	-0.087	0.115	0.088	87.000	40.300	42.705	41.600	43.420	24.993	1.484	0.489	12.223	-0.128	0.031	0.202	113.000	39.325	44.070	41.665	45.630	22.620	2.812	0.807	18.252	0.033	NaN	-0.090
31	30.000	31.000	40.170	34.385	45.695	25.675	31.642	10.315	10.287	325.511	0.053	0.145	0.090	31.000	38.935	34.320	41.015	22.360	30.976	12.140	11.021	341.380	0.248	0.064	-0.203	31.000	41.925	37.375	45.565	33.800	30.454	5.102	5.095	155.172	0.319	0.322	NaN	31.000	40.235	41.210	44.395	40.235	26.521	4.273	3.650	96.812	0.260	NaN	-0.331	31.000	34.450	41.665	28.275	38.415	22.389	6.978	-0.989	-22.139	0.050	-0.058	NaN	31.000	42.445	46.670	51.090	43.160	24.873	9.330	9.195	228.712	-0.094	NaN	0.085	31.000	42.315	48.035	49.985	51.610	24.067	8.462	4.943	118.972	0.206	0.349	-0.086	75.000	41.145	36.530	42.380	35.425	30.170	1.657	1.645	49.631	0.141	0.043	-0.092	80.000	35.425	39.390	34.645	38.870	24.474	0.937	-0.028	-0.676	0.123	0.036	0.198	88.000	40.300	42.770	41.665	43.420	24.906	1.512	0.586	14.602	0.097	0.059	0.028	114.000	39.390	44.070	41.665	45.695	22.570	2.796	0.710	16.034	-0.096	0.038	0.053
32	31.000	32.000	40.235	34.385	45.760	25.610	31.733	10.369	10.339	328.092	0.052	0.090	0.035	32.000	39.000	34.255	41.080	22.230	31.120	12.204	11.078	344.735	0.057	0.139	0.075	32.000	41.925	37.375	45.695	33.605	30.502	5.332	5.326	162.468	0.231	0.230	NaN	32.000	40.495	41.145	44.395	40.235	26.798	4.005	3.426	91.818	-0.224	NaN	0.268	32.000	34.515	41.665	28.340	38.415	22.480	6.978	-0.993	-22.329	-0.004	-0.058	-0.058	32.000	42.380	46.735	50.960	43.355	24.818	9.222	9.069	225.074	-0.126	-0.192	-0.084	32.000	42.315	48.035	50.115	51.805	24.099	8.663	4.945	119.162	0.001	0.202	NaN	76.000	41.210	36.595	42.380	35.425	30.121	1.655	1.651	49.737	0.006	NaN	5.629E-18	81.000	35.295	39.325	34.580	38.870	24.452	0.847	-0.038	-0.930	-0.010	0.055	0.145	89.000	40.495	42.900	41.665	43.420	24.917	1.280	0.536	13.351	-0.050	NaN	0.231	115.000	39.195	44.070	41.600	45.695	22.704	2.903	0.729	16.558	0.019	-0.054	-0.162
33	32.000	33.000	40.300	34.320	45.825	25.545	31.772	10.369	10.338	328.452	-0.001	0.090	0.090	33.000	39.000	34.255	41.080	22.165	31.067	12.268	11.125	345.613	0.047	0.064	NaN	33.000	42.055	37.310	45.890	33.410	30.590	5.470	5.467	167.230	0.140	0.276	0.137	33.000	40.560	41.145	44.460	40.235	26.799	4.005	3.433	92.012	0.007	0.063	0.063	33.000	34.450	41.600	28.275	38.350	22.442	6.978	-0.977	-21.928	0.016	0.088	0.088	33.000	42.380	46.735	50.765	43.485	24.783	8.993	8.839	219.049	-0.231	-0.229	NaN	33.000	42.380	48.035	50.180	51.870	24.123	8.692	4.939	119.149	-0.006	0.087	0.058	77.000	41.145	36.530	42.445	35.425	30.219	1.706	1.688	50.996	0.036	0.050	-0.007	82.000	35.425	39.325	34.645	38.870	24.687	0.903	-0.075	-1.855	-0.037	-0.056	-0.112	90.000	40.495	42.900	41.795	43.485	25.009	1.426	0.590	14.762	0.054	0.145	NaN	116.000	39.325	44.070	41.730	45.760	22.455	2.939	0.735	16.507	0.006	0.144	0.106
34	33.000	34.000	40.365	34.255	45.955	25.480	31.915	10.404	10.377	331.189	0.039	0.125	0.090	34.000	39.000	34.255	41.145	22.100	31.120	12.343	11.222	349.213	0.097	0.075	NaN	34.000	41.990	37.310	46.215	33.150	30.594	5.929	5.921	181.160	0.455	0.414	-0.046	34.000	40.430	41.145	44.460	40.235	26.751	4.131	3.516	94.049	0.082	NaN	-0.127	34.000	34.450	41.600	28.275	38.415	22.495	6.948	-1.018	-22.904	-0.041	-0.030	NaN	34.000	42.445	46.735	50.570	43.550	24.873	8.727	8.582	213.460	-0.257	-0.205	0.061	34.000	42.250	48.035	50.115	51.870	24.042	8.750	4.960	119.246	0.021	-0.058	-0.117	78.000	42.315	35.425	42.510	35.425	31.821	0.195	0.129	4.107	-1.558	0.065	1.170	83.000	35.425	39.390	34.580	38.805	24.596	1.028	-0.005	-0.131	0.070	0.090	-0.037	91.000	40.560	42.965	41.795	43.420	25.015	1.316	0.632	15.797	0.041	-0.022	0.083	117.000	39.195	44.070	41.860	45.825	22.307	3.191	0.874	19.486	0.138	0.144	-0.109
35	34.000	35.000	40.235	34.320	46.085	25.350	31.733	10.709	10.689	339.208	0.312	0.180	-0.125	35.000	39.000	34.125	41.210	21.970	31.174	12.354	11.264	351.152	0.043	0.140	0.128	35.000	42.120	37.115	46.410	32.890	30.777	6.021	6.013	185.076	0.092	0.321	0.229	35.000	40.560	41.080	44.460	40.235	26.844	3.990	3.384	90.854	-0.131	NaN	0.141	35.000	34.450	41.600	28.340	38.480	22.442	6.861	-1.044	-23.440	-0.026	-0.087	NaN	35.000	42.380	46.735	50.440	43.615	24.783	8.643	8.494	210.506	-0.088	-0.145	-0.061	35.000	42.315	48.035	50.180	51.870	24.067	8.750	4.986	120.007	0.026	0.058	0.058	79.000	42.380	35.295	42.575	35.295	31.962	0.195	0.129	4.119	-1.707E-4	0.065	0.065	84.000	35.360	39.390	34.580	38.870	24.596	0.937	-0.021	-0.524	-0.016	-0.036	0.054	92.000	40.560	42.965	41.860	43.420	25.058	1.377	0.678	16.993	0.047	0.061	NaN	118.000	39.455	44.135	41.860	45.825	22.138	2.939	0.744	16.478	-0.129	NaN	0.250
36	35.000	36.000	40.365	34.125	46.020	25.545	31.915	10.276	10.259	327.433	-0.430	-0.199	0.234	36.000	39.000	34.060	41.275	21.905	31.174	12.366	11.301	352.302	0.037	0.076	0.064	36.000	42.120	37.050	46.605	32.695	30.777	6.251	6.241	192.081	0.228	0.276	0.045	36.000	40.495	41.015	44.590	40.170	26.798	4.181	3.520	94.340	0.136	0.140	-0.051	36.000	34.320	41.470	28.405	38.480	22.419	6.628	-0.994	-22.283	0.051	-0.058	0.175	36.000	42.380	46.735	50.310	43.680	24.749	8.498	8.353	206.721	-0.141	-0.145	NaN	36.000	42.315	48.035	50.115	51.870	24.035	8.692	4.947	118.892	-0.040	-0.058	NaN	80.000	42.445	35.295	42.640	35.230	32.053	0.206	0.178	5.695	0.049	0.082	0.062	85.000	35.360	39.325	34.645	38.870	24.392	0.847	-0.023	-0.562	-0.002	-0.055	0.035	93.000	40.560	42.965	41.925	43.420	24.930	1.439	0.734	18.307	0.056	0.062	NaN	119.000	38.935	44.005	41.860	45.825	21.652	3.445	1.007	21.814	0.263	NaN	-0.510
37	36.000	37.000	40.365	34.060	45.500	26.000	31.967	9.557	9.533	304.737	-0.727	-0.663	0.055	37.000	39.000	34.125	41.210	21.775	31.120	12.546	11.419	355.356	0.118	0.117	-0.064	37.000	42.055	37.180	46.800	32.500	30.638	6.665	6.657	203.945	0.416	0.276	-0.138	37.000	40.690	41.015	44.655	40.170	26.938	4.054	3.438	92.620	-0.082	0.064	0.191	37.000	34.450	41.600	28.405	38.480	22.389	6.803	-1.018	-22.790	-0.024	NaN	-0.175	37.000	42.380	46.735	50.180	43.745	24.749	8.353	8.208	203.138	-0.145	-0.145	NaN	37.000	42.315	48.035	50.245	51.935	24.035	8.837	5.029	120.860	0.082	0.145	NaN	81.000	42.380	35.425	42.770	35.295	31.913	0.411	0.356	11.348	0.178	0.103	-0.103	86.000	35.425	39.455	34.710	38.805	24.321	0.966	0.134	3.249	0.157	-0.004	-0.136	94.000	40.560	42.965	41.990	43.420	25.064	1.501	0.781	19.566	0.046	0.062	NaN	120.000	39.260	44.005	41.860	45.825	22.300	3.174	0.769	17.154	-0.238	NaN	0.266
38	37.000	38.000	40.430	34.060	45.435	26.195	32.006	9.322	9.298	297.579	-0.235	-0.199	0.035	38.000	38.935	33.995	41.275	21.710	31.190	12.506	11.460	357.435	0.041	0.076	0.116	38.000	41.990	37.180	46.930	32.240	30.594	6.986	6.980	213.532	0.323	0.276	-0.046	38.000	40.625	41.015	44.655	40.170	26.891	4.118	3.481	93.618	0.043	NaN	-0.064	38.000	34.450	41.600	28.405	38.480	22.389	6.803	-1.018	-22.790	NaN	NaN	NaN	38.000	42.380	46.670	50.180	43.680	24.783	8.353	8.204	203.332	-0.003	0.023	0.023	38.000	42.250	47.970	50.375	52.065	24.010	9.099	5.076	121.879	0.048	0.175	-0.087	82.000	42.250	35.425	42.835	35.360	31.974	0.589	0.433	13.850	0.078	0.057	-0.129	87.000	35.295	39.390	34.645	38.870	24.194	0.832	0.065	1.580	-0.068	0.010	0.142	95.000	40.495	42.900	42.055	43.420	25.101	1.644	0.828	20.787	0.048	0.062	-0.082	121.000	39.000	44.005	41.990	45.890	22.105	3.535	0.995	21.991	0.226	0.145	-0.220
39	38.000	39.000	40.430	34.060	45.370	26.325	32.006	9.178	9.154	293.000	-0.143	-0.145	NaN	39.000	39.000	34.060	41.340	21.580	31.174	12.697	11.606	361.795	0.146	0.140	-0.052	39.000	42.055	37.115	47.125	32.045	30.686	7.170	7.163	219.810	0.184	0.276	0.092	39.000	40.560	41.080	44.720	40.170	26.799	4.258	3.620	97.014	0.139	0.063	-0.077	39.000	34.515	41.600	28.405	38.415	22.427	6.890	-1.019	-22.861	-0.001	0.030	-0.058	39.000	42.380	46.735	50.245	43.745	24.749	8.414	8.263	204.507	0.059	0.038	-0.023	39.000	42.250	47.970	50.375	52.065	24.010	9.099	5.076	121.879	NaN	NaN	NaN	83.000	42.185	35.490	42.965	35.425	31.839	0.783	0.560	17.838	0.127	0.124	-0.070	88.000	35.360	39.455	34.645	38.870	24.123	0.924	0.078	1.876	0.012	NaN	-0.091	96.000	40.755	42.900	42.185	43.420	25.297	1.522	0.740	18.708	-0.089	0.122	0.244	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
40	39.000	40.000	40.430	33.995	45.305	26.455	32.058	8.979	8.960	287.241	-0.195	-0.144	0.055	40.000	38.935	34.190	41.340	21.710	31.030	12.710	11.639	361.166	0.034	-0.128	-0.140	40.000	41.925	37.180	47.320	31.850	30.550	7.584	7.574	231.382	0.411	0.276	-0.138	40.000	40.560	41.080	44.720	40.170	26.799	4.258	3.620	97.014	NaN	NaN	NaN	40.000	34.515	41.600	28.405	38.480	22.427	6.861	-1.072	-24.040	-0.053	-0.030	NaN	40.000	42.380	46.735	50.115	43.745	24.749	8.293	8.153	201.769	-0.111	-0.121	NaN	40.000	42.315	47.970	50.310	52.065	24.067	8.983	4.973	119.677	-0.103	-0.058	0.058	84.000	42.120	35.555	42.965	35.490	31.790	0.847	0.604	19.190	0.043	-0.005	-0.070	89.000	35.360	39.325	34.645	38.870	24.194	0.847	-0.025	-0.604	-0.103	NaN	0.070	97.000	40.495	42.835	42.185	43.355	25.101	1.768	0.926	23.238	0.186	-0.019	-0.268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
41	40.000	41.000	40.495	33.800	45.175	26.520	32.149	8.655	8.635	277.599	-0.325	-0.125	0.199	41.000	38.935	34.190	41.275	21.645	30.923	12.761	11.644	360.050	0.004	0.052	NaN	41.000	41.925	37.180	47.515	31.655	30.454	7.860	7.851	239.080	0.277	0.276	NaN	41.000	40.560	41.145	44.655	40.105	26.664	4.225	3.675	97.986	0.055	-0.047	-0.016	41.000	34.450	41.665	28.470	38.480	22.232	6.775	-0.962	-21.379	0.110	-0.057	0.027	41.000	42.510	46.670	50.180	43.745	24.826	8.209	8.071	200.362	-0.082	0.061	0.145	41.000	42.315	47.970	50.180	52.065	24.003	8.867	4.894	117.480	-0.078	-0.115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	35.490	39.325	34.580	38.805	24.358	1.048	-0.086	-2.096	-0.061	0.089	-0.113	98.000	40.560	42.770	42.120	43.355	25.156	1.666	0.793	19.950	-0.133	-0.061	0.038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
42	41.000	42.000	40.560	33.670	45.110	26.585	32.240	8.420	8.400	270.831	-0.234	-0.090	0.145	42.000	38.935	34.125	41.275	21.710	30.923	12.634	11.537	356.746	-0.107	-0.064	0.064	42.000	41.860	37.245	47.645	31.525	30.314	8.135	8.127	246.351	0.276	0.184	-0.092	42.000	40.625	41.080	44.720	40.105	26.711	4.209	3.633	97.052	-0.041	0.063	0.078	42.000	34.450	41.665	28.470	38.415	22.179	6.806	-0.921	-20.424	0.041	0.031	NaN	42.000	42.380	46.735	50.115	43.745	24.647	8.293	8.163	201.186	0.092	-0.061	-0.145	42.000	42.315	47.905	50.115	52.000	24.003	8.810	4.837	116.116	-0.057	-0.088	-0.030	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	35.555	39.455	34.645	38.805	24.288	1.118	0.015	0.372	0.101	-0.053	-0.128	99.000	40.560	42.770	42.185	43.355	25.199	1.727	0.839	21.146	0.046	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43	42.000	43.000	40.560	33.670	44.980	26.780	32.240	8.186	8.166	263.285	-0.234	-0.234	NaN	43.000	38.935	34.190	41.210	21.840	30.869	12.558	11.440	353.147	-0.097	-0.140	-0.064	43.000	41.925	37.245	47.710	31.395	30.358	8.227	8.223	249.626	0.096	0.138	0.046	43.000	40.495	41.080	44.785	40.105	26.617	4.399	3.767	100.259	0.133	0.063	-0.127	43.000	34.255	41.600	28.405	38.415	22.117	6.661	-0.838	-18.531	0.083	0.057	0.202	43.000	42.445	46.670	50.245	43.680	24.737	8.353	8.217	203.256	0.054	0.145	0.084	43.000	42.250	47.905	50.050	51.870	23.947	8.750	4.891	117.121	0.053	-0.117	-0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	35.685	39.455	34.515	38.805	24.415	1.338	-0.137	-3.338	-0.152	0.114	-0.114	100.000	40.430	42.705	42.185	43.355	25.101	1.872	0.889	22.308	0.050	NaN	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
