 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)	T (9)	Base X (9)	Base Y (9)	Tip X (9)	Tip Y (9)	||[body,base]|| (9)	||[base,tip]||  (9)	||[base,tip]|| : [body,base] (9)	[base,tip] ? [body,base] (9)	?||[base,tip]|| : [body,base] (9)	||[tip(t-1),tip(t)]|| : [base,tip] (9)	||[base(t-1),base(t)]|| : [base,tip] (9)	T (10)	Base X (10)	Base Y (10)	Tip X (10)	Tip Y (10)	||[body,base]|| (10)	||[base,tip]||  (10)	||[base,tip]|| : [body,base] (10)	[base,tip] ? [body,base] (10)	?||[base,tip]|| : [body,base] (10)	||[tip(t-1),tip(t)]|| : [base,tip] (10)	||[base(t-1),base(t)]|| : [base,tip] (10)
102	101.000	102.000	40.885	33.150	47.515	24.765	32.227	10.689	10.686	344.367	0.092	0.091	NaN	102.000	39.195	32.825	40.950	22.555	31.513	10.419	9.497	299.269	-0.257	NaN	0.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	40.625	41.015	45.825	39.780	26.164	5.345	4.632	121.190	0.061	0.063	NaN	102.000	34.320	41.210	30.485	39.585	21.845	4.165	-0.917	-20.022	-0.014	0.060	0.060	102.000	42.380	46.735	49.920	43.745	24.124	8.111	8.016	193.370	0.044	NaN	-0.024	102.000	42.380	47.970	47.970	50.505	23.523	6.138	3.759	88.425	-0.009	0.027	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103	102.000	103.000	40.885	33.215	47.645	24.635	31.980	10.923	10.921	349.239	0.235	0.183	-0.051	103.000	39.260	32.630	40.950	22.555	31.513	10.216	9.299	293.029	-0.198	NaN	0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	40.885	41.015	45.760	39.780	26.174	5.029	4.421	115.710	-0.211	-0.063	0.252	103.000	34.320	41.210	30.485	39.585	21.649	4.165	-0.928	-20.090	-0.011	NaN	NaN	103.000	42.315	46.670	49.920	43.745	23.946	8.148	8.041	192.559	0.026	NaN	-0.037	103.000	42.380	47.970	47.905	50.440	23.374	6.052	3.761	87.910	0.002	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104	103.000	104.000	40.885	33.280	47.710	24.505	32.110	11.117	11.116	356.928	0.195	0.143	-0.051	104.000	39.260	32.500	40.950	22.620	31.801	10.023	9.142	290.722	-0.157	-0.064	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	40.820	41.015	45.695	39.780	26.310	5.029	4.416	116.188	-0.005	-0.063	-0.063	104.000	34.385	41.210	30.550	39.585	21.868	4.165	-0.943	-20.626	-0.015	-0.060	-0.060	104.000	42.315	46.670	49.790	43.810	24.124	8.003	7.894	190.429	-0.148	-0.145	NaN	104.000	42.315	47.840	47.970	50.440	23.553	6.224	3.774	88.894	0.013	0.059	-0.113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105	104.000	105.000	40.755	33.410	47.775	24.505	31.967	11.339	11.337	362.421	0.221	0.040	-0.183	105.000	39.195	32.565	40.950	22.555	31.747	10.163	9.281	294.656	0.139	0.064	-0.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	40.690	41.080	45.565	39.845	26.218	5.029	4.416	115.790	3.242E-4	-0.142	-0.142	105.000	34.385	41.210	30.485	39.520	21.907	4.250	-0.939	-20.567	0.004	0.085	NaN	105.000	42.380	46.735	49.595	43.940	24.203	7.737	7.643	184.983	-0.251	-0.229	0.037	105.000	42.315	47.840	47.905	50.440	23.610	6.165	3.723	87.905	-0.051	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106	105.000	106.000	40.755	33.345	47.840	24.375	32.058	11.431	11.428	366.375	0.091	0.142	0.051	106.000	39.195	32.630	40.950	22.555	31.730	10.227	9.323	295.826	0.042	NaN	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	40.430	41.080	45.500	39.910	26.075	5.203	4.502	117.396	0.086	-0.078	-0.253	106.000	34.450	41.210	30.485	39.585	21.984	4.285	-1.050	-23.073	-0.111	-0.025	-0.060	106.000	42.315	46.735	49.465	43.940	24.203	7.677	7.587	183.623	-0.056	-0.121	-0.061	106.000	42.315	47.905	47.970	50.440	23.638	6.197	3.829	90.512	0.106	0.059	0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107	106.000	107.000	40.755	33.345	47.840	24.310	31.928	11.482	11.480	366.527	0.051	0.051	NaN	107.000	39.195	32.630	40.950	22.555	31.603	10.227	9.333	294.943	0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	40.495	41.080	45.435	39.910	25.983	5.077	4.408	114.523	-0.095	-0.063	0.063	107.000	34.320	41.145	30.485	39.585	21.830	4.140	-0.986	-21.526	0.063	NaN	0.145	107.000	42.315	46.735	49.400	43.940	24.058	7.616	7.530	181.160	-0.057	-0.060	NaN	107.000	42.185	47.775	47.905	50.440	23.438	6.310	3.788	88.784	-0.041	-0.059	-0.173	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108	107.000	108.000	40.755	33.345	47.970	24.180	31.980	11.664	11.662	372.937	0.182	0.183	NaN	108.000	39.195	32.695	40.950	22.555	31.603	10.291	9.387	296.646	0.054	NaN	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	40.365	41.080	45.565	39.845	25.933	5.345	4.628	120.015	0.220	0.142	-0.126	108.000	34.320	41.210	30.550	39.585	21.830	4.105	-0.895	-19.545	0.091	-0.060	-0.026	108.000	42.185	46.800	49.400	43.940	23.946	7.761	7.672	183.711	0.142	NaN	-0.145	108.000	42.315	47.905	47.905	50.440	23.523	6.138	3.759	88.425	-0.029	NaN	0.172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109	108.000	109.000	41.340	32.500	47.970	24.180	32.864	10.639	10.634	349.492	-1.027	NaN	1.025	109.000	39.130	32.890	40.950	22.555	31.261	10.494	9.574	299.307	0.188	NaN	-0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	40.430	41.080	45.630	39.845	25.844	5.345	4.638	119.855	0.010	0.063	0.063	109.000	34.255	41.145	30.485	39.520	21.701	4.105	-0.883	-19.160	0.012	0.085	0.085	109.000	42.315	46.735	49.400	43.940	23.970	7.616	7.531	180.517	-0.141	NaN	0.145	109.000	42.380	47.905	47.905	50.440	23.462	6.079	3.725	87.403	-0.034	NaN	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110	109.000	110.000	41.080	32.890	48.035	24.050	32.591	11.248	11.245	366.489	0.611	0.142	-0.467	110.000	39.130	33.020	40.950	22.490	31.351	10.686	9.733	305.155	0.159	0.064	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	40.495	41.080	45.695	39.845	26.072	5.345	4.632	120.772	-0.005	0.063	0.063	110.000	34.255	41.145	30.485	39.585	21.898	4.080	-0.925	-20.246	-0.042	-0.025	NaN	110.000	42.315	46.735	49.465	43.940	24.124	7.677	7.581	182.875	0.050	0.061	NaN	110.000	42.315	47.840	47.905	50.440	23.584	6.165	3.705	87.373	-0.020	NaN	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111	110.000	111.000	41.015	32.955	48.100	24.050	32.397	11.380	11.372	368.424	0.127	0.040	-0.091	111.000	39.195	33.085	40.950	22.555	31.242	10.675	9.720	303.668	-0.014	-0.064	-0.053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	40.430	41.080	45.760	39.845	25.882	5.471	4.698	121.587	0.066	0.063	-0.063	111.000	34.385	41.210	30.485	39.520	21.822	4.250	-0.874	-19.080	0.050	0.026	-0.145	111.000	42.380	46.800	49.335	44.005	23.956	7.496	7.408	177.463	-0.173	-0.145	0.036	111.000	42.315	47.905	47.905	50.440	23.355	6.138	3.710	86.642	0.005	NaN	0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112	111.000	112.000	41.080	33.020	48.165	23.920	32.292	11.533	11.530	372.324	0.158	0.143	-0.011	112.000	39.130	33.215	40.950	22.555	31.008	10.814	9.864	305.856	0.144	NaN	-0.139	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	40.495	41.080	45.760	39.845	25.836	5.408	4.656	120.294	-0.042	NaN	0.063	112.000	34.320	41.210	30.550	39.585	21.694	4.105	-0.840	-18.214	0.035	-0.085	0.060	112.000	42.315	46.670	49.270	44.005	23.878	7.448	7.335	175.143	-0.073	-0.061	-0.014	112.000	42.315	47.905	47.970	50.505	23.266	6.224	3.742	87.056	0.032	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
113	112.000	113.000	41.470	32.110	48.230	23.855	32.852	10.670	10.657	350.109	-0.872	0.091	0.951	113.000	39.065	33.150	40.950	22.490	30.612	10.825	9.884	302.578	0.021	0.064	0.053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	40.300	41.080	45.825	39.845	25.334	5.661	4.861	123.146	0.205	0.063	-0.190	113.000	34.255	41.080	30.485	39.585	21.354	4.056	-0.961	-20.517	-0.121	0.060	0.108	113.000	42.315	46.800	49.205	44.005	23.526	7.435	7.368	173.326	0.033	-0.060	-0.049	113.000	42.315	47.905	47.905	50.440	22.996	6.138	3.793	87.234	0.052	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
114	113.000	114.000	41.535	32.110	48.360	23.725	32.813	10.812	10.800	354.368	0.142	0.183	0.041	114.000	39.130	33.345	40.950	22.555	30.414	10.942	9.947	302.535	0.063	-0.064	-0.181	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	40.560	41.015	45.825	39.845	25.474	5.393	4.632	117.992	-0.229	NaN	0.268	114.000	34.385	41.080	30.485	39.520	21.354	4.200	-0.983	-20.990	-0.022	0.024	-0.121	114.000	42.250	46.800	49.205	44.005	23.357	7.496	7.420	173.297	0.052	NaN	-0.060	114.000	42.315	47.905	47.905	50.440	22.881	6.138	3.781	86.507	-0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
115	114.000	115.000	40.820	33.410	48.425	23.660	31.737	12.365	12.358	392.203	1.558	0.091	-1.465	115.000	39.065	33.410	40.950	22.555	30.738	11.017	10.103	310.559	0.156	NaN	-0.075	115.000	43.875	34.970	49.140	26.455	32.448	10.011	9.851	319.642	9.851	NaN	0.200	115.000	40.430	41.015	45.890	39.780	25.693	5.598	4.750	122.043	0.118	0.078	-0.127	115.000	34.320	41.145	30.485	39.520	21.670	4.165	-0.806	-17.462	0.177	NaN	0.034	115.000	42.250	46.800	48.945	44.135	23.544	7.206	7.102	167.209	-0.318	-0.290	NaN	115.000	42.315	47.840	47.905	50.440	23.075	6.165	3.614	83.402	-0.166	NaN	-0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
116	115.000	116.000	41.340	32.305	48.490	23.530	32.530	11.319	11.302	367.638	-1.056	0.142	1.185	116.000	39.065	33.605	40.950	22.490	30.161	11.274	10.275	309.887	0.171	0.064	-0.192	116.000	44.070	34.905	49.140	26.325	32.247	9.966	9.746	314.289	-0.105	0.112	0.155	116.000	40.430	41.015	45.955	39.780	25.328	5.661	4.829	122.310	0.079	0.063	NaN	116.000	34.255	41.145	30.485	39.520	21.221	4.105	-0.797	-16.921	0.008	NaN	0.060	116.000	42.315	46.735	48.945	44.200	23.343	7.098	6.996	163.317	-0.106	-0.023	0.084	116.000	42.315	47.840	47.970	50.440	22.800	6.224	3.751	85.527	0.137	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
117	116.000	117.000	41.405	32.240	48.490	23.530	32.583	11.228	11.210	365.251	-0.092	NaN	0.091	117.000	39.065	33.605	40.950	22.555	30.124	11.210	10.229	308.138	-0.046	-0.064	NaN	117.000	44.265	34.840	49.140	26.390	32.383	9.755	9.515	308.129	-0.231	-0.056	0.154	117.000	40.560	41.015	46.020	39.780	25.375	5.598	4.787	121.481	-0.042	0.063	0.127	117.000	34.320	41.145	30.485	39.585	21.221	4.140	-0.888	-18.839	-0.090	-0.024	-0.060	117.000	42.250	46.800	48.750	44.265	23.198	6.977	6.884	159.697	-0.112	-0.205	-0.084	117.000	42.250	47.840	47.905	50.375	22.685	6.197	3.769	85.493	0.017	-0.086	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
118	117.000	118.000	41.405	32.110	48.685	23.465	32.378	11.302	11.267	364.808	0.057	0.175	0.099	118.000	39.000	33.670	40.950	22.490	29.728	11.349	10.392	308.940	0.163	0.064	-0.075	118.000	44.395	34.710	49.140	26.455	32.247	9.522	9.287	299.481	-0.228	-0.056	0.177	118.000	40.495	41.015	45.890	39.715	25.006	5.549	4.776	119.432	-0.011	-0.111	-0.063	118.000	34.255	41.080	30.485	39.585	20.931	4.056	-0.868	-18.163	0.020	NaN	0.084	118.000	42.250	46.800	48.620	44.330	22.875	6.832	6.741	154.196	-0.143	-0.145	NaN	118.000	42.315	47.905	47.970	50.440	22.391	6.197	3.798	85.049	0.030	0.086	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
119	118.000	119.000	41.470	32.110	48.815	23.335	32.220	11.443	11.414	367.744	0.147	0.183	0.042	119.000	39.000	33.735	40.950	22.490	29.475	11.413	10.432	307.500	0.040	NaN	-0.064	119.000	44.460	34.645	49.140	26.390	32.151	9.489	9.237	296.988	-0.050	0.057	0.089	119.000	40.495	41.015	46.020	39.715	24.824	5.676	4.880	121.152	0.104	0.127	NaN	119.000	34.255	41.015	30.485	39.520	20.786	4.056	-0.871	-18.113	-0.004	0.024	0.024	119.000	42.315	46.735	48.555	44.395	22.809	6.664	6.568	149.819	-0.172	-0.084	0.084	119.000	42.315	47.905	47.970	50.440	22.242	6.197	3.830	85.176	0.031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
120	119.000	120.000	41.275	32.305	48.945	23.140	32.378	11.951	11.917	385.848	0.503	0.233	-0.275	120.000	39.065	33.865	40.950	22.490	29.836	11.530	10.493	313.068	0.061	NaN	-0.118	120.000	44.395	34.645	49.140	26.325	32.526	9.578	9.340	303.803	0.103	0.056	-0.032	120.000	41.015	40.950	46.020	39.780	25.655	5.140	4.433	113.729	-0.447	-0.015	0.521	120.000	34.255	41.080	30.550	39.585	21.165	3.995	-0.831	-17.593	0.040	-0.085	-0.024	120.000	42.250	46.800	48.555	44.395	23.086	6.748	6.647	153.448	0.078	NaN	-0.084	120.000	42.120	47.840	47.970	50.505	22.457	6.428	3.850	86.460	0.021	0.027	-0.204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
121	120.000	121.000	41.340	32.305	48.945	23.075	32.416	11.959	11.933	386.828	0.016	0.050	0.041	121.000	39.065	33.995	41.015	22.490	29.728	11.669	10.625	315.874	0.132	0.011	-0.128	121.000	44.330	34.710	49.205	26.390	32.434	9.643	9.428	305.801	0.088	-0.023	-0.089	121.000	40.820	40.950	45.825	39.780	25.514	5.140	4.419	112.753	-0.014	-0.190	-0.190	121.000	34.255	41.080	30.485	39.520	21.165	4.080	-0.814	-17.221	0.018	0.085	NaN	121.000	42.315	46.800	48.620	44.330	23.142	6.772	6.682	154.627	0.035	0.084	0.061	121.000	42.315	47.905	47.970	50.440	22.597	6.197	3.774	85.290	-0.076	-0.027	0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
