dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Base Local Background (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Tip Local Background (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)
94.000	95.000	94.000	489.931	319.648	970.199	222.385	160.250	190.400	134.803	8.431	-0.425	-0.092	0.276	95.000	94.000	349.862	250.940	970.199	233.421	162.296	188.818	132.182	9.593	0.081	0.000	-0.109	95.000	94.000	469.600	311.453	970.199	272.427	179.000	198.500	136.714	6.861	0.303	0.028	-0.232	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	94.000	422.267	293.753	970.199	242.795	175.000	207.000	134.493	5.166	-0.065	-0.000	0.070	95.000	94.000	423.536	270.778	970.199	211.023	157.667	172.000	129.774	11.510	0.065	-0.000	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95.000	96.000	95.000	511.630	368.736	966.483	219.294	151.923	174.400	133.291	8.653	0.222	0.092	-0.145	96.000	95.000	348.345	213.376	966.483	245.262	175.036	203.583	135.000	9.501	-0.092	-0.084	0.000	96.000	95.000	527.419	361.011	966.483	278.534	171.793	188.375	137.158	7.156	0.295	-0.000	-0.292	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	95.000	401.310	290.882	966.483	237.313	173.800	194.385	139.624	5.001	-0.165	-0.065	-0.000	96.000	95.000	423.679	268.380	966.483	212.588	151.962	165.000	127.389	11.529	0.019	-0.000	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96.000	97.000	96.000	564.967	336.787	966.537	227.536	152.625	171.267	132.853	8.691	0.038	-0.043	-0.043	97.000	96.000	388.852	215.515	966.537	217.794	166.464	195.545	131.527	8.131	-1.370	0.000	1.237	97.000	96.000	490.867	334.383	966.537	275.837	165.667	192.667	139.597	7.064	-0.092	-0.000	0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	96.000	409.690	287.505	966.537	240.329	165.143	186.600	137.703	5.120	0.119	0.065	-0.065	97.000	96.000	425.857	273.235	966.537	213.411	155.222	175.000	126.593	11.556	0.027	-0.000	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97.000	98.000	97.000	550.312	333.457	970.786	231.165	158.321	177.529	131.396	8.626	-0.065	-0.048	-0.000	98.000	97.000	391.742	220.879	970.786	230.944	176.179	206.067	132.264	8.529	0.398	0.000	-0.290	98.000	97.000	496.433	361.125	970.786	274.770	173.250	200.667	134.633	7.286	0.222	0.058	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	97.000	388.464	265.681	970.786	240.125	167.393	171.864	137.376	5.009	-0.111	0.065	0.194	98.000	97.000	494.265	315.292	970.786	222.574	158.241	181.722	127.660	12.138	0.582	-0.000	-0.413	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98.000	99.000	98.000	559.710	327.685	968.583	225.021	154.731	176.000	131.333	8.542	-0.084	0.092	0.140	99.000	98.000	452.212	244.772	968.583	244.816	166.179	182.333	133.264	8.908	0.379	0.000	-0.385	99.000	98.000	554.533	356.075	968.583	275.046	170.759	192.625	133.531	7.462	0.176	0.087	-0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	98.000	421.667	274.355	968.583	250.153	181.571	193.000	138.537	4.982	-0.027	-0.065	-0.000	99.000	98.000	514.529	298.038	968.583	227.039	161.370	179.571	130.792	12.119	-0.019	-0.000	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99.000	100.000	99.000	477.333	300.700	966.611	216.930	154.250	172.688	133.429	8.175	-0.368	-0.092	0.275	100.000	99.000	410.655	255.191	966.611	233.385	168.893	182.762	131.913	8.973	0.065	0.000	-0.085	100.000	99.000	503.933	323.053	966.611	266.013	171.107	192.786	130.664	7.462	0.000	0.174	0.202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	99.000	451.300	283.315	966.611	245.955	172.250	182.087	137.269	5.120	0.138	0.065	-0.000	100.000	99.000	469.733	278.262	966.611	219.771	152.296	167.800	127.759	11.759	-0.360	-0.000	0.289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100.000	101.000	100.000	510.419	344.698	963.606	226.203	161.259	179.786	130.163	8.404	0.230	0.092	-0.140	101.000	100.000	430.419	236.822	963.606	239.338	175.571	198.278	131.623	9.011	0.038	0.000	-0.011	101.000	100.000	534.900	347.402	963.606	280.174	175.621	199.235	130.370	7.749	0.287	0.204	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	100.000	400.552	268.758	963.606	234.506	168.714	180.500	140.208	4.657	-0.463	-0.065	0.267	101.000	100.000	603.909	326.023	963.606	229.388	164.889	176.667	127.306	12.100	0.341	-0.000	-0.289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101.000	102.000	101.000	508.808	358.054	974.184	223.457	165.000	186.000	136.128	8.267	-0.138	-0.092	-0.044	102.000	101.000	429.931	240.184	974.184	234.413	178.750	203.471	131.549	8.957	-0.054	0.000	0.024	102.000	101.000	541.700	431.244	974.184	281.496	172.556	193.786	136.548	7.944	0.195	-0.027	-0.237	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	101.000	412.481	282.750	974.184	233.992	166.786	185.714	136.054	4.760	0.103	-0.000	-0.130	102.000	101.000	527.118	323.938	974.184	221.205	160.037	179.467	130.390	12.054	-0.046	-0.000	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102.000	103.000	102.000	531.133	386.356	971.600	227.065	160.037	174.353	136.224	8.496	0.230	-0.000	-0.140	103.000	102.000	428.933	223.280	971.600	234.218	174.036	210.600	136.158	8.884	-0.073	0.000	0.107	103.000	102.000	621.806	465.392	971.600	299.406	185.103	211.933	144.292	8.028	0.084	-0.204	-0.290	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	102.000	389.778	267.926	971.600	221.432	164.897	176.778	136.682	4.787	0.027	-0.000	-0.000	103.000	102.000	658.417	437.027	971.600	244.557	160.615	181.643	130.034	12.624	0.571	-0.000	-0.629	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103.000	104.000	103.000	565.500	404.771	959.200	229.270	163.429	174.240	132.503	8.718	0.222	-0.000	-0.184	104.000	103.000	398.148	238.933	959.200	234.074	169.741	197.400	133.890	8.838	-0.046	0.000	0.000	104.000	103.000	632.207	440.054	959.200	293.419	169.536	189.714	145.625	7.974	-0.054	-0.085	-0.094	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	103.000	397.214	284.354	959.200	220.814	167.308	177.267	136.388	4.825	0.038	-0.065	-0.134	104.000	103.000	686.568	408.068	959.200	245.300	154.138	165.600	130.769	12.735	0.111	-0.000	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104.000	105.000	104.000	572.484	400.810	960.563	237.594	160.276	187.444	134.497	8.672	-0.046	-0.000	0.043	105.000	104.000	411.000	261.901	960.563	234.720	158.250	180.067	132.442	9.106	0.268	0.000	-0.205	105.000	104.000	605.667	432.042	960.563	299.557	165.440	179.688	140.517	7.928	-0.046	-0.085	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	104.000	398.714	269.444	960.563	226.707	166.419	185.923	132.767	4.917	0.092	0.065	-0.000	105.000	104.000	602.235	361.704	960.563	235.746	148.115	165.917	129.384	12.532	-0.203	-0.000	0.214	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105.000	106.000	105.000	585.645	418.582	950.275	242.510	171.241	197.500	133.298	8.764	0.092	-0.000	-0.000	106.000	105.000	429.607	238.298	950.275	245.457	177.556	202.692	129.768	9.098	-0.008	0.000	-0.038	106.000	105.000	598.548	361.177	950.275	306.294	168.467	195.214	138.419	7.725	-0.203	-0.060	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	105.000	410.519	251.914	950.275	238.669	175.968	200.786	133.553	4.825	-0.092	0.065	0.133	106.000	105.000	466.469	289.649	950.275	223.473	157.143	178.143	127.365	11.943	-0.590	-0.000	0.558	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106.000	107.000	106.000	613.645	417.330	945.929	240.972	168.071	212.000	134.590	8.810	0.046	0.092	-0.000	107.000	106.000	402.222	238.033	945.929	237.544	177.536	194.450	132.972	8.960	-0.138	0.000	0.105	107.000	106.000	602.400	352.049	945.929	310.737	179.857	205.143	139.692	7.366	-0.360	-0.085	0.230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	106.000	365.621	259.643	945.929	237.626	171.613	190.588	139.007	4.741	-0.084	-0.000	0.130	107.000	106.000	445.800	259.289	945.929	223.675	159.346	168.667	128.655	11.518	-0.425	-0.000	0.324	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107.000	108.000	107.000	527.367	351.535	947.731	238.965	166.500	181.833	138.068	8.397	-0.414	-0.092	0.275	108.000	107.000	405.593	216.495	947.731	248.745	183.393	216.333	134.103	8.784	-0.176	0.000	0.144	108.000	107.000	531.833	322.204	947.731	283.115	165.964	175.783	139.588	7.033	-0.333	-0.000	0.350	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	107.000	385.862	270.159	947.731	234.244	171.423	180.130	138.315	4.982	0.241	-0.000	-0.199	108.000	107.000	422.750	250.270	947.731	210.634	157.462	182.308	127.596	11.028	-0.490	-0.000	0.489	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108.000	109.000	108.000	511.370	357.730	952.855	244.053	158.643	194.800	135.612	8.408	0.011	-0.000	0.048	109.000	108.000	418.185	229.912	952.855	239.384	178.357	200.000	133.637	8.830	0.046	0.022	0.000	109.000	108.000	501.194	325.526	952.855	290.264	175.750	200.111	136.658	6.949	-0.084	-0.000	0.120	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	108.000	366.000	259.286	952.855	228.506	160.484	170.609	137.973	4.871	-0.111	-0.065	-0.000	109.000	108.000	435.036	251.551	952.855	208.782	154.160	165.789	130.815	10.909	-0.119	-0.035	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109.000	110.000	109.000	537.759	340.174	956.143	257.887	162.964	191.800	132.731	8.389	-0.019	-0.000	-0.000	110.000	109.000	428.393	244.965	956.143	246.351	180.071	194.909	136.301	8.895	0.065	-0.022	0.000	110.000	109.000	490.276	336.691	956.143	269.880	174.387	203.214	132.967	7.308	0.360	0.171	-0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	109.000	375.111	256.778	956.143	235.229	171.290	196.167	132.887	5.001	0.130	0.065	-0.065	110.000	109.000	436.200	262.040	956.143	213.939	163.111	177.412	127.451	11.093	0.184	0.035	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110.000	111.000	110.000	539.233	348.579	965.108	264.453	163.000	189.182	134.527	8.362	-0.027	-0.000	0.043	111.000	110.000	376.667	230.330	965.108	243.971	176.833	199.588	133.873	8.757	-0.138	0.000	0.122	111.000	110.000	515.690	314.567	965.108	268.409	172.241	192.333	129.792	7.549	0.241	0.231	0.026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	110.000	387.250	274.652	965.108	241.838	177.690	207.154	136.660	5.223	0.222	0.065	-0.200	111.000	110.000	472.367	268.451	965.108	217.601	148.148	183.571	130.283	11.185	0.092	-0.000	-0.110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111.000	112.000	111.000	533.481	462.690	968.078	256.766	168.115	188.538	136.610	8.618	0.257	-0.000	-0.275	112.000	111.000	374.481	223.802	968.078	233.330	168.214	206.444	134.548	8.738	-0.019	0.000	0.000	112.000	111.000	524.444	331.540	968.078	270.752	178.600	198.800	133.939	7.477	-0.073	0.060	0.085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	111.000	379.667	271.381	968.078	242.162	178.759	200.833	143.412	5.269	0.046	-0.129	-0.071	112.000	111.000	501.167	293.718	968.078	222.237	153.423	170.867	126.792	11.342	0.157	-0.000	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112.000	113.000	112.000	525.517	359.149	966.200	263.694	160.630	177.200	133.007	8.638	0.019	0.043	0.043	113.000	112.000	386.966	248.340	966.200	245.601	173.259	195.235	133.389	8.895	0.157	0.000	-0.184	113.000	112.000	500.966	338.573	966.200	268.567	172.607	204.750	135.757	7.530	0.054	0.085	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	112.000	390.067	233.585	966.200	235.064	169.967	185.059	137.707	5.112	-0.157	-0.000	0.135	113.000	112.000	525.281	348.891	966.200	222.219	155.077	170.889	127.808	11.564	0.222	-0.000	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
113.000	114.000	113.000	525.800	367.216	973.330	264.314	161.000	178.667	131.750	8.703	0.065	-0.000	-0.000	114.000	113.000	421.037	253.791	973.330	252.561	182.276	209.188	133.692	9.109	0.214	0.000	-0.144	114.000	113.000	556.643	378.937	973.330	268.295	165.677	195.500	133.919	7.798	0.268	0.086	-0.231	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	113.000	386.704	233.220	973.330	251.384	181.500	200.900	135.947	4.760	-0.352	-0.065	0.202	114.000	113.000	506.000	318.941	973.330	225.746	148.074	175.444	128.979	11.499	-0.065	-0.000	0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
114.000	115.000	114.000	508.138	327.634	965.725	264.238	170.296	185.786	139.312	8.389	-0.314	-0.092	0.140	115.000	114.000	360.690	233.253	965.725	247.855	186.250	206.000	136.510	8.968	-0.141	0.000	0.100	115.000	114.000	510.185	346.012	965.725	266.941	192.483	218.833	137.399	7.633	-0.165	-0.085	0.110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	114.000	393.741	251.278	965.725	245.662	173.483	193.917	139.373	4.852	0.092	0.065	-0.000	115.000	114.000	500.750	317.023	965.725	240.724	156.769	182.364	126.699	11.648	0.149	-0.000	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
115.000	116.000	115.000	546.897	349.451	965.043	261.891	167.630	193.077	134.799	8.443	0.054	-0.000	-0.092	116.000	115.000	381.517	240.337	965.043	243.758	172.321	201.500	139.000	9.171	0.203	0.000	-0.205	116.000	115.000	494.759	321.738	965.043	258.948	171.214	195.250	145.755	7.457	-0.176	-0.085	0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	115.000	379.250	260.333	965.043	237.250	161.821	178.667	138.288	4.871	0.019	-0.000	-0.069	116.000	115.000	408.893	277.546	965.043	221.899	160.037	179.083	128.944	11.085	-0.563	-0.000	0.413	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
116.000	117.000	116.000	508.448	347.753	967.965	264.112	163.148	178.000	133.884	8.592	0.149	0.092	-0.000	117.000	116.000	416.241	264.323	967.965	249.949	176.786	197.250	134.459	9.588	0.417	0.000	-0.350	117.000	116.000	495.370	278.612	967.965	257.147	180.000	212.727	135.853	7.132	-0.325	0.026	0.350	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	116.000	370.185	245.506	967.965	244.552	169.300	184.882	136.425	4.760	-0.111	-0.065	0.069	117.000	116.000	398.963	268.046	967.965	224.772	153.296	172.571	131.229	11.131	0.046	-0.000	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
117.000	118.000	117.000	492.034	294.591	966.390	263.792	170.071	190.538	135.320	8.221	-0.371	-0.044	0.235	118.000	117.000	371.724	218.630	966.390	246.439	183.621	229.875	130.952	9.458	-0.130	0.084	0.205	118.000	117.000	485.933	300.378	966.390	250.787	175.207	203.154	136.599	7.048	-0.084	-0.000	0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	117.000	382.370	242.292	966.390	247.593	169.567	191.545	138.148	4.695	-0.065	-0.000	0.065	118.000	117.000	418.286	296.857	966.390	227.134	165.000	175.000	128.343	11.288	0.157	-0.000	-0.179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
118.000	119.000	118.000	544.172	312.187	963.165	268.656	157.250	175.667	138.782	8.251	0.030	-0.000	0.044	119.000	118.000	358.759	207.392	963.165	250.255	182.778	210.625	136.894	9.282	-0.176	0.000	0.145	119.000	118.000	420.156	262.653	963.165	247.814	179.429	201.800	141.944	6.547	-0.501	-0.087	0.350	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	118.000	375.536	250.143	963.165	247.823	167.967	183.200	139.033	4.806	0.111	-0.000	-0.070	119.000	118.000	399.296	287.886	963.165	226.409	160.407	185.750	131.993	11.288	0.000	-0.000	0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
119.000	120.000	119.000	495.406	239.568	954.152	255.448	159.679	184.833	132.510	7.179	-1.072	-0.000	0.962	120.000	119.000	362.241	214.213	954.152	244.181	181.000	210.125	137.132	9.412	0.130	-0.061	-0.145	120.000	119.000	362.379	209.457	954.152	245.274	166.333	196.700	143.061	5.568	-0.980	-0.145	0.755	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	119.000	377.036	252.316	954.152	240.167	168.143	177.200	137.918	4.806	0.000	-0.000	-0.065	120.000	119.000	429.321	283.170	954.152	226.665	159.321	181.923	131.135	11.242	-0.046	-0.055	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
120.000	121.000	120.000	477.057	276.122	974.269	258.999	160.519	179.643	134.111	7.344	0.165	-0.000	-0.184	121.000	120.000	357.138	219.680	974.269	236.898	179.214	207.125	133.625	9.439	0.027	0.000	-0.061	121.000	120.000	407.161	206.796	974.269	251.286	165.000	176.348	133.201	5.216	-0.352	0.057	0.374	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	120.000	371.607	249.649	974.269	240.137	167.767	174.478	137.865	4.825	0.019	-0.000	-0.000	121.000	120.000	478.533	297.301	974.269	237.452	151.259	175.667	127.193	11.334	0.092	0.055	0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
