dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Base Local Background (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Tip Local Background (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)
30.000	31.000	30.000	553.897	348.543	1227.394	254.589	155.333	225.500	130.796	9.181	0.138	0.043	-0.049	31.000	30.000	332.462	238.879	1227.394	224.493	180.586	234.400	142.295	10.290	-0.303	-0.232	0.028	31.000	30.000	537.333	410.763	1227.394	259.588	168.172	202.778	130.871	10.471	0.046	0.145	0.116	31.000	30.000	545.500	317.323	1227.394	299.263	206.200	226.190	178.135	2.230	-0.230	-0.120	0.085	31.000	30.000	378.407	239.851	1227.394	223.383	167.767	185.857	142.079	4.882	-0.425	-0.130	0.193	31.000	30.000	414.370	283.235	1227.394	211.933	166.821	180.000	133.537	11.058	0.019	-0.000	0.034	31.000	30.000	534.111	340.016	1227.394	244.126	161.038	185.444	138.303	5.274	-0.111	0.000	0.064	106.000	30.000	510.871	321.326	950.275	262.134	180.267	209.222	137.887	5.103	0.276	0.183	0.000
31.000	32.000	31.000	577.321	346.078	1225.637	260.423	161.704	175.714	131.993	9.005	-0.176	-0.043	0.049	32.000	31.000	333.172	247.000	1225.637	224.548	190.400	233.000	154.717	10.098	-0.192	-0.343	-0.119	32.000	31.000	651.320	419.610	1225.637	260.886	166.815	194.357	128.139	10.765	0.295	0.233	-0.058	32.000	31.000	540.828	383.462	1225.637	295.295	211.321	233.941	180.800	2.100	-0.130	-0.145	-0.085	32.000	31.000	425.731	256.782	1225.637	228.090	168.267	185.750	140.395	4.798	-0.084	-0.130	9.419E-4	32.000	31.000	428.963	286.000	1225.637	208.993	160.214	172.947	128.607	11.169	0.111	0.089	-0.000	32.000	31.000	522.607	352.031	1225.637	239.669	158.346	176.917	135.986	5.228	-0.046	0.000	0.064	107.000	31.000	462.724	279.830	945.929	259.467	176.724	211.444	136.644	5.149	0.046	0.275	0.092
32.000	33.000	32.000	476.625	314.791	1217.478	211.435	155.148	172.867	133.152	8.397	-0.609	-0.000	0.651	33.000	32.000	345.966	231.093	1217.478	231.297	213.355	257.737	154.912	9.815	-0.284	-0.339	-0.011	33.000	32.000	575.968	411.744	1217.478	258.593	165.536	184.941	131.320	10.819	0.054	0.088	0.115	33.000	32.000	492.913	308.024	1217.478	286.704	208.821	231.875	176.466	1.832	-0.268	-0.060	0.145	33.000	32.000	430.222	246.021	1217.478	235.971	173.900	190.188	136.713	4.630	-0.168	0.003	0.192	33.000	32.000	426.250	293.326	1217.478	207.016	158.259	171.765	127.324	11.334	0.165	0.145	-0.090	33.000	32.000	515.152	307.649	1217.478	243.850	168.296	178.190	136.347	5.079	-0.149	0.000	0.128	108.000	32.000	488.567	324.735	947.731	271.350	181.964	211.353	138.333	5.463	0.314	0.092	-0.141
33.000	34.000	33.000	431.296	317.732	1217.136	204.977	147.111	164.067	130.804	8.416	0.019	-0.000	-0.092	34.000	33.000	328.107	313.810	1217.136	228.777	182.286	219.909	170.736	9.620	-0.195	-0.300	-0.180	34.000	33.000	610.037	465.145	1217.136	256.574	180.310	196.000	133.837	10.857	0.038	-0.030	-0.145	34.000	33.000	548.217	301.829	1217.136	292.192	215.129	234.182	171.189	1.794	-0.038	0.059	0.118	34.000	33.000	423.920	257.646	1217.136	229.919	161.407	170.833	136.122	4.354	-0.276	-0.002	0.195	34.000	33.000	429.567	297.910	1217.136	204.424	166.231	183.714	126.212	11.537	0.203	0.089	-0.055	34.000	33.000	531.167	293.354	1217.136	251.189	157.269	187.375	135.958	4.784	-0.295	0.000	0.219	109.000	33.000	485.121	267.589	952.855	265.383	184.700	230.455	147.623	5.233	-0.230	-0.092	0.183
34.000	35.000	34.000	483.407	326.440	1217.145	206.859	150.923	168.235	131.595	8.534	0.119	-0.000	-0.189	35.000	34.000	366.321	284.542	1217.145	234.409	181.233	209.750	149.209	9.704	0.084	-0.290	-0.326	35.000	34.000	507.531	416.135	1217.145	249.840	173.481	194.688	139.250	10.819	-0.038	-0.000	0.087	35.000	34.000	578.308	349.435	1217.145	295.434	214.767	244.875	172.912	1.943	0.149	0.087	0.000	35.000	34.000	406.556	247.326	1217.145	226.221	167.778	178.588	133.453	4.186	-0.168	0.065	0.261	35.000	34.000	433.100	284.130	1217.145	205.003	156.115	166.350	125.979	11.667	0.130	0.145	0.034	35.000	34.000	501.167	295.887	1217.145	239.974	167.185	178.368	135.664	4.486	-0.298	0.000	0.311	110.000	34.000	476.750	312.863	956.143	259.625	183.900	211.278	145.965	5.214	-0.019	-0.091	-0.142
35.000	36.000	35.000	501.222	384.554	1204.805	216.775	160.037	178.882	130.000	8.829	0.295	-0.048	-0.324	36.000	35.000	328.852	264.030	1204.805	237.963	176.933	203.077	151.921	9.490	-0.214	-0.290	-0.136	36.000	35.000	488.793	397.290	1204.805	246.994	170.667	196.786	135.548	10.803	-0.016	0.030	0.029	36.000	35.000	614.719	394.988	1204.805	311.084	206.571	227.211	172.718	2.303	0.360	0.087	-0.204	36.000	35.000	367.889	242.265	1204.805	218.531	170.562	186.235	136.240	3.861	-0.325	-0.065	0.193	36.000	35.000	406.231	303.311	1204.805	204.226	167.357	183.643	125.887	11.751	0.084	0.055	-0.034	36.000	35.000	482.520	305.483	1204.805	235.155	163.519	175.278	135.582	4.310	-0.176	0.000	0.138	111.000	35.000	484.281	342.135	965.108	264.417	202.367	248.000	143.830	5.398	0.184	-0.092	-0.225
36.000	37.000	36.000	516.250	354.729	1203.103	212.095	153.037	174.833	132.500	8.959	0.130	0.092	0.043	37.000	36.000	368.655	302.696	1203.103	239.888	192.214	221.938	152.877	9.517	0.027	-0.357	-0.409	37.000	36.000	454.000	376.311	1203.103	245.937	173.222	186.850	134.034	10.842	0.038	0.059	0.028	37.000	36.000	598.655	419.048	1203.103	326.709	212.833	241.875	168.331	2.441	0.138	0.028	-0.117	37.000	36.000	383.571	239.758	1203.103	219.664	160.536	174.833	137.730	3.796	-0.065	0.000	0.066	37.000	36.000	383.357	268.988	1203.103	206.088	153.148	168.733	129.856	11.797	0.046	0.089	0.067	37.000	36.000	421.885	285.575	1203.103	227.499	164.857	184.333	136.395	4.088	-0.222	0.000	0.309	112.000	36.000	433.103	238.333	968.078	251.291	211.821	242.667	144.043	4.919	-0.479	0.102	0.508
37.000	38.000	37.000	591.552	395.147	1201.263	221.097	165.444	185.000	132.466	9.005	0.046	-0.092	-0.141	38.000	37.000	371.414	324.720	1201.263	248.059	185.633	224.154	156.169	9.490	-0.027	-0.376	-0.350	38.000	37.000	455.742	343.633	1201.263	245.436	178.393	192.222	135.562	10.731	-0.111	-0.000	0.145	38.000	37.000	600.759	362.487	1201.263	326.896	213.786	244.429	168.521	2.487	0.046	0.058	-0.029	38.000	37.000	404.000	271.562	1201.263	226.804	170.067	181.222	137.816	3.796	0.000	-0.065	-0.065	38.000	37.000	374.519	274.333	1201.263	203.645	170.926	190.182	131.535	11.770	-0.027	-0.089	-0.089	38.000	37.000	434.769	289.622	1201.263	230.838	170.481	187.615	138.733	3.985	-0.103	0.000	0.114	113.000	37.000	466.067	262.624	966.200	265.934	207.156	269.941	141.326	5.087	0.168	0.051	0.000
38.000	39.000	38.000	620.222	398.963	1198.223	222.958	157.500	166.632	131.260	9.108	0.103	0.049	-0.049	39.000	38.000	348.586	260.134	1198.223	254.398	184.690	207.778	149.408	9.287	-0.203	-0.231	-0.026	39.000	38.000	496.333	372.090	1198.223	246.477	176.433	189.727	135.358	10.853	0.122	-0.000	-0.177	39.000	38.000	564.615	346.662	1198.223	308.878	205.793	235.000	166.382	2.506	0.019	0.087	0.087	39.000	38.000	428.630	259.265	1198.223	229.808	170.516	191.000	140.078	3.647	-0.149	-0.064	0.129	39.000	38.000	375.407	279.231	1198.223	203.440	154.370	176.273	132.883	11.816	0.046	-0.000	-0.000	39.000	38.000	406.346	289.326	1198.223	227.765	168.800	185.938	139.669	3.882	-0.103	0.000	0.049	114.000	38.000	444.031	292.825	973.330	277.984	199.966	264.909	151.890	5.179	0.092	0.000	-0.051
39.000	40.000	39.000	590.704	378.675	1185.031	217.093	158.370	172.643	130.554	9.024	-0.084	-0.049	-0.000	40.000	39.000	382.345	275.000	1185.031	247.038	167.357	188.400	135.973	9.543	0.257	0.060	-0.231	40.000	39.000	506.333	403.914	1185.031	246.039	168.407	181.588	136.431	10.926	0.073	-0.000	-0.118	40.000	39.000	610.517	351.702	1185.031	316.965	216.033	273.714	166.800	2.571	0.065	0.000	-0.059	40.000	39.000	431.731	263.023	1185.031	232.444	176.594	193.190	144.843	3.444	-0.203	-0.130	0.130	40.000	39.000	374.103	278.839	1185.031	202.841	158.778	179.273	130.910	11.789	-0.027	-0.089	-0.056	40.000	39.000	424.500	292.229	1185.031	233.886	161.808	188.286	141.375	3.863	-0.019	0.000	0.047	115.000	39.000	477.367	289.264	965.725	287.308	196.893	226.800	150.678	5.244	0.065	0.052	-0.091
40.000	41.000	40.000	590.615	337.851	1177.483	216.489	152.296	174.000	131.411	8.913	-0.111	-0.000	0.097	41.000	40.000	377.310	237.280	1177.483	248.414	174.724	196.684	143.849	9.192	-0.352	-0.236	0.118	41.000	40.000	507.037	418.476	1177.483	240.383	171.207	192.000	130.068	11.232	0.306	0.086	-0.086	41.000	40.000	577.500	299.354	1177.483	318.062	219.250	260.857	164.748	2.460	-0.111	0.097	0.229	41.000	40.000	380.367	254.735	1177.483	226.185	179.214	190.136	145.958	3.192	-0.252	-0.130	0.065	41.000	40.000	374.107	281.457	1177.483	203.028	168.000	188.333	128.448	11.908	0.119	0.089	-0.034	41.000	40.000	388.815	266.023	1177.483	222.645	160.154	171.643	135.434	3.733	-0.130	0.063	0.205	116.000	40.000	452.333	307.533	965.043	284.023	208.067	251.900	146.838	5.363	0.119	0.000	-0.040
41.000	42.000	41.000	542.464	344.903	1177.774	219.356	151.286	167.944	131.034	8.848	-0.065	-0.000	0.092	42.000	41.000	372.960	265.270	1177.774	249.695	169.433	199.714	133.578	9.276	0.084	0.000	-0.059	42.000	41.000	555.120	432.654	1177.774	251.891	178.357	204.875	129.986	11.564	0.333	0.145	-0.204	42.000	41.000	548.962	287.901	1177.774	313.958	225.156	259.059	159.034	2.387	-0.073	0.266	0.289	42.000	41.000	439.200	282.088	1177.774	230.895	167.387	191.700	138.620	3.609	0.417	0.130	-0.196	42.000	41.000	384.429	269.600	1177.774	205.500	164.259	185.727	130.639	11.889	-0.019	-0.000	-0.000	42.000	41.000	382.133	246.205	1177.774	221.258	161.385	172.214	140.343	3.557	-0.176	-0.063	0.126	117.000	41.000	454.633	295.988	967.965	284.610	244.344	315.000	140.804	5.666	0.303	0.183	-0.183
42.000	43.000	42.000	567.821	350.430	1174.210	223.926	167.885	185.833	131.169	8.810	-0.038	-0.000	-0.000	43.000	42.000	436.207	294.315	1174.210	241.864	164.500	192.455	136.449	9.517	0.241	-0.060	-0.298	43.000	42.000	514.233	413.416	1174.210	247.967	169.069	200.417	135.493	11.656	0.092	0.059	-0.059	43.000	42.000	586.517	325.569	1174.210	347.246	210.161	241.412	166.116	2.590	0.203	0.085	-0.085	43.000	42.000	382.519	248.543	1174.210	222.227	174.143	187.944	136.642	3.379	-0.230	0.130	0.192	43.000	42.000	387.759	263.714	1174.210	203.286	157.444	175.750	131.745	11.908	0.019	-0.000	0.033	43.000	42.000	426.655	264.671	1174.210	241.839	169.778	199.714	138.385	3.557	0.000	0.000	0.000	118.000	42.000	456.971	317.530	966.390	299.271	221.600	307.857	153.250	5.961	0.295	-0.009	-0.183
43.000	44.000	43.000	519.259	330.293	1174.865	222.748	155.222	168.632	133.514	8.756	-0.054	0.049	0.140	44.000	43.000	465.586	340.076	1174.865	237.983	176.667	213.300	128.698	9.972	0.455	0.155	-0.265	44.000	43.000	459.793	324.979	1174.865	242.628	160.889	176.389	131.264	11.323	-0.333	0.145	0.462	44.000	43.000	441.370	223.939	1174.865	285.115	229.300	258.059	164.993	1.277	-1.313	0.087	1.308	44.000	43.000	418.519	225.598	1174.865	226.697	180.667	213.250	136.636	3.398	0.019	0.195	0.260	44.000	43.000	381.393	255.701	1174.865	204.171	157.929	181.615	127.767	11.843	-0.065	0.034	0.056	44.000	43.000	434.276	274.398	1174.865	259.924	168.923	189.182	142.611	3.557	0.000	0.000	-0.063	119.000	43.000	453.742	321.476	963.165	296.753	196.679	255.625	153.667	6.144	0.184	0.134	-0.183
44.000	45.000	44.000	579.714	380.889	1162.584	229.653	161.571	173.579	133.245	8.886	0.130	-0.049	-0.140	45.000	44.000	410.333	232.464	1162.584	238.191	179.867	207.000	130.463	9.612	-0.360	0.060	0.374	45.000	44.000	556.643	405.494	1162.584	249.812	169.111	179.429	133.592	11.675	0.352	0.059	-0.231	45.000	44.000	437.481	249.583	1162.584	307.882	243.688	281.800	165.953	1.277	0.000	0.188	0.213	45.000	44.000	389.885	232.169	1162.584	226.305	174.533	190.800	136.187	3.341	-0.057	0.196	0.260	45.000	44.000	392.407	280.061	1162.584	199.914	157.759	176.375	126.805	11.962	0.119	0.089	-0.034	45.000	44.000	439.031	270.833	1162.584	266.334	178.577	192.938	141.524	3.465	-0.092	0.000	0.142	120.000	44.000	414.367	330.695	954.152	294.929	191.567	232.600	143.603	6.228	0.084	0.091	0.083
45.000	46.000	45.000	575.556	414.938	1157.295	239.247	159.481	182.000	134.953	9.035	0.149	-0.000	-0.092	46.000	45.000	410.517	240.575	1157.295	224.481	181.071	213.200	130.441	9.677	0.065	0.121	0.084	46.000	45.000	534.778	389.988	1157.295	251.022	156.607	165.739	134.878	11.618	-0.057	0.027	0.059	46.000	45.000	498.774	260.147	1157.295	343.901	243.656	293.357	175.641	1.472	0.195	0.099	-0.023	46.000	45.000	412.000	285.536	1157.295	228.901	167.333	196.250	136.764	3.582	0.241	0.069	-0.134	46.000	45.000	395.815	269.378	1157.295	200.317	161.107	180.000	129.840	11.981	0.019	-0.000	-0.000	46.000	45.000	388.357	267.000	1157.295	236.241	168.000	184.929	142.557	3.205	-0.260	0.078	0.283	121.000	45.000	447.700	313.824	974.269	294.598	183.233	214.579	144.887	6.431	0.203	-0.040	-0.245
46.000	47.000	46.000	621.633	382.670	1158.477	238.478	152.923	161.318	134.939	9.081	0.046	-0.000	-0.049	47.000	46.000	450.656	328.538	1158.477	228.379	180.100	197.111	131.823	10.075	0.398	0.084	-0.266	47.000	46.000	478.000	356.581	1158.477	250.662	167.593	184.600	131.479	11.526	-0.092	-0.000	0.086	47.000	46.000	469.576	254.752	1158.477	299.246	216.964	254.846	171.780	1.445	-0.027	0.248	0.268	47.000	46.000	358.481	245.355	1158.477	220.772	170.500	185.294	133.789	3.590	0.008	0.199	0.130	47.000	46.000	402.667	277.155	1158.477	197.956	155.520	166.158	126.575	12.073	0.092	0.111	-0.000	47.000	46.000	400.483	279.585	1158.477	236.277	174.800	201.500	142.568	3.354	0.149	-0.063	-0.142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47.000	48.000	47.000	627.379	400.862	1146.926	239.142	154.577	173.375	128.096	9.054	-0.027	-0.000	-0.000	48.000	47.000	376.481	262.820	1146.926	229.346	185.727	209.438	133.377	9.945	-0.130	-0.024	0.037	48.000	47.000	511.640	366.857	1146.926	249.134	170.630	179.000	132.916	11.648	0.122	0.059	-0.059	48.000	47.000	471.767	290.561	1146.926	294.729	205.200	255.000	166.564	1.694	0.249	0.125	-0.143	48.000	47.000	384.556	261.304	1146.926	228.239	175.926	184.833	138.000	3.720	0.130	0.065	-0.065	48.000	47.000	403.138	284.988	1146.926	203.052	163.538	175.895	126.115	12.276	0.203	0.089	-0.056	48.000	47.000	377.704	273.419	1146.926	225.923	168.233	198.818	143.946	3.335	-0.019	0.063	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
48.000	49.000	48.000	664.828	440.782	1148.639	245.722	152.240	170.857	131.596	9.089	0.035	-0.000	-0.092	49.000	48.000	400.963	231.950	1148.639	233.964	166.143	185.214	150.673	9.704	-0.241	-0.241	0.000	49.000	48.000	501.852	338.068	1148.639	252.536	163.643	179.250	140.329	11.316	-0.333	-0.171	0.086	49.000	48.000	484.172	282.000	1148.639	304.948	213.321	239.833	168.145	1.816	0.122	0.063	-0.063	49.000	48.000	405.233	274.934	1148.639	229.466	172.467	201.455	137.745	3.988	0.268	0.065	-0.130	49.000	48.000	364.429	275.093	1148.639	200.583	159.148	171.438	128.013	12.276	0.000	0.055	0.021	49.000	48.000	368.714	275.308	1148.639	234.130	174.100	207.500	140.664	3.465	0.130	0.000	-0.079	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
49.000	50.000	49.000	694.500	379.977	1153.731	265.770	156.385	180.250	131.924	8.967	-0.122	-0.000	0.097	50.000	49.000	396.893	251.863	1153.731	234.715	161.519	181.923	129.240	9.907	0.203	0.060	-0.085	50.000	49.000	581.269	446.947	1153.731	256.439	156.714	177.462	139.804	11.381	0.065	-0.231	-0.285	50.000	49.000	464.000	275.700	1153.731	308.367	201.567	225.278	153.630	2.168	0.352	0.286	-0.062	50.000	49.000	356.207	263.410	1153.731	219.396	168.533	194.600	137.656	4.034	0.046	0.072	0.058	50.000	49.000	375.654	255.859	1153.731	197.798	156.571	171.056	130.066	12.054	-0.222	-0.055	0.145	50.000	49.000	368.464	316.862	1153.731	244.936	178.750	198.286	141.109	3.752	0.287	0.063	-0.253	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
50.000	51.000	50.000	643.586	379.506	1148.863	279.144	153.462	177.800	133.081	8.745	-0.222	-0.000	0.140	51.000	50.000	413.880	234.221	1148.863	238.366	178.071	190.727	132.660	9.842	-0.065	-0.060	-0.025	51.000	50.000	653.633	524.391	1148.863	264.118	170.893	186.474	148.123	11.078	-0.303	-0.546	-0.239	51.000	50.000	503.133	277.468	1148.863	315.037	206.355	223.810	150.342	2.639	0.471	0.314	-0.080	51.000	50.000	415.034	306.471	1148.863	229.225	169.750	197.636	134.952	4.535	0.501	0.065	-0.453	51.000	50.000	401.929	265.119	1148.863	202.071	163.111	180.533	127.088	12.173	0.119	0.090	-0.035	51.000	50.000	370.077	351.964	1148.863	239.888	166.750	184.091	144.899	4.104	0.352	0.000	-0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
51.000	52.000	51.000	670.700	376.782	1154.523	268.116	154.852	170.000	132.297	8.661	-0.084	-0.000	0.140	52.000	51.000	395.931	231.866	1154.523	239.371	166.214	190.700	137.701	9.662	-0.179	-0.119	0.060	52.000	51.000	487.414	399.108	1154.523	252.739	164.733	184.182	142.223	10.615	-0.463	-0.205	0.264	52.000	51.000	434.000	271.344	1154.523	277.287	198.567	221.875	142.556	2.788	0.149	0.393	0.250	52.000	51.000	426.312	325.787	1154.523	241.434	172.433	192.214	140.882	4.814	0.279	-0.134	-0.389	52.000	51.000	412.556	272.629	1154.523	202.668	167.741	179.750	129.712	12.146	-0.027	-0.000	0.034	52.000	51.000	404.571	364.644	1154.523	248.562	169.071	180.111	139.707	4.502	0.398	0.000	-0.347	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
52.000	53.000	52.000	687.097	400.426	1157.018	267.397	154.357	179.800	131.829	8.718	0.057	-0.000	-0.000	53.000	52.000	394.480	237.043	1157.018	245.530	159.429	206.000	130.259	9.700	0.038	0.000	0.000	53.000	52.000	404.290	317.708	1157.018	251.501	161.179	172.722	132.388	10.271	-0.344	0.059	0.414	53.000	52.000	479.000	260.478	1157.018	276.819	185.286	213.727	139.292	3.240	0.452	0.349	-0.082	53.000	52.000	404.185	268.247	1157.018	230.907	168.786	180.353	137.993	4.546	-0.268	-0.065	0.194	53.000	52.000	417.480	259.937	1157.018	203.427	170.143	190.562	127.980	12.119	-0.027	0.090	0.145	53.000	52.000	401.964	309.464	1157.018	246.894	170.710	195.333	137.194	4.750	0.249	0.127	-0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
53.000	54.000	53.000	404.483	265.553	1145.558	210.209	154.115	178.909	131.639	7.574	-1.144	-0.000	0.967	54.000	53.000	402.556	239.466	1145.558	246.999	175.370	203.167	132.917	9.654	-0.046	-0.060	-0.035	54.000	53.000	373.806	292.763	1145.558	240.264	169.034	187.438	128.850	10.160	-0.111	0.145	0.263	54.000	53.000	479.185	278.989	1145.558	260.308	188.964	196.393	139.796	3.416	0.176	0.206	0.000	54.000	53.000	449.812	294.990	1145.558	242.684	171.704	180.773	141.816	4.760	0.214	-0.133	-0.387	54.000	53.000	417.786	274.839	1145.558	201.808	170.483	191.824	127.758	12.348	0.230	0.179	-0.055	54.000	53.000	393.793	298.954	1145.558	239.780	171.800	195.769	138.459	4.834	0.084	0.078	-0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
54.000	55.000	54.000	456.788	293.393	1149.433	210.449	154.704	164.950	131.568	7.980	0.406	-0.000	-0.325	55.000	54.000	425.889	269.316	1149.433	248.167	169.214	181.640	131.841	9.876	0.222	0.060	-0.205	55.000	54.000	291.414	253.347	1149.433	229.555	168.065	186.062	132.882	9.521	-0.639	-0.000	0.525	55.000	54.000	449.185	274.031	1149.433	246.948	185.000	204.625	137.222	3.702	0.287	0.268	0.000	55.000	54.000	432.844	300.823	1149.433	233.351	171.214	185.000	138.035	4.917	0.157	0.000	-0.130	55.000	54.000	432.800	277.025	1149.433	197.868	175.679	202.143	126.792	12.387	0.038	0.111	0.089	55.000	54.000	381.469	323.191	1149.433	237.609	173.100	195.214	140.774	4.964	0.130	-0.078	-0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
55.000	56.000	55.000	517.000	304.196	1144.131	216.305	157.200	176.800	131.836	8.053	0.073	-0.000	-0.139	56.000	55.000	433.444	282.925	1144.131	252.881	175.143	212.636	132.422	9.914	0.038	-0.060	-0.145	56.000	55.000	315.031	255.240	1144.131	233.247	162.517	173.750	140.000	9.429	-0.092	-0.204	-0.059	56.000	55.000	435.556	276.521	1144.131	241.578	173.900	196.615	133.892	4.062	0.360	0.227	-0.083	56.000	55.000	383.310	300.233	1144.131	221.188	169.179	182.800	138.810	4.741	-0.176	-0.065	0.065	56.000	55.000	440.077	275.353	1144.131	197.822	161.893	177.150	135.637	12.283	-0.103	-0.055	-0.000	56.000	55.000	441.857	490.364	1144.131	248.000	167.036	192.167	142.156	5.400	0.436	-0.064	-0.522	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
56.000	57.000	56.000	530.483	355.418	1138.760	222.214	155.379	182.727	131.082	8.156	0.103	-0.000	-0.096	57.000	56.000	408.533	240.781	1138.760	223.445	170.852	179.348	132.852	9.249	-0.666	0.060	0.734	57.000	56.000	311.469	247.969	1138.760	234.888	163.931	177.600	134.171	9.096	-0.333	-0.000	0.291	57.000	56.000	438.704	293.767	1138.760	245.384	186.286	202.167	142.589	4.173	0.111	-0.082	-0.206	57.000	56.000	321.310	236.891	1138.760	218.320	174.667	200.067	140.282	4.573	-0.168	-0.130	0.130	57.000	56.000	427.692	282.259	1138.760	200.183	169.857	188.579	127.448	12.276	-0.008	-0.000	-0.000	57.000	56.000	479.774	384.705	1138.760	254.368	168.367	187.000	142.187	5.465	0.065	-0.127	-0.191	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
57.000	58.000	57.000	505.567	314.794	1139.239	215.896	157.538	170.412	134.514	8.156	0.000	-0.000	0.044	58.000	57.000	435.970	251.567	1139.239	236.018	172.600	186.056	131.782	9.765	0.517	0.000	-0.435	58.000	57.000	330.935	279.319	1139.239	236.841	173.393	186.208	135.653	9.207	0.111	-0.059	-0.145	58.000	57.000	469.885	286.416	1139.239	240.401	168.036	192.500	136.776	4.422	0.249	0.144	-0.062	58.000	57.000	385.129	292.071	1139.239	224.486	167.677	183.062	142.260	5.009	0.436	-0.063	-0.522	58.000	57.000	435.800	275.476	1139.239	201.415	161.214	183.909	126.347	12.368	0.092	0.145	0.089	58.000	57.000	437.259	382.827	1139.239	250.386	157.200	171.222	139.040	5.500	0.035	0.000	-0.030	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
58.000	59.000	58.000	619.706	398.320	1135.387	232.224	159.179	175.316	130.780	8.618	0.463	-0.000	-0.330	59.000	58.000	418.966	261.500	1135.387	238.081	163.276	189.929	131.208	9.784	0.019	0.026	0.000	59.000	58.000	411.333	328.844	1135.387	245.527	168.679	194.583	134.462	9.486	0.279	-0.027	-0.382	59.000	58.000	475.038	275.207	1135.387	246.534	171.733	187.350	135.820	4.514	0.092	0.062	0.000	59.000	58.000	403.370	280.928	1135.387	225.297	185.097	208.600	145.234	4.982	-0.027	-0.116	-0.199	59.000	58.000	426.440	280.512	1135.387	199.383	158.741	180.556	132.931	12.211	-0.157	-0.089	0.055	59.000	58.000	449.964	305.681	1135.387	249.891	170.821	188.143	135.784	5.370	-0.130	0.063	0.172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
