 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)	T (9)	Base X (9)	Base Y (9)	Tip X (9)	Tip Y (9)	||[body,base]|| (9)	||[base,tip]||  (9)	||[base,tip]|| : [body,base] (9)	[base,tip] ? [body,base] (9)	?||[base,tip]|| : [body,base] (9)	||[tip(t-1),tip(t)]|| : [base,tip] (9)	||[base(t-1),base(t)]|| : [base,tip] (9)	T (10)	Base X (10)	Base Y (10)	Tip X (10)	Tip Y (10)	||[body,base]|| (10)	||[base,tip]||  (10)	||[base,tip]|| : [body,base] (10)	[base,tip] ? [body,base] (10)	?||[base,tip]|| : [body,base] (10)	||[tip(t-1),tip(t)]|| : [base,tip] (10)	||[base(t-1),base(t)]|| : [base,tip] (10)
54	53.000	54.000	8.840	15.535	9.230	13.455	5.306	2.116	1.583	8.399	-0.031	NaN	0.140	54.000	14.235	16.380	16.640	11.440	4.564	5.494	5.415	24.712	-0.077	-0.028	-0.002	54.000	17.550	16.510	26.845	14.820	6.967	9.447	8.845	61.626	0.056	NaN	-0.128	54.000	23.010	18.915	30.615	17.615	11.500	7.715	7.698	88.522	0.003	NaN	NaN	54.000	21.645	21.450	26.910	21.905	10.167	5.285	5.278	53.666	-0.136	-0.070	0.065	54.000	8.320	20.670	6.175	22.165	3.302	2.615	2.376	7.846	0.041	NaN	-0.090	54.000	10.660	23.010	9.555	24.635	3.063	1.965	1.880	5.759	0.013	NaN	-0.037	54.000	21.320	23.530	25.350	25.545	10.341	4.506	4.471	46.234	-0.006	-0.029	-0.029	54.000	13.325	25.350	15.210	28.275	5.550	3.480	3.371	18.708	0.006	-0.055	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
55	54.000	55.000	8.775	15.535	9.230	13.455	5.251	2.129	1.540	8.087	-0.043	NaN	-0.014	55.000	14.235	16.315	16.640	11.375	4.602	5.494	5.404	24.868	-0.011	0.058	0.058	55.000	17.680	16.445	26.845	14.820	7.135	9.308	8.746	62.403	-0.099	NaN	0.139	55.000	22.945	18.915	30.615	17.615	11.493	7.779	7.759	89.181	0.062	NaN	-0.064	55.000	21.710	21.450	26.910	21.905	10.305	5.220	5.213	53.717	-0.066	NaN	0.065	55.000	8.190	20.735	6.110	22.165	3.391	2.524	2.335	7.918	-0.041	0.054	0.144	55.000	10.530	23.075	9.555	24.635	3.207	1.840	1.783	5.716	-0.097	NaN	0.124	55.000	21.450	23.530	25.415	25.610	10.546	4.477	4.431	46.733	-0.040	0.088	0.115	55.000	13.260	25.350	15.145	28.275	5.611	3.480	3.368	18.898	-0.003	-0.035	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
56	55.000	56.000	8.840	15.535	9.230	13.455	5.217	2.116	1.589	8.289	0.049	NaN	0.012	56.000	14.170	16.380	16.705	11.245	4.511	5.727	5.641	25.447	0.237	0.145	-0.087	56.000	17.680	16.510	26.845	14.820	7.103	9.320	8.803	62.526	0.057	NaN	-0.012	56.000	22.880	18.915	30.550	17.615	11.429	7.779	7.760	88.683	3.032E-4	-0.064	-0.064	56.000	21.840	21.515	27.040	21.970	10.443	5.220	5.212	54.422	-0.001	0.135	0.135	56.000	8.255	20.735	6.175	22.165	3.328	2.524	2.339	7.782	0.004	-0.054	-0.054	56.000	10.595	22.945	9.555	24.635	3.063	1.984	1.923	5.890	0.140	NaN	-0.145	56.000	21.320	23.465	25.415	25.610	10.402	4.623	4.574	47.582	0.143	NaN	-0.145	56.000	13.195	25.220	15.145	28.275	5.468	3.624	3.508	19.182	0.140	NaN	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
57	56.000	57.000	8.840	15.535	9.230	13.455	5.161	2.116	1.580	8.154	-0.009	NaN	NaN	57.000	14.365	16.185	16.770	11.180	4.732	5.553	5.441	25.747	-0.200	0.087	0.260	57.000	17.680	16.575	26.845	14.755	7.040	9.344	8.913	62.745	0.110	0.013	-0.013	57.000	22.945	18.915	30.615	17.550	11.487	7.791	7.762	89.164	0.002	0.075	0.064	57.000	21.905	21.515	27.300	22.035	10.516	5.420	5.412	56.919	0.201	0.265	0.065	57.000	8.320	20.670	6.175	22.165	3.264	2.615	2.420	7.901	0.082	NaN	-0.090	57.000	10.595	22.945	9.555	24.700	3.125	2.040	1.982	6.194	0.059	0.056	NaN	57.000	21.190	23.465	25.350	25.545	10.301	4.651	4.620	47.590	0.045	-0.087	-0.116	57.000	13.195	25.090	15.145	28.210	5.406	3.679	3.573	19.317	0.065	-0.055	-0.110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
58	57.000	58.000	8.840	15.535	9.230	13.520	5.140	2.052	1.500	7.711	-0.080	-0.064	NaN	58.000	14.300	16.185	16.770	11.180	4.602	5.581	5.495	25.287	0.054	NaN	-0.029	58.000	17.550	16.705	26.780	14.755	6.775	9.434	9.063	61.406	0.150	-0.064	-0.154	58.000	23.010	18.915	30.615	17.550	11.481	7.727	7.693	88.332	-0.069	NaN	0.064	58.000	21.775	21.385	26.650	21.970	10.314	4.910	4.908	50.624	-0.504	-0.653	-0.145	58.000	8.190	20.800	6.175	22.165	3.500	2.434	2.301	8.053	-0.120	NaN	0.181	58.000	10.595	23.010	9.490	24.700	3.269	2.019	1.943	6.350	-0.039	0.036	0.054	58.000	21.125	23.400	25.350	25.610	10.179	4.768	4.728	48.127	0.108	0.030	-0.088	58.000	13.130	25.155	15.145	28.275	5.491	3.714	3.564	19.570	-0.009	0.055	0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
59	58.000	59.000	8.840	15.470	9.230	13.455	5.016	2.052	1.521	7.630	0.021	0.064	0.064	59.000	14.365	16.250	16.705	11.180	4.569	5.584	5.393	24.640	-0.102	-0.027	-0.032	59.000	17.355	16.835	26.715	14.820	6.599	9.574	9.283	61.258	0.220	-0.077	-0.218	59.000	22.815	18.850	30.615	17.485	11.411	7.919	7.884	89.967	0.191	0.011	-0.181	59.000	21.580	21.385	26.390	21.905	10.269	4.838	4.832	49.618	-0.077	-0.265	-0.194	59.000	8.320	20.605	6.175	22.165	3.232	2.652	2.478	8.011	0.178	NaN	-0.220	59.000	10.595	22.945	9.555	24.700	3.295	2.040	1.963	6.468	0.020	-0.033	-0.056	59.000	20.930	23.270	25.415	25.610	10.118	5.059	5.018	50.776	0.290	0.058	-0.233	59.000	13.065	25.025	15.210	28.275	5.510	3.894	3.738	20.597	0.174	0.036	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
60	59.000	60.000	8.840	15.340	9.230	13.455	5.106	1.925	1.404	7.170	-0.117	NaN	0.127	60.000	14.365	16.250	16.705	11.115	4.477	5.643	5.446	24.382	0.053	0.059	NaN	60.000	17.225	16.900	26.650	14.885	6.366	9.638	9.353	59.543	0.069	-0.077	-0.141	60.000	22.880	18.850	30.550	17.485	11.406	7.791	7.750	88.400	-0.134	-0.064	0.064	60.000	21.450	21.320	26.195	21.905	10.077	4.781	4.777	48.140	-0.054	-0.194	-0.137	60.000	8.320	20.670	6.175	22.165	3.331	2.615	2.489	8.289	0.010	NaN	0.037	60.000	10.530	23.010	9.490	24.765	3.455	2.040	1.977	6.832	0.014	0.089	0.089	60.000	20.670	23.205	25.415	25.610	9.814	5.320	5.291	51.929	0.273	NaN	-0.261	60.000	13.000	25.025	15.210	28.275	5.536	3.930	3.726	20.626	-0.012	NaN	-0.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
61	60.000	61.000	8.775	15.405	9.230	13.455	5.120	2.002	1.385	7.094	-0.019	NaN	-0.078	61.000	14.300	16.380	16.705	11.115	4.294	5.788	5.593	24.019	0.147	NaN	-0.145	61.000	17.225	16.965	26.585	14.885	6.279	9.588	9.333	58.609	-0.019	-0.063	-0.014	61.000	23.010	18.980	30.550	17.485	11.462	7.687	7.619	87.327	-0.131	NaN	0.102	61.000	21.710	21.320	25.935	21.970	10.269	4.275	4.275	43.898	-0.503	-0.247	0.257	61.000	8.320	20.800	6.175	22.165	3.433	2.542	2.470	8.480	-0.018	NaN	0.070	61.000	10.530	23.010	9.490	24.765	3.474	2.040	1.986	6.899	0.009	NaN	NaN	61.000	20.670	23.205	25.415	25.610	9.753	5.320	5.293	51.621	0.001	NaN	NaN	61.000	12.870	25.025	15.145	28.275	5.486	3.967	3.697	20.280	-0.030	-0.037	-0.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
62	61.000	62.000	8.775	15.340	9.230	13.390	5.030	2.002	1.391	6.997	0.005	0.063	0.063	62.000	14.235	16.250	16.770	10.985	4.294	5.843	5.676	24.374	0.083	0.145	0.089	62.000	17.095	16.965	26.585	14.885	6.165	9.715	9.482	58.457	0.149	NaN	-0.127	62.000	22.945	18.980	30.550	17.550	11.455	7.738	7.668	87.838	0.050	-0.012	-0.064	62.000	21.775	21.450	25.610	21.905	10.442	3.862	3.854	40.243	-0.420	-0.330	0.080	62.000	8.255	20.800	6.175	22.165	3.477	2.488	2.429	8.446	-0.041	NaN	0.054	62.000	10.595	23.010	9.555	24.765	3.563	2.040	1.962	6.992	-0.023	-0.033	-0.033	62.000	20.475	23.205	25.415	25.610	9.680	5.494	5.482	53.066	0.189	NaN	-0.175	62.000	12.805	24.830	15.145	28.275	5.423	4.165	3.905	21.180	0.209	NaN	-0.198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
63	62.000	63.000	8.710	15.405	9.230	13.455	4.851	2.018	1.294	6.278	-0.097	-0.063	-0.080	63.000	14.235	16.315	16.835	10.985	4.097	5.930	5.707	23.381	0.031	0.028	-0.058	63.000	17.030	17.030	26.585	14.885	6.000	9.793	9.635	57.811	0.153	NaN	-0.078	63.000	22.945	18.915	30.615	17.550	11.449	7.791	7.718	88.366	0.050	0.064	0.011	63.000	21.710	21.450	25.350	21.905	10.415	3.668	3.658	38.093	-0.197	-0.258	-0.064	63.000	8.255	20.735	6.175	22.165	3.525	2.524	2.471	8.712	0.042	NaN	-0.037	63.000	10.465	23.075	9.555	24.700	3.848	1.862	1.810	6.967	-0.152	-0.057	0.120	63.000	20.410	23.270	25.415	25.610	9.722	5.525	5.523	53.696	0.042	NaN	-0.031	63.000	12.935	24.830	15.145	28.210	5.644	4.038	3.830	21.615	-0.076	-0.054	0.071	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
64	63.000	64.000	8.840	15.340	9.230	13.390	4.831	1.989	1.411	6.819	0.117	0.064	0.089	64.000	14.105	16.380	16.835	10.855	3.962	6.163	5.961	23.618	0.254	0.117	-0.116	64.000	17.290	16.900	26.585	14.885	6.290	9.511	9.340	58.749	-0.295	NaN	0.282	64.000	22.880	18.980	30.615	17.615	11.382	7.855	7.777	88.518	0.059	-0.011	-0.075	64.000	21.580	21.385	25.025	21.905	10.275	3.484	3.480	35.756	-0.177	-0.321	-0.138	64.000	8.190	20.800	6.175	22.165	3.610	2.434	2.391	8.632	-0.081	NaN	0.090	64.000	10.465	23.075	9.490	24.700	3.848	1.895	1.828	7.035	0.018	0.033	NaN	64.000	20.345	23.465	25.350	25.610	9.742	5.445	5.443	53.028	-0.080	-0.060	0.017	64.000	12.935	24.765	15.145	28.275	5.581	4.148	3.959	22.097	0.129	0.055	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
65	64.000	65.000	8.840	15.275	9.230	13.455	4.886	1.861	1.313	6.414	-0.099	-0.064	0.064	65.000	14.040	16.445	16.900	10.790	3.871	6.337	6.147	23.791	0.186	0.087	-0.087	65.000	17.290	16.900	26.585	14.885	6.290	9.511	9.340	58.749	NaN	NaN	NaN	65.000	22.880	18.850	30.615	17.550	11.387	7.843	7.786	88.662	0.009	0.011	0.022	65.000	21.515	21.450	24.895	21.840	10.224	3.402	3.389	34.645	-0.091	-0.137	-0.057	65.000	8.320	20.735	6.240	22.100	3.465	2.488	2.450	8.488	0.059	-0.090	-0.144	65.000	10.465	23.075	9.555	24.700	3.848	1.862	1.810	6.967	-0.018	-0.032	NaN	65.000	20.475	23.660	25.350	25.545	9.943	5.227	5.211	51.815	-0.232	-0.023	0.192	65.000	13.000	24.895	15.145	28.210	5.724	3.948	3.760	21.522	-0.199	-0.055	0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
66	65.000	66.000	8.905	15.340	9.230	13.455	4.831	1.913	1.393	6.730	0.080	NaN	-0.053	66.000	14.170	16.510	16.900	10.790	3.865	6.338	6.069	23.457	-0.078	NaN	-0.003	66.000	17.225	16.965	26.585	14.885	6.145	9.588	9.427	57.933	0.088	NaN	-0.078	66.000	23.075	18.915	30.615	17.550	11.514	7.663	7.588	87.369	-0.198	NaN	0.180	66.000	22.035	21.450	24.765	21.840	10.670	2.758	2.754	29.381	-0.635	-0.129	0.515	66.000	8.255	20.735	6.175	22.165	3.585	2.524	2.468	8.847	0.018	0.090	0.054	66.000	10.530	23.075	9.555	24.635	3.848	1.840	1.765	6.794	-0.045	-0.055	-0.034	66.000	20.475	23.725	25.480	25.610	9.913	5.348	5.324	52.779	0.113	0.145	0.023	66.000	13.195	25.025	15.145	28.275	5.884	3.790	3.662	21.548	-0.098	0.056	0.212	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
67	66.000	67.000	8.840	15.340	9.230	13.455	4.868	1.925	1.342	6.532	-0.051	NaN	-0.013	67.000	14.235	16.640	16.835	10.920	3.815	6.283	5.909	22.545	-0.160	-0.145	-0.091	67.000	17.290	17.030	26.585	14.885	6.180	9.539	9.415	58.187	-0.012	NaN	0.049	67.000	23.010	18.915	30.615	17.550	11.449	7.727	7.653	87.622	0.065	NaN	-0.064	67.000	21.775	21.450	24.830	21.840	10.415	3.080	3.071	31.987	0.318	0.064	-0.258	67.000	8.125	20.800	6.240	22.165	3.730	2.327	2.264	8.446	-0.204	-0.053	0.143	67.000	10.530	23.075	9.555	24.700	3.848	1.895	1.828	7.035	0.063	0.056	NaN	67.000	20.605	23.790	25.480	25.545	10.058	5.181	5.150	51.803	-0.174	-0.022	0.144	67.000	13.325	25.155	15.145	28.210	6.045	3.556	3.452	20.867	-0.210	-0.056	0.178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68	67.000	68.000	8.905	15.340	9.230	13.520	4.851	1.849	1.362	6.608	0.020	-0.064	0.011	68.000	14.300	16.445	16.835	10.920	4.093	6.079	5.767	23.605	-0.142	NaN	0.204	68.000	17.420	17.030	26.585	14.885	6.385	9.413	9.298	59.370	-0.117	NaN	0.127	68.000	22.945	18.915	30.550	17.615	11.452	7.715	7.656	87.677	0.003	-0.075	-0.064	68.000	21.645	21.450	24.830	21.840	10.338	3.209	3.200	33.082	0.129	NaN	-0.129	68.000	8.125	20.865	6.175	22.165	3.670	2.344	2.302	8.450	0.038	0.054	0.036	68.000	10.465	23.075	9.555	24.700	3.786	1.862	1.812	6.861	-0.016	NaN	0.032	68.000	20.605	23.855	25.415	25.545	10.117	5.098	5.065	51.241	-0.085	-0.061	0.022	68.000	13.260	25.090	15.145	28.210	5.921	3.645	3.539	20.952	0.087	NaN	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
69	68.000	69.000	8.970	15.405	9.230	13.455	4.927	1.967	1.538	7.580	0.176	0.064	-0.056	69.000	14.300	16.575	16.835	10.920	4.141	6.197	5.883	24.361	0.116	NaN	-0.119	69.000	17.355	16.965	26.715	14.820	6.428	9.603	9.407	60.472	0.109	0.141	-0.049	69.000	22.945	18.850	30.615	17.615	11.467	7.769	7.736	88.708	0.080	0.064	0.010	69.000	21.580	21.450	24.895	21.840	10.238	3.338	3.332	34.108	0.132	0.065	-0.065	69.000	8.125	20.865	6.175	22.165	3.599	2.344	2.278	8.197	-0.025	NaN	NaN	69.000	10.595	23.010	9.555	24.635	3.500	1.929	1.839	6.439	0.027	-0.055	-0.125	69.000	20.735	23.985	25.415	25.545	10.206	4.933	4.898	49.990	-0.167	NaN	0.164	69.000	13.390	25.285	15.145	28.210	5.961	3.411	3.330	19.849	-0.209	NaN	0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
70	69.000	70.000	8.840	15.340	9.230	13.455	4.922	1.925	1.352	6.654	-0.186	NaN	0.037	70.000	14.300	16.575	16.835	10.920	3.954	6.197	5.841	23.094	-0.043	NaN	NaN	70.000	17.290	17.030	26.780	14.820	6.205	9.744	9.605	59.598	0.198	0.063	-0.078	70.000	23.075	18.915	30.550	17.680	11.517	7.576	7.523	86.642	-0.213	-0.075	0.118	70.000	21.515	21.450	25.025	21.905	10.147	3.539	3.530	35.824	0.199	0.137	-0.064	70.000	8.125	20.865	6.175	22.165	3.730	2.344	2.299	8.577	0.022	NaN	NaN	70.000	10.335	23.205	9.555	24.635	3.967	1.629	1.602	6.354	-0.238	NaN	0.296	70.000	20.800	24.115	25.480	25.545	10.349	4.894	4.821	49.889	-0.077	0.062	0.100	70.000	13.390	25.350	15.145	28.210	6.189	3.356	3.250	20.111	-0.080	NaN	0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
71	70.000	71.000	8.905	15.340	9.230	13.455	4.976	1.913	1.398	6.954	0.046	NaN	0.011	71.000	14.495	16.185	16.900	10.790	4.378	5.907	5.656	24.763	-0.185	0.145	0.436	71.000	17.290	17.030	26.975	14.755	6.171	9.949	9.786	60.388	0.181	0.205	NaN	71.000	23.205	18.915	30.680	17.550	11.585	7.599	7.534	87.284	0.011	0.151	0.128	71.000	21.450	21.450	25.220	21.905	10.007	3.797	3.786	37.890	0.256	0.194	-0.065	71.000	8.125	20.865	6.175	22.165	3.766	2.344	2.289	8.619	-0.011	NaN	NaN	71.000	10.270	23.270	9.555	24.635	4.010	1.541	1.527	6.122	-0.075	NaN	0.088	71.000	20.930	24.115	25.480	25.610	10.378	4.789	4.740	49.192	-0.081	0.020	0.124	71.000	13.325	25.415	15.145	28.210	6.152	3.335	3.187	19.608	-0.062	NaN	0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
72	71.000	72.000	8.905	15.340	9.230	13.455	5.030	1.913	1.407	7.077	0.009	NaN	NaN	72.000	14.430	16.315	16.965	10.855	4.287	6.020	5.793	24.830	0.137	-0.032	-0.145	72.000	17.095	17.095	27.040	14.755	5.993	10.217	10.025	60.080	0.240	0.063	-0.205	72.000	23.205	18.915	30.680	17.550	11.588	7.599	7.540	87.373	0.005	NaN	NaN	72.000	21.515	21.385	25.285	21.905	10.046	3.806	3.802	38.194	0.015	0.064	0.056	72.000	8.060	20.865	6.175	22.165	3.804	2.290	2.216	8.429	-0.073	NaN	0.054	72.000	10.400	23.205	9.555	24.700	3.844	1.717	1.687	6.485	0.160	0.057	-0.121	72.000	20.995	24.115	25.545	25.610	10.407	4.789	4.746	49.390	0.006	0.062	0.062	72.000	13.325	25.415	15.210	28.210	6.089	3.371	3.208	19.536	0.021	0.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
73	72.000	73.000	8.905	15.275	9.230	13.455	5.066	1.849	1.339	6.781	-0.068	NaN	0.064	73.000	14.495	15.990	16.900	10.855	4.487	5.670	5.515	24.746	-0.277	-0.028	0.322	73.000	16.770	17.160	27.040	14.755	5.584	10.548	10.333	57.697	0.307	NaN	-0.331	73.000	23.270	18.980	30.680	17.550	11.582	7.547	7.467	86.477	-0.073	NaN	0.052	73.000	21.515	21.385	25.350	21.905	9.994	3.870	3.864	38.621	0.062	0.064	NaN	73.000	8.060	20.865	6.175	22.165	3.888	2.290	2.221	8.636	0.006	NaN	NaN	73.000	10.335	23.205	9.555	24.635	3.948	1.629	1.611	6.363	-0.076	-0.057	0.031	73.000	21.190	24.245	25.415	25.545	10.610	4.420	4.360	46.264	-0.385	-0.143	0.225	73.000	13.195	25.220	15.145	28.210	5.912	3.570	3.386	20.018	0.178	-0.036	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
74	73.000	74.000	8.840	15.275	9.230	13.455	5.030	1.861	1.317	6.625	-0.022	NaN	-0.014	74.000	14.625	15.535	16.835	10.985	5.005	5.058	4.953	24.792	-0.562	-0.145	0.466	74.000	16.705	17.225	27.040	14.820	5.616	10.611	10.423	58.542	0.091	-0.015	-0.078	74.000	23.075	18.915	30.550	17.615	11.520	7.587	7.531	86.760	0.065	-0.139	-0.181	74.000	21.190	21.450	25.350	21.905	9.816	4.185	4.167	40.906	0.303	NaN	-0.316	74.000	7.930	20.995	6.175	22.165	3.935	2.109	2.068	8.137	-0.154	NaN	0.180	74.000	10.205	23.400	9.555	24.700	4.132	1.453	1.442	5.957	-0.170	0.058	0.233	74.000	21.385	24.245	25.415	25.610	10.902	4.255	4.222	46.031	-0.138	0.021	0.185	74.000	13.065	25.155	15.145	28.210	5.849	3.696	3.485	20.386	0.099	NaN	-0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
75	74.000	75.000	8.905	15.275	9.230	13.520	4.940	1.785	1.302	6.435	-0.015	-0.064	0.012	75.000	14.560	15.535	16.900	10.855	4.914	5.232	5.138	25.249	0.185	0.145	-0.029	75.000	16.770	17.095	26.975	14.820	5.702	10.456	10.240	58.390	-0.184	-0.063	0.092	75.000	23.010	18.915	30.550	17.615	11.452	7.651	7.591	86.934	0.060	NaN	-0.064	75.000	21.125	21.385	25.350	21.905	9.752	4.257	4.244	41.384	0.076	NaN	-0.072	75.000	7.995	20.930	6.175	22.165	3.875	2.199	2.156	8.353	0.088	NaN	-0.090	75.000	10.270	23.335	9.555	24.635	4.111	1.484	1.459	6.000	0.018	-0.057	-0.088	75.000	21.515	24.245	25.415	25.610	11.047	4.132	4.105	45.351	-0.117	NaN	0.123	75.000	12.935	24.960	15.145	28.210	5.691	3.930	3.685	20.973	0.200	NaN	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
