 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)	T (9)	Base X (9)	Base Y (9)	Tip X (9)	Tip Y (9)	||[body,base]|| (9)	||[base,tip]||  (9)	||[base,tip]|| : [body,base] (9)	[base,tip] ? [body,base] (9)	?||[base,tip]|| : [body,base] (9)	||[tip(t-1),tip(t)]|| : [base,tip] (9)	||[base(t-1),base(t)]|| : [base,tip] (9)	T (10)	Base X (10)	Base Y (10)	Tip X (10)	Tip Y (10)	||[body,base]|| (10)	||[base,tip]||  (10)	||[base,tip]|| : [body,base] (10)	[base,tip] ? [body,base] (10)	?||[base,tip]|| : [body,base] (10)	||[tip(t-1),tip(t)]|| : [base,tip] (10)	||[base(t-1),base(t)]|| : [base,tip] (10)
76	75.000	76.000	8.970	15.340	9.230	13.455	4.796	1.903	1.443	6.921	0.141	0.064	-0.056	76.000	14.430	15.665	16.965	10.855	4.680	5.437	5.357	25.071	0.219	0.030	-0.176	76.000	17.875	16.380	26.845	14.820	6.978	9.105	8.773	61.220	-1.466	-0.128	1.211	76.000	23.010	18.915	30.485	17.615	11.449	7.587	7.521	86.106	-0.070	-0.064	NaN	76.000	20.930	21.385	25.415	21.905	9.574	4.515	4.494	43.027	0.250	0.065	-0.194	76.000	8.060	20.800	6.175	22.100	3.790	2.290	2.236	8.475	0.081	-0.037	-0.127	76.000	10.270	23.335	9.620	24.635	4.173	1.453	1.438	6.000	-0.022	-0.029	NaN	76.000	21.775	24.375	25.415	25.610	11.366	3.844	3.812	43.327	-0.293	NaN	0.288	76.000	12.805	24.700	15.145	28.210	5.471	4.218	3.948	21.598	0.262	NaN	-0.288	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77	76.000	77.000	8.905	15.405	9.230	13.455	4.617	1.977	1.405	6.485	-0.038	NaN	-0.075	77.000	14.235	15.795	16.900	10.855	4.304	5.613	5.529	23.799	0.173	-0.031	-0.207	77.000	17.485	16.510	26.845	14.820	6.488	9.511	9.228	59.868	0.455	NaN	-0.407	77.000	23.010	18.915	30.550	17.615	11.443	7.651	7.568	86.596	0.047	0.064	NaN	77.000	20.670	21.320	25.155	21.905	9.349	4.523	4.500	42.068	0.006	-0.258	-0.266	77.000	7.995	20.800	6.175	22.165	3.927	2.275	2.222	8.725	-0.014	0.039	0.052	77.000	10.270	23.335	9.555	24.635	4.358	1.484	1.454	6.338	0.016	0.031	NaN	77.000	21.905	24.505	25.480	25.610	11.628	3.742	3.684	42.837	-0.128	0.062	0.163	77.000	12.740	24.700	15.145	28.210	5.648	4.255	3.932	22.207	-0.016	NaN	-0.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
78	77.000	78.000	8.840	15.405	9.230	13.455	4.580	1.989	1.384	6.338	-0.021	NaN	-0.013	78.000	14.040	15.990	16.900	10.855	4.111	5.878	5.786	23.791	0.257	NaN	-0.265	78.000	17.355	16.575	26.780	14.820	6.461	9.587	9.334	60.312	0.106	-0.064	-0.140	78.000	22.750	18.915	30.550	17.615	11.313	7.908	7.828	88.556	0.260	NaN	-0.256	78.000	20.735	21.320	24.895	21.840	9.539	4.192	4.170	39.783	-0.329	-0.266	0.064	78.000	7.800	21.060	6.175	22.165	4.099	1.965	1.951	7.998	-0.271	NaN	0.307	78.000	10.270	23.335	9.620	24.570	4.321	1.396	1.365	5.898	-0.089	-0.088	NaN	78.000	22.165	24.570	25.480	25.610	12.005	3.474	3.429	41.164	-0.255	NaN	0.268	78.000	12.740	24.570	15.145	28.210	5.549	4.363	4.102	22.764	0.170	NaN	-0.108	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
79	78.000	79.000	8.775	15.340	9.230	13.455	4.761	1.939	1.283	6.109	-0.101	NaN	0.048	79.000	13.910	16.250	16.900	10.920	3.837	6.111	6.027	23.128	0.241	-0.057	-0.290	79.000	17.160	16.575	26.780	14.820	6.251	9.779	9.450	59.078	0.116	NaN	-0.192	79.000	22.945	18.915	30.550	17.615	11.445	7.715	7.639	87.424	-0.189	NaN	0.192	79.000	21.190	21.320	24.765	21.840	9.906	3.613	3.604	35.705	-0.566	-0.129	0.450	79.000	7.735	21.060	6.240	22.100	4.186	1.821	1.798	7.529	-0.153	-0.090	0.053	79.000	10.270	23.335	9.555	24.570	4.277	1.427	1.389	5.940	0.024	0.033	NaN	79.000	22.490	24.700	25.415	25.545	12.267	3.045	2.995	36.745	-0.433	-0.080	0.348	79.000	12.740	24.505	15.145	28.210	5.408	4.417	4.156	22.477	0.054	NaN	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
80	79.000	80.000	8.840	15.275	9.295	13.520	4.796	1.813	1.228	5.890	-0.055	-0.047	0.079	80.000	13.845	16.185	16.900	10.920	3.939	6.087	6.035	23.774	0.008	NaN	0.024	80.000	16.705	16.705	26.780	14.820	5.872	10.250	9.868	57.946	0.418	NaN	-0.471	80.000	22.750	18.980	30.550	17.615	11.315	7.919	7.836	88.662	0.197	NaN	-0.203	80.000	20.735	21.320	24.765	21.840	9.511	4.063	4.049	38.507	0.444	NaN	-0.451	80.000	7.670	21.060	6.175	22.165	4.158	1.859	1.822	7.575	0.023	0.091	0.052	80.000	10.335	23.270	9.555	24.635	4.116	1.572	1.524	6.274	0.135	0.056	-0.089	80.000	22.490	24.635	25.415	25.610	12.268	3.083	3.058	37.518	0.063	0.021	-0.021	80.000	12.675	24.375	15.145	28.210	5.218	4.562	4.311	22.494	0.154	NaN	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
81	80.000	81.000	8.775	15.275	9.230	13.520	4.796	1.813	1.228	5.890	NaN	-0.016	-0.016	81.000	13.845	16.315	16.965	10.855	3.878	6.289	6.197	24.032	0.161	0.089	-0.113	81.000	16.380	16.900	26.780	14.820	5.553	10.606	10.275	57.054	0.407	NaN	-0.357	81.000	22.490	18.980	30.615	17.615	11.120	8.239	8.161	90.753	0.325	0.064	-0.256	81.000	20.475	21.255	24.765	21.840	9.307	4.330	4.317	40.180	0.269	NaN	-0.266	81.000	7.865	20.930	6.175	22.165	3.868	2.093	2.052	7.939	0.231	NaN	-0.234	81.000	10.400	23.140	9.555	24.635	3.957	1.717	1.657	6.557	0.133	NaN	-0.145	81.000	22.230	24.505	25.480	25.610	12.036	3.433	3.408	41.025	0.350	0.062	-0.288	81.000	12.870	24.505	15.145	28.210	5.411	4.348	4.189	22.667	-0.121	NaN	0.213	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
82	81.000	82.000	8.840	15.275	9.230	13.520	4.868	1.798	1.234	6.008	0.006	NaN	0.014	82.000	13.975	16.250	17.030	10.660	3.888	6.370	6.282	24.425	0.085	0.202	0.119	82.000	16.510	16.705	26.715	14.755	5.582	10.390	9.939	55.483	-0.336	-0.052	0.164	82.000	22.945	18.915	30.615	17.420	11.382	7.814	7.717	87.829	-0.445	0.037	0.459	82.000	20.800	21.320	24.765	21.840	9.447	3.999	3.985	37.645	-0.333	NaN	0.331	82.000	7.735	20.995	6.240	22.165	4.191	1.898	1.840	7.711	-0.213	-0.051	0.142	82.000	10.530	23.010	9.555	24.635	3.848	1.895	1.828	7.035	0.171	NaN	-0.178	82.000	22.100	24.505	25.415	25.545	11.744	3.474	3.433	40.315	0.024	-0.081	-0.124	82.000	12.935	24.375	15.145	28.210	5.251	4.426	4.278	22.460	0.088	NaN	-0.080	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83	82.000	83.000	8.775	15.340	9.230	13.455	4.582	1.939	1.366	6.257	0.131	0.063	-0.078	83.000	14.235	16.055	17.095	10.465	4.413	6.279	6.014	26.541	-0.268	0.203	0.292	83.000	16.770	16.575	26.715	14.755	6.193	10.110	9.760	60.443	-0.179	NaN	0.279	83.000	22.295	19.045	30.745	17.290	11.117	8.630	8.479	94.264	0.763	0.154	-0.663	83.000	21.190	21.320	24.765	21.840	10.224	3.613	3.606	36.867	-0.379	NaN	0.386	83.000	7.995	20.800	6.240	22.100	3.547	2.184	2.148	7.618	0.308	-0.039	-0.325	83.000	10.595	23.010	9.555	24.635	3.815	1.929	1.765	6.735	-0.063	NaN	-0.035	83.000	21.775	24.440	25.350	25.545	11.802	3.742	3.696	43.623	0.263	-0.062	-0.330	83.000	12.935	24.180	15.145	28.210	5.242	4.596	4.537	23.787	0.260	NaN	-0.171	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84	83.000	84.000	8.710	15.340	9.230	13.455	4.784	1.955	1.200	5.742	-0.165	NaN	-0.017	84.000	14.365	15.925	17.160	10.400	4.287	6.192	6.011	25.768	-0.003	0.087	0.175	84.000	16.835	16.575	26.585	14.885	5.872	9.895	9.490	55.728	-0.270	-0.150	0.064	84.000	22.945	18.915	30.810	17.225	11.378	8.045	7.902	89.904	-0.578	0.077	0.663	84.000	21.125	21.320	24.765	21.840	9.793	3.677	3.666	35.896	0.059	NaN	-0.064	84.000	7.930	20.865	6.240	22.165	4.013	2.132	2.080	8.349	-0.068	0.040	0.091	84.000	10.595	23.010	9.555	24.635	3.957	1.929	1.831	7.246	0.066	NaN	NaN	84.000	21.645	24.375	25.350	25.545	11.338	3.885	3.829	43.412	0.133	NaN	-0.144	84.000	12.870	23.985	15.145	28.210	4.983	4.799	4.672	23.280	0.135	NaN	-0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
85	84.000	85.000	8.710	15.340	9.295	13.455	4.745	1.974	1.179	5.594	-0.021	0.019	NaN	85.000	14.170	16.120	17.095	10.465	4.054	6.367	6.184	25.071	0.173	-0.088	-0.263	85.000	16.835	16.640	26.585	14.820	5.902	9.918	9.587	56.581	0.096	0.012	-0.012	85.000	22.880	18.915	30.745	17.355	11.378	8.018	7.899	89.870	-0.003	-0.089	-0.064	85.000	21.125	21.255	24.765	21.840	9.842	3.687	3.681	36.234	0.016	NaN	-0.010	85.000	7.670	21.060	6.240	22.100	4.273	1.768	1.742	7.444	-0.338	-0.038	0.325	85.000	10.595	23.010	9.555	24.635	3.941	1.929	1.821	7.178	-0.010	NaN	NaN	85.000	21.450	24.180	25.415	25.545	11.133	4.193	4.155	46.264	0.326	0.061	-0.248	85.000	12.935	24.180	15.210	28.210	5.205	4.628	4.500	23.423	-0.172	0.032	0.202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
86	85.000	86.000	8.775	15.275	9.295	13.520	4.363	1.830	1.295	5.649	0.116	-0.062	0.081	86.000	14.235	15.990	17.095	10.465	4.600	6.221	5.849	26.905	-0.335	NaN	0.145	86.000	16.575	16.640	26.585	14.820	6.231	10.174	9.911	61.753	0.325	NaN	-0.256	86.000	21.580	18.850	30.680	17.355	10.728	9.222	9.134	97.986	1.235	-0.064	-1.272	86.000	21.125	21.385	24.830	21.840	10.519	3.733	3.716	39.085	0.034	0.065	0.016	86.000	7.930	20.995	6.175	22.100	3.480	2.074	2.074	7.216	0.332	0.055	-0.255	86.000	10.335	23.140	9.555	24.570	4.063	1.629	1.518	6.169	-0.303	-0.057	0.239	86.000	21.125	24.115	25.415	25.545	11.425	4.522	4.483	51.215	0.327	NaN	-0.329	86.000	12.935	24.245	15.145	28.210	5.540	4.539	4.505	24.957	0.005	-0.032	0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
87	86.000	87.000	8.710	15.275	9.230	13.520	4.306	1.830	1.285	5.535	-0.009	-0.018	-0.018	87.000	14.235	15.990	17.030	10.595	4.604	6.076	5.671	26.111	-0.178	-0.145	NaN	87.000	16.575	16.575	26.585	14.885	6.290	10.152	9.870	62.082	-0.042	-0.011	0.011	87.000	21.385	18.850	30.680	17.420	10.597	9.404	9.320	98.759	0.186	-0.010	-0.193	87.000	21.190	21.385	24.830	21.840	10.660	3.668	3.651	38.921	-0.065	NaN	0.064	87.000	7.735	21.125	6.175	22.165	3.696	1.875	1.875	6.929	-0.199	0.036	0.234	87.000	10.335	23.205	9.555	24.635	4.185	1.629	1.506	6.304	-0.012	0.057	0.057	87.000	21.125	24.050	25.415	25.545	11.483	4.543	4.513	51.820	0.030	NaN	-0.021	87.000	13.000	24.505	15.145	28.210	5.890	4.281	4.239	24.970	-0.266	NaN	0.258	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
88	87.000	88.000	8.710	15.210	9.230	13.520	4.360	1.768	1.279	5.577	-0.006	NaN	0.062	88.000	14.235	16.055	17.095	10.595	4.703	6.164	5.721	26.905	0.051	0.030	-0.058	88.000	16.640	16.510	26.585	14.885	6.521	10.077	9.768	63.696	-0.101	NaN	0.075	88.000	21.060	18.850	30.680	17.420	10.403	9.726	9.653	100.420	0.333	NaN	-0.321	88.000	21.190	21.385	24.765	21.840	10.773	3.604	3.590	38.680	-0.061	-0.064	NaN	88.000	7.930	21.060	6.175	22.165	3.355	2.074	2.070	6.946	0.196	NaN	-0.200	88.000	10.400	23.205	9.620	24.635	4.103	1.629	1.477	6.059	-0.030	-0.031	-0.031	88.000	20.995	23.920	25.415	25.545	11.399	4.709	4.693	53.497	0.180	NaN	-0.167	88.000	13.000	24.245	15.145	28.210	5.643	4.508	4.498	25.380	0.258	NaN	-0.229	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89	88.000	89.000	8.710	15.275	9.295	13.520	4.273	1.850	1.317	5.628	0.038	0.021	-0.062	89.000	14.300	15.925	17.095	10.595	4.886	6.018	5.594	27.332	-0.127	NaN	0.145	89.000	16.575	16.575	26.520	14.820	6.495	10.099	9.841	63.920	0.073	-0.053	-0.075	89.000	20.800	18.785	30.680	17.355	10.210	9.983	9.921	101.290	0.268	0.009	-0.248	89.000	21.125	21.385	24.765	21.840	10.773	3.668	3.654	39.364	0.064	NaN	-0.064	89.000	7.865	20.995	6.175	22.165	3.318	2.055	2.055	6.819	-0.015	NaN	0.016	89.000	10.270	23.335	9.555	24.570	4.237	1.427	1.286	5.450	-0.190	-0.024	0.178	89.000	20.930	23.920	25.480	25.545	11.399	4.831	4.811	54.841	0.118	0.061	-0.061	89.000	13.065	24.310	15.145	28.145	5.757	4.363	4.357	25.080	-0.141	-0.057	0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
90	89.000	90.000	8.840	15.210	9.295	13.520	4.273	1.750	1.316	5.623	-9.887E-4	NaN	0.097	90.000	14.365	15.860	17.030	10.660	4.837	5.843	5.430	26.263	-0.164	-0.087	0.087	90.000	16.510	16.575	26.585	14.820	6.290	10.227	9.955	62.619	0.114	0.064	-0.064	90.000	20.995	18.720	30.680	17.420	10.275	9.772	9.721	99.887	-0.199	-0.009	0.202	90.000	21.320	21.385	24.765	21.840	10.850	3.475	3.462	37.564	-0.192	NaN	0.193	90.000	7.735	21.060	6.240	22.100	3.606	1.821	1.821	6.566	-0.235	-0.090	0.144	90.000	10.270	23.335	9.620	24.635	4.314	1.453	1.361	5.873	0.075	0.029	NaN	90.000	20.735	23.790	25.545	25.610	11.078	5.143	5.126	56.784	0.315	0.084	-0.228	90.000	13.130	24.440	15.145	28.145	5.907	4.217	4.204	24.835	-0.152	NaN	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91	90.000	91.000	8.840	15.210	9.230	13.585	4.422	1.671	1.320	5.839	0.004	-0.078	NaN	91.000	14.300	15.925	17.030	10.725	4.923	5.873	5.520	27.175	0.090	-0.058	-0.088	91.000	16.510	16.510	26.585	14.885	6.456	10.205	9.817	63.375	-0.138	-0.010	0.010	91.000	20.670	18.720	30.680	17.420	10.023	10.094	10.064	100.876	0.343	NaN	-0.322	91.000	21.255	21.385	24.765	21.840	10.810	3.539	3.530	38.164	0.068	NaN	-0.064	91.000	7.605	21.125	6.240	22.165	3.590	1.716	1.708	6.130	-0.113	0.039	0.143	91.000	10.335	23.205	9.620	24.635	3.978	1.599	1.484	5.902	0.122	NaN	-0.145	91.000	20.540	23.725	25.610	25.610	10.850	5.409	5.396	58.546	0.270	0.061	-0.205	91.000	13.455	24.895	15.145	28.210	6.308	3.721	3.721	23.470	-0.484	0.058	0.553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
92	91.000	92.000	8.840	15.080	9.295	13.650	5.016	1.501	0.987	4.952	-0.333	-0.042	0.124	92.000	14.170	15.925	17.030	10.660	4.396	5.992	5.903	25.946	0.383	0.057	-0.062	92.000	16.445	16.575	26.585	14.820	5.733	10.291	9.709	55.656	-0.108	0.011	-0.075	92.000	22.685	18.915	30.680	17.485	11.254	8.122	8.046	90.554	-2.018	-0.011	1.949	92.000	21.385	21.385	24.765	21.840	10.147	3.410	3.403	34.531	-0.127	NaN	0.129	92.000	7.475	21.190	6.240	22.100	4.363	1.534	1.502	6.553	-0.206	-0.039	0.143	92.000	10.205	23.400	9.620	24.635	4.215	1.367	1.352	5.700	-0.131	NaN	0.232	92.000	20.475	23.660	25.740	25.675	10.002	5.637	5.620	56.214	0.225	0.145	-0.084	92.000	13.455	25.155	15.145	28.145	6.126	3.435	3.380	20.703	-0.341	-0.057	0.226	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
93	92.000	93.000	8.775	15.210	9.295	13.585	5.050	1.706	1.106	5.585	0.119	0.062	-0.144	93.000	14.105	15.990	17.030	10.660	4.407	6.080	6.014	26.503	0.111	NaN	-0.088	93.000	16.380	16.640	26.585	14.885	5.708	10.355	9.711	55.432	0.002	-0.011	-0.075	93.000	22.815	18.915	30.615	17.550	11.390	7.919	7.860	89.524	-0.186	-0.075	0.128	93.000	21.385	21.385	24.765	21.840	10.122	3.410	3.406	34.472	0.003	NaN	NaN	93.000	7.475	21.190	6.240	22.100	4.310	1.534	1.493	6.435	-0.009	NaN	NaN	93.000	10.270	23.335	9.620	24.635	4.010	1.453	1.433	5.746	0.081	NaN	-0.087	93.000	20.410	23.595	25.740	25.610	9.861	5.698	5.685	56.062	0.065	-0.023	-0.084	93.000	13.455	25.285	15.145	28.210	6.126	3.378	3.318	20.326	-0.061	0.056	0.113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94	93.000	94.000	8.840	15.145	9.230	13.585	4.831	1.608	1.270	6.135	0.164	-0.016	0.079	94.000	14.105	15.990	17.030	10.725	4.875	6.023	5.849	28.519	-0.164	-0.057	NaN	94.000	16.510	16.510	26.585	14.820	6.485	10.216	9.683	62.792	-0.028	0.011	0.150	94.000	21.450	18.785	30.550	17.550	10.688	9.183	9.166	97.969	1.306	-0.064	-1.335	94.000	21.320	21.385	24.765	21.840	10.686	3.475	3.472	37.104	0.067	NaN	-0.064	94.000	7.345	21.190	6.240	22.100	3.809	1.431	1.388	5.285	-0.105	NaN	0.100	94.000	10.335	23.205	9.555	24.570	3.668	1.572	1.451	5.324	0.018	-0.024	-0.145	94.000	20.540	23.595	25.870	25.675	10.550	5.721	5.720	60.350	0.035	0.145	0.121	94.000	13.520	25.350	15.145	28.145	6.397	3.233	3.221	20.605	-0.097	-0.056	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95	94.000	95.000	8.840	15.145	9.295	13.520	4.891	1.687	1.309	6.401	0.039	0.080	NaN	95.000	14.170	15.990	16.965	10.855	4.967	5.846	5.665	28.139	-0.185	-0.145	0.031	95.000	16.770	16.445	26.520	14.885	6.775	9.874	9.339	63.274	-0.344	-0.074	0.267	95.000	21.060	18.785	30.550	17.550	10.305	9.570	9.559	98.506	0.393	NaN	-0.387	95.000	21.385	21.385	24.765	21.840	10.739	3.410	3.409	36.610	-0.063	NaN	0.064	95.000	7.280	21.255	6.240	22.100	3.868	1.340	1.299	5.024	-0.089	NaN	0.091	95.000	10.335	23.205	9.620	24.570	3.604	1.541	1.444	5.205	-0.007	-0.030	NaN	95.000	20.540	23.595	25.805	25.675	10.525	5.661	5.661	59.581	-0.060	-0.060	NaN	95.000	13.585	25.545	15.145	28.145	6.542	3.032	3.017	19.739	-0.204	NaN	0.201	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96	95.000	96.000	8.775	15.145	9.295	13.585	5.045	1.644	1.253	6.321	-0.056	-0.062	-0.021	96.000	13.975	15.990	16.900	11.050	5.069	5.741	5.650	28.641	-0.015	-0.201	-0.099	96.000	16.835	16.510	26.585	14.885	7.009	9.884	9.359	65.593	0.020	0.064	0.053	96.000	21.060	18.850	30.550	17.550	10.446	9.579	9.570	99.964	0.011	NaN	-0.009	96.000	21.125	21.320	24.765	21.840	10.571	3.677	3.677	38.870	0.268	NaN	-0.267	96.000	7.150	21.320	6.175	22.100	3.815	1.249	1.203	4.588	-0.096	0.051	0.142	96.000	10.400	23.140	9.620	24.635	3.325	1.686	1.551	5.159	0.107	0.058	-0.088	96.000	20.475	23.595	25.935	25.675	10.514	5.843	5.843	61.432	0.182	0.121	-0.061	96.000	13.650	25.805	15.145	28.145	6.686	2.777	2.762	18.463	-0.256	NaN	0.254	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97	96.000	97.000	8.905	15.080	9.295	13.520	5.037	1.608	1.339	6.743	0.086	0.063	0.095	97.000	13.845	16.120	16.835	11.245	4.928	5.719	5.637	27.779	-0.014	-0.200	-0.179	97.000	17.225	16.575	26.585	14.820	7.384	9.523	9.177	67.761	-0.182	0.012	0.371	97.000	21.060	18.850	30.550	17.615	10.510	9.570	9.564	100.517	-0.006	-0.008	NaN	97.000	20.930	21.255	24.700	21.775	10.433	3.806	3.806	39.707	0.129	-0.073	-0.202	97.000	7.215	21.190	6.240	22.100	3.645	1.334	1.245	4.538	0.042	-0.048	-0.136	97.000	10.400	23.205	9.620	24.570	3.386	1.572	1.408	4.766	-0.144	-0.056	0.056	97.000	20.345	23.465	26.000	25.675	10.407	6.072	6.071	63.181	0.228	0.061	-0.168	97.000	13.650	25.675	15.210	28.210	6.600	2.977	2.969	19.596	0.208	0.089	-0.111	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
