dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Base Local Background (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Tip Local Background (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Base Local Background (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Tip Local Background (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Base Local Background (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Tip Local Background (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Base Local Background (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Tip Local Background (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)
64.000	65.000	64.000	256.138	183.688	727.108	175.855	152.071	160.500	118.214	6.002	-0.019	0.091	0.053	65.000	64.000	290.129	216.293	727.108	157.899	132.214	143.312	117.569	12.840	0.000	-0.128	-0.053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	64.000	287.710	230.775	727.108	186.688	145.321	157.562	129.987	3.527	-0.493	0.000	0.582	65.000	64.000	280.133	223.286	727.108	186.306	157.643	176.786	133.308	5.387	-0.219	-0.376	-0.264	65.000	64.000	260.548	185.516	727.108	159.342	137.391	143.400	115.483	9.796	-0.130	0.000	0.109	65.000	64.000	227.227	173.713	727.108	159.131	133.769	144.727	114.685	6.957	0.092	0.000	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	64.000	361.448	298.795	717.849	200.608	150.185	164.500	124.172	4.785	-0.065	0.091	0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
65.000	66.000	65.000	258.828	187.823	730.957	177.695	149.739	163.714	116.817	6.194	0.192	0.234	0.000	66.000	65.000	303.966	214.897	730.957	159.253	130.731	139.611	116.676	12.488	-0.352	-0.149	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	65.000	310.862	247.887	730.957	192.204	146.435	151.350	127.703	3.806	0.279	0.063	-0.268	66.000	65.000	308.630	245.333	730.957	190.085	148.000	165.692	127.585	5.490	0.103	-0.145	-0.265	66.000	65.000	266.581	187.238	730.957	161.489	137.565	147.286	116.573	9.750	-0.046	-0.060	-0.025	66.000	65.000	241.360	171.744	730.957	160.822	135.043	140.952	114.973	7.048	0.092	0.000	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	65.000	372.276	292.160	722.090	201.033	148.889	164.143	121.047	4.987	0.203	0.182	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
66.000	67.000	66.000	258.294	192.448	733.442	170.412	138.440	149.235	115.197	6.664	0.471	0.273	-0.038	67.000	66.000	293.733	211.282	733.442	159.995	130.077	144.556	115.277	12.350	-0.138	-0.128	-0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	66.000	315.345	258.302	733.442	193.708	145.222	152.350	127.367	3.982	0.176	0.000	-0.126	67.000	66.000	324.355	249.289	733.442	197.923	157.900	169.952	126.000	5.490	0.000	-0.230	-0.145	67.000	66.000	250.765	182.681	733.442	162.017	133.720	142.778	115.443	9.677	-0.073	-0.145	0.024	67.000	66.000	225.739	175.618	733.442	157.411	130.591	137.214	113.410	6.911	-0.138	0.000	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	66.000	366.387	299.000	718.087	197.522	142.111	156.000	125.200	4.995	0.008	-0.000	-0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
67.000	68.000	67.000	267.966	186.714	731.655	175.218	138.042	149.615	111.705	6.875	0.211	0.365	0.103	68.000	67.000	298.700	212.200	731.655	158.412	128.556	136.556	114.006	12.350	0.000	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	67.000	341.667	280.844	731.655	196.003	144.571	153.826	127.974	4.196	0.214	0.000	-0.253	68.000	67.000	322.679	246.649	731.655	196.132	164.345	176.579	124.793	5.203	-0.287	-0.060	0.119	68.000	67.000	247.897	179.699	731.655	159.539	131.875	134.524	116.655	9.474	-0.203	-0.024	0.084	68.000	67.000	238.714	172.198	731.655	156.268	129.160	135.400	114.940	7.087	0.176	0.000	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	67.000	366.862	303.595	718.973	200.222	149.038	164.308	124.068	5.125	0.130	0.052	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68.000	69.000	68.000	267.379	190.122	734.902	171.477	139.960	146.952	112.673	7.159	0.284	0.416	0.091	69.000	68.000	303.419	220.024	734.902	159.170	132.792	143.786	113.842	12.377	0.027	0.000	0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	68.000	373.069	318.174	734.902	208.591	147.423	155.200	130.905	4.437	0.241	-0.063	-0.254	69.000	68.000	319.517	244.953	734.902	197.719	155.333	164.733	127.140	5.222	0.019	-0.060	-0.035	69.000	68.000	245.100	179.761	734.902	160.730	138.760	142.000	115.384	9.447	-0.027	-0.060	0.000	69.000	68.000	227.565	173.726	734.902	157.667	125.731	135.250	113.702	6.995	-0.092	0.000	0.026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	68.000	363.310	301.179	713.434	196.131	141.857	160.750	128.448	5.014	-0.111	-0.104	-0.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
69.000	70.000	69.000	269.600	195.158	738.322	168.792	140.364	149.364	113.041	7.538	0.379	0.234	-0.091	70.000	69.000	294.200	222.736	738.322	159.667	133.192	142.062	113.245	12.423	0.046	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	69.000	386.448	324.205	738.322	209.507	143.519	157.615	127.574	4.593	0.157	0.064	-0.127	70.000	69.000	291.400	230.510	738.322	186.896	152.444	163.000	124.375	4.970	-0.252	0.059	0.297	70.000	69.000	249.167	177.927	738.322	163.484	137.120	144.200	115.227	9.317	-0.130	0.000	0.084	70.000	69.000	226.261	175.953	738.322	158.399	131.231	138.875	112.604	6.995	0.000	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	69.000	359.966	300.494	714.205	199.984	148.857	159.312	126.268	4.949	-0.065	-0.091	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
70.000	71.000	70.000	260.143	183.830	737.458	173.258	136.500	144.957	121.355	7.059	-0.479	-0.273	0.182	71.000	70.000	309.000	229.577	737.458	161.016	141.625	150.294	114.651	12.469	0.046	0.000	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	70.000	357.593	306.047	737.458	210.189	149.000	154.833	127.180	4.651	0.057	0.064	0.000	71.000	70.000	307.963	233.172	737.458	187.917	147.185	160.737	124.724	4.917	-0.054	-0.085	-0.035	71.000	70.000	248.185	182.844	737.458	158.325	131.120	139.250	113.940	9.225	-0.092	0.000	0.061	71.000	70.000	221.565	174.621	737.458	156.706	131.192	138.722	114.822	6.865	-0.130	-0.059	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	70.000	357.833	294.155	714.458	198.687	145.846	158.769	127.853	4.850	-0.100	-0.091	0.038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
71.000	72.000	71.000	268.138	187.130	739.057	172.262	134.963	142.190	117.895	7.078	0.019	-0.052	-0.052	72.000	71.000	302.321	231.444	739.057	161.422	140.625	155.000	116.589	12.461	-0.008	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	71.000	428.226	332.309	739.057	224.516	147.556	157.389	126.523	5.037	0.387	0.077	-0.268	72.000	71.000	313.931	243.510	739.057	186.317	141.077	147.478	124.130	5.008	0.092	-0.000	-0.060	72.000	71.000	245.296	176.211	739.057	156.821	129.360	135.389	113.547	9.225	0.000	0.000	0.000	72.000	71.000	237.739	175.398	739.057	157.342	131.538	136.850	115.224	6.918	0.054	0.000	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	71.000	363.500	301.639	716.492	193.971	151.000	167.286	122.787	5.052	0.203	0.182	-0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
72.000	73.000	72.000	287.037	205.621	737.673	171.944	136.407	147.059	113.770	7.262	0.184	0.052	-0.130	73.000	72.000	306.733	231.940	737.673	161.067	133.692	143.692	114.812	12.591	0.130	0.000	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	72.000	307.323	233.923	737.673	190.973	150.607	157.609	124.197	4.222	-0.815	0.127	0.979	73.000	72.000	331.387	254.404	737.673	188.175	138.565	148.857	123.608	5.112	0.103	-0.000	-0.182	73.000	72.000	261.129	181.753	737.673	160.172	135.889	143.750	112.047	9.520	0.295	0.060	-0.169	73.000	72.000	215.826	175.618	737.673	156.681	130.957	137.647	113.007	6.892	-0.027	0.059	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
73.000	74.000	73.000	278.321	199.295	736.262	173.512	135.840	151.231	113.143	7.289	0.027	0.091	0.039	74.000	73.000	322.786	230.962	736.262	162.192	134.231	144.278	113.791	12.637	0.046	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	73.000	296.290	221.676	736.262	186.768	149.778	162.083	125.973	4.027	-0.195	0.000	0.189	74.000	73.000	319.692	256.714	736.262	187.771	149.478	164.600	124.953	5.031	-0.081	-0.061	-0.038	74.000	73.000	265.552	186.909	736.262	162.204	138.750	148.125	113.893	9.520	0.000	0.024	0.024	74.000	73.000	233.565	177.965	736.262	158.921	132.885	136.926	114.145	7.022	0.130	0.000	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
74.000	75.000	74.000	277.481	201.333	736.370	170.539	143.852	152.950	115.107	7.446	0.157	0.091	-0.039	75.000	74.000	299.800	223.692	736.370	159.253	135.731	143.864	115.678	12.396	-0.241	-0.064	0.118	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	74.000	273.607	223.917	736.370	186.332	158.111	172.400	128.053	3.844	-0.184	-0.078	-0.063	75.000	74.000	342.929	249.352	736.370	189.277	135.826	149.000	121.883	5.314	0.284	0.144	-0.020	75.000	74.000	269.267	188.417	736.370	162.497	141.577	152.375	113.934	9.658	0.138	0.084	-0.060	75.000	74.000	213.750	174.253	736.370	159.414	131.880	139.733	114.579	6.892	-0.130	0.000	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
75.000	76.000	75.000	274.143	207.183	735.670	173.098	150.043	155.200	113.848	7.676	0.230	0.143	-0.143	76.000	75.000	250.194	209.148	735.670	154.306	132.520	150.700	115.055	12.182	-0.214	0.064	0.309	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	75.000	328.667	259.293	735.670	195.157	156.893	169.267	130.298	4.150	0.306	-0.064	-0.318	76.000	75.000	309.111	252.204	735.670	188.122	140.769	153.267	121.772	5.222	-0.092	-0.062	0.082	76.000	75.000	242.667	182.034	735.670	160.195	136.893	146.944	114.697	9.382	-0.276	0.000	0.229	76.000	75.000	216.615	174.770	735.670	156.451	127.304	132.833	115.386	6.930	0.038	-0.086	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
76.000	77.000	76.000	281.286	208.406	734.238	172.706	140.833	153.250	116.338	7.878	0.203	0.091	-0.052	77.000	76.000	270.759	214.735	734.238	155.737	136.231	147.125	114.558	12.201	0.019	-0.064	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	76.000	303.222	257.158	734.238	195.763	154.000	167.733	128.199	4.280	0.130	0.014	-0.063	77.000	76.000	322.333	254.758	734.238	192.922	142.542	149.300	121.600	5.479	0.257	-0.000	-0.124	77.000	76.000	247.355	183.474	734.238	160.055	136.577	149.625	115.717	9.547	0.165	-0.085	-0.194	77.000	76.000	211.840	171.011	734.238	155.089	126.348	133.286	113.868	6.930	0.000	0.060	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77.000	78.000	77.000	270.741	203.022	727.628	172.380	132.304	148.100	115.194	8.054	0.176	0.234	0.038	78.000	77.000	322.923	236.800	727.628	159.080	132.185	141.158	113.832	12.480	0.279	0.000	-0.310	78.000	77.000	392.379	276.458	727.628	183.078	135.192	145.812	109.738	11.210	11.210	0.380	-0.099	78.000	77.000	323.556	265.495	727.628	202.978	156.037	171.357	128.732	4.372	0.092	-0.013	-0.127	78.000	77.000	332.741	251.506	727.628	196.210	145.360	155.071	123.304	5.360	-0.119	-0.019	-0.000	78.000	77.000	253.889	181.932	727.628	163.446	141.538	149.350	117.295	9.317	-0.230	-0.145	0.024	78.000	77.000	223.136	171.094	727.628	156.335	129.120	138.286	112.493	6.930	0.000	0.027	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
78.000	79.000	78.000	276.321	203.778	730.902	167.747	132.682	138.562	113.965	8.292	0.238	0.273	0.000	79.000	78.000	316.107	230.033	730.902	157.152	133.185	153.429	112.893	12.415	-0.065	0.000	0.064	79.000	78.000	381.219	266.788	730.902	184.033	139.667	148.500	111.871	11.478	0.268	0.200	0.000	79.000	78.000	331.444	283.866	730.902	207.413	162.148	172.611	129.767	4.364	-0.008	0.000	-0.052	79.000	78.000	313.300	263.412	730.902	194.107	143.000	151.706	124.101	5.242	-0.119	-0.062	0.062	79.000	78.000	246.419	183.383	730.902	162.974	133.957	157.400	118.028	9.363	0.046	0.000	-0.024	79.000	78.000	223.520	172.349	730.902	152.042	135.750	139.688	115.099	6.930	0.000	-0.026	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
79.000	80.000	79.000	290.885	214.587	732.646	170.451	131.158	137.818	115.832	8.514	0.222	0.143	-0.091	80.000	79.000	308.750	231.054	732.646	158.787	133.087	138.211	114.297	12.369	-0.046	-0.010	0.000	80.000	79.000	368.633	271.471	732.646	179.316	132.043	141.357	112.980	11.719	0.241	0.203	-0.051	80.000	79.000	316.467	274.673	732.646	205.477	150.714	167.462	129.300	4.528	0.165	0.141	0.050	80.000	79.000	322.586	254.447	732.646	194.351	147.815	161.867	123.287	5.230	-0.011	-0.000	-0.000	80.000	79.000	246.281	185.168	732.646	159.144	133.167	148.625	115.544	9.271	-0.092	-0.084	-0.060	80.000	79.000	215.913	172.865	732.646	151.633	130.080	131.885	115.137	7.022	0.092	0.027	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
80.000	81.000	80.000	273.444	214.432	734.721	168.197	137.273	143.000	115.503	8.698	0.184	0.039	-0.052	81.000	80.000	315.893	243.845	734.721	161.190	137.444	144.368	113.510	12.664	0.295	0.075	-0.128	81.000	80.000	331.767	258.961	734.721	177.479	138.880	146.200	112.469	11.803	0.084	0.091	0.040	81.000	80.000	357.333	292.097	734.721	206.318	149.500	160.938	129.200	4.677	0.149	0.014	-0.190	81.000	80.000	349.621	275.590	734.721	196.177	139.917	144.400	123.007	5.314	0.084	0.062	-0.082	81.000	80.000	252.500	183.833	734.721	161.078	135.692	143.684	112.667	9.382	0.111	0.060	0.000	81.000	80.000	233.038	167.910	734.721	151.430	134.500	138.708	113.078	6.976	-0.046	0.000	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
81.000	82.000	81.000	299.483	228.681	732.208	172.756	134.150	135.679	115.220	9.131	0.433	0.130	-0.286	82.000	81.000	324.250	238.120	732.208	161.173	132.962	140.895	115.483	12.664	0.000	0.000	0.000	82.000	81.000	340.111	261.846	732.208	175.880	140.320	149.647	112.034	11.941	0.138	0.193	0.010	82.000	81.000	359.240	288.105	732.208	205.110	145.963	158.214	127.993	4.651	-0.027	-0.013	0.064	82.000	81.000	341.103	274.633	732.208	197.814	149.125	158.733	123.179	5.314	0.000	-0.000	-0.000	82.000	81.000	246.100	183.522	732.208	156.830	126.480	134.235	112.748	9.409	0.027	0.085	0.120	82.000	81.000	234.360	171.372	732.208	152.955	132.200	142.200	114.717	7.002	0.027	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
82.000	83.000	82.000	353.207	255.600	734.213	178.302	138.818	145.643	114.910	9.582	0.452	0.182	-0.286	83.000	82.000	309.393	226.237	734.213	162.075	139.200	145.476	115.142	12.553	-0.111	0.000	0.053	83.000	82.000	348.389	268.027	734.213	178.028	147.826	149.739	112.377	12.477	0.536	0.245	-0.143	83.000	82.000	352.280	282.581	734.213	204.305	151.667	160.048	127.073	4.586	-0.065	0.000	0.064	83.000	82.000	342.517	266.590	734.213	196.576	146.560	158.143	123.177	5.249	-0.065	-0.000	0.062	83.000	82.000	228.417	174.033	734.213	155.425	131.357	140.700	112.000	9.225	-0.184	0.084	0.192	83.000	82.000	225.591	168.289	734.213	149.669	131.520	139.308	114.640	6.865	-0.138	0.000	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83.000	84.000	83.000	355.533	246.466	736.290	173.841	146.160	156.733	113.700	9.923	0.341	0.273	0.000	84.000	83.000	295.536	208.424	736.290	157.034	144.667	164.727	116.161	12.358	-0.195	0.000	0.192	84.000	83.000	323.200	257.609	736.290	176.020	144.870	150.176	115.056	12.431	-0.046	0.143	0.131	84.000	83.000	342.037	273.483	736.290	201.840	152.385	168.786	123.479	4.632	0.046	0.141	0.141	84.000	83.000	364.069	284.711	736.290	199.988	143.185	157.750	124.569	5.398	0.149	-0.000	-0.124	84.000	83.000	251.290	179.798	736.290	158.141	139.444	149.188	114.613	9.493	0.268	-0.024	-0.229	84.000	83.000	234.040	176.167	736.290	156.790	134.217	137.714	112.586	7.048	0.184	0.059	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84.000	85.000	84.000	348.367	254.690	729.077	174.008	147.783	160.769	116.642	10.191	0.268	0.158	-0.091	85.000	84.000	271.379	205.938	729.077	158.540	135.037	145.053	116.780	12.258	-0.100	0.000	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	84.000	320.931	283.740	729.077	201.814	147.464	163.429	126.054	4.685	0.054	0.000	-0.064	85.000	84.000	348.419	292.461	729.077	202.354	146.917	155.188	124.117	5.444	0.046	0.021	-0.021	85.000	84.000	239.500	181.596	729.077	156.711	137.370	148.769	114.680	9.382	-0.111	0.000	0.060	85.000	84.000	232.346	173.286	729.077	155.419	135.083	147.000	116.067	6.930	-0.119	-0.086	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
