dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Base Local Background (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Tip Local Background (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Base Local Background (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Tip Local Background (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Base Local Background (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Tip Local Background (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Base Local Background (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Tip Local Background (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)
43.000	44.000	43.000	261.185	182.359	735.149	166.780	171.188	194.150	134.046	8.678	-0.260	-0.199	0.090	44.000	43.000	293.385	215.316	735.149	158.245	147.786	162.214	117.115	13.479	-0.046	0.012	0.076	44.000	43.000	352.133	246.513	735.149	173.954	137.852	150.917	114.368	8.772	0.084	0.184	0.138	44.000	43.000	360.571	286.787	735.149	198.868	145.556	158.700	121.768	4.872	0.000	0.050	0.064	44.000	43.000	358.138	277.025	735.149	181.673	135.231	147.071	119.086	7.356	0.000	-0.088	-0.120	44.000	43.000	257.739	183.923	735.149	159.287	144.375	147.391	115.385	9.152	0.000	0.000	-0.061	44.000	43.000	225.783	174.330	735.149	155.053	131.870	142.688	113.801	9.307	-0.230	0.000	0.174	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	43.000	352.679	285.256	733.078	239.451	190.267	210.611	175.144	1.645	-0.103	0.090	0.109	101.000	43.000	339.750	278.420	725.973	225.899	170.724	186.294	153.959	2.257	0.027	0.084	0.084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
44.000	45.000	44.000	260.370	194.548	735.283	167.158	173.719	207.462	128.870	8.651	-0.027	-0.144	-0.090	45.000	44.000	296.000	206.157	735.283	157.776	143.138	149.000	115.993	13.433	-0.046	0.064	0.064	45.000	44.000	262.129	206.635	735.283	162.286	142.304	147.947	114.946	8.431	-0.341	0.138	0.460	45.000	44.000	376.600	300.695	735.283	204.121	147.962	158.158	123.116	5.113	0.241	0.141	-0.064	45.000	44.000	356.517	274.624	735.283	179.211	131.538	146.333	116.193	7.448	0.092	0.088	-0.000	45.000	44.000	246.577	181.284	735.283	160.613	150.000	163.421	114.656	9.217	0.065	-0.061	0.000	45.000	44.000	245.522	172.782	735.283	157.663	134.520	149.273	115.000	9.326	0.019	-0.145	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	44.000	338.966	276.583	734.758	234.210	189.800	201.545	166.007	1.840	0.195	0.145	0.033	102.000	44.000	330.593	279.459	724.494	227.209	173.393	189.611	154.205	2.192	-0.065	0.000	-0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
45.000	46.000	45.000	278.370	209.916	735.878	169.545	165.759	199.846	130.847	8.658	0.008	-0.108	-0.180	46.000	45.000	310.897	217.989	735.878	159.187	150.852	159.100	117.470	13.479	0.046	-0.011	-0.064	46.000	45.000	375.486	251.741	735.878	172.682	136.840	146.250	115.510	9.178	0.747	0.230	-0.460	46.000	45.000	345.621	282.887	735.878	202.796	147.654	157.471	125.395	4.918	-0.195	0.000	0.141	46.000	45.000	344.839	279.185	735.878	179.816	135.692	146.294	115.687	7.559	0.111	-0.057	-0.057	46.000	45.000	227.519	177.330	735.878	158.088	141.214	156.278	116.536	9.133	-0.084	0.000	0.061	46.000	45.000	244.500	175.575	735.878	156.724	139.083	144.130	116.262	9.104	-0.222	-0.145	0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	45.000	366.438	299.012	732.357	243.090	183.690	213.250	163.035	2.116	0.276	0.090	-0.126	103.000	45.000	398.483	315.301	723.555	243.468	174.571	192.412	154.413	2.563	0.371	0.000	-0.266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46.000	47.000	46.000	266.296	200.585	738.248	168.650	163.967	200.800	126.788	8.483	-0.176	-0.144	-0.054	47.000	46.000	307.538	223.725	738.248	158.809	140.704	149.812	117.260	13.655	0.176	0.064	-0.064	47.000	46.000	344.034	252.528	738.248	166.274	137.913	142.160	116.715	9.021	-0.157	0.047	0.092	47.000	46.000	330.630	273.172	738.248	199.651	151.333	165.846	124.034	4.872	-0.046	0.064	0.127	47.000	46.000	372.812	299.500	738.248	185.666	141.556	160.545	116.925	7.624	0.065	-0.031	-0.145	47.000	46.000	244.690	179.290	738.248	159.547	143.231	157.000	115.473	9.244	0.111	0.000	-0.084	47.000	46.000	233.043	173.670	738.248	156.389	132.654	141.714	116.921	8.966	-0.138	-0.087	0.029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	46.000	346.538	284.103	731.926	232.326	179.643	194.643	160.347	1.959	-0.157	0.112	0.089	104.000	46.000	422.161	332.153	726.196	250.341	169.677	180.522	156.667	2.720	0.157	-0.082	-0.185	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47.000	48.000	47.000	274.483	205.685	740.052	171.851	162.500	185.158	123.566	8.593	0.111	-0.108	-0.198	48.000	47.000	301.500	218.410	740.052	158.917	146.852	160.692	114.134	13.655	0.000	0.000	0.000	48.000	47.000	325.871	243.944	740.052	166.702	141.778	150.278	118.626	9.189	0.168	0.051	0.044	48.000	47.000	366.111	279.165	740.052	200.184	144.000	150.929	122.695	5.002	0.130	0.140	0.013	48.000	47.000	379.724	294.056	740.052	185.764	142.000	152.222	117.034	7.735	0.111	0.088	-0.000	48.000	47.000	251.857	181.247	740.052	160.917	133.696	145.357	115.939	9.244	0.000	0.061	0.000	48.000	47.000	220.095	177.696	740.052	157.255	135.731	158.714	117.829	8.737	-0.230	-0.232	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	47.000	357.438	284.059	729.869	235.580	178.533	196.222	157.470	2.162	0.203	0.071	-0.054	105.000	47.000	372.000	294.489	727.417	246.754	177.767	192.810	160.597	2.276	-0.444	-0.178	0.152	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
48.000	49.000	48.000	288.926	218.500	740.496	173.434	165.867	198.625	128.361	8.379	-0.214	-0.197	-0.037	49.000	48.000	303.862	212.686	740.496	161.621	145.038	159.000	120.068	13.544	-0.111	-0.075	0.000	49.000	48.000	395.906	262.129	740.496	170.465	149.231	154.522	115.444	9.354	0.165	0.048	-0.232	49.000	48.000	404.379	289.165	740.496	206.604	144.308	154.706	121.405	5.132	0.130	0.076	-0.051	49.000	48.000	361.034	281.171	740.496	182.714	140.231	143.926	118.240	7.624	-0.111	-0.057	0.088	49.000	48.000	251.808	179.379	740.496	158.917	145.000	153.947	114.217	9.179	-0.065	-0.061	0.000	49.000	48.000	216.720	174.774	740.496	156.742	141.000	148.053	119.013	8.607	-0.130	-0.174	-0.028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	48.000	370.655	284.435	724.469	230.925	167.276	188.154	151.455	2.234	0.073	0.198	0.108	106.000	48.000	383.939	316.261	728.792	259.374	197.067	207.208	174.493	2.173	-0.103	-0.320	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
49.000	50.000	49.000	317.290	224.023	738.878	178.744	174.033	213.600	126.567	8.456	0.076	-0.180	-0.162	50.000	49.000	294.259	212.159	738.878	158.913	139.296	144.818	116.861	13.479	-0.065	0.012	0.052	50.000	49.000	400.242	251.353	738.878	171.606	144.542	152.118	114.772	9.446	0.092	0.097	0.092	50.000	49.000	360.357	279.253	738.878	198.176	143.423	152.312	124.128	4.827	-0.306	-0.076	0.255	50.000	49.000	410.897	307.123	738.878	188.399	137.923	150.538	117.081	7.735	0.111	0.057	-0.145	50.000	49.000	258.320	179.333	738.878	157.224	145.250	153.600	117.772	9.068	-0.111	-0.061	0.023	50.000	49.000	228.783	172.463	738.878	158.516	137.192	149.059	119.298	8.423	-0.184	-0.145	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	49.000	362.286	299.593	726.018	231.409	172.733	188.333	151.490	2.464	0.230	0.090	-0.090	107.000	49.000	432.857	347.378	725.914	269.612	199.600	217.050	177.811	2.219	0.046	-0.145	-0.233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
50.000	51.000	50.000	313.731	226.544	734.661	173.966	166.133	192.294	127.479	8.272	-0.184	-0.090	0.054	51.000	50.000	298.280	235.083	734.661	158.814	144.269	155.316	119.601	13.525	0.046	-0.075	-0.128	51.000	50.000	360.312	244.500	734.661	169.203	135.444	151.308	112.366	9.530	0.084	0.140	0.092	51.000	50.000	364.893	279.146	734.661	204.889	143.556	150.955	121.986	4.781	-0.046	0.000	0.064	51.000	50.000	347.269	283.899	734.661	183.971	144.333	158.615	117.345	7.597	-0.138	-0.000	0.176	51.000	50.000	257.781	184.128	734.661	157.290	134.818	143.615	116.593	9.317	0.249	0.060	-0.108	51.000	50.000	237.207	169.656	734.661	159.982	140.231	155.235	121.020	8.128	-0.295	-0.319	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	50.000	339.656	287.213	722.880	221.342	167.821	189.000	146.669	2.556	0.092	0.144	0.090	108.000	50.000	424.914	324.636	724.906	271.385	195.714	210.154	181.326	2.070	-0.149	-0.145	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
51.000	52.000	51.000	321.321	239.350	735.432	178.483	163.600	186.429	125.148	8.272	0.000	-0.144	-0.144	52.000	51.000	299.269	227.099	735.432	159.579	141.115	153.562	116.514	13.609	0.084	0.000	-0.076	52.000	51.000	390.242	251.854	735.432	175.820	140.778	148.950	112.141	9.760	0.230	0.140	-0.135	52.000	51.000	320.207	259.510	735.432	195.241	148.577	158.571	125.664	4.280	-0.501	-0.127	0.268	52.000	51.000	355.923	268.023	735.432	182.923	141.407	151.300	117.885	7.505	-0.092	-0.000	0.088	52.000	51.000	257.577	178.189	735.432	158.496	135.920	150.417	114.876	9.225	-0.092	0.000	0.084	52.000	51.000	238.348	172.000	735.432	160.958	139.923	152.125	119.185	7.925	-0.203	-0.145	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	51.000	363.516	284.371	725.973	219.310	161.679	174.529	144.925	2.686	0.130	0.144	-0.000	109.000	51.000	405.688	322.610	723.028	269.443	211.433	226.045	182.336	1.886	-0.184	-0.145	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
52.000	53.000	52.000	317.000	226.892	735.271	181.072	160.828	186.706	122.053	8.261	-0.011	-0.054	0.036	53.000	52.000	311.000	216.241	735.271	160.004	134.630	143.500	114.461	13.628	0.019	0.064	0.075	53.000	52.000	416.289	269.226	735.271	181.650	144.692	152.118	114.153	9.982	0.222	0.044	-0.044	53.000	52.000	300.517	233.832	735.271	185.760	142.652	152.917	127.168	3.947	-0.333	-0.012	0.267	53.000	52.000	355.607	269.954	735.271	181.843	135.222	146.722	118.622	7.478	-0.027	-0.057	-0.000	53.000	52.000	259.257	183.398	735.271	157.500	149.815	168.000	112.767	9.585	0.360	0.145	-0.109	53.000	52.000	233.000	174.716	735.271	161.614	144.192	154.227	117.536	7.741	-0.184	-0.086	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	52.000	365.500	287.012	724.494	219.746	164.148	196.600	142.514	2.713	0.027	0.090	-0.000	110.000	52.000	384.444	323.089	722.651	266.970	204.147	230.294	189.247	1.683	-0.203	-0.145	0.028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
53.000	54.000	53.000	301.448	219.210	736.737	181.287	173.900	206.462	129.477	7.958	-0.303	-0.180	0.054	54.000	53.000	308.839	222.161	736.737	160.949	139.963	151.667	112.591	13.701	0.073	0.012	0.000	54.000	53.000	354.235	241.462	736.737	170.182	153.821	166.895	115.223	9.660	-0.322	0.044	0.323	54.000	53.000	316.897	235.598	736.737	190.988	145.500	154.000	126.958	3.836	-0.111	-0.139	0.000	54.000	53.000	375.514	284.144	736.737	186.112	129.926	140.474	116.687	7.746	0.268	0.057	-0.145	54.000	53.000	264.625	178.917	736.737	161.776	153.963	161.714	115.149	9.539	-0.046	0.000	0.000	54.000	53.000	249.400	176.541	736.737	162.665	138.185	153.615	118.858	7.787	0.046	-0.086	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	53.000	375.000	302.371	723.555	224.749	166.120	176.900	140.510	3.100	0.387	0.234	-0.090	111.000	53.000	409.833	334.662	722.862	271.737	203.938	217.727	191.757	1.683	0.000	-0.087	-0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
54.000	55.000	54.000	266.519	206.222	732.056	177.237	163.467	193.056	126.662	7.644	-0.314	-0.090	0.251	55.000	54.000	306.000	221.457	732.056	159.697	138.111	145.190	113.052	13.766	0.065	0.128	0.000	55.000	54.000	332.031	231.583	732.056	170.097	162.793	175.400	118.766	9.511	-0.149	-0.048	0.092	55.000	54.000	293.655	223.524	732.056	184.121	148.960	157.167	131.748	3.373	-0.463	-0.203	0.203	55.000	54.000	394.029	278.409	732.056	191.429	138.125	148.600	116.669	7.662	-0.084	-0.000	-0.000	55.000	54.000	266.789	186.989	732.056	162.169	145.429	155.130	117.433	9.723	0.184	0.025	-0.060	55.000	54.000	243.783	177.954	732.056	164.744	151.870	160.000	120.261	7.473	-0.314	-0.231	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	54.000	373.655	296.671	726.196	219.313	164.586	173.850	136.041	3.138	0.038	0.145	0.035	112.000	54.000	417.276	319.527	722.711	278.491	219.273	236.957	191.144	1.572	-0.111	-0.115	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
55.000	56.000	55.000	284.690	211.932	734.953	184.741	160.710	190.125	124.711	7.671	0.027	-0.090	-0.144	56.000	55.000	316.679	222.482	734.953	162.213	142.071	152.750	114.570	13.896	0.130	0.064	-0.064	56.000	55.000	327.200	227.813	734.953	167.717	153.963	173.900	117.940	9.660	0.149	0.092	-0.048	56.000	55.000	303.793	239.981	734.953	189.314	147.036	161.400	130.796	3.335	-0.038	-0.193	-0.128	56.000	55.000	395.000	279.488	734.953	194.526	141.704	148.913	118.832	7.627	-0.035	-0.057	0.088	56.000	55.000	257.516	181.236	734.953	162.283	147.185	159.500	118.520	9.474	-0.249	-0.024	0.108	56.000	55.000	254.500	181.126	734.953	166.424	148.750	158.556	120.655	7.473	0.000	-0.086	-0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	55.000	362.793	304.534	727.417	219.755	167.654	183.667	138.192	3.341	0.203	0.145	-0.055	113.000	55.000	414.226	329.026	719.019	288.381	234.294	280.600	204.061	1.507	-0.065	-0.145	-0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
56.000	57.000	56.000	291.379	211.701	736.586	188.197	162.387	187.182	123.296	7.552	-0.119	-0.144	-0.054	57.000	56.000	282.000	223.207	736.586	162.291	140.407	151.706	116.278	13.850	-0.046	0.000	0.075	57.000	56.000	337.152	242.978	736.586	173.221	144.292	159.636	124.122	9.836	0.176	0.048	-0.092	57.000	56.000	345.444	249.117	736.586	195.522	144.643	157.231	130.772	3.392	0.057	-0.138	-0.138	57.000	56.000	377.861	269.350	736.586	189.396	136.500	144.950	119.073	7.497	-0.130	-0.029	0.290	57.000	56.000	267.793	189.075	736.586	159.151	143.542	157.545	118.462	9.428	-0.046	0.000	-0.024	57.000	56.000	258.778	181.897	736.586	164.233	139.577	152.412	119.081	7.427	-0.046	-0.059	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	56.000	377.793	302.063	728.792	217.487	154.481	168.706	135.878	3.552	0.211	0.127	-0.036	114.000	56.000	402.400	327.301	717.849	280.816	224.906	261.316	205.766	1.434	-0.073	-0.056	0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
57.000	58.000	57.000	267.286	211.000	734.997	186.299	155.552	179.526	124.552	7.376	-0.176	-0.053	0.107	58.000	57.000	314.444	225.367	734.997	162.160	140.500	149.714	116.336	13.942	0.092	0.000	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	57.000	280.103	221.159	734.997	190.902	148.607	160.583	129.586	2.975	-0.417	-0.064	0.267	58.000	57.000	245.111	209.149	734.997	172.734	130.000	141.867	117.621	6.521	-0.976	-0.059	0.627	58.000	57.000	256.655	183.688	734.997	160.521	145.346	152.478	117.436	9.493	0.065	0.000	0.000	58.000	57.000	250.346	184.024	734.997	162.655	131.333	141.667	117.282	7.316	-0.111	-0.059	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	57.000	362.536	298.050	725.914	214.632	152.769	160.826	130.558	3.708	0.157	0.180	0.036	115.000	57.000	374.621	324.356	722.090	278.653	230.344	266.375	206.124	1.323	-0.111	-0.088	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
58.000	59.000	58.000	272.467	210.358	733.365	193.210	171.357	194.474	125.923	7.292	-0.084	-0.144	-0.091	59.000	58.000	294.429	218.880	733.365	163.108	137.750	148.643	118.222	13.850	-0.092	-0.064	-0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	58.000	366.433	257.062	733.365	217.626	150.769	156.889	128.422	3.503	0.528	0.075	-0.395	59.000	58.000	234.741	205.312	733.365	174.689	128.769	141.529	115.305	6.632	0.111	0.060	-0.060	59.000	58.000	263.000	182.914	733.365	164.367	146.000	153.696	117.427	9.455	-0.038	0.000	0.000	59.000	58.000	250.423	177.131	733.365	163.931	139.000	145.300	116.566	7.113	-0.203	-0.173	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	58.000	391.931	312.603	724.906	215.763	150.567	162.059	130.026	3.984	0.276	0.181	-0.090	116.000	58.000	442.067	340.971	718.087	301.117	231.933	264.933	210.943	1.434	0.111	-0.056	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
59.000	60.000	59.000	283.424	199.977	736.311	194.704	165.966	184.000	127.535	7.081	-0.211	-0.090	0.181	60.000	59.000	291.444	218.387	736.311	163.084	137.185	145.947	118.543	13.674	-0.176	-0.128	0.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	59.000	302.129	227.434	736.311	200.744	157.077	166.706	128.507	3.113	-0.390	0.000	0.383	60.000	59.000	255.593	213.528	736.311	177.663	132.560	141.737	114.823	6.605	-0.027	-0.000	0.033	60.000	59.000	255.885	185.345	736.311	159.445	133.556	148.000	117.591	9.493	0.038	0.060	0.000	60.000	59.000	248.036	175.533	736.311	162.186	138.296	144.150	116.060	7.159	0.046	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	59.000	355.690	298.082	723.028	208.779	147.296	159.923	128.034	4.049	0.065	0.144	0.090	117.000	59.000	401.750	331.500	718.973	298.216	249.735	287.250	221.444	1.147	-0.287	-0.145	0.116	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
60.000	61.000	60.000	284.941	185.826	737.252	188.388	164.433	183.176	127.088	6.538	-0.544	-0.144	0.361	61.000	60.000	286.724	197.976	737.252	160.748	134.577	146.667	115.349	13.395	-0.279	0.000	0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	60.000	334.862	243.010	737.252	210.338	154.154	168.077	129.575	3.262	0.149	0.000	-0.192	61.000	60.000	270.871	241.990	737.252	177.078	138.731	146.429	116.647	6.964	0.360	-0.000	-0.318	61.000	60.000	251.310	183.367	737.252	160.704	140.741	149.889	115.172	9.585	0.092	0.000	0.000	61.000	60.000	230.045	171.816	737.252	159.691	131.731	143.056	116.013	6.957	-0.203	-0.059	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	60.000	379.828	313.786	722.651	211.835	148.115	158.778	125.397	4.325	0.276	0.181	-0.090	118.000	60.000	375.267	323.309	713.434	300.759	257.567	302.308	235.993	1.036	-0.111	-0.145	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
61.000	62.000	61.000	290.333	192.440	734.560	184.796	165.562	185.125	123.422	6.362	-0.176	-0.037	0.107	62.000	61.000	296.000	207.701	734.560	159.203	140.083	151.429	117.041	13.162	-0.233	-0.139	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	61.000	329.414	252.743	734.560	207.105	150.308	159.857	130.918	3.327	0.065	0.000	-0.064	62.000	61.000	269.690	230.229	734.560	179.259	130.391	143.667	118.531	6.834	-0.130	-0.000	0.027	62.000	61.000	265.469	183.167	734.560	161.023	134.269	145.438	113.537	9.742	0.157	0.085	-0.085	62.000	61.000	244.043	174.576	734.560	162.076	135.227	140.625	116.483	6.976	0.019	-0.026	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	61.000	381.160	297.788	722.862	208.609	147.714	159.222	126.232	4.436	0.111	0.181	0.091	119.000	61.000	382.852	325.377	714.205	298.486	264.758	302.250	243.048	0.833	-0.203	-0.145	0.029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
62.000	63.000	62.000	274.484	192.443	734.349	182.747	159.862	178.737	124.399	6.178	-0.184	-0.053	0.090	63.000	62.000	305.806	218.549	734.349	163.440	143.852	150.545	120.358	13.016	-0.146	-0.203	-0.054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	62.000	352.621	283.370	734.349	216.697	148.071	156.000	128.932	3.752	0.425	0.000	-0.344	63.000	62.000	270.214	226.232	734.349	177.014	132.846	143.833	117.208	6.716	-0.119	-0.059	0.059	63.000	62.000	253.867	189.679	734.349	160.426	141.000	153.769	115.046	9.826	0.084	0.085	0.024	63.000	62.000	235.522	176.558	734.349	157.684	138.478	148.077	117.296	6.911	-0.065	-0.059	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	62.000	384.250	311.827	722.711	207.866	151.346	161.059	125.054	4.693	0.257	0.144	-0.129	120.000	62.000	403.154	316.282	714.458	301.282	258.333	298.714	232.779	0.852	0.019	0.000	-0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
63.000	64.000	63.000	257.656	184.929	730.301	176.203	158.815	179.846	123.479	6.021	-0.157	0.000	0.144	64.000	63.000	291.379	215.881	730.301	160.291	132.692	146.500	119.172	12.840	-0.176	-0.064	0.053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	63.000	378.241	299.926	730.301	220.986	150.962	168.231	131.596	4.020	0.268	-0.063	-0.362	64.000	63.000	270.161	209.156	730.301	180.343	158.179	170.895	126.376	5.606	-1.110	-0.753	0.409	64.000	63.000	273.429	187.602	730.301	162.877	141.708	147.778	117.544	9.926	0.100	0.000	-0.110	64.000	63.000	231.136	172.489	730.301	158.358	134.038	138.800	115.447	6.865	-0.046	0.000	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	63.000	392.690	319.622	719.019	210.074	145.731	163.100	123.858	4.850	0.157	0.091	-0.053	121.000	63.000	411.800	326.309	716.492	309.033	271.676	325.267	241.463	0.936	0.084	-0.057	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
