 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)
74	73.000	74.000	33.540	42.770	31.720	47.970	21.175	5.509	5.498	116.424	-0.263	-0.233	NaN	74.000	40.885	39.910	41.080	43.160	16.665	3.256	3.235	53.903	-0.259	NaN	0.260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	34.255	45.240	31.525	50.050	23.252	5.531	5.447	126.657	8.986E-4	NaN	NaN	106.000	35.880	46.410	34.255	54.340	23.807	8.095	8.081	192.398	-0.122	0.127	0.255	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
75	74.000	75.000	33.540	42.835	31.915	47.840	21.056	5.262	5.241	110.361	-0.257	-0.184	0.062	75.000	40.950	39.650	41.080	43.095	16.207	3.447	3.434	55.647	0.199	-0.065	-0.257	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	34.125	45.370	31.460	50.115	23.441	5.442	5.369	125.863	-0.078	0.089	0.177	107.000	35.815	46.605	34.255	54.405	23.904	7.954	7.937	189.719	-0.145	0.064	0.204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
76	75.000	76.000	33.540	42.835	32.045	47.645	21.141	5.037	5.010	105.921	-0.231	-0.225	NaN	76.000	40.950	39.455	41.080	43.160	16.081	3.707	3.692	59.365	0.258	0.065	-0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	34.190	45.305	31.525	50.115	23.357	5.499	5.429	126.809	0.060	-0.032	-0.088	108.000	35.360	48.360	34.255	54.340	24.822	6.081	6.058	150.368	-1.879	-0.064	1.808	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77	76.000	77.000	33.605	42.705	32.045	47.450	20.851	4.995	4.976	103.762	-0.034	-0.185	-0.144	77.000	40.950	39.520	41.080	43.095	16.012	3.577	3.563	57.054	-0.129	-0.065	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	34.125	45.240	31.525	50.115	23.196	5.525	5.472	126.940	0.043	NaN	-0.027	109.000	35.360	48.295	34.255	54.275	24.822	6.081	6.058	150.368	NaN	-0.064	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
78	77.000	78.000	33.735	42.510	32.175	47.255	20.433	4.995	4.972	101.603	-0.004	-0.226	-0.226	78.000	41.015	40.235	41.080	43.160	16.470	2.926	2.917	48.042	-0.646	0.065	0.716	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	34.060	45.175	31.525	50.115	23.341	5.552	5.512	128.643	0.039	NaN	-0.028	110.000	35.425	48.165	34.255	54.145	24.691	6.093	6.079	150.106	0.022	-0.128	-0.140	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
79	78.000	79.000	33.735	42.380	32.240	47.060	20.374	4.913	4.886	99.549	-0.086	-0.206	-0.124	79.000	40.950	41.145	41.080	42.640	17.447	1.501	1.485	25.916	-1.432	-0.518	0.901	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	33.995	45.240	31.525	50.115	23.257	5.465	5.427	126.218	-0.085	NaN	0.087	111.000	35.425	48.100	34.255	54.145	24.611	6.157	6.143	151.187	0.064	NaN	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
80	79.000	80.000	33.605	42.705	32.305	46.930	20.843	4.420	4.393	91.556	-0.493	-0.143	0.349	80.000	40.950	40.365	41.015	42.250	16.798	1.886	1.878	31.548	0.393	-0.392	-0.780	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	33.995	45.305	31.525	50.050	23.219	5.349	5.307	123.231	-0.120	-0.058	0.058	112.000	35.490	47.905	34.320	53.950	24.532	6.157	6.144	150.718	7.753E-4	-0.204	-0.204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
81	80.000	81.000	33.540	42.835	32.370	46.735	20.962	4.072	4.044	84.770	-0.349	-0.205	0.143	81.000	40.885	40.560	41.080	42.055	16.993	1.508	1.481	25.173	-0.397	-0.185	0.185	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	33.930	45.240	31.525	50.050	22.307	5.378	5.354	119.432	0.047	NaN	-0.029	113.000	35.490	47.775	34.320	53.755	24.469	6.093	6.081	148.788	-0.063	-0.191	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
82	81.000	82.000	33.670	42.510	32.435	46.605	20.638	4.277	4.247	87.652	0.203	-0.143	-0.349	82.000	40.755	40.300	41.015	42.055	16.746	1.774	1.733	29.013	0.251	-0.010	-0.276	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	33.735	45.500	31.590	50.050	22.681	5.030	5.019	113.826	-0.335	-0.028	0.318	114.000	35.555	47.515	34.385	53.495	24.327	6.093	6.081	147.934	4.761E-4	-0.268	-0.268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83	82.000	83.000	33.735	42.445	32.565	46.475	20.638	4.196	4.162	85.886	-0.086	-0.161	-0.081	83.000	40.820	40.430	41.080	41.990	16.940	1.582	1.538	26.060	-0.194	-0.053	0.139	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	33.410	46.150	31.590	49.920	23.394	4.186	4.172	97.598	-0.847	-0.117	0.727	115.000	35.620	47.320	34.385	53.300	24.120	6.106	6.101	147.157	0.020	-0.191	-0.204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84	83.000	84.000	33.670	42.640	32.630	46.280	20.817	3.786	3.754	78.146	-0.408	-0.205	0.205	84.000	40.820	40.430	41.080	42.055	16.936	1.646	1.605	27.175	0.066	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	33.280	46.215	31.655	49.790	23.478	3.927	3.920	92.042	-0.252	-0.145	0.113	116.000	35.620	47.190	34.385	53.105	24.120	6.043	6.038	145.636	-0.063	-0.191	-0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
85	84.000	85.000	33.800	42.380	32.630	46.215	20.467	4.010	3.984	81.547	0.230	-0.062	-0.287	85.000	40.885	40.040	41.080	41.990	16.478	1.960	1.934	31.865	0.329	-0.065	-0.382	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	33.215	46.085	31.785	49.595	23.502	3.790	3.790	89.063	-0.131	-0.230	-0.096	117.000	35.685	46.995	34.450	52.845	23.994	5.979	5.975	143.354	-0.063	-0.268	-0.204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
86	85.000	86.000	33.735	42.575	32.760	46.085	20.791	3.643	3.610	75.061	-0.374	-0.160	0.205	86.000	40.885	39.845	41.080	42.055	16.413	2.219	2.193	35.997	0.259	0.065	-0.194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	33.280	46.020	31.785	49.335	23.478	3.637	3.631	85.248	-0.159	-0.237	-0.086	118.000	35.620	47.060	34.515	52.650	24.073	5.698	5.690	136.979	-0.284	-0.204	0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
87	86.000	87.000	33.735	42.510	32.890	46.020	20.612	3.610	3.557	73.312	-0.053	-0.094	-0.063	87.000	40.820	39.585	41.080	41.990	16.028	2.419	2.381	38.169	0.188	-0.065	-0.265	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	33.280	46.020	31.785	49.335	23.600	3.637	3.631	85.679	-4.071E-4	NaN	NaN	119.000	35.685	46.735	34.515	52.455	23.742	5.838	5.832	138.462	0.142	-0.191	-0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
88	87.000	88.000	33.670	42.770	32.890	45.760	20.911	3.090	3.057	63.916	-0.500	-0.252	0.268	88.000	40.820	39.650	41.080	42.055	16.154	2.419	2.383	38.498	0.002	0.065	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	32.760	47.125	31.785	49.400	24.786	2.475	2.473	61.284	-1.158	0.060	1.220	120.000	35.685	46.735	34.515	52.390	23.821	5.775	5.768	137.410	-0.064	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89	88.000	89.000	33.735	42.640	33.020	45.630	20.851	3.074	3.031	63.189	-0.026	-0.157	-0.142	89.000	40.820	39.845	41.080	42.055	16.417	2.225	2.187	35.913	-0.196	NaN	0.194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	32.890	47.060	31.785	49.335	24.801	2.529	2.517	62.420	0.044	-0.058	-0.115	121.000	35.685	46.735	34.515	52.130	23.821	5.520	5.517	131.410	-0.252	-0.254	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
90	89.000	90.000	33.735	42.640	33.150	45.500	20.851	2.919	2.860	59.632	-0.171	-0.153	NaN	90.000	40.820	39.715	41.080	42.055	16.288	2.354	2.317	37.738	0.129	NaN	-0.129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	33.020	46.930	31.785	49.335	24.718	2.704	2.683	66.324	0.166	NaN	-0.175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91	90.000	91.000	33.735	42.640	33.215	45.305	20.936	2.715	2.654	55.567	-0.206	-0.204	NaN	91.000	40.820	40.040	41.080	42.055	16.681	2.032	1.992	33.225	-0.325	NaN	0.322	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	33.085	46.865	31.785	49.335	24.635	2.791	2.766	68.141	0.083	NaN	-0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
92	91.000	92.000	33.800	42.575	33.280	45.175	20.791	2.651	2.595	53.945	-0.060	-0.140	-0.076	92.000	40.885	39.975	41.080	42.120	16.547	2.154	2.127	35.198	0.135	0.065	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	32.955	47.060	31.785	49.400	24.862	2.616	2.600	64.643	-0.166	0.058	0.233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
93	92.000	93.000	33.865	42.445	33.345	45.045	20.467	2.651	2.593	53.066	-0.002	-0.140	-0.140	93.000	40.885	39.650	41.080	42.055	16.028	2.413	2.386	38.240	0.259	-0.065	-0.324	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	33.085	46.865	31.785	49.400	24.718	2.849	2.828	69.894	0.228	NaN	-0.233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94	93.000	94.000	33.280	44.720	33.150	44.785	22.837	0.145	0.109	2.484	-2.484	0.058	1.541	94.000	40.885	39.715	41.080	42.055	16.211	2.348	2.325	37.695	-0.060	NaN	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	33.150	46.865	31.785	49.400	24.696	2.879	2.849	70.359	0.021	NaN	-0.031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95	94.000	95.000	33.215	43.810	33.085	43.810	21.901	0.130	0.051	1.115	-0.058	NaN	NaN	95.000	40.950	39.585	41.080	42.055	15.947	2.473	2.460	39.225	0.134	NaN	-0.126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96	95.000	96.000	33.930	42.315	33.410	44.460	20.348	2.207	2.174	44.240	2.123	0.555	-1.621	96.000	40.950	39.455	41.080	42.055	15.834	2.603	2.585	40.923	0.125	NaN	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97	96.000	97.000	33.930	42.315	33.410	44.395	20.143	2.144	2.114	42.588	-0.060	-0.063	NaN	97.000	40.885	39.780	41.080	42.120	15.963	2.348	2.321	37.049	-0.264	0.065	0.318	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98	97.000	98.000	33.995	42.250	33.410	44.395	20.356	2.223	2.202	44.831	0.088	NaN	-0.080	98.000	40.820	39.910	41.080	42.055	16.422	2.161	2.121	34.831	-0.200	-0.065	0.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99	98.000	99.000	33.930	42.315	33.475	44.265	20.527	2.002	1.971	40.454	-0.232	-0.141	0.078	99.000	40.885	39.715	41.080	42.055	16.292	2.348	2.320	37.797	0.199	NaN	-0.189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100	99.000	100.000	33.995	42.250	33.475	44.135	20.620	1.955	1.938	39.969	-0.033	-0.125	-0.080	100.000	40.885	39.780	41.080	41.990	16.551	2.219	2.191	36.259	-0.129	-0.065	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101	100.000	101.000	33.995	42.250	33.735	44.135	20.561	1.903	1.836	37.750	-0.102	-0.036	NaN	101.000	40.820	39.650	41.015	41.860	16.362	2.219	2.189	35.815	-0.002	-0.135	-0.135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102	101.000	102.000	34.060	42.185	33.605	43.875	20.501	1.750	1.733	35.524	-0.103	-0.217	-0.080	102.000	40.885	39.585	41.015	41.665	16.297	2.084	2.064	33.639	-0.125	-0.195	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103	102.000	103.000	34.060	42.120	33.540	43.615	20.441	1.583	1.579	32.275	-0.154	-0.224	-0.061	103.000	40.885	39.455	41.015	41.535	16.167	2.084	2.064	33.369	-1.754E-4	-0.130	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104	103.000	104.000	34.060	42.055	33.410	43.485	20.262	1.571	1.571	31.823	-0.008	-0.065	-0.059	104.000	40.950	39.455	41.015	41.405	16.033	1.951	1.940	31.104	-0.124	-0.130	0.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
