T	X	Y	Mean	StdDev	Frame Background	Boundary Background
58.000	21.840	5.265	421.708	169.956	106.216	128.381
59.000	21.905	5.720	420.137	171.263	106.243	128.376
60.000	21.775	5.655	421.344	170.209	106.223	128.124
61.000	21.840	5.525	424.785	167.988	106.343	128.684
62.000	21.840	5.590	423.467	167.766	106.344	128.814
63.000	21.710	5.720	418.639	169.165	106.384	128.967
64.000	21.840	5.460	423.701	171.157	106.416	129.309
65.000	21.840	5.330	416.621	169.723	106.365	129.216
66.000	22.100	5.330	418.306	169.299	106.405	129.404
67.000	21.905	5.785	415.354	166.775	106.432	129.443
68.000	21.970	5.785	416.441	164.168	106.284	129.480
69.000	22.360	5.785	410.637	162.922	106.377	129.310
70.000	22.555	5.785	411.404	160.592	106.459	129.532
71.000	22.360	5.785	412.910	161.430	106.431	129.298
72.000	22.035	5.915	409.882	160.574	106.364	129.092
73.000	22.100	6.240	412.097	161.380	106.398	129.546
74.000	22.035	6.175	417.515	159.302	106.414	129.719
75.000	22.165	6.175	418.074	159.136	106.450	129.878
76.000	22.425	6.175	418.381	159.404	106.409	129.683
77.000	22.360	6.175	421.725	157.948	106.390	129.312
78.000	22.490	6.370	424.353	158.422	106.466	129.946
79.000	22.620	6.370	423.519	156.603	106.401	129.695
80.000	22.490	6.240	422.154	155.589	106.499	130.212
81.000	22.490	6.305	419.742	153.819	106.450	130.088
82.000	22.490	6.305	419.284	152.521	106.488	130.224
83.000	22.490	6.370	422.060	152.383	106.483	130.290
84.000	22.555	6.240	424.146	151.083	106.568	130.546
85.000	22.750	6.305	425.218	149.314	106.524	130.363
86.000	22.620	6.240	426.012	147.413	106.548	130.632
87.000	22.620	6.305	421.033	150.261	106.457	130.288
88.000	22.555	6.240	427.204	150.598	106.508	130.773
89.000	22.555	6.305	421.735	152.394	106.491	130.363
90.000	22.555	6.370	429.912	150.094	106.505	131.106
91.000	22.685	6.825	420.582	151.308	106.463	131.063
92.000	22.685	6.955	418.751	151.319	106.452	131.017
93.000	22.620	6.110	426.364	150.874	106.490	131.554
94.000	22.620	6.955	422.747	152.515	106.490	131.530
95.000	22.750	7.085	427.286	151.676	106.580	132.276
96.000	22.490	6.955	426.418	151.975	106.529	132.145
97.000	22.555	7.020	429.206	153.169	106.609	132.434
98.000	22.425	7.020	430.915	154.862	106.531	132.211
99.000	22.360	6.890	433.034	158.216	106.507	132.253
100.000	22.360	6.825	428.712	158.092	106.484	132.099
101.000	22.230	6.760	428.077	153.994	106.529	132.240
102.000	22.230	6.760	429.131	154.236	106.513	132.113
103.000	22.035	6.565	433.564	154.573	106.531	132.447
104.000	21.970	6.500	434.420	156.237	106.506	133.328
105.000	21.905	6.500	436.893	156.922	106.423	132.951
106.000	22.035	6.565	442.008	160.471	106.434	133.192
107.000	22.100	6.435	445.049	158.796	106.514	133.688
108.000	21.970	6.370	438.816	158.521	106.513	133.030
109.000	21.970	6.370	436.887	158.738	106.571	133.150
110.000	21.970	6.370	436.764	157.897	106.549	133.072
111.000	21.840	6.435	430.978	159.364	106.474	132.394
112.000	22.035	6.370	430.432	157.449	106.462	132.283
113.000	22.035	6.240	428.653	159.875	106.483	131.952
114.000	22.295	6.695	426.508	159.024	106.477	132.294
115.000	22.425	6.890	427.715	156.160	106.484	132.481
116.000	22.360	6.890	422.216	156.358	106.456	132.241
117.000	22.425	6.890	421.426	152.763	106.442	132.253
118.000	22.360	6.890	413.383	152.945	106.243	130.750
119.000	22.490	6.955	410.477	151.330	106.352	130.419
120.000	22.555	7.020	407.652	151.266	106.312	131.354
121.000	22.555	7.085	409.475	148.191	106.325	132.174
