dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)
102.000	103.000	102.000	241.815	170.989	649.870	170.939	138.929	149.176	117.932	6.580	-0.482	0.000	0.386	103.000	102.000	271.143	201.557	649.870	206.101	139.767	162.273	119.797	4.763	0.268	0.023	-0.229	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	102.000	244.100	162.495	649.870	187.368	156.200	174.125	123.753	15.915	0.111	0.000	-0.142	103.000	102.000	242.143	173.259	649.870	167.482	161.778	171.684	127.372	20.119	-0.249	-0.145	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103.000	104.000	103.000	240.556	172.347	649.744	174.356	141.357	156.467	115.311	6.477	-0.103	0.000	0.065	104.000	103.000	307.806	201.615	649.744	208.396	144.966	162.000	120.743	5.077	0.314	-0.000	-0.229	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	103.000	249.933	165.147	649.744	187.075	170.697	211.357	130.597	15.950	0.035	-0.234	-0.205	104.000	103.000	231.571	168.413	649.744	166.866	156.680	174.308	127.414	20.065	-0.054	-0.089	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104.000	105.000	104.000	215.581	162.394	647.762	182.481	144.926	162.889	132.521	5.602	-0.875	-0.585	0.387	105.000	104.000	331.806	223.761	647.762	216.734	155.419	176.786	120.483	5.352	0.276	-0.023	-0.350	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	104.000	244.367	167.429	647.762	186.449	171.406	198.385	130.939	15.812	-0.138	-0.080	0.000	105.000	104.000	224.833	164.522	647.762	167.787	150.143	163.474	128.129	19.762	-0.303	-0.122	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105.000	106.000	105.000	268.074	184.146	650.252	188.725	151.194	165.000	137.155	5.437	-0.165	-0.586	-0.519	106.000	105.000	293.189	191.583	650.252	190.685	143.233	160.471	121.422	4.966	-0.387	0.023	0.579	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	105.000	252.200	168.408	650.252	188.965	167.000	209.545	130.370	15.996	0.184	-0.170	-0.285	106.000	105.000	220.875	162.988	650.252	167.560	156.963	164.348	123.840	19.651	-0.111	-0.089	0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106.000	107.000	106.000	239.645	174.592	651.112	176.251	149.000	158.450	125.125	5.204	-0.233	-0.065	0.323	107.000	106.000	282.733	188.367	651.112	193.559	144.194	162.824	121.303	4.882	-0.084	-0.023	-0.084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	106.000	247.267	167.276	651.112	188.810	174.758	186.320	125.743	15.774	-0.222	-0.045	0.080	107.000	106.000	221.778	162.649	651.112	167.115	157.778	174.211	126.472	19.697	0.046	-0.056	-0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107.000	108.000	107.000	240.724	172.657	647.881	181.151	157.000	173.200	127.669	4.928	-0.276	-0.195	-0.068	108.000	107.000	277.138	187.337	647.881	190.963	145.469	156.083	121.553	4.901	0.019	-0.000	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	107.000	258.750	169.990	647.881	189.847	168.000	190.688	126.986	15.904	0.130	-0.080	-0.143	108.000	107.000	231.926	171.759	647.881	168.865	155.741	180.750	124.422	19.697	0.000	-0.056	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108.000	109.000	108.000	249.412	186.459	651.632	180.635	155.300	168.150	127.821	5.242	0.314	-0.130	-0.258	109.000	108.000	302.394	217.396	651.632	193.538	142.667	165.455	120.412	5.574	0.674	-0.000	-0.579	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	108.000	254.633	175.633	651.632	190.001	172.125	202.000	122.421	16.007	0.103	-0.017	-0.205	109.000	108.000	224.043	169.600	651.632	169.123	160.741	177.125	125.993	19.456	-0.241	-0.112	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109.000	110.000	109.000	223.759	177.690	648.957	177.390	159.645	176.250	121.422	4.963	-0.279	0.000	0.195	110.000	109.000	336.367	246.846	648.957	205.031	152.969	171.562	119.351	6.118	0.544	-0.000	-0.486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	109.000	261.103	174.809	648.957	189.282	163.531	187.625	122.647	16.026	0.019	0.000	0.000	110.000	109.000	209.476	165.619	648.957	168.976	160.222	175.667	126.409	19.299	-0.157	-0.089	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110.000	111.000	110.000	203.548	148.217	643.226	175.197	146.100	161.176	123.325	3.961	-1.002	0.000	0.976	111.000	110.000	323.656	213.921	643.226	201.547	149.806	174.462	121.615	6.007	-0.111	-0.000	0.085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	110.000	245.156	170.832	643.226	185.675	165.219	188.778	121.647	15.923	-0.103	0.000	0.143	111.000	110.000	214.409	160.224	643.226	168.454	163.033	187.467	127.967	19.015	-0.284	-0.178	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111.000	112.000	111.000	234.034	183.874	647.598	189.860	152.929	171.500	122.633	4.879	0.918	0.000	-0.912	112.000	111.000	313.548	220.360	647.598	202.560	151.677	170.167	120.615	6.118	0.111	-0.000	-0.085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	111.000	269.700	179.674	647.598	189.011	159.688	173.900	122.131	16.386	0.463	0.000	-0.473	112.000	111.000	237.125	173.562	647.598	169.219	161.931	183.786	125.829	19.180	0.165	-0.056	-0.155	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112.000	113.000	112.000	225.903	168.904	647.431	185.687	154.429	172.812	123.574	4.500	-0.379	0.000	0.326	113.000	112.000	304.121	224.545	647.431	200.131	147.031	169.091	122.682	6.256	0.138	-0.000	-0.085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	112.000	257.812	181.396	647.431	188.011	157.562	176.706	124.758	16.302	-0.084	-0.107	0.000	113.000	112.000	221.333	172.099	647.431	170.586	155.966	176.250	129.437	18.939	-0.241	-0.168	0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
113.000	114.000	113.000	237.370	165.052	651.367	185.020	160.821	176.056	122.818	4.427	-0.073	0.000	0.065	114.000	113.000	336.857	243.489	651.367	205.075	142.552	152.952	121.573	6.543	0.287	0.026	-0.290	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	113.000	254.097	176.130	651.367	187.402	159.879	177.800	128.170	15.896	-0.406	-0.188	0.205	114.000	113.000	235.690	178.609	651.367	171.082	156.964	174.750	125.590	18.985	0.046	-0.089	-0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
114.000	115.000	114.000	228.481	166.670	651.999	189.701	160.267	175.667	124.658	4.481	0.054	0.000	0.000	115.000	114.000	329.290	234.287	651.999	209.582	154.250	167.947	120.769	6.386	-0.157	-0.025	0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	114.000	258.448	180.000	651.999	188.728	154.161	181.455	125.793	16.080	0.184	-0.062	-0.268	115.000	114.000	243.889	183.253	651.999	168.681	159.821	193.857	126.503	18.820	-0.165	-0.145	-0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
115.000	116.000	115.000	225.667	171.838	649.142	186.854	151.182	165.750	123.810	4.584	0.103	0.000	-0.130	116.000	115.000	340.394	238.241	649.142	211.288	158.000	180.214	123.507	6.505	0.119	-0.032	-0.113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	115.000	264.633	184.056	649.142	189.500	159.516	179.286	126.500	16.088	0.008	-0.187	-0.205	116.000	115.000	240.040	176.835	649.142	169.391	161.643	183.500	126.639	18.671	-0.149	-0.145	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
116.000	117.000	116.000	252.630	172.170	649.040	192.383	146.071	153.812	123.779	4.638	0.054	0.065	-0.067	117.000	116.000	339.216	237.020	649.040	216.465	151.733	179.364	121.575	6.700	0.195	0.059	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	116.000	259.600	181.011	649.040	190.225	161.909	191.077	128.013	15.812	-0.276	-0.187	0.081	117.000	116.000	233.708	176.271	649.040	169.635	156.226	174.200	124.445	18.606	-0.065	-0.089	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
117.000	118.000	117.000	257.222	184.283	647.186	195.432	147.656	172.750	123.013	4.787	0.149	-0.065	-0.130	118.000	117.000	328.406	227.255	647.186	204.407	147.656	168.833	123.353	6.459	-0.241	-0.026	0.085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	117.000	269.935	188.137	647.186	190.894	164.500	196.455	130.553	15.763	-0.049	-0.187	-0.143	118.000	117.000	239.400	169.457	647.186	171.408	159.179	181.867	123.531	18.488	-0.119	-0.056	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
118.000	119.000	118.000	268.828	204.526	645.446	198.154	147.700	158.050	120.939	5.239	0.452	0.000	-0.324	119.000	118.000	332.111	215.043	645.446	203.891	143.656	158.000	121.355	6.478	0.019	-0.000	0.085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	118.000	271.971	185.396	645.446	190.694	159.765	181.000	128.660	15.663	-0.100	-0.125	0.000	119.000	118.000	236.500	176.979	645.446	169.503	155.964	174.235	123.583	18.469	-0.019	-0.056	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
119.000	120.000	119.000	228.793	166.410	643.196	181.573	146.143	160.467	121.507	4.221	-1.018	0.000	0.837	120.000	119.000	311.226	215.449	643.196	202.608	147.062	162.053	120.373	6.275	-0.203	-0.000	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	119.000	265.400	185.552	643.196	189.399	166.971	193.533	128.895	15.357	-0.306	-0.187	0.000	120.000	119.000	232.615	175.637	643.196	170.526	160.172	184.846	128.176	18.247	-0.222	-0.201	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
120.000	121.000	120.000	242.759	176.147	640.827	183.322	149.867	159.700	120.625	4.362	0.141	0.000	-0.195	121.000	120.000	299.909	204.755	640.827	201.889	149.179	171.333	122.007	6.175	-0.100	-0.000	0.109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	120.000	246.733	177.794	640.827	189.317	165.933	188.000	127.099	15.135	-0.222	-0.105	0.143	121.000	120.000	226.160	177.920	640.827	170.378	156.643	169.000	124.572	18.090	-0.157	-0.089	0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
