dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)
0.000	1.000	0.000	243.548	183.991	664.250	183.608	130.308	139.000	114.904	7.950	0.000	NaN	NaN	1.000	0.000	251.929	155.580	664.250	172.672	139.393	156.000	114.651	5.012	0.000	NaN	NaN	1.000	0.000	263.897	139.511	664.250	166.975	132.724	147.824	106.163	6.909	0.000	NaN	NaN	1.000	0.000	271.704	198.968	664.250	168.978	130.667	139.200	146.264	7.857	0.000	NaN	NaN	1.000	0.000	257.833	159.719	664.250	168.233	161.429	173.381	140.145	17.974	0.000	NaN	NaN	77.000	0.000	284.265	173.631	659.430	227.383	214.750	264.389	147.891	0.871	0.871	NaN	NaN	86.000	0.000	189.115	150.686	655.919	166.940	157.767	172.450	129.750	0.936	0.936	NaN	NaN
1.000	2.000	1.000	228.129	178.133	640.791	178.795	134.625	147.778	113.627	7.801	-0.149	0.065	0.198	2.000	1.000	239.815	173.910	640.791	168.599	134.323	145.818	119.959	4.855	-0.157	-0.000	0.166	2.000	1.000	266.520	181.228	640.791	167.649	141.793	164.417	115.745	6.495	-0.414	-0.034	0.269	2.000	1.000	269.581	206.882	640.791	168.709	133.107	142.333	114.435	8.282	0.425	0.000	-0.348	2.000	1.000	249.867	168.670	640.791	164.357	156.771	174.312	120.064	17.955	-0.019	0.000	0.090	78.000	1.000	313.188	187.670	655.009	237.330	208.629	251.071	144.146	1.193	0.322	0.434	0.055	87.000	1.000	261.387	183.311	648.277	195.228	159.571	171.000	123.243	2.376	1.439	0.585	-0.781
2.000	3.000	2.000	211.871	155.035	638.154	168.824	134.833	143.500	115.800	6.669	-1.132	0.065	1.172	3.000	2.000	260.840	182.600	638.154	170.632	138.571	153.857	120.140	4.774	-0.081	-0.000	0.021	3.000	2.000	257.107	181.740	638.154	161.420	135.138	147.941	117.510	6.346	-0.149	-0.000	0.109	3.000	2.000	271.968	201.820	638.154	168.498	134.667	147.250	110.738	8.484	0.203	0.203	-0.030	3.000	2.000	242.700	163.714	638.154	165.159	159.265	170.647	118.588	18.039	0.084	-0.035	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	2.000	282.281	190.494	650.487	199.042	159.067	180.923	120.260	2.865	0.490	0.349	-0.086
3.000	4.000	3.000	235.226	181.835	637.341	174.914	137.778	141.115	112.253	8.375	1.706	0.263	-1.363	4.000	3.000	272.231	195.393	637.341	173.207	145.750	157.944	119.621	4.866	0.092	-0.000	-0.062	4.000	3.000	249.889	176.280	637.341	160.744	130.586	143.133	115.791	6.097	-0.249	-0.000	0.269	4.000	3.000	266.806	189.988	637.341	164.048	141.179	151.895	112.500	8.530	0.046	0.088	0.057	4.000	3.000	251.321	164.670	637.341	162.175	156.147	171.000	119.922	17.909	-0.130	0.000	0.090	80.000	3.000	323.647	209.354	654.318	251.181	176.281	201.118	135.671	2.142	2.142	0.000	0.000	89.000	3.000	261.655	188.267	645.440	188.036	145.966	158.947	121.386	2.961	0.095	0.403	0.266
4.000	5.000	4.000	258.677	198.518	641.502	176.146	133.067	139.526	110.523	8.814	0.439	0.260	-0.191	5.000	4.000	270.828	188.518	641.502	172.744	143.536	162.500	121.427	4.736	-0.130	-0.062	0.082	5.000	4.000	259.897	169.860	641.502	162.359	133.893	145.333	114.524	5.940	-0.157	-0.000	0.199	5.000	4.000	258.037	190.988	641.502	162.553	139.310	150.000	113.034	8.641	0.111	0.203	0.088	5.000	4.000	248.719	159.890	641.502	164.080	157.469	169.952	117.722	17.993	0.084	0.000	-0.110	81.000	4.000	309.735	223.479	659.877	236.312	166.867	195.750	131.643	2.751	0.609	0.469	-0.124	90.000	4.000	267.103	183.966	653.970	189.580	147.964	171.333	118.393	3.228	0.268	0.328	0.061
5.000	6.000	5.000	265.871	194.370	634.221	174.989	133.741	139.947	111.268	9.101	0.287	0.325	0.000	6.000	5.000	261.552	200.310	634.221	172.741	140.643	156.250	120.007	4.893	0.157	0.062	-0.082	6.000	5.000	265.704	191.488	634.221	164.046	135.414	151.923	114.621	6.005	0.065	0.055	-0.090	6.000	5.000	254.769	176.295	634.221	159.722	139.143	152.529	111.919	8.649	0.008	0.233	0.171	6.000	5.000	259.967	166.473	634.221	165.998	151.969	169.200	119.285	18.012	0.019	0.000	-0.035	82.000	5.000	323.182	220.466	655.989	225.589	160.351	185.600	136.933	2.832	0.081	0.014	-0.052	91.000	5.000	262.893	186.484	649.807	185.218	148.179	162.562	118.634	3.488	0.260	0.329	0.082
6.000	7.000	6.000	224.226	174.272	629.542	173.507	139.185	153.333	114.060	8.627	-0.474	0.064	0.586	7.000	6.000	272.000	188.476	629.542	179.280	141.679	158.125	119.479	4.847	-0.046	-0.000	0.062	7.000	6.000	261.258	175.510	629.542	163.892	132.667	149.154	115.781	5.921	-0.084	-0.000	0.109	7.000	6.000	247.846	169.693	629.542	158.514	142.500	149.875	115.497	8.465	-0.184	0.027	0.203	7.000	6.000	249.567	164.614	629.542	165.362	159.457	175.941	118.866	17.912	-0.100	-0.020	0.000	83.000	6.000	298.531	223.561	652.558	221.876	165.300	182.167	159.598	2.629	-0.203	-0.288	0.044	92.000	6.000	264.032	189.700	652.874	181.540	140.643	154.812	116.257	3.959	0.471	0.288	-0.123
7.000	8.000	7.000	234.032	176.777	631.146	173.140	133.077	141.188	112.793	8.902	0.276	0.195	5.078E-4	8.000	7.000	305.893	204.500	631.146	191.247	143.556	162.875	119.860	4.912	0.065	-0.000	-0.124	8.000	7.000	262.103	189.330	631.146	170.976	137.393	155.154	118.329	5.718	-0.203	-0.180	-0.000	8.000	7.000	248.130	157.547	631.146	157.807	139.667	158.000	115.980	7.976	-0.490	0.000	0.405	8.000	7.000	264.276	169.307	631.146	166.701	157.088	174.944	118.903	17.839	-0.073	0.000	0.069	84.000	7.000	201.893	220.061	649.404	184.857	184.273	199.333	219.660	0.494	-2.135	-0.987	0.658	93.000	7.000	264.645	189.264	650.013	180.370	148.786	161.550	116.911	4.246	0.287	0.206	-0.022
8.000	9.000	8.000	273.931	206.747	627.408	176.951	140.654	150.923	113.460	9.442	0.539	0.130	-0.456	9.000	8.000	249.741	175.863	627.408	177.587	140.321	150.667	122.603	4.319	-0.593	-0.000	0.572	9.000	8.000	266.793	185.223	627.408	171.729	135.893	150.071	116.607	5.634	-0.084	-0.000	0.071	9.000	8.000	290.600	164.225	627.408	168.361	155.500	165.591	112.660	8.178	0.203	0.145	0.057	9.000	8.000	253.033	169.063	627.408	165.163	158.472	169.957	119.449	17.885	0.046	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	8.000	281.062	187.773	652.748	182.531	149.276	162.059	114.027	4.728	0.482	0.411	-0.061
9.000	10.000	9.000	292.000	214.346	631.092	178.369	134.115	141.812	114.947	9.694	0.252	0.130	-0.131	10.000	9.000	257.462	176.429	631.092	172.710	139.906	162.300	120.248	4.319	0.000	0.061	0.083	10.000	9.000	271.970	193.417	631.092	173.229	130.321	141.611	117.671	5.726	0.092	-0.000	-0.054	10.000	9.000	298.806	195.656	631.092	175.778	143.893	158.389	116.357	8.400	0.222	0.115	-0.057	10.000	9.000	260.000	170.881	631.092	164.965	151.774	165.235	117.816	18.126	0.241	0.132	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	9.000	285.621	191.988	658.115	183.385	150.871	169.647	115.073	5.015	0.287	0.349	0.021
10.000	11.000	10.000	306.500	230.830	634.217	178.796	136.654	145.235	112.973	9.862	0.168	0.130	-0.069	11.000	10.000	252.333	196.202	634.217	180.005	149.100	173.812	120.538	4.384	0.065	-0.061	-0.107	11.000	10.000	280.882	190.554	634.217	177.062	132.185	149.429	116.116	5.707	-0.019	-0.000	0.016	11.000	10.000	294.414	190.567	634.217	182.906	156.464	178.692	113.245	8.549	0.149	0.174	0.030	11.000	10.000	257.214	169.977	634.217	165.238	140.926	144.905	114.306	18.359	0.233	0.223	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	10.000	296.600	204.482	657.357	185.155	156.719	171.000	115.513	5.459	0.444	0.267	-0.062
11.000	12.000	11.000	312.219	222.780	638.314	179.775	136.000	144.357	115.707	10.023	0.162	0.000	0.065	12.000	11.000	257.808	189.739	638.314	185.024	156.625	176.550	123.620	4.476	0.092	-0.000	-0.061	12.000	11.000	276.059	199.835	638.314	178.608	138.179	149.714	118.156	5.596	-0.111	-0.144	-0.038	12.000	11.000	295.667	189.905	638.314	182.961	140.880	151.588	117.028	9.028	0.479	0.233	-0.175	12.000	11.000	245.483	164.817	638.314	163.562	142.000	155.417	111.087	18.657	0.298	0.323	0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	11.000	297.759	197.106	650.253	184.868	150.536	157.480	117.650	5.654	0.195	0.205	-0.043
12.000	13.000	12.000	325.500	229.965	631.228	182.315	137.583	143.143	114.823	10.053	0.030	0.065	-0.129	13.000	12.000	255.241	188.297	631.228	191.009	163.875	182.762	124.260	4.457	-0.019	-0.000	0.061	13.000	12.000	272.567	189.077	631.228	176.599	140.000	161.444	117.221	5.328	-0.268	-0.000	0.181	13.000	12.000	303.600	194.891	631.228	187.963	137.893	154.200	110.973	9.518	0.490	0.321	-0.203	13.000	12.000	240.867	172.196	631.228	163.175	157.656	172.722	124.947	18.270	-0.387	-0.379	-0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	12.000	281.233	196.267	657.776	182.226	146.323	166.833	113.444	6.052	0.398	0.411	0.081
13.000	14.000	13.000	229.074	160.305	628.981	157.958	134.640	144.600	114.405	8.053	-2.001	0.130	1.998	14.000	13.000	272.310	217.621	628.981	195.768	143.484	167.417	126.259	4.798	0.341	0.060	-0.254	14.000	13.000	240.485	183.546	628.981	160.038	138.433	154.471	116.775	5.087	-0.241	-0.000	0.441	14.000	13.000	318.676	205.116	628.981	190.711	141.786	156.909	112.041	10.211	0.693	0.261	-0.291	14.000	13.000	247.034	169.209	628.981	164.769	158.412	176.846	120.183	18.197	-0.073	-0.056	-0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	13.000	297.867	202.235	655.285	180.345	144.148	164.778	112.490	6.561	0.509	0.392	-0.081
14.000	15.000	14.000	295.806	223.659	639.522	177.648	132.321	139.312	114.303	10.267	2.215	0.065	-2.020	15.000	14.000	267.276	206.554	639.522	196.525	147.367	178.111	124.035	4.844	0.046	0.026	-0.026	15.000	14.000	264.194	181.010	639.522	164.504	136.690	148.765	118.189	5.493	0.406	-0.000	-0.416	15.000	14.000	307.485	199.773	639.522	186.882	140.679	149.190	113.649	10.406	0.195	0.261	0.087	15.000	14.000	224.933	162.606	639.522	164.068	159.129	176.000	120.593	17.994	-0.203	0.000	0.178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	14.000	300.107	202.095	655.923	175.940	149.393	175.875	113.660	6.802	0.241	0.268	-0.000
15.000	16.000	15.000	232.931	158.103	628.687	156.239	133.720	146.500	113.723	8.351	-1.917	0.130	1.871	16.000	15.000	257.207	177.373	628.687	186.718	149.393	165.688	122.832	4.438	-0.406	0.121	0.459	16.000	15.000	228.636	181.521	628.687	153.392	133.074	146.353	116.561	5.160	-0.333	0.091	0.091	16.000	15.000	328.733	209.086	628.687	191.543	139.000	154.929	112.068	10.830	0.425	0.145	-0.291	16.000	15.000	238.556	167.639	628.687	162.868	151.909	164.682	122.923	17.857	-0.138	-0.055	-0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	15.000	280.645	196.191	653.221	177.757	143.821	156.933	114.680	7.115	0.314	0.287	-0.000
16.000	17.000	16.000	227.069	159.830	632.952	153.391	128.115	139.250	112.453	8.516	0.165	0.130	0.000	17.000	16.000	252.962	183.358	632.952	182.950	142.893	151.409	123.246	4.419	-0.019	-0.000	-0.085	17.000	16.000	230.536	177.511	632.952	156.611	135.643	154.267	115.103	5.401	0.241	-0.039	-0.143	17.000	16.000	348.353	209.316	632.952	194.019	147.071	157.111	113.623	11.190	0.360	0.145	-0.145	17.000	16.000	228.500	162.864	632.952	163.278	151.281	164.950	121.270	17.780	-0.076	-0.055	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	16.000	280.692	193.229	649.313	181.024	154.097	162.818	115.851	7.199	0.084	0.143	0.019
17.000	18.000	17.000	228.034	159.150	635.962	151.364	133.391	138.167	112.469	8.519	0.003	0.130	0.000	18.000	17.000	301.933	227.704	635.962	201.268	145.750	155.300	121.712	5.590	1.171	0.086	-0.898	18.000	17.000	238.250	178.432	635.962	155.572	142.367	154.846	115.092	5.401	0.000	0.039	-0.000	18.000	17.000	331.258	207.867	635.962	189.820	145.222	163.143	113.517	11.339	0.149	0.204	0.029	18.000	17.000	227.806	162.560	635.962	163.427	160.676	176.571	122.418	17.742	-0.038	-0.145	-0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	17.000	270.370	201.190	649.870	175.821	147.000	164.200	119.434	7.348	0.149	0.045	-0.063
18.000	19.000	18.000	255.387	175.273	639.347	156.365	132.000	138.571	115.578	9.185	0.666	-0.065	-0.650	19.000	18.000	270.152	198.836	639.347	188.649	142.714	155.571	122.126	5.157	-0.433	0.060	0.545	19.000	18.000	244.571	177.523	639.347	156.533	140.267	158.667	116.684	5.401	0.000	0.039	0.039	19.000	18.000	339.065	207.091	639.347	191.450	148.042	153.474	114.064	11.542	0.203	0.204	0.000	19.000	18.000	218.733	158.923	639.347	165.028	156.097	174.176	122.364	17.650	-0.092	0.000	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	18.000	255.621	187.541	649.744	174.671	146.741	158.667	123.849	7.211	-0.138	-0.143	-0.000
19.000	20.000	19.000	276.438	180.114	649.635	160.992	138.692	150.364	117.073	9.234	0.049	-0.195	-0.260	20.000	19.000	259.250	192.051	649.635	189.617	140.714	148.810	123.694	5.104	-0.054	-0.000	-0.121	20.000	19.000	250.071	185.238	649.635	163.217	146.517	176.273	118.447	5.363	-0.038	-0.039	-0.039	20.000	19.000	349.242	230.474	649.635	194.764	143.321	160.385	112.154	12.235	0.693	0.291	-0.291	20.000	19.000	217.438	156.462	649.635	164.995	159.941	173.091	122.224	17.585	-0.065	-0.055	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	19.000	247.867	184.854	647.762	178.689	145.500	166.400	120.800	7.088	-0.122	-0.063	0.063
20.000	21.000	20.000	271.333	189.547	650.589	157.934	135.462	141.895	117.939	9.334	0.100	-0.063	-0.128	21.000	20.000	267.148	216.832	650.589	187.505	139.500	152.462	127.336	5.372	0.268	-0.205	-0.375	21.000	20.000	239.292	203.897	650.589	169.172	142.897	201.750	118.606	5.474	0.111	-0.000	-0.143	21.000	20.000	321.233	201.720	650.589	189.082	141.607	153.867	115.732	11.951	-0.284	0.149	0.377	21.000	20.000	217.387	151.474	650.589	163.846	155.964	168.350	121.685	17.559	-0.027	0.055	0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	20.000	260.517	190.429	650.252	180.384	150.000	166.312	123.462	6.958	-0.130	-0.143	-0.099
21.000	22.000	21.000	268.966	197.206	651.319	159.206	136.625	140.182	117.958	9.380	0.046	0.000	-0.065	22.000	21.000	261.296	200.234	651.319	189.924	140.200	151.526	119.480	5.593	0.222	0.145	-0.060	22.000	21.000	276.964	200.531	651.319	172.107	152.300	177.294	121.257	5.723	0.249	-0.051	-0.222	22.000	21.000	279.033	177.880	651.319	180.301	138.586	157.625	115.116	11.848	-0.103	0.260	0.349	22.000	21.000	222.654	157.849	651.319	166.003	164.867	183.375	121.932	17.494	-0.065	-0.055	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	21.000	250.038	182.829	651.112	181.863	147.600	160.500	122.662	6.840	-0.119	-0.062	0.081
22.000	23.000	22.000	305.903	201.879	657.123	165.652	138.458	145.722	117.842	9.770	0.390	0.129	-0.259	23.000	22.000	270.655	207.071	657.123	189.128	139.179	156.214	117.618	6.045	0.452	0.230	-0.205	23.000	22.000	275.250	194.084	657.123	175.304	148.179	172.769	118.234	5.861	0.138	0.103	-0.040	23.000	22.000	265.394	176.667	657.123	181.943	134.296	143.474	111.669	12.081	0.233	0.208	0.000	23.000	22.000	224.655	156.792	657.123	165.485	160.600	184.643	122.500	17.520	0.027	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	22.000	250.538	189.388	647.881	179.396	148.036	161.778	120.392	6.847	0.008	-0.000	-0.019
23.000	24.000	23.000	325.419	230.059	661.226	167.871	141.308	151.071	115.444	10.022	0.252	0.065	-0.195	24.000	23.000	271.148	197.211	661.226	188.759	142.793	158.062	117.342	6.156	0.111	0.205	0.085	24.000	23.000	276.926	196.046	661.226	179.738	150.964	192.700	119.426	5.853	-0.008	0.038	0.063	24.000	23.000	275.032	174.247	661.226	181.281	140.179	152.071	113.544	12.295	0.214	0.145	-0.059	24.000	23.000	220.448	157.626	661.226	164.571	158.107	176.714	122.281	17.501	-0.019	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	23.000	251.846	186.779	651.632	179.974	147.786	162.526	120.692	6.855	0.008	-0.062	-0.082
24.000	25.000	24.000	310.679	235.463	661.182	168.281	140.429	150.000	118.215	10.022	0.000	-0.065	-0.065	25.000	24.000	294.786	205.000	661.182	187.027	133.357	155.500	115.757	6.527	0.371	0.266	-0.121	25.000	24.000	241.208	183.795	661.182	178.096	149.143	174.615	124.632	5.642	-0.211	-0.037	0.128	25.000	24.000	263.536	182.733	661.182	183.636	138.815	150.765	113.103	12.479	0.184	0.231	0.027	25.000	24.000	227.839	157.745	661.182	163.956	154.393	165.938	123.412	17.631	0.130	-0.055	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	24.000	250.240	188.062	648.957	181.023	154.194	178.231	120.627	6.744	-0.111	-0.062	0.062
25.000	26.000	25.000	312.885	234.506	666.672	169.613	141.214	153.400	116.291	10.225	0.203	0.065	-0.065	26.000	25.000	300.962	209.914	666.672	188.612	143.500	155.938	114.944	6.749	0.222	0.205	0.023	26.000	25.000	282.839	195.337	666.672	179.070	142.793	166.818	121.582	5.937	0.295	-0.053	-0.234	26.000	25.000	252.767	183.333	666.672	185.705	144.929	153.048	113.243	12.709	0.230	0.145	-0.086	26.000	25.000	215.667	156.120	666.672	163.362	142.269	151.571	120.020	17.585	-0.046	0.055	0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	25.000	255.875	188.200	643.226	181.779	151.793	168.294	120.688	6.698	-0.046	-0.062	-0.000
26.000	27.000	26.000	328.897	233.682	663.424	172.503	145.577	157.077	118.644	10.401	0.176	3.980E-18	-0.195	27.000	26.000	287.308	213.461	663.424	187.151	140.792	154.083	116.561	6.990	0.241	0.244	-0.000	27.000	26.000	258.692	181.455	663.424	180.836	143.379	169.500	120.611	5.642	-0.295	-0.000	0.234	27.000	26.000	254.586	179.196	663.424	183.552	139.231	158.125	114.375	12.766	0.057	0.177	0.204	27.000	26.000	222.235	156.310	663.424	161.754	137.536	146.471	113.737	18.048	0.463	0.166	-0.179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	26.000	256.462	192.810	647.598	182.691	154.033	165.696	122.592	6.672	-0.027	-0.082	-0.062
27.000	28.000	27.000	326.500	231.712	662.412	175.972	135.586	144.765	121.543	10.317	-0.084	-0.130	0.000	28.000	27.000	292.500	214.387	662.412	186.402	140.900	152.235	114.698	7.415	0.425	0.289	-0.023	28.000	27.000	282.800	183.074	662.412	177.907	141.286	157.938	120.617	5.650	0.008	-0.052	-0.038	28.000	27.000	258.273	184.770	662.412	188.782	140.667	164.222	112.319	13.161	0.395	0.232	-0.086	28.000	27.000	221.516	153.299	662.412	163.091	142.600	154.867	116.299	18.037	-0.011	0.000	0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	27.000	268.828	188.333	647.431	189.635	160.321	175.684	124.762	6.652	-0.019	-0.081	-0.062
28.000	29.000	28.000	352.963	238.896	664.229	177.636	136.643	145.500	121.434	10.137	-0.179	-0.325	-0.065	29.000	28.000	291.516	215.234	664.229	186.830	143.714	166.833	114.556	7.664	0.249	0.145	-0.084	29.000	28.000	282.500	186.787	664.229	175.689	142.185	161.600	121.986	5.742	0.092	-0.091	-0.079	29.000	28.000	280.909	193.247	664.229	197.915	140.968	152.474	111.293	13.597	0.436	0.204	-0.086	29.000	28.000	218.185	154.789	664.229	164.534	142.633	149.150	116.151	17.926	-0.111	0.000	0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	28.000	286.538	196.430	651.367	191.895	158.167	186.545	125.986	6.580	-0.073	-0.124	-0.062
29.000	30.000	29.000	315.115	222.000	661.978	181.554	137.379	151.500	120.119	9.651	-0.487	-0.195	0.130	30.000	29.000	294.704	221.663	661.978	190.453	143.500	152.053	116.683	7.886	0.222	0.205	-0.061	30.000	29.000	264.720	202.935	661.978	180.216	145.633	180.667	118.151	5.593	-0.149	-0.000	-0.040	30.000	29.000	313.129	203.968	661.978	202.318	148.806	167.200	110.000	13.964	0.368	0.350	-0.145	30.000	29.000	219.593	153.111	661.978	165.885	141.700	153.789	116.612	17.953	0.027	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	29.000	265.862	188.382	651.999	189.433	160.452	177.476	127.793	6.392	-0.187	-0.104	0.082
30.000	31.000	30.000	255.138	191.218	662.793	180.792	142.900	151.909	120.800	9.063	-0.588	-0.261	0.388	31.000	30.000	268.038	207.883	662.793	185.448	150.000	167.062	116.279	7.958	0.073	0.145	0.096	31.000	30.000	262.593	194.312	662.793	180.690	149.867	174.000	131.137	5.436	-0.157	-0.325	-0.183	31.000	30.000	311.067	206.936	662.793	200.019	152.400	171.562	110.662	14.278	0.314	0.318	0.000	31.000	30.000	222.593	153.379	662.793	165.024	137.241	150.231	115.026	17.991	0.038	0.055	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	30.000	280.690	184.929	649.142	194.531	162.214	185.643	134.162	6.033	-0.360	-0.225	0.124
31.000	32.000	31.000	256.345	203.571	667.077	180.952	142.233	155.714	125.928	8.933	-0.130	-0.195	-0.065	32.000	31.000	298.074	216.207	667.077	189.815	146.033	155.955	119.014	8.226	0.268	0.060	-0.145	32.000	31.000	265.276	193.552	667.077	176.976	142.724	158.667	120.466	5.612	0.176	-0.000	-0.091	32.000	31.000	323.677	210.532	667.077	197.482	146.933	166.786	112.250	14.795	0.517	0.350	-0.118	32.000	31.000	213.923	159.839	667.077	164.382	137.552	144.556	112.232	18.175	0.184	0.111	-0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	31.000	275.281	193.815	649.040	193.325	155.429	164.423	133.631	5.800	-0.233	-0.245	0.017
32.000	33.000	32.000	222.903	159.043	658.676	171.549	145.607	153.143	118.324	7.579	-1.354	0.000	1.298	33.000	32.000	301.815	206.368	658.676	190.208	141.393	152.238	118.186	8.310	0.084	0.169	0.085	33.000	32.000	254.088	280.536	658.676	178.840	145.484	184.444	120.520	6.243	0.631	-0.090	-0.572	33.000	32.000	306.833	209.409	658.676	197.448	148.552	160.632	114.708	15.028	0.233	0.259	0.086	33.000	32.000	223.667	158.527	658.676	163.788	135.200	144.000	110.896	18.573	0.398	0.189	-0.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	32.000	268.793	185.867	647.186	191.637	156.138	184.444	128.236	5.486	-0.314	-0.144	0.165
33.000	34.000	33.000	267.138	205.041	659.663	184.481	141.786	158.500	119.322	8.741	1.162	0.000	-1.169	34.000	33.000	288.786	202.625	659.663	189.449	139.100	152.000	117.987	8.394	0.084	0.099	0.045	34.000	33.000	220.800	200.299	659.663	181.261	158.333	181.600	141.837	4.956	-1.287	-1.026	0.314	34.000	33.000	309.793	204.427	659.663	197.052	145.250	165.833	111.571	15.269	0.241	0.291	0.086	34.000	33.000	218.312	160.256	659.663	164.791	138.038	166.600	112.737	18.995	0.422	0.056	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	33.000	282.571	192.099	645.446	195.184	158.500	186.833	125.166	5.440	-0.046	-0.082	-0.082
34.000	35.000	34.000	236.212	167.640	659.633	171.717	142.333	150.421	119.507	7.877	-0.864	0.000	0.974	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	34.000	306.484	186.368	659.633	193.688	147.481	160.222	111.106	15.266	-0.003	0.377	0.349	35.000	34.000	215.000	155.381	659.633	165.785	138.154	147.214	117.782	18.719	-0.276	-0.111	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	34.000	281.207	184.602	643.196	198.583	160.000	182.412	124.769	5.394	-0.046	-0.000	0.020
