 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)
57	56.000	57.000	23.010	20.150	27.495	6.890	15.038	13.998	12.749	191.722	0.055	-0.021	-0.164	57.000	24.765	23.465	29.965	18.330	14.263	7.308	7.146	101.915	0.085	0.138	0.046	57.000	16.380	28.860	15.795	28.470	4.292	0.703	-0.289	-1.242	-0.014	-0.054	-0.144	57.000	18.460	33.280	24.700	41.340	6.109	10.193	8.673	52.982	-0.125	-0.040	NaN	98.000	26.260	24.895	31.980	23.985	13.580	5.792	5.751	78.103	0.273	0.064	-0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
58	57.000	58.000	23.140	19.890	27.560	6.760	14.333	13.854	12.830	183.897	0.081	0.144	0.288	58.000	24.830	23.465	29.965	18.265	13.233	7.308	7.149	94.598	0.003	0.046	0.046	58.000	16.315	28.925	15.665	28.470	3.121	0.793	-0.263	-0.820	0.027	0.107	0.016	58.000	18.525	33.280	24.700	41.210	5.380	10.051	9.183	49.403	0.510	-0.103	0.040	99.000	26.195	24.895	31.915	24.050	13.563	5.782	5.737	77.808	-0.014	-0.074	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
59	58.000	59.000	23.205	19.695	27.495	6.890	14.566	13.505	12.509	182.207	-0.321	-0.144	0.206	59.000	24.765	23.595	30.030	18.265	13.161	7.492	7.316	96.288	0.167	0.046	-0.138	59.000	16.380	28.925	15.730	28.470	3.227	0.793	-0.280	-0.904	-0.018	-0.053	-0.053	59.000	18.460	33.150	24.635	41.210	5.320	10.154	9.152	48.685	-0.031	-0.040	-0.143	100.000	26.065	24.960	32.110	24.050	13.483	6.113	6.070	81.838	0.333	0.193	-0.138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
60	59.000	60.000	23.140	19.695	27.560	6.890	14.566	13.546	12.594	183.441	0.085	0.021	-0.021	60.000	24.700	23.595	30.225	18.200	13.161	7.722	7.569	99.626	0.254	0.185	-0.047	60.000	16.315	28.925	15.795	28.405	3.227	0.735	-0.136	-0.439	0.144	1.087E-15	0.046	60.000	18.525	33.280	24.700	41.210	5.495	10.051	9.137	50.206	-0.015	0.040	0.143	101.000	26.065	24.960	32.240	23.985	13.483	6.251	6.212	83.761	0.143	0.139	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
61	60.000	61.000	23.140	19.565	27.495	7.020	14.764	13.279	12.409	183.213	-0.185	-0.144	0.123	61.000	24.700	23.790	30.290	18.200	13.126	7.905	7.723	101.375	0.154	0.046	-0.138	61.000	16.250	28.860	15.730	28.470	3.289	0.650	-0.172	-0.566	-0.036	0.013	0.091	61.000	18.525	33.280	24.635	41.275	5.436	10.062	9.017	49.014	-0.120	0.012	NaN	102.000	26.065	24.960	32.435	23.985	13.455	6.444	6.392	86.008	0.180	0.193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
62	61.000	62.000	23.075	19.630	27.495	6.955	14.651	13.424	12.462	182.579	0.053	0.061	-0.083	62.000	24.700	23.660	30.420	18.135	13.256	7.953	7.778	103.107	0.055	0.139	0.090	62.000	16.250	28.925	15.730	28.405	3.300	0.735	-0.164	-0.541	0.008	0.046	-0.046	62.000	18.525	33.215	24.700	41.210	5.668	10.102	9.099	51.575	0.082	-0.012	-0.051	103.000	26.260	24.895	32.500	23.985	13.598	6.306	6.248	84.956	-0.145	0.064	0.202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
63	62.000	63.000	23.205	19.370	27.560	6.955	14.982	13.157	12.260	183.682	-0.202	0.022	0.288	63.000	24.765	23.335	30.485	18.005	13.521	7.818	7.706	104.189	-0.072	0.136	0.269	63.000	16.315	28.860	15.795	28.470	3.425	0.650	-0.220	-0.752	-0.056	-0.091	-0.013	63.000	18.720	33.670	24.700	41.275	6.023	9.675	8.921	53.729	-0.178	0.051	0.478	104.000	26.260	24.895	32.500	23.985	13.598	6.306	6.248	84.956	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
64	63.000	64.000	23.205	19.370	27.495	7.020	15.018	13.074	12.123	182.064	-0.137	-0.083	NaN	64.000	24.700	23.400	30.550	17.875	13.505	8.047	7.906	106.766	0.200	0.137	-0.092	64.000	16.250	28.925	15.730	28.535	3.411	0.650	-0.245	-0.837	-0.026	0.013	0.013	64.000	18.590	33.410	24.700	41.275	5.931	9.959	9.045	53.641	0.124	NaN	-0.285	105.000	26.325	24.895	32.695	23.920	13.716	6.444	6.380	87.504	0.132	0.203	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
65	64.000	65.000	23.465	18.850	27.560	6.890	15.581	12.642	11.746	183.010	-0.378	0.144	0.576	65.000	24.635	23.465	30.680	17.810	13.415	8.278	8.138	109.170	0.232	0.139	-0.092	65.000	16.250	28.925	15.730	28.470	3.411	0.691	-0.212	-0.722	0.033	0.043	NaN	65.000	18.590	33.280	24.700	41.275	5.872	10.062	9.018	52.956	-0.026	NaN	-0.103	106.000	26.390	24.960	32.695	23.920	13.679	6.390	6.344	86.773	-0.036	NaN	0.054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
66	65.000	66.000	23.400	18.915	27.495	6.890	15.489	12.703	11.797	182.731	0.051	-0.021	-0.082	66.000	24.635	23.400	30.810	17.745	13.450	8.373	8.253	111.008	0.115	0.140	0.044	66.000	16.380	29.055	15.795	28.470	3.460	0.827	-0.242	-0.837	-0.030	-0.046	-0.184	66.000	18.655	33.345	24.635	41.275	5.959	9.932	8.895	53.007	-0.123	-0.039	0.091	107.000	26.390	24.895	32.695	23.920	13.773	6.380	6.305	86.841	-0.039	NaN	0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
67	66.000	67.000	23.530	18.590	27.495	6.825	15.758	12.415	11.482	180.923	-0.316	0.062	0.349	67.000	24.765	23.205	30.940	17.550	13.670	8.373	8.238	112.613	-0.015	0.228	0.228	67.000	16.380	29.055	15.795	28.470	3.491	0.827	-0.294	-1.027	-0.052	NaN	NaN	67.000	18.655	33.345	24.765	41.340	6.164	10.062	9.122	56.226	0.227	0.131	NaN	108.000	26.585	24.830	32.695	23.920	13.897	6.177	6.102	84.804	-0.203	NaN	0.202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68	67.000	68.000	23.530	18.525	27.495	6.955	15.849	12.231	11.333	179.613	-0.149	-0.123	0.061	68.000	24.635	23.335	31.070	17.485	13.546	8.697	8.553	115.862	0.315	0.140	-0.184	68.000	16.250	28.860	15.795	28.535	3.518	0.559	-0.253	-0.891	0.041	-0.038	0.219	68.000	18.655	33.280	24.700	41.340	6.192	10.075	9.032	55.926	-0.090	-0.039	-0.052	109.000	26.780	24.830	32.695	23.920	13.959	5.985	5.917	82.603	-0.185	NaN	0.193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
69	68.000	69.000	23.530	18.395	27.495	6.955	15.898	12.108	11.247	178.802	-0.086	NaN	0.123	69.000	24.700	23.205	31.330	17.225	13.635	8.928	8.790	119.855	0.237	0.367	0.135	69.000	16.380	28.990	15.795	28.470	3.551	0.783	-0.326	-1.158	-0.073	0.043	-0.184	69.000	18.720	33.475	24.700	41.210	6.370	9.777	8.957	57.059	-0.075	-0.103	0.194	110.000	27.105	24.830	32.630	23.920	14.184	5.599	5.541	78.602	-0.376	-0.064	0.321	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
70	69.000	70.000	23.530	18.200	27.495	6.890	15.948	11.985	11.160	177.974	-0.087	0.061	0.184	70.000	24.765	23.140	31.460	17.095	13.656	9.020	8.869	121.118	0.079	0.184	0.092	70.000	16.445	29.055	15.795	28.535	3.538	0.832	-0.428	-1.513	-0.102	-0.041	-0.091	70.000	18.785	33.605	24.635	41.210	6.555	9.595	8.893	58.292	-0.064	-0.040	0.143	111.000	27.170	24.765	32.760	23.855	14.224	5.664	5.596	79.599	0.055	0.139	0.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
71	70.000	71.000	23.530	18.135	27.495	6.890	16.039	11.924	11.109	178.177	-0.051	NaN	0.061	71.000	24.960	23.075	31.655	16.900	13.912	9.108	8.927	124.190	0.058	0.276	0.187	71.000	16.315	28.990	15.730	28.405	3.500	0.827	-0.326	-1.141	0.102	0.138	0.138	71.000	18.785	33.670	24.570	41.145	6.644	9.452	8.783	58.356	-0.110	-0.091	0.051	112.000	27.430	24.765	32.760	23.855	14.348	5.407	5.351	76.777	-0.245	NaN	0.256	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
72	71.000	72.000	23.530	18.200	27.560	6.955	15.990	11.945	11.140	178.126	0.031	-0.039	-0.061	72.000	25.025	22.945	31.850	16.510	14.035	9.380	9.183	128.892	0.257	0.409	0.136	72.000	16.380	29.055	15.730	28.405	3.538	0.919	-0.382	-1.352	-0.056	NaN	-0.092	72.000	18.720	33.085	24.570	41.145	6.308	9.959	8.816	55.609	0.032	NaN	-0.512	113.000	27.560	24.765	32.630	23.920	14.410	5.140	5.085	73.270	-0.266	-0.139	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
73	72.000	73.000	23.465	18.395	27.495	6.955	15.898	12.129	11.289	179.478	0.149	-0.022	-0.206	73.000	25.025	22.945	32.110	16.250	14.104	9.748	9.556	134.782	0.373	0.368	NaN	73.000	16.250	28.860	15.730	28.470	3.547	0.650	-0.295	-1.048	0.087	-0.039	0.221	73.000	18.785	33.345	24.635	41.210	6.424	9.802	8.789	56.467	-0.026	0.091	0.247	114.000	27.625	24.765	32.565	23.920	14.512	5.012	4.956	71.918	-0.129	-0.064	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
74	73.000	74.000	23.400	18.590	27.495	6.955	15.715	12.335	11.483	180.454	0.194	NaN	-0.206	74.000	24.960	23.010	32.305	15.860	13.994	10.250	10.029	140.338	0.472	0.412	-0.092	74.000	16.380	28.990	15.665	28.470	3.577	0.884	-0.432	-1.546	-0.137	0.053	-0.182	74.000	18.785	33.475	24.505	41.080	6.397	9.516	8.611	55.086	-0.178	-0.182	0.104	115.000	27.690	24.700	32.435	23.920	14.595	4.809	4.737	69.138	-0.219	-0.128	0.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
75	74.000	75.000	23.595	18.200	27.365	7.540	15.990	11.307	10.527	168.332	-0.956	-0.595	0.433	75.000	24.960	23.010	32.500	15.600	13.891	10.572	10.305	143.143	0.276	0.321	NaN	75.000	16.250	28.860	15.730	28.405	3.432	0.691	-0.283	-0.972	0.149	-0.006	0.183	75.000	18.785	33.280	24.505	41.080	6.397	9.673	8.703	55.669	0.091	NaN	-0.157	116.000	27.885	24.700	32.370	23.985	14.676	4.542	4.479	65.733	-0.258	-0.074	0.193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
76	75.000	76.000	23.855	17.550	27.495	8.255	16.406	9.982	9.413	154.436	-1.114	-0.618	0.700	76.000	24.895	23.075	32.110	16.250	13.634	9.932	9.675	131.909	-0.630	-0.730	-0.092	76.000	16.250	28.925	15.665	28.405	3.289	0.783	-0.391	-1.284	-0.107	0.049	-0.043	76.000	18.785	33.345	24.570	41.145	6.588	9.711	8.967	59.078	0.265	0.091	0.052	117.000	27.690	24.700	32.305	23.985	14.574	4.670	4.596	66.987	0.117	-0.064	-0.193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77	76.000	77.000	25.025	14.690	27.560	8.385	18.253	6.796	6.434	117.447	-2.979	-0.096	3.090	77.000	24.895	23.075	32.695	15.015	12.970	11.216	10.468	135.775	0.793	1.294	NaN	77.000	16.315	29.055	15.730	28.405	3.227	0.874	-0.682	-2.201	-0.292	-0.043	-0.140	77.000	18.785	33.345	24.505	41.080	7.424	9.620	9.369	69.552	0.401	-0.091	NaN	118.000	27.820	24.700	32.435	23.985	14.789	4.670	4.572	67.613	-0.025	0.128	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
78	77.000	78.000	23.335	19.045	27.495	8.450	15.525	11.382	10.719	166.414	4.285	-0.084	-4.671	78.000	24.960	23.140	32.825	14.755	14.064	11.496	11.150	156.811	0.682	0.279	-0.003	78.000	16.250	28.925	15.730	28.405	3.612	0.735	-0.187	-0.676	0.495	NaN	0.138	78.000	18.785	33.280	24.505	41.080	6.197	9.673	8.410	52.120	-0.958	NaN	-0.052	119.000	27.755	24.700	32.370	23.920	14.700	4.680	4.609	67.748	0.037	-0.053	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
79	78.000	79.000	23.270	19.305	27.495	8.450	15.342	11.648	10.961	168.159	0.242	NaN	-0.266	79.000	24.960	23.205	32.890	14.690	14.044	11.636	11.293	158.607	0.143	0.092	-0.048	79.000	16.250	28.990	15.730	28.405	3.590	0.783	-0.135	-0.486	0.052	NaN	-0.049	79.000	18.850	33.735	24.570	41.080	6.337	9.310	8.419	53.353	0.009	0.040	0.399	120.000	27.625	24.700	32.240	23.985	14.683	4.670	4.578	67.220	-0.031	-0.138	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
80	79.000	80.000	23.205	19.500	27.495	8.385	15.201	11.914	11.190	170.099	0.229	0.061	-0.205	80.000	24.830	23.335	32.955	14.560	13.900	11.959	11.602	161.268	0.309	0.140	-0.184	80.000	16.315	28.990	15.730	28.470	3.679	0.783	-0.220	-0.811	-0.085	-0.043	-0.049	80.000	18.850	33.670	24.505	41.080	6.279	9.321	8.314	52.208	-0.105	-0.039	-0.052	121.000	27.430	24.765	32.045	23.985	14.630	4.680	4.587	67.101	0.008	-0.192	-0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
81	80.000	81.000	23.270	19.305	27.495	8.190	15.123	11.891	11.198	169.346	0.008	0.182	0.205	81.000	24.700	23.400	33.085	14.235	13.467	12.422	12.044	162.202	0.442	0.328	-0.136	81.000	16.185	28.925	15.730	28.405	3.318	0.691	-0.079	-0.262	0.142	0.049	0.135	81.000	18.850	33.475	24.505	41.080	6.017	9.477	8.438	50.776	0.124	NaN	-0.156	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
82	81.000	82.000	23.075	19.695	27.495	7.865	14.527	12.629	12.013	174.501	0.814	0.304	-0.434	82.000	24.700	23.530	33.215	13.975	13.057	12.799	12.469	162.815	0.425	0.281	-0.097	82.000	16.250	28.990	15.665	28.405	3.035	0.827	-0.025	-0.076	0.054	0.046	-0.092	82.000	18.785	33.605	24.505	41.080	5.380	9.412	8.567	46.091	0.129	NaN	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83	82.000	83.000	25.220	14.430	27.560	7.800	17.897	7.031	6.639	118.815	-5.374	0.083	5.679	83.000	24.635	23.530	33.410	13.845	11.663	13.069	12.020	140.186	-0.450	0.227	-0.044	83.000	16.185	28.860	15.665	28.340	2.193	0.735	-0.617	-1.352	-0.592	0.046	0.138	83.000	18.785	33.280	24.570	41.145	6.803	9.763	9.671	65.792	1.104	0.091	-0.262	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84	83.000	84.000	23.140	19.630	27.625	7.540	14.567	12.895	12.242	178.337	5.604	0.266	-5.599	84.000	24.635	23.530	33.410	13.520	12.966	13.312	12.941	167.796	0.921	0.244	NaN	84.000	16.055	28.860	15.600	28.340	2.943	0.691	0.067	0.199	0.684	0.043	0.086	84.000	18.720	33.280	24.505	41.145	5.204	9.763	8.641	44.967	-1.030	-0.039	-0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
85	84.000	85.000	23.075	19.825	27.560	7.540	14.516	13.078	12.383	179.757	0.141	-0.022	-0.205	85.000	24.635	23.595	33.540	13.065	13.057	13.791	13.351	174.324	0.410	0.431	-0.050	85.000	16.055	28.795	15.730	28.470	3.131	0.460	0.027	0.085	-0.040	-0.184	0.046	85.000	18.720	33.475	24.635	41.145	5.291	9.686	8.697	46.014	0.056	0.079	0.154	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
86	85.000	86.000	23.140	19.695	27.625	7.475	14.557	13.017	12.318	179.313	-0.065	0.083	0.144	86.000	24.570	23.595	33.670	12.740	12.929	14.165	13.678	176.850	0.328	0.333	-0.042	86.000	16.120	28.795	15.665	28.340	3.080	0.643	0.010	0.030	-0.017	0.138	-0.046	86.000	18.720	33.150	24.505	41.080	5.207	9.816	8.538	44.460	-0.159	-0.129	-0.263	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
87	86.000	87.000	23.075	19.825	27.625	7.280	14.557	13.345	12.611	183.585	0.293	0.183	-0.144	87.000	24.570	23.595	33.670	12.610	13.057	14.265	13.773	179.833	0.094	0.100	NaN	87.000	16.185	28.860	15.730	28.470	3.217	0.599	-0.046	-0.148	-0.056	-0.134	-0.092	87.000	18.720	33.215	24.505	41.080	5.240	9.763	8.432	44.185	-0.106	NaN	0.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
88	87.000	88.000	23.075	20.280	27.625	7.150	14.356	13.896	13.011	186.787	0.400	0.123	-0.430	88.000	24.635	23.530	33.800	12.350	13.261	14.456	13.988	185.499	0.215	0.283	0.091	88.000	16.120	28.795	15.730	28.470	3.363	0.508	-0.011	-0.038	0.035	NaN	0.092	88.000	18.785	33.670	24.440	41.015	5.408	9.270	8.277	44.755	-0.155	-0.091	0.400	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89	88.000	89.000	23.075	20.020	27.625	7.150	14.415	13.651	12.854	185.292	-0.157	NaN	0.245	89.000	25.090	22.945	33.735	12.415	13.845	13.624	13.219	183.014	-0.769	-0.091	0.741	89.000	16.055	28.795	15.730	28.405	3.180	0.508	0.082	0.262	0.094	0.050	0.042	89.000	18.655	33.345	24.375	40.950	5.148	9.516	8.369	43.082	0.092	-0.091	-0.338	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
90	89.000	90.000	25.350	14.300	27.560	7.280	18.234	7.360	6.815	124.274	-6.038	-0.144	6.139	90.000	24.765	23.270	33.800	12.415	12.158	14.123	12.739	154.872	-0.480	0.042	-0.458	90.000	15.925	28.665	15.665	28.405	2.234	0.368	-0.295	-0.659	-0.377	0.046	0.184	90.000	18.590	33.215	24.505	41.015	6.894	9.789	9.698	66.861	1.329	0.130	-0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91	90.000	91.000	23.010	20.475	27.625	7.410	14.432	13.856	12.938	186.715	6.122	-0.101	-6.602	91.000	25.155	22.880	33.800	12.220	14.352	13.725	13.303	190.924	0.564	0.151	0.549	91.000	15.990	28.730	15.665	28.405	3.596	0.460	0.035	0.127	0.330	NaN	-0.092	91.000	18.655	33.410	24.570	41.145	5.371	9.737	8.320	44.688	-1.378	0.143	0.194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
92	91.000	92.000	25.285	14.430	27.690	7.605	18.234	7.236	6.790	123.805	-6.148	-0.162	6.457	92.000	25.025	23.010	33.865	12.155	12.618	13.999	12.667	159.823	-0.636	0.091	-0.183	92.000	16.120	28.730	15.795	28.405	2.484	0.460	-0.357	-0.887	-0.392	-0.092	-0.092	92.000	18.590	33.345	24.505	41.015	6.940	9.686	9.598	66.611	1.278	-0.143	-0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
