dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Base Local Background (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Tip Local Background (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Base Local Background (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Tip Local Background (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)
26.000	27.000	26.000	204.037	157.500	439.411	155.729	135.000	139.864	112.116	5.136	0.406	0.265	-0.065	27.000	26.000	176.321	148.736	439.411	137.250	126.250	135.267	108.493	13.528	0.073	0.128	0.064	27.000	26.000	186.658	155.353	439.411	168.767	169.409	193.864	143.799	0.904	0.056	-0.000	0.016	30.000	26.000	203.333	174.200	443.814	144.678	123.750	131.214	113.732	4.357	0.249	0.183	-0.149	27.000	26.000	206.276	171.538	439.411	142.021	123.036	131.208	111.105	14.116	-0.122	-0.000	-0.035	27.000	26.000	184.812	163.518	439.411	140.373	119.148	127.571	111.448	7.859	-0.038	0.000	0.064	27.000	26.000	190.516	160.876	439.411	141.747	134.250	147.308	116.232	14.243	-1.159	-0.189	0.850	29.000	26.000	222.032	164.756	441.158	169.312	145.800	156.095	133.771	1.518	0.111	0.028	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
27.000	28.000	27.000	191.655	147.621	439.459	153.331	131.500	135.917	110.552	5.090	-0.046	0.331	0.379	28.000	27.000	185.897	146.753	439.459	137.293	124.133	135.636	109.638	13.509	-0.019	0.075	0.064	28.000	27.000	197.469	155.425	439.459	165.400	166.250	191.833	142.949	0.651	-0.252	0.056	-0.067	31.000	27.000	197.500	169.183	444.009	144.523	128.370	132.476	113.197	4.433	0.076	0.110	0.101	28.000	27.000	200.742	172.073	439.459	142.747	119.367	130.722	111.935	13.978	-0.138	-0.090	0.090	28.000	27.000	194.704	164.979	439.459	141.016	120.385	133.385	111.027	7.794	-0.065	-0.129	-0.064	28.000	27.000	186.364	149.938	439.459	137.963	137.667	155.455	116.897	13.547	-0.696	-0.250	0.563	30.000	27.000	227.514	173.640	443.814	168.617	139.500	152.067	130.570	1.897	0.379	0.205	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
28.000	29.000	28.000	194.067	150.962	441.158	148.920	132.233	141.333	110.584	5.377	0.287	0.404	0.138	29.000	28.000	186.586	148.400	441.158	137.714	127.567	142.750	107.973	13.585	0.076	0.128	0.075	29.000	28.000	194.667	161.441	441.158	165.077	163.812	190.625	142.030	0.871	0.220	-0.000	-0.058	32.000	28.000	211.828	175.350	444.158	155.640	143.939	163.562	119.653	3.878	-0.555	-0.616	-0.150	29.000	28.000	201.485	173.025	441.158	145.143	131.552	139.348	111.712	14.024	0.046	-0.035	-0.090	29.000	28.000	189.120	160.604	441.158	142.556	123.731	133.462	111.527	7.591	-0.203	-0.138	0.055	29.000	28.000	186.806	151.164	441.158	137.257	132.933	148.875	115.813	13.455	-0.092	-0.188	-0.188	31.000	28.000	220.485	165.714	444.009	172.190	143.222	154.200	130.611	1.786	-0.111	0.060	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
29.000	30.000	29.000	187.690	149.856	443.814	144.497	128.300	139.200	111.143	5.312	-0.065	0.267	0.321	30.000	29.000	186.593	151.089	443.814	138.241	129.419	139.941	107.887	13.696	0.111	0.119	-0.064	30.000	29.000	194.370	156.127	443.814	163.618	162.645	183.333	144.943	0.606	-0.265	-0.000	0.145	33.000	29.000	204.552	174.181	445.428	154.874	141.375	149.391	123.464	3.705	-0.173	-0.133	0.050	30.000	29.000	207.133	170.519	443.814	144.433	129.719	144.562	114.708	13.775	-0.249	-0.159	-0.000	30.000	29.000	196.852	169.559	443.814	139.881	120.654	129.125	111.959	7.629	0.038	0.000	-0.064	30.000	29.000	231.724	187.182	443.814	144.794	133.250	135.781	115.203	14.380	0.926	-0.251	-1.226	32.000	29.000	228.219	171.462	444.158	173.840	142.357	157.947	130.559	1.886	0.100	0.063	-0.031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
30.000	31.000	30.000	206.433	155.865	444.009	144.174	126.600	137.643	110.331	5.897	0.585	0.258	-0.322	31.000	30.000	196.214	156.539	444.009	137.955	120.097	127.050	110.422	13.780	0.084	-0.000	-0.064	31.000	30.000	189.000	158.646	444.009	166.481	162.194	197.000	142.021	0.741	0.135	0.061	-0.091	34.000	30.000	201.567	172.905	446.123	155.215	141.879	151.583	123.723	3.483	-0.222	-0.141	0.092	31.000	30.000	202.097	168.690	444.009	143.432	128.759	140.611	111.159	13.756	-0.019	-0.000	0.110	31.000	30.000	199.259	169.707	444.009	142.247	121.917	131.000	109.945	7.648	0.019	0.064	0.008	31.000	30.000	245.893	205.876	444.009	148.228	130.806	139.556	112.757	14.678	0.298	-0.142	-0.457	33.000	30.000	231.100	171.272	445.428	172.046	139.867	152.294	129.103	1.970	0.084	0.118	0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
31.000	32.000	31.000	193.552	151.933	444.158	143.769	127.571	134.533	110.324	6.008	0.111	0.193	0.064	32.000	31.000	197.207	160.919	444.158	139.709	126.786	135.600	109.122	13.799	0.019	-0.000	-0.064	32.000	31.000	198.000	156.000	444.158	165.738	157.281	167.565	139.542	0.795	0.054	0.144	-0.015	35.000	31.000	200.645	171.226	446.974	158.394	140.214	158.167	122.750	3.391	-0.092	-0.133	-0.042	32.000	31.000	203.724	168.088	444.158	142.754	128.375	140.533	111.760	13.572	-0.184	0.035	0.124	32.000	31.000	199.000	163.700	444.158	141.526	125.333	135.333	109.759	7.648	0.000	0.000	0.000	32.000	31.000	213.182	176.695	444.158	143.479	131.857	143.071	114.021	14.204	-0.474	-0.080	0.502	34.000	31.000	222.172	164.839	446.123	170.228	142.929	159.800	130.973	1.637	-0.333	-0.026	0.264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
32.000	33.000	32.000	186.778	157.714	445.428	143.948	128.679	137.647	109.946	6.398	0.390	0.258	-0.129	33.000	32.000	193.400	161.329	445.428	139.531	122.517	140.750	110.457	13.826	0.027	0.010	-0.000	33.000	32.000	195.300	159.628	445.428	166.892	154.938	168.524	138.671	0.933	0.138	0.065	-0.052	36.000	32.000	209.742	174.125	446.638	157.529	133.700	146.562	122.844	3.234	-0.157	-0.141	-0.000	33.000	32.000	196.280	167.973	445.428	143.472	133.097	143.889	112.986	13.316	-0.257	-0.124	0.089	33.000	32.000	192.885	163.543	445.428	142.378	121.115	134.750	108.959	7.721	0.073	0.073	0.064	33.000	32.000	223.355	182.515	445.428	145.983	125.731	137.438	111.479	14.445	0.241	-0.000	-0.268	35.000	32.000	222.167	170.333	446.974	169.224	141.645	152.722	129.284	1.859	0.222	0.059	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
33.000	34.000	33.000	216.464	170.640	446.123	147.293	131.903	168.500	110.349	7.010	0.612	0.129	-0.446	34.000	33.000	199.517	155.885	446.123	139.891	128.833	134.458	110.568	13.788	-0.038	-0.074	-0.010	34.000	33.000	188.100	159.013	446.123	165.967	150.833	167.810	138.234	1.017	0.084	-0.006	-0.049	37.000	33.000	212.129	174.953	452.140	156.916	128.571	140.333	119.634	3.207	-0.027	-0.041	-0.000	34.000	33.000	196.500	163.830	446.123	144.087	134.257	149.591	119.542	12.788	-0.528	-0.366	0.089	34.000	33.000	195.517	174.697	446.123	143.378	119.571	127.211	113.647	7.629	-0.092	-0.194	-0.178	34.000	33.000	224.065	187.061	446.123	146.572	124.893	137.000	110.262	14.491	0.046	-0.000	-0.000	36.000	33.000	236.812	182.241	446.638	173.476	142.933	150.889	129.946	2.054	0.195	-0.115	-0.347	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
34.000	35.000	34.000	201.226	168.040	446.974	147.068	130.429	142.125	112.764	7.258	0.249	0.072	-0.137	35.000	34.000	184.467	155.768	446.974	141.182	126.032	131.864	111.224	13.658	-0.130	-0.064	0.128	35.000	34.000	179.440	155.108	446.974	159.092	149.571	166.750	137.136	0.933	-0.084	0.092	-0.000	38.000	34.000	218.065	173.918	451.999	161.997	138.781	151.412	123.309	2.986	-0.222	-0.190	-0.000	35.000	34.000	200.036	167.169	446.974	145.335	132.839	145.000	117.370	12.558	-0.230	-0.211	-0.033	35.000	34.000	198.393	162.184	446.974	144.804	123.414	126.667	115.144	7.247	-0.382	-0.460	-0.008	35.000	34.000	207.968	166.793	446.974	140.354	123.704	133.357	111.216	13.723	-0.769	-0.000	0.661	37.000	34.000	229.387	174.432	452.140	167.230	135.138	146.579	125.292	2.192	0.138	0.145	0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
35.000	36.000	35.000	217.692	173.617	446.638	147.524	128.071	136.125	111.103	7.537	0.279	0.065	-0.252	36.000	35.000	189.862	156.377	446.638	138.553	124.148	134.643	109.855	13.658	0.000	-0.000	-0.064	36.000	35.000	186.963	151.667	446.638	159.559	148.452	162.167	134.728	1.036	0.103	-0.000	0.040	39.000	35.000	219.594	183.714	454.238	166.792	134.655	148.000	123.914	2.959	-0.027	-0.092	-0.092	36.000	35.000	204.615	168.122	446.638	144.272	134.424	148.786	117.640	12.401	-0.157	-0.121	-0.000	36.000	35.000	190.690	167.574	446.638	144.257	123.423	129.909	112.150	7.109	-0.138	-0.072	0.000	36.000	35.000	192.097	159.573	446.638	137.590	133.000	138.864	109.899	13.436	-0.287	-0.000	0.268	38.000	35.000	233.935	179.120	451.999	163.244	136.786	146.700	123.199	2.284	0.092	0.117	-0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
36.000	37.000	36.000	208.321	168.033	452.140	143.139	125.200	132.100	111.327	7.721	0.184	0.136	-0.000	37.000	36.000	190.536	158.903	452.140	138.510	121.852	126.368	108.358	13.845	0.187	0.128	-0.064	37.000	36.000	199.312	164.128	452.140	159.576	144.065	159.562	135.393	1.404	0.368	0.044	-0.276	40.000	36.000	211.645	176.391	452.614	163.003	130.429	141.176	122.632	2.840	-0.119	-0.000	0.183	37.000	36.000	206.207	172.062	452.140	144.674	133.367	149.800	117.137	12.225	-0.176	-0.145	-0.033	37.000	36.000	191.759	167.257	452.140	143.505	122.840	128.250	110.353	7.090	-0.019	0.000	0.000	37.000	36.000	201.172	162.462	452.140	138.145	135.267	145.176	110.864	13.447	0.011	-0.000	-0.046	39.000	36.000	240.000	179.372	454.238	166.188	136.296	146.000	122.043	2.513	0.230	0.088	-0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
37.000	38.000	37.000	224.103	173.128	451.999	146.686	127.679	135.643	111.368	7.927	0.206	0.123	-0.129	38.000	37.000	198.161	162.711	451.999	137.794	122.333	134.625	108.784	14.094	0.249	0.064	-0.139	38.000	37.000	205.370	164.581	451.999	164.384	147.700	154.160	134.697	1.339	-0.065	0.046	-0.000	41.000	37.000	220.364	178.928	455.376	164.038	129.593	137.647	120.993	2.978	0.138	0.050	-0.000	38.000	37.000	198.690	163.573	451.999	144.575	130.567	141.733	116.733	11.903	-0.322	-0.121	0.201	38.000	37.000	198.107	165.065	451.999	143.062	121.815	129.316	111.259	7.090	0.000	0.000	-0.008	38.000	37.000	203.000	170.719	451.999	139.589	133.000	150.467	112.951	13.550	0.103	-0.063	-0.126	40.000	37.000	249.375	182.700	452.614	164.667	132.679	145.778	122.786	2.624	0.111	0.059	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
38.000	39.000	38.000	216.448	167.762	454.238	147.802	134.833	148.533	113.412	7.947	0.019	0.060	0.070	39.000	38.000	201.645	157.975	454.238	138.615	125.097	130.810	108.697	14.278	0.184	0.064	-0.075	39.000	38.000	190.000	149.700	454.238	154.200	140.903	151.273	133.877	0.998	-0.341	0.092	0.410	42.000	38.000	219.903	177.459	453.787	168.643	135.964	145.647	121.233	2.951	-0.027	0.051	-0.000	39.000	38.000	192.552	160.085	454.238	144.800	135.033	145.200	115.351	11.498	-0.406	-0.177	0.177	39.000	38.000	194.464	165.329	454.238	142.889	120.407	134.364	111.493	7.109	0.019	0.000	0.000	39.000	38.000	194.182	163.087	454.238	137.443	129.429	138.850	112.444	13.466	-0.084	-0.017	0.126	41.000	38.000	247.818	176.066	455.376	162.648	135.607	149.312	121.292	2.605	-0.019	0.089	0.135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
39.000	40.000	39.000	205.407	161.118	452.614	145.376	126.286	134.000	112.459	7.947	0.000	0.200	0.188	40.000	39.000	202.467	161.915	452.614	138.578	123.233	130.400	110.727	14.232	-0.046	0.011	0.064	40.000	39.000	185.615	151.862	452.614	153.914	144.828	161.769	133.284	0.990	-0.008	0.046	0.092	43.000	39.000	206.233	172.292	453.827	166.662	131.852	141.200	123.762	2.767	-0.184	-0.005	0.232	40.000	39.000	191.742	160.191	452.614	145.470	133.065	148.812	116.420	11.360	-0.138	-0.177	0.057	40.000	39.000	187.821	162.038	452.614	141.100	123.731	130.048	110.831	7.017	-0.092	0.000	0.129	40.000	39.000	207.258	175.000	452.614	139.690	125.083	139.286	112.128	13.799	0.333	0.017	-0.394	42.000	39.000	239.241	186.025	453.787	160.445	133.500	143.737	121.393	2.697	0.092	0.057	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
40.000	41.000	40.000	193.370	155.218	455.376	146.242	133.500	139.375	110.320	8.019	0.073	0.266	0.186	41.000	40.000	209.258	162.762	455.376	139.516	124.286	129.762	110.644	14.213	-0.019	-0.064	-0.064	41.000	40.000	185.926	158.728	455.376	154.317	140.774	150.960	133.850	1.155	0.165	-0.000	-0.140	44.000	40.000	220.200	177.476	452.694	168.049	137.032	151.077	120.933	2.932	0.165	0.141	-0.092	41.000	40.000	186.000	155.534	455.376	144.833	133.939	147.154	115.834	10.981	-0.379	-0.089	0.202	41.000	40.000	186.710	159.327	455.376	142.747	122.923	128.833	111.765	6.941	-0.076	0.000	0.064	41.000	40.000	212.724	179.545	455.376	139.816	121.308	126.409	111.547	13.902	0.103	-0.016	-0.126	43.000	40.000	226.786	178.835	453.827	154.257	137.097	144.667	121.392	2.651	-0.046	0.032	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
41.000	42.000	41.000	197.613	148.010	453.787	142.267	130.067	143.071	112.190	7.725	-0.295	0.129	0.459	42.000	41.000	199.500	159.398	453.787	138.848	125.700	137.556	110.430	13.999	-0.214	-0.075	0.203	42.000	41.000	170.233	150.357	453.787	154.273	148.133	164.429	135.967	0.925	-0.230	0.049	0.226	45.000	41.000	211.867	167.168	453.118	166.893	136.767	148.923	120.272	2.786	-0.146	0.050	0.274	42.000	41.000	195.794	154.472	453.787	146.178	133.931	145.842	116.476	11.046	0.065	-0.056	-0.033	42.000	41.000	188.679	165.873	453.787	140.521	122.833	129.429	114.193	6.842	-0.100	-0.137	-0.129	42.000	41.000	234.152	197.038	453.787	141.844	123.792	130.200	112.261	14.327	0.425	-0.126	-0.394	44.000	41.000	241.129	178.932	452.694	157.318	134.300	145.706	121.180	2.835	0.184	0.090	-0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
42.000	43.000	42.000	205.444	147.805	453.827	143.853	133.500	142.875	112.281	7.541	-0.184	0.119	0.135	43.000	42.000	197.222	166.493	453.827	139.746	124.767	126.806	110.993	13.945	-0.054	-0.064	-0.128	43.000	42.000	170.852	151.116	453.827	151.152	144.400	154.333	132.797	0.879	-0.046	0.043	0.043	46.000	42.000	217.469	170.165	454.418	164.346	129.667	141.211	117.138	3.181	0.395	0.366	-0.092	43.000	42.000	188.867	157.211	453.827	145.559	133.345	146.118	115.130	10.935	-0.111	-0.089	-0.000	43.000	42.000	187.360	159.956	453.827	142.073	126.000	131.950	110.311	6.907	0.065	0.072	0.072	43.000	42.000	214.212	178.321	453.827	140.314	119.000	128.333	112.887	13.883	-0.444	-0.205	0.189	45.000	42.000	244.742	188.012	453.118	159.833	138.214	146.048	122.393	2.862	0.027	-0.034	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43.000	44.000	43.000	194.370	142.835	452.694	142.894	132.714	150.222	113.317	7.170	-0.371	-0.000	0.389	44.000	43.000	204.133	164.622	452.694	140.013	128.704	143.833	111.760	13.899	-0.046	-0.064	-0.000	44.000	43.000	163.071	152.000	452.694	149.154	147.516	157.526	135.559	0.814	-0.065	0.042	0.134	47.000	43.000	208.794	169.818	455.054	160.834	133.556	147.000	114.931	3.521	0.341	0.324	0.049	44.000	43.000	186.062	153.390	452.694	144.167	125.655	138.619	113.812	10.778	-0.157	-0.000	0.145	44.000	43.000	195.000	158.808	452.694	142.245	120.269	125.842	110.289	7.056	0.149	0.065	-0.065	44.000	43.000	220.276	181.457	452.694	141.269	122.250	125.600	108.800	13.875	-0.008	-0.000	-0.126	46.000	43.000	221.788	179.686	454.418	156.572	130.786	140.167	122.076	2.973	0.111	-0.000	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
44.000	45.000	44.000	191.815	145.059	453.118	142.772	129.444	142.500	112.986	7.113	-0.057	0.065	0.129	45.000	44.000	192.800	160.274	453.118	139.039	126.167	134.143	112.221	13.612	-0.287	-0.128	0.128	45.000	44.000	156.538	145.333	453.118	148.426	147.533	159.867	134.193	0.676	-0.138	0.046	0.184	48.000	44.000	214.250	176.918	458.269	159.867	130.852	137.700	115.456	3.759	0.238	0.226	-0.049	45.000	44.000	194.939	155.250	453.118	146.972	125.556	137.667	111.291	10.889	0.111	0.089	-0.000	45.000	44.000	189.560	162.308	453.118	139.962	122.222	130.467	110.618	6.991	-0.065	0.000	0.056	45.000	44.000	223.276	186.559	453.118	140.374	119.652	124.438	109.117	13.986	0.111	-0.000	-0.126	47.000	44.000	226.217	180.090	455.054	156.517	131.500	142.857	121.303	2.751	-0.222	-0.000	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
45.000	46.000	45.000	176.897	138.875	454.418	141.900	127.812	140.286	112.914	6.815	-0.298	-0.000	0.388	46.000	45.000	201.167	165.654	454.418	139.787	124.200	132.706	114.021	13.612	0.000	-0.192	-0.128	46.000	45.000	163.120	147.056	454.418	152.400	151.483	167.462	138.154	0.630	-0.046	-0.041	-0.000	49.000	45.000	218.581	180.156	455.619	157.870	131.963	139.150	115.676	4.008	0.249	0.141	-0.141	46.000	45.000	189.657	159.781	454.418	144.726	121.074	128.105	111.748	10.897	0.008	-0.000	-0.000	46.000	45.000	196.630	159.307	454.418	141.201	123.963	130.176	110.861	6.991	0.000	0.000	-0.057	46.000	45.000	209.034	178.781	454.418	139.477	124.963	130.333	109.245	13.791	-0.195	-0.016	0.189	48.000	45.000	232.100	181.828	458.269	156.469	135.607	154.625	122.705	3.038	0.287	-0.000	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46.000	47.000	46.000	181.724	143.608	455.054	142.003	130.321	148.875	111.264	6.918	0.103	0.129	-0.000	47.000	46.000	207.172	166.243	455.054	140.775	122.129	125.952	113.803	13.463	-0.149	-0.203	-0.128	47.000	46.000	159.636	146.631	455.054	150.780	148.241	160.625	137.944	0.541	-0.090	-0.000	0.033	50.000	46.000	211.621	177.978	456.915	159.078	131.037	139.158	112.757	4.265	0.257	0.275	-0.050	47.000	46.000	192.357	154.532	455.054	143.692	117.481	128.000	109.292	10.694	-0.203	0.122	0.178	47.000	46.000	194.281	159.286	455.054	140.326	124.333	132.524	111.155	7.128	0.138	0.000	-0.065	47.000	46.000	212.774	183.255	455.054	141.438	129.077	134.900	108.558	14.143	0.352	0.079	-0.189	49.000	46.000	233.097	178.025	455.619	155.232	128.750	136.789	120.600	3.019	-0.019	0.035	0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47.000	48.000	47.000	195.448	150.427	458.269	142.999	127.933	136.667	111.732	7.365	0.447	0.136	-0.324	48.000	47.000	188.036	158.610	458.269	138.779	126.625	134.143	111.518	13.222	-0.241	-0.064	0.203	48.000	47.000	161.000	147.582	458.269	147.878	145.357	153.952	135.579	0.676	0.136	0.046	-0.046	51.000	47.000	207.719	176.146	461.300	154.116	123.828	132.150	113.160	4.586	0.322	0.183	-0.092	48.000	47.000	188.389	160.220	458.269	144.006	122.519	132.714	110.203	11.027	0.333	0.056	-0.145	48.000	47.000	238.586	192.795	458.269	149.547	121.630	135.000	111.209	8.227	1.098	0.073	-0.864	48.000	47.000	230.966	192.600	458.269	141.303	125.462	137.231	111.313	14.162	0.019	-0.063	-0.126	50.000	47.000	235.290	176.367	456.915	155.825	133.552	148.000	121.667	3.057	0.038	-0.056	-0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
48.000	49.000	48.000	196.111	148.453	455.619	140.555	127.750	134.579	110.939	7.522	0.157	0.129	-0.065	49.000	48.000	190.519	161.658	455.619	138.623	120.214	126.500	110.762	13.344	0.122	-0.000	-0.139	49.000	48.000	162.778	148.591	455.619	146.818	142.517	154.200	137.739	0.741	0.065	-0.042	-0.092	52.000	48.000	216.188	177.963	462.034	155.950	127.828	142.111	113.909	4.678	0.092	0.043	-0.043	49.000	48.000	189.821	152.589	455.619	144.338	121.185	131.133	110.973	10.629	-0.398	-0.089	0.145	49.000	48.000	234.833	190.987	455.619	150.130	124.455	132.267	111.324	8.311	0.084	0.056	-0.009	49.000	48.000	241.750	199.556	455.619	141.174	125.778	133.400	111.197	14.284	0.122	-0.015	-0.189	51.000	48.000	228.000	173.144	461.300	155.528	134.400	150.231	120.082	3.057	0.000	0.056	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
49.000	50.000	49.000	192.900	152.586	456.915	139.872	122.393	128.750	109.541	7.866	0.344	0.255	-0.060	50.000	49.000	197.036	162.263	456.915	139.750	123.500	137.778	108.864	13.341	-0.003	-0.064	-0.075	50.000	49.000	163.138	147.340	456.915	150.880	150.103	218.000	137.373	0.676	-0.065	-0.000	-0.000	53.000	49.000	214.167	177.869	463.891	152.328	129.828	136.773	115.867	4.540	-0.138	-0.042	0.092	50.000	49.000	185.000	150.969	456.915	142.041	120.704	127.850	110.736	10.399	-0.230	-0.000	0.234	50.000	49.000	229.207	195.857	456.915	149.123	120.231	132.462	110.959	8.422	0.111	-0.056	-0.184	50.000	49.000	241.643	204.355	456.915	141.323	125.800	134.467	110.041	14.303	0.019	-0.000	-0.048	52.000	49.000	222.414	169.978	462.034	155.297	133.500	148.111	120.608	2.927	-0.130	0.034	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
50.000	51.000	50.000	206.040	157.774	461.300	141.636	129.833	141.429	110.344	8.072	0.206	-0.000	-0.264	51.000	50.000	200.333	162.692	461.300	139.875	121.844	127.417	110.219	13.479	0.138	-0.000	-0.075	51.000	50.000	158.808	146.789	461.300	144.490	140.133	149.529	136.807	0.630	-0.046	-0.036	-0.000	54.000	50.000	206.667	178.354	466.684	151.260	133.100	147.158	115.092	4.559	0.019	-0.049	-0.000	51.000	50.000	193.636	153.489	461.300	143.868	119.846	135.125	111.279	10.694	0.295	-0.000	-0.178	51.000	50.000	215.621	181.108	461.300	148.008	120.720	131.182	109.056	8.384	-0.038	0.064	0.073	51.000	50.000	200.935	176.844	461.300	139.533	122.259	127.381	109.500	13.902	-0.401	-0.063	0.425	53.000	50.000	221.885	171.814	463.891	154.293	130.714	138.700	123.728	2.770	-0.157	-0.089	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
51.000	52.000	51.000	195.276	167.229	462.034	143.406	134.515	141.864	109.981	8.394	0.322	0.065	-0.130	52.000	51.000	201.966	164.696	462.034	139.153	120.312	125.500	109.529	13.590	0.111	0.064	-0.000	52.000	51.000	154.808	147.902	462.034	150.023	148.414	155.750	137.041	0.565	-0.065	-0.142	-0.091	55.000	51.000	210.897	174.506	467.905	151.211	126.889	134.609	117.770	4.429	-0.130	-0.000	0.048	52.000	51.000	195.483	153.260	462.034	145.579	123.889	133.438	112.041	10.353	-0.341	-0.178	0.056	52.000	51.000	211.480	181.240	462.034	148.220	124.125	131.312	111.861	8.254	-0.130	-0.137	0.000	52.000	51.000	238.964	204.014	462.034	143.049	119.200	128.154	109.580	14.422	0.520	0.063	-0.520	54.000	51.000	222.862	168.690	466.684	153.084	132.552	144.143	122.599	2.743	-0.027	-0.089	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
