dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)
105.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	105.000	514.594	332.773	817.841	280.533	180.148	200.833	134.204	12.905	0.022	0.000	0.091	106.000	105.000	319.452	208.723	817.841	238.400	210.519	241.455	137.765	13.698	0.195	0.130	-0.069	106.000	105.000	478.704	314.214	817.841	314.990	208.793	249.533	142.736	4.834	0.233	-0.000	-0.253	106.000	105.000	366.172	229.708	817.841	230.090	178.462	212.714	131.660	7.152	0.000	-0.064	-0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	106.000	522.375	308.988	841.696	285.999	195.750	208.941	132.567	12.859	-0.046	0.039	0.052	107.000	106.000	310.321	206.455	841.696	238.840	214.385	244.200	139.699	13.698	0.000	0.004	0.004	107.000	106.000	452.370	304.111	841.696	307.970	208.600	262.083	141.524	4.834	0.000	-0.000	-0.000	107.000	106.000	329.960	221.386	841.696	226.644	183.583	211.818	126.888	7.014	-0.138	0.064	0.151	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	107.000	522.171	352.174	838.499	283.315	189.846	219.333	133.236	12.981	0.122	0.014	0.000	108.000	107.000	347.452	198.989	838.499	244.977	206.821	251.545	145.415	13.698	0.000	-0.065	-0.004	108.000	107.000	423.655	280.257	838.499	310.921	205.867	240.812	140.218	4.731	-0.103	-0.000	0.126	108.000	107.000	325.769	218.857	838.499	221.587	180.731	203.154	129.428	7.098	0.084	0.000	-0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	108.000	528.531	356.322	813.390	289.357	197.852	219.167	138.014	12.881	-0.100	-0.091	0.000	109.000	108.000	341.536	211.851	813.390	241.551	192.571	217.667	144.533	13.614	-0.084	0.000	0.004	109.000	108.000	447.593	311.817	813.390	303.743	195.138	237.154	142.431	4.991	0.260	-0.000	-0.268	109.000	108.000	342.043	222.462	813.390	223.722	171.741	204.222	129.393	7.079	-0.019	0.000	0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	109.000	561.514	368.523	805.615	300.055	189.333	225.188	136.618	12.935	0.054	0.000	-0.038	110.000	109.000	327.710	211.233	805.615	241.296	189.600	217.700	140.396	13.625	0.011	0.000	-0.065	110.000	109.000	449.750	285.284	805.615	316.976	200.000	249.083	134.924	5.083	0.092	0.063	-0.063	110.000	109.000	344.154	232.523	805.615	227.130	179.556	202.067	129.315	7.098	0.019	-0.064	-0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	110.000	578.714	378.696	832.364	313.784	193.815	221.000	138.600	12.824	-0.111	-0.091	0.013	111.000	110.000	343.375	204.713	832.364	246.764	194.000	210.750	138.118	13.479	-0.146	-0.065	-0.004	111.000	110.000	439.286	278.567	832.364	325.462	196.267	238.400	142.842	4.926	-0.157	-0.063	0.109	111.000	110.000	334.500	235.824	832.364	228.812	175.538	189.789	128.572	7.125	0.027	0.064	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	111.000	387.933	282.000	820.980	262.429	189.481	227.636	145.145	10.546	-2.278	-0.144	1.848	112.000	111.000	318.750	207.295	820.980	248.375	189.000	205.214	149.655	13.120	-0.360	-0.195	0.137	112.000	111.000	468.680	297.273	820.980	341.274	206.379	264.182	138.514	4.972	0.046	-0.000	-0.063	112.000	111.000	321.846	223.932	820.980	223.596	181.929	196.526	131.859	7.033	-0.092	-0.064	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	112.000	366.192	263.771	815.346	261.519	191.654	223.923	131.973	10.665	0.119	0.000	-0.144	113.000	112.000	327.071	208.189	815.346	244.425	197.074	219.875	136.217	13.212	0.092	-0.004	-0.069	113.000	112.000	448.760	304.052	815.346	345.158	201.107	237.438	139.407	4.980	0.008	-0.000	-0.017	113.000	112.000	320.783	223.313	815.346	218.081	174.769	202.000	125.441	7.079	0.046	0.064	0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
113.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	113.000	401.167	252.380	812.237	265.433	201.296	231.923	138.476	10.868	0.203	-0.127	-0.271	114.000	113.000	329.750	206.414	812.237	247.951	183.808	199.706	134.884	13.265	0.054	0.004	0.000	114.000	113.000	407.815	262.990	812.237	268.595	204.276	267.800	141.393	3.657	-1.324	-0.000	1.277	114.000	113.000	343.536	220.742	812.237	220.131	170.846	196.800	127.648	7.171	0.092	0.000	-0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
114.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	114.000	420.182	263.311	785.984	268.009	197.036	231.600	137.114	11.071	0.203	-0.053	-0.181	115.000	114.000	328.613	206.956	785.984	244.549	195.038	204.905	131.497	13.430	0.165	0.065	-0.004	115.000	114.000	430.667	273.714	785.984	265.509	187.276	218.944	137.007	3.943	0.287	-0.000	-0.268	115.000	114.000	361.438	222.685	785.984	222.416	173.000	195.250	128.252	7.263	0.092	0.000	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
115.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	115.000	445.250	260.100	788.903	277.349	203.000	234.077	132.320	11.098	0.027	0.000	-0.038	116.000	115.000	343.966	212.000	788.903	244.329	193.750	219.733	132.647	13.541	0.111	0.065	-0.065	116.000	115.000	443.724	281.748	788.903	270.251	194.964	226.467	136.745	4.249	0.306	-0.000	-0.268	116.000	115.000	349.844	235.337	788.903	217.282	171.074	199.417	127.570	7.328	0.065	0.000	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
116.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	116.000	478.657	269.380	793.583	283.046	201.036	228.632	127.142	11.347	0.249	0.144	-0.144	117.000	116.000	321.321	207.055	793.583	246.306	212.462	235.875	131.448	13.552	0.011	0.134	0.069	117.000	116.000	477.621	303.306	793.583	281.735	194.069	239.800	136.750	4.601	0.352	-0.000	-0.331	117.000	116.000	360.323	224.418	793.583	217.432	162.074	182.800	127.748	7.217	-0.111	0.000	0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
117.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	117.000	376.677	221.830	786.848	264.590	213.214	249.714	141.338	9.884	-1.463	-0.090	1.441	118.000	117.000	328.062	211.879	786.848	239.347	198.923	216.833	141.918	13.701	0.149	0.000	-0.134	118.000	117.000	474.963	294.885	786.848	282.645	195.517	238.533	137.221	4.666	0.065	-0.000	-0.063	118.000	117.000	350.613	223.589	786.848	221.466	180.750	201.733	126.940	7.133	-0.084	-0.064	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
118.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	118.000	427.457	232.567	785.669	266.374	205.759	240.842	139.310	10.381	0.498	-0.054	-0.505	119.000	118.000	311.963	200.895	785.669	239.486	192.160	218.500	140.920	13.614	-0.087	-0.004	0.134	119.000	118.000	476.760	272.821	785.669	285.924	195.286	225.706	138.063	4.620	-0.046	-0.000	-0.000	119.000	118.000	347.103	222.476	785.669	221.847	172.107	189.846	129.160	7.087	-0.046	0.000	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
119.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	119.000	395.233	221.547	790.937	257.794	204.643	225.900	137.161	9.838	-0.544	-0.036	0.360	120.000	119.000	321.750	199.578	790.937	239.265	195.000	211.733	135.265	13.571	-0.043	0.065	0.000	120.000	119.000	441.185	293.532	790.937	280.620	193.286	242.700	140.076	4.712	0.092	-0.000	-0.063	120.000	119.000	349.808	213.047	790.937	216.282	178.071	197.062	125.456	6.949	-0.138	0.000	0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
120.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	120.000	378.552	216.871	792.251	250.232	190.370	217.200	132.366	9.819	-0.019	0.090	0.054	121.000	120.000	311.400	202.718	792.251	238.086	187.077	196.500	132.699	13.644	0.073	0.065	0.000	121.000	120.000	484.800	321.462	792.251	286.594	214.393	252.312	137.890	4.972	0.260	-0.000	-0.268	121.000	120.000	352.259	216.092	792.251	213.841	178.571	203.091	127.700	6.949	0.000	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
