dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)
70.000	71.000	70.000	490.097	263.588	923.432	281.947	206.040	226.211	172.748	3.934	0.230	0.000	-0.291	71.000	70.000	413.621	226.980	923.432	268.790	181.577	204.818	121.723	7.059	0.214	0.190	0.000	71.000	70.000	431.429	311.307	923.432	221.335	175.346	190.524	126.919	12.058	0.157	0.054	-0.054	71.000	70.000	415.179	267.481	923.432	223.921	186.192	212.333	130.195	13.037	0.303	0.000	-0.264	71.000	70.000	492.185	299.318	923.432	332.203	233.897	291.692	145.336	5.194	-0.130	-0.000	0.063	71.000	70.000	354.000	231.987	923.432	221.451	172.815	187.450	128.852	8.403	0.000	0.000	-0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
71.000	72.000	71.000	496.733	255.364	925.541	291.009	214.880	233.471	174.221	4.007	0.073	0.000	-0.088	72.000	71.000	412.000	222.427	925.541	264.519	173.885	201.667	117.753	7.346	0.287	0.264	0.000	72.000	71.000	440.556	283.244	925.541	223.802	168.704	189.375	127.599	12.085	0.027	0.000	-0.090	72.000	71.000	411.645	259.185	925.541	222.130	185.885	207.182	127.180	13.262	0.225	0.194	-0.076	72.000	71.000	487.667	294.225	925.541	338.170	230.867	301.615	146.034	5.091	-0.103	-0.000	0.126	72.000	71.000	338.741	238.373	925.541	223.706	183.958	209.300	127.979	8.311	-0.092	-0.011	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
72.000	73.000	72.000	530.484	270.158	926.049	306.351	223.769	251.882	176.111	4.163	0.157	-0.056	-0.178	73.000	72.000	438.710	238.969	926.049	274.876	193.345	216.312	118.422	7.966	0.620	0.265	-0.265	73.000	72.000	426.741	282.735	926.049	232.182	184.192	213.667	143.162	11.614	-0.471	-0.431	0.000	73.000	72.000	462.065	263.195	926.049	228.691	183.000	200.917	128.709	13.365	0.103	0.065	-0.065	73.000	72.000	410.793	274.406	926.049	329.706	231.067	279.056	147.814	4.850	-0.241	-0.000	0.268	73.000	72.000	359.259	228.430	926.049	219.880	174.296	193.333	128.935	8.468	0.157	0.076	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
73.000	74.000	73.000	572.029	249.520	924.047	293.388	208.185	237.600	176.047	3.961	-0.203	0.057	0.234	74.000	73.000	430.889	223.106	924.047	268.575	181.000	216.000	117.313	8.015	0.049	0.324	0.199	74.000	73.000	399.115	254.580	924.047	232.926	173.923	194.133	131.169	11.530	-0.084	0.000	0.053	74.000	73.000	490.484	270.390	924.047	231.711	187.462	222.125	131.960	13.522	0.157	0.065	-0.065	74.000	73.000	461.200	306.391	924.047	323.738	234.483	279.118	148.797	5.137	0.287	-0.000	-0.286	74.000	73.000	372.355	233.239	924.047	222.038	171.444	198.300	126.618	8.579	0.111	0.000	-0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
74.000	75.000	74.000	548.455	281.792	928.605	287.631	207.481	226.474	179.098	4.052	0.092	0.000	-0.089	75.000	74.000	426.103	227.316	928.605	257.365	182.821	203.643	118.377	8.218	0.203	0.206	0.065	75.000	74.000	428.630	258.326	928.605	233.618	179.692	200.059	126.231	11.549	0.019	0.000	0.000	75.000	74.000	371.774	242.143	928.605	226.404	184.269	200.842	131.805	13.105	-0.417	0.005	0.469	75.000	74.000	442.241	280.021	928.605	311.249	214.100	256.176	143.644	5.007	-0.130	-0.000	0.143	75.000	74.000	362.630	225.906	928.605	221.402	173.429	188.312	128.536	8.468	-0.111	0.000	0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
75.000	76.000	75.000	511.486	283.000	938.209	297.537	204.040	214.450	168.817	4.209	0.157	-0.031	-0.145	76.000	75.000	457.778	235.128	938.209	265.112	189.923	208.600	123.378	8.413	0.195	0.129	-0.129	76.000	75.000	449.538	283.494	938.209	235.885	171.615	192.133	126.732	11.595	0.046	0.000	-0.053	76.000	75.000	384.241	263.430	938.209	224.830	187.885	211.700	129.020	13.430	0.325	0.125	-0.264	76.000	75.000	464.862	282.484	938.209	321.415	222.552	271.533	142.559	5.007	0.000	-0.000	-0.000	76.000	75.000	370.333	217.412	938.209	228.705	174.407	189.526	128.342	8.487	0.019	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
76.000	77.000	76.000	524.636	268.288	941.940	294.563	200.481	227.714	167.807	4.156	-0.054	0.057	0.088	77.000	76.000	411.074	226.082	941.940	258.686	183.385	216.444	126.940	8.329	-0.084	0.065	0.135	77.000	76.000	435.222	285.946	941.940	241.724	170.654	201.417	126.993	11.595	0.000	0.000	-0.053	77.000	76.000	367.069	255.955	941.940	224.611	181.750	203.444	130.731	13.541	0.111	0.065	-0.065	77.000	76.000	459.704	314.345	941.940	316.754	199.667	254.562	148.287	5.110	0.103	-0.063	-0.188	77.000	76.000	377.036	224.626	941.940	228.832	177.379	194.769	131.572	8.449	-0.038	-0.064	-0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77.000	78.000	77.000	544.029	274.079	941.356	304.472	185.519	199.429	158.736	4.527	0.371	0.030	-0.262	78.000	77.000	440.593	224.479	941.356	256.067	177.897	198.133	134.019	8.264	-0.065	-0.123	0.000	78.000	77.000	429.885	294.558	941.356	239.900	177.259	194.895	126.873	11.725	0.130	0.054	0.000	78.000	77.000	389.963	267.820	941.356	229.319	204.037	228.933	140.360	13.506	-0.035	-0.199	-0.259	78.000	77.000	407.828	289.758	941.356	314.577	201.387	228.842	136.953	5.053	-0.057	0.063	0.125	78.000	77.000	386.931	231.865	941.356	230.577	180.259	204.538	127.892	8.514	0.065	0.064	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
78.000	79.000	78.000	542.743	275.034	952.954	303.652	176.222	188.000	145.856	4.917	0.390	0.239	-0.034	79.000	78.000	367.759	199.817	952.954	246.140	180.321	194.600	129.708	7.736	-0.528	-0.005	0.463	79.000	78.000	502.607	300.126	952.954	248.154	180.577	211.857	129.236	11.817	0.092	0.000	-0.144	79.000	78.000	462.517	283.857	952.954	232.743	185.071	210.467	138.784	13.809	0.303	-0.065	-0.269	79.000	78.000	452.185	291.541	952.954	302.095	197.935	234.312	137.676	5.137	0.084	-0.000	-0.126	79.000	78.000	367.536	231.447	952.954	222.412	178.000	202.929	127.585	8.422	-0.092	0.000	0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
79.000	80.000	79.000	547.818	278.280	916.932	299.794	180.964	196.765	142.714	4.890	-0.027	0.121	0.084	80.000	79.000	416.645	218.796	916.932	255.338	178.458	208.333	128.735	7.931	0.195	0.000	-0.195	80.000	79.000	511.200	328.467	916.932	253.290	192.786	218.778	127.020	11.955	0.138	0.037	-0.037	80.000	79.000	436.259	276.943	916.932	235.694	184.519	206.714	140.946	13.598	-0.211	-0.130	0.005	80.000	79.000	454.900	285.935	916.932	301.551	204.333	253.769	138.943	5.137	0.000	-0.000	0.045	80.000	79.000	382.037	228.459	916.932	226.867	172.250	189.857	128.111	8.349	-0.073	-0.011	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
80.000	81.000	80.000	530.048	274.605	940.253	325.144	205.571	234.188	147.644	5.177	0.287	0.061	-0.100	81.000	80.000	405.700	217.462	940.253	251.017	189.500	216.000	134.055	7.625	-0.306	-0.130	0.199	81.000	80.000	507.500	340.860	940.253	256.014	204.655	233.579	136.507	11.890	-0.065	-0.090	-0.053	81.000	80.000	440.704	310.897	940.253	236.488	186.000	197.700	151.291	13.533	-0.065	-0.324	-0.259	81.000	80.000	486.519	279.217	940.253	298.559	194.517	248.273	137.130	5.083	-0.054	-0.000	0.032	81.000	80.000	389.300	235.857	940.253	229.068	173.643	194.786	126.740	8.514	0.165	0.012	-0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
81.000	82.000	81.000	531.390	293.376	928.045	312.806	194.571	213.941	154.796	4.955	-0.222	-0.061	0.083	82.000	81.000	415.406	227.923	928.045	252.477	186.259	210.067	135.649	7.587	-0.038	-0.130	-0.065	82.000	81.000	529.310	398.253	928.045	253.186	208.464	243.000	153.369	11.936	0.046	-0.234	-0.272	82.000	81.000	333.036	194.247	928.045	220.386	191.643	209.556	139.527	12.355	-1.178	-0.065	1.107	82.000	81.000	466.200	290.365	928.045	304.683	205.226	233.526	138.340	5.018	-0.065	-0.000	-0.000	82.000	81.000	384.500	235.064	928.045	224.714	184.042	200.214	131.441	8.311	-0.203	-0.075	0.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
82.000	83.000	82.000	525.156	297.390	923.130	314.840	192.926	218.500	153.821	4.909	-0.046	-0.061	0.083	83.000	82.000	392.630	226.478	923.130	251.953	186.321	205.706	140.139	7.262	-0.325	-0.194	0.060	83.000	82.000	562.156	440.583	923.130	260.264	200.148	225.053	153.973	11.963	0.027	-0.234	-0.219	83.000	82.000	304.000	208.452	923.130	214.557	171.609	178.100	140.000	12.263	-0.092	0.000	0.000	83.000	82.000	450.296	271.090	923.130	311.556	215.214	282.222	139.790	4.907	-0.111	-0.016	0.126	83.000	82.000	371.259	228.855	923.130	229.015	177.821	195.200	128.787	8.395	0.084	0.076	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83.000	84.000	83.000	529.561	314.521	918.868	332.762	194.929	227.444	149.061	5.092	0.184	0.084	-0.084	84.000	83.000	382.444	216.124	918.868	258.298	198.963	208.250	137.664	6.948	-0.314	-0.130	0.130	84.000	83.000	578.562	382.816	918.868	256.461	192.519	215.412	140.338	12.036	0.073	-0.053	-0.197	84.000	83.000	304.615	203.820	918.868	216.549	177.038	197.091	130.622	12.145	-0.119	-0.070	0.000	84.000	83.000	486.964	295.851	918.868	310.363	207.774	254.600	144.177	5.045	0.138	0.017	-0.080	84.000	83.000	381.577	229.590	918.868	226.464	174.000	201.500	136.662	8.227	-0.168	-0.128	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84.000	85.000	84.000	537.690	292.846	911.659	288.424	208.208	231.286	147.097	4.733	-0.360	0.184	0.432	85.000	84.000	379.828	222.078	911.659	241.828	184.433	204.231	139.523	6.826	-0.122	-0.130	0.065	85.000	84.000	511.621	336.829	911.659	256.685	195.778	212.176	133.919	11.925	-0.111	0.000	0.091	85.000	84.000	345.034	201.901	911.659	227.298	181.889	198.250	136.837	12.160	0.016	-0.134	0.000	85.000	84.000	475.964	299.079	911.659	300.943	205.806	237.550	141.385	5.026	-0.019	-0.000	-0.018	85.000	84.000	346.500	227.634	911.659	222.924	169.296	195.833	125.626	8.208	-0.019	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
85.000	86.000	85.000	512.136	329.529	886.387	317.723	209.375	225.500	149.252	5.287	0.555	0.144	-0.350	86.000	85.000	398.759	219.133	886.387	253.814	198.385	220.133	136.412	6.642	-0.184	-0.070	0.065	86.000	85.000	546.378	315.329	886.387	258.472	189.741	210.188	134.777	12.009	0.084	0.000	0.053	86.000	85.000	354.219	209.528	886.387	226.916	182.500	195.647	134.376	12.168	0.008	-0.065	-0.070	86.000	85.000	494.200	300.397	886.387	299.128	212.200	264.733	142.260	4.972	-0.054	-0.063	0.017	86.000	85.000	351.107	224.368	886.387	224.482	169.074	190.538	126.799	8.189	-0.019	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
86.000	87.000	86.000	517.676	296.493	913.167	294.358	217.500	252.364	156.545	4.901	-0.387	0.061	0.267	87.000	86.000	397.074	222.258	913.167	256.990	197.708	225.909	137.264	6.447	-0.195	-0.065	0.065	87.000	86.000	527.655	322.380	913.167	258.462	193.308	224.400	131.658	11.898	-0.111	0.091	0.038	87.000	86.000	346.893	212.762	913.167	234.682	199.893	227.000	138.061	12.046	-0.122	-0.130	0.069	87.000	86.000	475.778	309.169	913.167	296.820	211.167	259.267	140.000	4.953	-0.019	-0.000	0.016	87.000	86.000	355.964	227.396	913.167	223.400	171.259	203.200	126.581	8.208	0.019	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
87.000	88.000	87.000	502.500	292.507	906.254	284.996	206.704	223.263	156.279	5.169	0.268	0.205	-0.023	88.000	87.000	397.852	216.042	906.254	256.898	201.192	222.800	140.434	6.244	-0.203	-0.065	0.134	88.000	87.000	521.828	333.397	906.254	262.753	202.296	228.684	132.426	11.963	0.065	-0.037	-0.053	88.000	87.000	344.034	208.433	906.254	232.404	191.200	205.864	143.266	11.862	-0.184	-0.130	0.000	88.000	87.000	501.370	317.176	906.254	294.503	199.655	238.812	140.462	5.037	0.084	-0.000	-0.126	88.000	87.000	353.464	222.234	906.254	226.921	172.519	196.154	127.311	8.208	0.000	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
88.000	89.000	88.000	492.750	275.088	907.160	294.594	223.826	252.286	156.915	5.326	0.157	0.205	0.000	89.000	88.000	416.741	222.474	907.160	260.411	195.867	221.188	139.540	6.160	-0.084	-0.065	0.065	89.000	88.000	534.000	320.549	907.160	259.038	228.067	271.250	134.284	11.944	-0.019	0.037	0.000	89.000	88.000	361.286	210.871	907.160	229.107	188.207	203.800	138.727	11.824	-0.038	-0.065	0.000	89.000	88.000	518.241	307.831	907.160	300.156	211.700	265.000	139.707	5.121	0.084	-0.000	-0.063	89.000	88.000	367.357	227.118	907.160	226.427	177.679	202.929	125.792	8.273	0.065	0.000	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	89.000	488.107	331.235	851.165	259.387	203.429	247.417	142.766	11.963	0.019	-0.053	0.000	90.000	89.000	345.733	204.178	851.165	226.734	208.966	234.875	132.358	11.632	-0.192	0.000	0.137	90.000	89.000	497.538	301.268	851.165	305.881	213.414	264.286	143.924	4.972	-0.149	-0.000	0.126	90.000	89.000	378.630	225.122	851.165	229.410	176.679	200.062	126.467	8.265	-0.008	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
90.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	90.000	508.654	366.148	846.299	261.942	199.929	253.500	138.781	12.063	0.100	0.000	-0.181	91.000	90.000	347.821	207.034	846.299	230.629	219.893	250.786	137.013	11.587	-0.046	-0.003	-0.065	91.000	90.000	521.296	305.129	846.299	303.114	213.286	278.111	141.713	4.972	0.000	-0.000	-0.000	91.000	90.000	365.815	230.337	846.299	222.429	174.741	192.500	129.831	8.246	-0.019	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	91.000	512.346	343.753	818.832	268.707	199.444	231.600	134.088	12.193	0.130	0.053	0.000	92.000	91.000	344.600	204.680	818.832	226.808	238.786	277.812	137.304	11.587	0.000	0.000	0.130	92.000	91.000	478.074	304.098	818.832	286.258	194.690	231.062	142.717	4.888	-0.084	-0.000	0.126	92.000	91.000	334.207	222.652	818.832	224.108	179.037	202.286	127.087	8.311	0.065	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
92.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	92.000	544.655	348.822	839.941	271.064	189.857	216.462	151.218	12.120	-0.073	-0.234	-0.144	93.000	92.000	367.900	213.388	839.941	228.836	233.900	294.500	144.159	11.732	0.146	0.000	-0.065	93.000	92.000	476.862	297.247	839.941	303.086	214.828	259.588	137.545	4.850	-0.038	-0.000	0.063	93.000	92.000	349.893	228.494	839.941	231.048	182.345	205.643	129.520	8.357	0.046	0.000	-0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
93.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	93.000	491.094	314.239	819.849	271.866	201.933	230.882	131.724	12.063	-0.057	0.038	0.053	94.000	93.000	344.167	208.656	819.849	231.536	224.536	250.833	141.192	11.705	-0.027	0.069	0.061	94.000	93.000	518.857	314.944	819.849	300.397	210.400	257.154	138.607	4.926	0.076	0.063	-0.063	94.000	93.000	371.643	233.774	819.849	227.715	169.346	197.556	134.476	8.357	0.000	-0.076	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	94.000	529.594	345.810	819.120	273.430	204.857	232.050	136.595	12.128	0.065	-0.038	-0.091	95.000	94.000	377.774	218.730	819.120	231.431	212.333	247.615	136.600	11.935	0.230	0.065	-0.134	95.000	94.000	498.037	306.687	819.120	292.827	209.786	265.000	139.476	4.842	-0.084	-0.000	0.079	95.000	94.000	375.036	230.314	819.120	232.802	176.815	184.833	135.108	8.108	-0.249	-0.204	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	95.000	497.138	306.807	813.914	274.431	221.367	256.050	136.797	12.009	-0.119	0.000	0.128	96.000	95.000	362.586	214.386	813.914	231.785	194.037	221.500	133.295	12.000	0.065	0.130	0.069	96.000	95.000	485.704	313.494	813.914	303.527	219.452	269.200	141.565	4.788	-0.054	-0.063	0.015	96.000	95.000	355.385	227.643	813.914	232.442	169.444	183.625	137.304	7.913	-0.195	-0.128	0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	96.000	538.906	319.000	845.657	272.060	228.633	272.316	133.190	12.212	0.203	0.091	-0.091	97.000	96.000	350.296	214.602	845.657	230.037	191.577	207.400	128.500	12.111	0.111	0.134	0.000	97.000	96.000	458.889	293.228	845.657	298.969	226.677	277.600	142.838	4.723	-0.065	-0.000	0.063	97.000	96.000	358.179	225.719	845.657	235.318	169.000	191.467	137.067	7.783	-0.130	-0.191	-0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	97.000	535.600	314.944	844.008	275.260	226.194	261.800	134.209	12.369	0.157	0.144	0.037	98.000	97.000	349.448	204.988	844.008	233.371	203.778	222.053	130.007	12.260	0.149	0.130	0.000	98.000	97.000	514.500	322.163	844.008	304.090	213.161	289.545	144.047	4.899	0.176	-0.000	-0.205	98.000	97.000	343.607	229.647	844.008	234.746	178.500	201.769	135.626	7.626	-0.157	-0.140	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	98.000	502.000	310.033	841.165	268.854	223.700	272.000	140.810	12.296	-0.073	0.000	0.090	99.000	98.000	343.407	209.143	841.165	233.503	197.125	233.556	131.549	12.401	0.141	0.264	0.000	99.000	98.000	498.519	306.405	841.165	303.755	213.821	260.750	146.070	4.861	-0.038	-0.000	0.063	99.000	98.000	344.920	230.313	841.165	238.110	185.607	212.688	139.280	7.385	-0.241	-0.192	0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	99.000	470.424	312.793	815.308	271.340	224.241	277.714	137.972	12.323	0.027	0.037	0.053	100.000	99.000	335.370	208.348	815.308	232.262	206.769	230.333	132.142	12.604	0.203	0.130	0.000	100.000	99.000	552.355	323.614	815.308	312.012	201.400	260.545	138.569	5.083	0.222	0.063	-0.142	100.000	99.000	336.040	226.131	815.308	235.782	187.538	209.727	140.076	7.228	-0.157	-0.139	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	100.000	446.029	298.163	817.511	268.426	202.630	237.615	139.406	12.369	0.046	0.053	0.000	101.000	100.000	335.893	214.023	817.511	234.052	210.167	232.765	136.908	12.707	0.103	0.056	-0.069	101.000	100.000	522.536	295.224	817.511	313.795	217.276	265.125	147.364	4.815	-0.268	-0.079	0.189	101.000	100.000	336.880	229.198	817.511	235.874	182.885	213.000	133.521	7.228	0.000	-0.064	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	101.000	482.000	302.980	816.129	276.136	197.500	257.500	129.192	12.710	0.341	0.166	-0.144	102.000	101.000	333.276	208.308	816.129	236.909	198.000	235.600	128.040	13.140	0.433	0.259	-0.065	102.000	101.000	498.333	307.835	816.129	301.918	208.516	257.176	144.926	4.731	-0.084	-0.000	0.063	102.000	101.000	330.045	222.152	816.129	227.927	173.154	195.917	130.021	7.209	-0.019	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	102.000	473.062	320.000	817.339	272.225	214.556	260.889	137.583	12.626	-0.084	0.000	0.053	103.000	102.000	342.172	209.868	817.339	236.422	206.857	231.267	127.243	13.354	0.214	0.260	0.000	103.000	102.000	454.483	284.181	817.339	298.413	190.607	222.706	145.842	4.601	-0.130	-0.016	0.126	103.000	102.000	297.960	223.531	817.339	226.911	180.808	196.000	130.542	7.163	-0.046	-0.064	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	103.000	473.129	317.888	838.566	269.374	201.889	237.833	136.160	12.718	0.092	0.053	-0.091	104.000	103.000	327.379	209.116	838.566	237.197	213.897	241.706	130.395	13.457	0.103	0.195	0.133	104.000	103.000	446.103	290.022	838.566	306.246	209.767	257.909	139.755	4.620	0.019	-0.063	-0.063	104.000	103.000	324.360	214.453	838.566	232.169	178.231	203.077	131.451	7.033	-0.130	0.000	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	104.000	553.125	378.481	840.176	277.761	190.679	208.300	138.500	12.882	0.165	-0.052	-0.220	105.000	104.000	328.148	202.663	840.176	239.098	221.214	253.235	137.851	13.503	0.046	0.065	0.000	105.000	104.000	460.931	282.198	840.176	307.203	201.828	239.429	142.692	4.601	-0.019	-0.000	-0.000	105.000	104.000	361.966	219.189	840.176	229.663	182.292	199.750	130.310	7.152	0.119	0.000	-0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
