T	X	Y	Mean	StdDev	Frame Background	Boundary Background
1.000	22.165	43.355	814.895	453.636	116.714	172.322
2.000	22.425	43.420	806.267	450.150	116.601	171.128
3.000	22.555	43.420	808.319	450.543	116.599	171.201
4.000	23.010	43.355	809.611	448.503	116.690	171.343
5.000	23.140	43.355	810.729	444.259	116.749	170.108
6.000	23.075	43.290	811.009	446.474	116.705	169.519
7.000	23.140	43.290	810.800	445.586	116.762	169.450
8.000	23.205	43.355	811.746	441.833	116.809	169.630
9.000	23.400	43.355	807.550	437.490	116.821	169.201
10.000	23.465	43.420	809.764	434.232	116.749	168.214
11.000	23.400	43.550	808.415	428.708	116.870	167.920
12.000	23.400	43.615	806.819	429.677	116.726	166.950
13.000	23.270	43.290	805.363	434.223	116.785	166.791
14.000	23.140	43.290	805.210	436.838	116.787	167.635
15.000	23.075	43.420	804.350	434.330	116.780	168.353
16.000	23.205	43.615	809.968	442.124	116.940	169.383
17.000	23.205	43.680	812.927	446.599	116.787	168.796
18.000	23.140	43.745	813.763	450.842	116.840	168.732
19.000	23.205	43.875	813.265	456.269	116.729	168.430
20.000	23.335	43.810	814.860	460.523	116.799	169.090
21.000	23.335	43.940	811.797	464.224	116.752	168.796
22.000	23.400	44.135	812.655	465.713	116.743	169.761
23.000	23.400	44.135	811.341	464.257	116.862	169.224
24.000	23.335	44.200	809.485	461.543	116.813	168.786
25.000	23.270	44.265	814.379	459.899	116.861	168.912
26.000	23.335	44.070	811.707	458.711	116.901	169.201
27.000	23.335	44.135	816.746	455.130	116.943	169.203
28.000	23.335	44.005	817.797	449.894	116.934	168.641
29.000	23.400	44.135	832.703	444.087	116.984	168.765
30.000	23.400	44.135	833.465	445.202	117.081	168.552
31.000	23.465	44.135	839.557	452.086	117.001	168.203
32.000	23.530	44.070	833.019	458.421	116.999	167.674
33.000	23.400	43.745	841.270	457.115	117.069	167.903
34.000	23.270	43.550	845.072	459.403	117.050	167.636
35.000	23.270	43.615	843.293	466.066	117.096	167.717
36.000	23.270	43.680	836.198	460.126	117.044	167.111
37.000	23.270	43.485	835.000	467.889	116.966	166.517
38.000	23.270	43.550	837.910	471.213	116.906	166.061
39.000	23.270	43.615	839.251	475.432	116.947	165.921
40.000	23.205	43.680	840.773	472.665	116.880	165.422
41.000	23.205	43.680	846.774	471.593	116.912	164.877
