T	X	Y	Mean	StdDev	Frame Background	Boundary Background
42.000	44.070	47.385	453.787	164.832	104.481	133.327
43.000	44.135	47.385	453.827	164.624	104.440	133.404
44.000	43.940	47.385	452.694	164.140	104.421	133.140
45.000	43.875	47.450	453.118	165.585	104.452	133.198
46.000	43.680	47.450	454.418	164.786	104.331	133.212
47.000	43.680	47.450	455.054	165.288	104.478	133.385
48.000	43.875	47.515	458.269	163.715	104.450	133.283
49.000	43.875	47.450	455.619	161.244	104.420	133.096
50.000	43.940	47.450	456.915	161.563	104.298	132.719
51.000	44.070	47.450	461.300	164.210	104.443	133.072
52.000	44.135	47.385	462.034	162.975	104.456	133.078
53.000	44.135	47.450	463.891	165.015	104.429	132.861
54.000	44.200	47.450	466.684	164.583	104.464	133.015
55.000	44.200	47.450	467.905	165.344	104.448	132.624
56.000	44.200	47.450	467.804	166.493	104.456	132.673
57.000	44.200	47.385	471.057	165.242	104.506	132.507
58.000	44.200	47.320	472.705	166.513	104.545	132.847
59.000	44.135	47.320	471.552	166.323	104.557	132.479
60.000	44.200	47.320	472.604	167.540	104.518	132.601
61.000	44.135	47.385	471.836	167.528	104.344	132.106
62.000	44.070	47.385	472.539	166.831	104.530	132.631
63.000	44.135	47.320	472.871	167.667	104.547	132.694
64.000	44.200	47.385	474.800	163.862	104.557	133.265
65.000	44.135	47.385	475.139	161.703	104.578	133.302
66.000	44.135	47.385	477.144	162.678	104.539	133.359
67.000	44.135	47.450	474.774	162.444	104.583	133.163
68.000	44.135	47.450	472.926	161.099	104.559	133.239
69.000	44.070	47.450	474.170	160.002	104.544	133.079
70.000	44.135	47.450	477.069	158.568	104.559	133.034
71.000	44.135	47.515	473.348	158.477	104.486	132.983
72.000	44.135	47.515	474.264	155.847	104.542	133.164
73.000	44.200	47.450	474.435	153.896	104.538	132.956
74.000	44.200	47.515	477.404	155.126	104.541	133.073
75.000	44.070	47.515	476.599	155.781	104.594	133.490
76.000	44.200	47.450	478.734	154.846	104.588	133.639
77.000	44.200	47.515	478.461	154.824	104.563	133.612
78.000	44.265	47.515	476.440	155.603	104.500	133.071
79.000	44.200	47.450	473.623	154.992	104.559	133.232
80.000	44.200	47.515	476.130	154.618	104.570	133.493
81.000	44.200	47.515	474.449	155.732	104.586	133.495
82.000	44.200	47.515	475.349	156.682	104.615	133.783
83.000	44.200	47.580	477.392	155.916	104.595	133.988
84.000	44.265	47.450	475.972	157.776	104.599	134.037
85.000	44.200	47.515	475.686	157.886	104.640	133.984
86.000	44.200	47.580	474.290	158.536	104.564	133.954
87.000	44.200	47.515	476.361	158.311	104.606	134.381
88.000	43.940	47.580	476.110	160.771	104.688	135.104
89.000	44.200	47.515	481.292	159.685	104.693	135.051
90.000	44.135	47.580	478.692	159.009	104.656	134.620
91.000	44.070	47.515	478.158	158.650	104.688	134.891
92.000	44.070	47.580	477.020	157.764	104.656	134.590
93.000	43.485	47.515	471.733	162.463	104.670	134.839
94.000	43.485	47.580	472.220	163.925	104.594	134.835
95.000	43.485	47.450	470.643	162.273	104.708	135.043
96.000	43.875	47.515	469.878	161.147	104.703	134.825
97.000	43.420	47.515	470.873	162.083	104.707	134.991
98.000	43.810	47.580	471.372	161.020	104.718	135.098
99.000	43.810	47.515	472.470	159.951	104.753	135.083
100.000	43.615	47.515	470.790	158.280	104.672	134.470
101.000	43.745	47.515	471.200	155.114	104.566	134.221
102.000	43.940	47.515	470.383	152.319	104.660	134.057
103.000	44.135	47.580	469.652	149.033	104.638	133.826
104.000	43.550	47.580	463.615	148.274	104.618	133.620
105.000	44.135	47.515	466.676	147.485	104.608	133.321
106.000	43.745	47.515	465.800	146.548	104.521	133.179
107.000	44.200	47.580	464.398	144.425	104.614	133.286
108.000	44.070	47.580	463.240	144.099	104.578	133.029
109.000	43.875	47.645	459.990	143.191	104.614	133.063
110.000	44.005	47.645	460.560	143.394	104.593	133.158
111.000	44.005	47.580	464.185	143.821	104.618	133.387
112.000	44.070	47.580	461.270	144.858	104.565	132.948
113.000	44.070	47.580	460.862	144.528	104.556	133.101
114.000	43.875	47.580	459.155	146.450	104.541	133.081
115.000	43.940	47.515	459.931	145.561	104.548	132.900
116.000	44.070	47.580	460.724	147.049	104.521	133.084
117.000	44.200	47.580	461.568	145.949	104.564	133.614
118.000	44.135	47.580	461.261	147.158	104.545	133.511
119.000	44.135	47.645	458.387	146.891	104.507	133.115
120.000	44.200	47.580	459.069	146.511	104.501	133.526
121.000	44.200	47.580	458.259	147.305	104.503	133.347
