dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Base Local Background (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Tip Local Background (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Base Local Background (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Tip Local Background (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Base Local Background (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Tip Local Background (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Base Local Background (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Tip Local Background (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)
31.000	32.000	31.000	336.846	221.256	833.019	216.603	155.227	164.818	126.135	10.218	-0.008	0.130	0.130	34.000	31.000	320.000	214.286	845.072	186.184	159.167	173.333	131.856	5.146	-0.103	-0.059	0.033	32.000	31.000	330.138	214.344	833.019	216.015	159.520	185.000	126.774	9.966	-0.027	0.101	0.132	38.000	31.000	263.871	194.430	837.910	181.542	160.269	180.222	131.287	4.427	-0.065	-0.065	0.062	57.000	31.000	357.100	227.333	816.852	229.505	178.542	190.118	132.653	7.028	-0.138	0.144	0.289	63.000	31.000	324.545	238.671	826.600	253.966	194.031	225.923	159.728	1.813	0.073	0.062	-0.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	31.000	353.704	258.395	850.892	208.758	177.167	197.688	137.255	5.898	0.130	0.142	0.063	106.000	31.000	197.207	169.114	846.418	197.348	178.793	189.118	174.599	4.230	0.000	-0.183	-0.226	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
32.000	33.000	32.000	342.655	195.638	841.270	210.726	156.400	166.800	127.336	9.598	-0.620	0.130	0.706	35.000	32.000	285.192	193.943	843.293	191.179	177.741	189.842	133.680	4.676	-0.471	-0.263	0.204	33.000	32.000	383.030	258.065	841.270	222.380	162.192	175.765	125.574	10.509	0.544	0.133	-0.316	39.000	32.000	265.828	195.155	839.251	178.620	149.385	163.643	128.733	4.519	0.092	0.065	0.002	58.000	32.000	403.552	247.256	812.783	224.068	162.773	178.833	133.103	7.303	0.276	0.125	-0.199	64.000	32.000	340.185	235.286	815.239	254.653	188.429	217.214	155.652	1.778	-0.035	0.045	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	32.000	369.852	272.055	846.418	214.626	177.071	192.235	135.705	6.074	0.176	0.126	-0.063	107.000	32.000	208.577	164.176	845.388	198.956	173.630	183.042	172.936	4.027	-0.203	-0.226	-0.042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
33.000	34.000	33.000	397.848	208.102	845.072	200.944	158.684	177.800	135.086	8.902	-0.696	-0.395	0.327	36.000	33.000	282.808	201.368	836.198	188.128	161.464	171.696	144.947	4.197	-0.479	-0.324	0.138	34.000	33.000	360.194	244.424	845.072	225.099	166.583	183.000	126.313	10.850	0.341	0.193	-0.193	40.000	33.000	242.185	190.375	840.773	182.042	157.708	164.167	128.320	4.251	-0.268	-0.065	0.127	59.000	33.000	394.793	244.256	828.292	228.161	166.600	171.417	128.613	7.506	0.203	0.144	-0.036	65.000	33.000	320.071	228.638	810.597	249.547	198.552	231.000	156.136	1.705	-0.073	-0.019	0.044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	33.000	379.414	264.284	845.388	211.177	172.296	195.615	136.322	6.185	0.111	0.126	-0.000	108.000	33.000	210.385	174.479	842.424	204.765	176.174	186.700	171.171	4.165	0.138	-0.042	-0.183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
34.000	35.000	34.000	375.067	220.929	843.293	195.678	152.826	162.000	133.946	8.635	-0.268	-0.260	-0.065	37.000	34.000	287.615	199.859	835.000	185.805	167.542	182.800	134.741	4.132	-0.065	-0.059	-0.059	35.000	34.000	346.909	221.678	843.293	220.215	161.692	175.308	123.154	11.137	0.287	0.234	0.040	41.000	34.000	242.250	189.690	846.774	176.738	149.958	157.529	131.415	4.167	-0.084	-0.000	0.061	60.000	34.000	419.000	240.989	823.245	229.758	164.333	171.524	130.584	7.709	0.203	0.164	-0.035	66.000	34.000	308.621	232.766	816.877	246.909	183.571	215.154	153.429	1.889	0.184	0.126	-0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	34.000	382.929	277.313	842.424	212.072	177.815	198.727	137.620	6.315	0.130	0.063	-0.016	109.000	34.000	195.519	161.467	839.559	204.136	178.875	192.762	174.952	4.008	-0.157	0.092	0.233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
35.000	36.000	35.000	383.600	228.148	836.198	198.290	149.217	159.692	126.086	8.711	0.076	-0.000	-0.130	38.000	35.000	284.520	198.162	837.910	192.719	159.115	171.286	134.047	4.059	-0.073	-0.034	0.051	36.000	35.000	338.188	222.345	836.198	220.840	166.667	186.750	121.750	11.497	0.360	0.285	-0.091	42.000	35.000	235.828	196.549	850.902	182.044	153.208	159.526	130.912	4.305	0.138	-0.000	-0.130	61.000	35.000	388.367	229.271	823.126	224.476	167.043	185.000	126.690	7.912	0.203	0.254	0.109	67.000	35.000	350.621	240.397	819.398	259.807	201.824	227.737	154.966	2.046	0.157	0.000	-0.143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	35.000	374.615	279.118	839.559	213.200	165.500	181.312	139.946	6.250	-0.065	-0.000	0.063	110.000	35.000	199.964	166.378	838.534	204.818	174.862	188.462	176.713	3.981	-0.027	-0.233	-0.141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
36.000	37.000	36.000	315.452	208.310	835.000	188.873	155.917	162.316	125.773	8.467	-0.244	-0.000	0.327	39.000	36.000	294.000	200.027	839.251	198.030	158.458	174.273	131.931	3.967	-0.092	-0.000	0.025	37.000	36.000	319.000	217.310	835.000	218.072	150.552	162.467	124.160	11.784	0.287	0.234	0.000	43.000	36.000	248.560	189.708	850.875	178.289	158.958	173.091	128.415	4.251	-0.054	0.065	0.068	62.000	36.000	370.276	228.761	825.581	226.571	170.913	178.667	127.091	8.023	0.111	0.145	0.000	68.000	36.000	334.964	237.400	829.120	267.590	201.697	241.000	158.795	1.954	-0.092	-0.018	0.044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	36.000	378.214	260.088	838.534	214.174	161.769	176.000	136.646	6.231	-0.019	0.096	0.079	111.000	36.000	200.621	160.295	842.435	210.766	179.481	193.714	169.599	3.797	-0.184	-0.183	-0.043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
37.000	38.000	37.000	344.581	206.570	837.910	189.965	147.917	158.692	129.675	8.516	0.049	-0.066	-0.129	40.000	37.000	287.808	212.728	840.773	191.161	156.760	161.407	133.443	4.051	0.084	-0.083	-0.100	38.000	37.000	318.710	213.233	837.910	217.092	158.393	172.357	133.395	11.784	0.000	0.000	0.000	44.000	37.000	226.520	179.713	848.393	177.077	156.038	169.273	130.307	4.148	-0.103	-0.065	0.132	63.000	37.000	363.500	226.587	826.600	224.210	158.478	163.958	127.300	8.253	0.230	0.216	0.000	69.000	37.000	331.000	252.904	815.493	257.737	186.867	220.636	164.104	1.862	-0.092	-0.063	0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	37.000	376.111	263.619	842.435	215.861	170.400	184.941	136.804	6.266	0.035	0.097	0.143	112.000	37.000	202.179	163.513	846.080	200.763	175.821	186.550	168.752	3.705	-0.092	-0.042	0.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
38.000	39.000	38.000	310.852	206.172	839.251	185.576	164.043	173.846	124.953	8.543	0.027	0.065	-0.065	41.000	38.000	274.667	217.250	846.774	191.036	154.423	173.100	131.778	4.154	0.103	-0.000	-0.103	39.000	38.000	340.118	211.725	839.251	209.073	151.107	162.737	135.599	11.911	0.127	0.081	-0.091	45.000	38.000	240.655	191.238	848.892	184.320	161.957	175.000	130.082	4.381	0.233	-0.000	-0.325	64.000	38.000	369.700	219.792	815.239	222.805	147.955	155.688	125.075	8.456	0.203	0.199	0.000	70.000	38.000	328.143	249.432	820.078	253.027	185.706	203.500	164.319	1.889	0.027	-0.043	-0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	38.000	391.192	274.256	846.080	215.700	159.880	174.000	133.514	6.350	0.084	0.063	-0.063	113.000	38.000	203.000	164.842	838.270	205.973	171.778	185.083	163.161	3.770	0.065	0.050	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
39.000	40.000	39.000	301.538	202.579	840.773	189.530	162.800	176.733	126.782	8.784	0.241	0.070	-0.132	42.000	39.000	257.963	207.325	850.902	189.261	156.160	168.933	130.054	4.257	0.103	0.020	-0.104	40.000	39.000	339.382	214.333	840.773	210.093	159.481	167.667	140.043	12.114	0.203	0.102	-0.091	46.000	39.000	237.926	207.304	849.551	179.308	159.542	170.750	130.367	4.538	0.157	-0.000	-0.129	65.000	39.000	375.548	214.680	810.597	228.173	155.318	158.571	122.279	8.731	0.276	0.270	0.054	71.000	39.000	364.258	258.986	820.008	257.088	182.312	210.600	156.792	2.203	0.314	0.126	-0.126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	39.000	376.240	273.857	838.270	209.510	166.560	172.583	132.747	6.323	-0.027	0.063	0.079	114.000	39.000	202.385	167.873	832.424	203.774	169.148	183.412	164.800	3.686	-0.084	-0.092	-0.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
40.000	41.000	40.000	302.519	208.902	846.774	188.427	157.579	166.556	136.216	8.565	-0.219	-0.133	-0.065	43.000	40.000	253.500	192.597	850.875	190.575	159.115	168.824	128.900	4.422	0.165	-0.019	-0.143	41.000	40.000	344.892	218.077	846.774	209.891	160.407	172.714	136.562	12.806	0.693	0.392	-0.133	47.000	40.000	220.040	195.165	842.789	175.477	152.308	163.333	129.887	4.419	-0.119	0.000	0.065	66.000	40.000	371.581	219.478	816.877	227.387	150.300	162.077	122.597	9.129	0.398	0.325	0.000	72.000	40.000	343.897	260.680	821.986	257.167	185.387	210.923	161.109	2.157	-0.046	-0.063	-0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	40.000	367.964	292.624	832.424	209.041	166.519	180.059	140.213	6.196	-0.127	-0.168	-0.114	115.000	40.000	205.414	162.481	851.287	206.133	175.138	195.600	166.669	3.659	-0.027	-0.141	-0.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
41.000	42.000	41.000	283.643	200.111	850.902	185.021	155.421	170.000	129.259	8.508	-0.057	-0.065	0.065	44.000	41.000	236.483	181.671	848.393	179.895	148.577	163.429	130.577	4.376	-0.046	0.082	0.123	42.000	41.000	344.853	210.176	850.902	204.413	165.485	187.375	137.160	12.871	0.065	0.191	0.191	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	41.000	371.324	218.489	819.398	231.436	154.150	160.875	124.393	9.302	0.173	0.180	-0.054	73.000	41.000	328.931	256.260	827.417	255.966	185.036	204.733	156.307	2.222	0.065	0.000	-0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	41.000	382.821	280.294	851.287	215.131	174.250	195.714	139.581	6.131	-0.065	-0.141	-0.077	116.000	41.000	198.897	159.000	856.723	201.637	176.040	192.500	168.574	3.567	-0.092	-0.042	0.050	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
42.000	43.000	42.000	281.034	193.802	850.875	185.491	161.136	167.556	127.595	8.505	-0.003	-0.065	0.065	45.000	42.000	237.043	189.580	848.892	183.671	163.333	177.167	127.834	4.284	-0.092	-0.000	0.020	43.000	42.000	289.944	198.284	850.875	198.392	162.852	185.000	152.089	12.660	-0.211	-0.032	0.183	49.000	42.000	244.000	196.586	840.575	172.740	147.217	159.286	129.950	4.419	4.419	3.980E-18	0.520	68.000	42.000	378.571	209.100	829.120	228.838	151.565	158.500	124.755	9.259	-0.043	0.275	0.414	74.000	42.000	351.929	254.208	827.306	251.698	178.143	194.500	155.477	2.306	0.084	0.063	-0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	42.000	346.185	274.643	856.723	209.636	182.519	207.091	140.000	6.066	-0.065	-0.077	-0.014	117.000	42.000	198.370	164.581	859.397	194.352	170.179	187.455	166.697	3.556	-0.011	-0.092	-0.043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43.000	44.000	43.000	294.167	200.500	848.393	188.873	153.000	160.667	131.450	8.489	-0.016	-0.066	-0.130	46.000	43.000	232.250	199.505	849.551	188.782	162.346	170.091	129.724	4.533	0.249	0.061	-0.042	44.000	43.000	308.306	194.724	848.393	197.632	153.000	169.800	136.930	13.093	0.433	0.366	-0.041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	43.000	267.800	177.716	815.493	186.142	166.909	174.176	126.730	7.639	-1.620	0.079	1.526	75.000	43.000	333.774	252.628	826.307	244.532	175.214	195.688	151.075	2.287	-0.019	0.095	0.221	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	43.000	364.000	273.171	859.397	206.679	164.407	181.167	139.630	6.158	0.092	0.078	-0.015	118.000	43.000	261.636	201.843	889.074	206.981	178.385	187.889	162.902	5.328	1.772	-0.132	-1.715	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
44.000	45.000	44.000	288.467	195.468	848.892	182.403	153.611	157.533	128.262	8.332	-0.157	-0.065	0.065	47.000	44.000	238.867	186.838	842.789	181.198	155.808	164.250	132.546	4.403	-0.130	-0.062	0.082	45.000	44.000	294.091	190.125	848.892	195.461	153.217	161.333	142.571	12.917	-0.176	-0.009	0.133	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	44.000	308.742	208.144	820.078	193.688	166.545	171.750	128.195	8.137	0.498	0.145	-0.267	76.000	44.000	327.515	248.192	826.973	237.603	178.862	197.875	151.959	2.390	0.103	-0.015	-0.141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	44.000	351.448	256.573	889.074	210.538	170.154	176.167	142.745	6.101	-0.057	-0.109	-0.017	119.000	44.000	303.967	242.068	889.299	210.701	169.875	184.300	168.591	6.703	1.374	0.365	-0.947	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
45.000	46.000	45.000	286.793	194.778	849.551	181.072	162.957	179.800	124.619	8.378	0.046	0.067	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	45.000	281.281	192.467	849.551	195.786	152.346	163.316	132.575	13.201	0.284	0.325	-0.042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	45.000	304.429	199.724	820.008	196.932	161.769	180.400	131.270	8.527	0.390	0.049	-0.234	77.000	45.000	325.533	246.671	827.829	240.824	186.607	211.062	149.483	2.279	-0.111	0.000	0.077	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	45.000	379.667	256.321	889.299	214.756	177.074	190.500	142.541	5.944	-0.157	-0.142	0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46.000	47.000	46.000	286.069	203.087	842.789	184.211	160.909	169.667	127.007	8.619	0.241	0.065	-0.130	49.000	46.000	242.852	187.714	840.575	186.101	159.174	166.211	132.555	4.181	4.181	0.000	0.000	47.000	46.000	244.633	193.643	842.789	196.220	156.724	170.000	157.351	12.251	-0.949	-0.915	-0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	46.000	307.517	177.477	821.986	191.047	170.133	197.000	127.493	7.892	-0.636	0.083	0.612	78.000	46.000	313.034	247.421	829.011	232.104	176.259	189.316	154.189	2.214	-0.065	0.014	0.077	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	46.000	351.133	259.231	813.572	209.530	169.500	180.500	143.667	5.852	-0.092	-0.063	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47.000	48.000	47.000	285.000	199.333	842.307	178.662	147.708	160.846	124.595	8.711	0.092	0.065	-0.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	47.000	247.286	182.381	842.307	198.514	161.087	169.500	157.187	11.903	-0.349	-0.486	-0.051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	47.000	347.394	201.031	827.417	196.993	165.444	197.250	126.409	8.584	0.693	0.233	-0.348	79.000	47.000	315.300	240.808	826.260	227.482	170.429	190.750	150.890	2.195	-0.019	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	47.000	368.690	251.762	811.214	211.172	169.875	188.875	138.825	5.814	-0.038	-0.000	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
48.000	49.000	48.000	329.897	237.937	840.575	196.876	161.625	183.625	126.851	9.526	0.815	-0.000	-0.714	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	48.000	249.312	176.483	840.575	198.483	163.939	175.500	155.118	11.221	-0.682	-0.426	0.233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	48.000	322.900	201.279	827.306	187.315	163.074	186.333	124.864	8.527	-0.057	0.177	0.170	80.000	48.000	303.387	225.127	830.783	221.225	168.519	187.615	152.472	2.065	-0.130	-0.063	0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
49.000	50.000	49.000	316.172	237.270	834.893	190.914	154.000	167.917	130.356	9.449	-0.076	-0.065	-9.558E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.000	49.000	232.200	170.863	834.893	195.789	156.421	168.400	158.000	11.202	-0.019	0.233	0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	49.000	316.333	198.260	826.307	186.949	161.435	167.190	127.778	8.768	0.241	0.140	-0.088	81.000	49.000	285.839	227.273	837.504	222.969	173.292	204.500	154.510	1.954	-0.111	0.015	0.078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
50.000	51.000	50.000	299.517	227.121	839.865	186.541	156.391	158.115	127.804	9.304	-0.146	-0.000	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.000	50.000	228.306	163.031	839.865	197.422	157.391	163.000	152.007	11.064	-0.138	-0.192	0.091	57.000	50.000	270.214	187.598	816.852	182.419	148.667	157.231	132.781	4.863	4.863	-0.130	1.161	76.000	50.000	316.133	205.358	826.973	192.349	154.731	168.368	130.054	9.171	0.403	0.165	-0.234	82.000	50.000	310.125	231.053	838.400	228.160	183.320	192.000	153.149	2.065	0.111	-0.015	-0.078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
51.000	52.000	51.000	304.840	219.976	827.750	187.522	148.739	159.571	128.325	9.361	0.057	-0.000	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.000	51.000	225.344	162.782	827.750	193.332	162.619	170.056	151.883	10.788	-0.276	0.133	0.366	58.000	51.000	256.346	178.818	812.783	181.301	151.400	159.500	128.944	4.806	-0.057	0.065	0.195	77.000	51.000	341.065	204.173	827.829	193.025	162.250	175.882	120.772	9.687	0.517	0.234	-0.234	83.000	51.000	349.929	240.520	841.018	229.290	174.917	191.750	154.697	2.092	0.027	0.016	-0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
