dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Base Local Background (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Tip Local Background (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Base Local Background (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Tip Local Background (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Base Local Background (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Tip Local Background (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Base Local Background (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Tip Local Background (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)
10.000	11.000	10.000	337.346	233.891	808.415	186.915	163.077	175.800	123.154	10.445	0.598	0.152	-0.265	13.000	10.000	314.083	215.146	805.363	197.368	167.179	186.267	132.047	4.227	-0.084	-0.000	0.038	11.000	10.000	265.909	182.650	808.415	237.586	161.043	170.667	129.007	5.766	0.211	0.141	-0.092	17.000	10.000	306.893	218.042	812.927	184.935	154.000	167.000	131.421	4.557	-0.084	-0.065	0.002	36.000	10.000	324.115	214.652	836.198	237.010	170.500	187.625	133.946	3.045	0.344	0.246	-0.062	42.000	10.000	311.321	218.915	850.902	233.984	213.586	235.895	182.574	0.779	-0.103	0.000	0.072	42.000	10.000	431.733	328.000	850.902	286.336	230.333	244.786	198.912	1.350	0.065	0.064	-0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.000	10.000	384.621	270.302	838.089	289.492	238.719	298.231	157.545	3.018	0.295	0.187	-0.081	85.000	10.000	209.885	170.520	843.991	189.690	172.160	181.833	137.358	1.936	0.276	0.182	-0.091	113.000	10.000	527.438	385.130	838.270	329.627	273.412	294.619	238.401	1.740	0.176	0.062	-0.062
11.000	12.000	11.000	353.593	236.962	806.819	189.118	162.609	167.889	124.162	10.866	0.422	0.135	-0.124	14.000	11.000	329.069	207.349	805.210	194.992	166.889	182.706	133.020	4.319	0.092	-0.000	-0.040	12.000	11.000	270.100	188.628	806.819	235.608	165.125	172.286	125.872	6.033	0.268	0.183	-0.092	18.000	11.000	313.077	215.663	813.763	184.392	158.792	170.667	127.965	4.657	0.100	0.065	0.000	37.000	11.000	287.037	216.630	835.000	219.766	160.692	173.467	133.500	3.228	0.184	0.266	0.099	43.000	11.000	322.741	228.483	850.875	239.141	207.515	227.550	179.289	0.902	0.122	0.065	3.980E-18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	11.000	388.423	262.667	843.991	283.132	197.852	233.000	157.065	3.148	0.130	0.125	-0.019	86.000	11.000	204.379	169.329	850.848	188.337	178.480	197.615	137.520	2.185	0.249	0.143	-0.091	114.000	11.000	463.529	381.448	832.424	326.786	283.879	307.474	243.290	1.740	0.000	0.082	0.144
12.000	13.000	12.000	277.871	186.908	805.363	180.188	163.000	175.846	123.913	10.481	-0.385	0.079	0.639	15.000	12.000	322.296	207.229	804.350	192.399	159.167	173.286	132.232	4.300	-0.019	0.084	0.038	13.000	12.000	277.355	183.333	805.363	230.672	167.680	189.917	127.151	6.309	0.276	0.184	-0.135	19.000	12.000	315.269	225.744	813.265	187.116	164.000	188.125	132.779	4.576	-0.081	-0.131	-0.065	38.000	12.000	302.852	210.663	837.910	216.466	169.786	187.133	130.007	3.569	0.341	0.230	-0.085	44.000	12.000	350.138	239.843	848.393	252.000	217.621	245.867	188.850	0.890	-0.011	7.960E-18	7.960E-18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.000	12.000	392.769	277.805	850.848	283.573	194.593	211.625	153.306	3.343	0.195	0.125	-0.063	87.000	12.000	204.074	177.000	857.267	190.599	173.750	184.000	136.020	2.342	0.157	0.182	0.038	115.000	12.000	411.774	371.436	851.287	324.102	273.719	314.154	248.878	1.564	-0.176	-0.083	0.040
13.000	14.000	13.000	285.581	186.718	805.210	185.439	191.862	216.222	141.592	9.332	-1.149	-0.805	0.065	16.000	13.000	306.143	203.845	809.968	197.138	161.923	184.333	133.034	4.254	-0.046	-0.023	0.061	14.000	13.000	284.818	198.447	805.210	232.869	168.600	181.294	128.828	6.650	0.341	0.092	-0.140	20.000	13.000	293.296	215.783	814.860	188.021	162.714	172.000	134.865	4.462	-0.114	-0.130	0.065	39.000	13.000	324.960	224.391	839.251	227.096	183.621	211.600	126.648	3.948	0.379	0.230	-0.145	45.000	13.000	338.000	253.270	848.892	252.545	208.148	242.583	191.224	0.928	0.038	7.960E-18	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.000	13.000	380.600	284.405	857.267	269.648	177.192	190.133	150.189	3.546	0.203	0.143	-0.063	88.000	13.000	211.793	178.500	856.390	189.010	170.250	191.385	134.480	2.591	0.249	0.234	0.000	116.000	13.000	464.138	397.329	856.723	341.671	287.033	312.375	245.865	1.740	0.176	0.024	-0.205
14.000	15.000	14.000	280.613	209.078	804.350	185.944	198.567	245.250	153.306	9.316	-0.016	-0.200	-0.329	17.000	14.000	341.034	221.524	812.927	202.706	159.731	179.500	134.228	4.300	0.046	-0.061	-0.122	15.000	14.000	286.382	195.061	804.350	232.575	176.962	195.444	129.745	6.815	0.165	0.092	-0.135	21.000	14.000	294.400	219.120	811.797	182.168	156.957	164.462	131.903	4.538	0.076	0.130	-9.999E-4	40.000	14.000	288.778	213.939	840.773	229.416	177.581	209.333	130.450	4.075	0.127	0.205	0.119	46.000	14.000	349.133	237.590	849.551	257.759	220.214	236.632	187.903	0.955	0.027	0.006	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	14.000	376.400	272.800	856.390	257.780	173.708	181.938	143.131	3.657	0.111	0.143	-0.000	89.000	14.000	203.286	171.820	862.322	181.025	160.818	170.222	132.500	2.756	0.165	0.273	0.091	117.000	14.000	427.871	353.844	859.397	352.958	305.030	344.077	250.869	1.610	-0.130	-0.000	0.205
15.000	16.000	15.000	313.226	207.277	809.968	191.760	192.667	217.824	146.393	9.457	0.141	-0.134	-0.324	18.000	15.000	343.120	213.893	813.763	202.341	163.269	172.524	137.188	4.124	-0.176	-0.061	0.061	16.000	15.000	271.548	187.610	809.968	234.311	172.040	189.688	129.326	6.715	-0.100	0.092	0.184	22.000	15.000	302.429	208.185	812.655	187.946	157.792	176.700	127.286	4.622	0.084	0.132	-0.000	41.000	15.000	320.444	208.103	846.774	241.231	195.786	230.562	131.348	4.335	0.260	0.145	-0.086	47.000	15.000	355.613	243.542	842.789	248.619	199.185	215.350	186.706	1.066	0.111	0.065	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	15.000	370.320	271.734	862.322	253.580	172.385	182.389	140.831	3.878	0.222	0.143	-0.000	90.000	15.000	200.786	161.954	850.427	176.253	156.875	168.727	130.940	2.913	0.157	0.314	0.182	118.000	15.000	441.429	372.583	889.074	345.931	274.419	301.143	239.692	1.878	0.268	0.110	-0.047
16.000	17.000	16.000	298.967	209.688	812.927	190.863	181.893	219.786	143.097	9.495	0.038	-0.130	-0.194	19.000	16.000	349.037	226.886	813.265	207.290	159.667	172.750	136.404	4.170	0.046	-0.000	-0.050	17.000	16.000	278.467	187.876	812.927	233.086	155.375	161.895	131.444	6.899	0.184	0.135	-0.048	23.000	16.000	272.852	200.227	811.341	183.239	158.583	178.286	127.637	4.473	-0.149	0.133	0.325	42.000	16.000	308.074	218.117	850.902	247.602	186.786	210.353	130.336	4.500	0.165	0.173	0.000	48.000	16.000	367.500	245.029	842.307	254.378	218.429	239.462	193.095	0.974	-0.092	-0.065	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	16.000	389.000	275.900	850.427	247.531	165.577	181.417	140.356	4.008	0.130	0.081	-0.062	91.000	16.000	201.360	163.747	851.415	175.394	157.913	166.294	131.680	2.921	0.008	0.142	0.051	119.000	16.000	414.500	358.611	889.299	348.728	286.533	350.000	243.908	1.713	-0.165	0.106	0.122
17.000	18.000	17.000	298.621	206.971	813.763	190.798	184.966	219.941	142.699	9.392	-0.103	-0.199	-0.061	20.000	17.000	346.133	215.955	814.860	216.383	159.346	169.111	132.453	4.232	0.062	-0.000	0.033	18.000	17.000	271.548	195.989	813.763	231.608	152.760	163.600	124.219	7.194	0.295	0.189	-0.092	24.000	17.000	289.846	210.437	809.485	187.371	161.625	168.357	128.867	4.492	0.019	-0.000	-0.065	43.000	17.000	329.333	211.516	850.875	258.543	181.179	215.000	129.361	4.813	0.314	0.232	0.000	49.000	17.000	316.615	251.107	840.575	232.682	204.875	222.571	198.197	0.844	-0.130	0.013	0.142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	17.000	380.897	284.153	851.415	238.016	166.000	175.000	140.081	4.119	0.111	0.063	0.018	92.000	17.000	206.034	164.148	855.981	183.806	169.192	190.667	132.671	3.326	0.406	0.234	-0.091	120.000	17.000	415.333	356.354	813.572	352.760	288.548	323.294	239.083	1.648	-0.065	0.046	0.079
18.000	19.000	18.000	319.613	217.509	813.265	193.174	187.633	225.571	138.905	9.480	0.087	-0.134	-0.328	21.000	18.000	346.517	226.062	811.797	213.409	161.625	184.500	135.274	3.796	-0.436	-0.057	0.278	19.000	18.000	285.484	200.530	813.265	235.509	158.833	164.682	123.876	7.469	0.276	0.141	-0.092	25.000	18.000	304.769	215.342	814.379	186.714	154.042	163.077	129.667	4.576	0.084	0.065	-0.000	44.000	18.000	327.138	219.263	848.393	266.741	175.192	201.083	129.615	4.970	0.157	0.204	0.000	50.000	18.000	332.161	229.959	834.893	241.100	210.923	232.500	186.174	0.928	0.084	0.000	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	18.000	381.577	279.631	855.981	241.442	175.741	209.875	138.596	4.249	0.130	0.142	-0.046	93.000	18.000	208.379	167.967	858.090	180.258	164.000	177.562	136.584	3.529	0.203	0.183	0.000	121.000	18.000	392.296	327.402	811.214	334.693	279.219	310.333	233.507	1.510	-0.138	0.062	0.187
19.000	20.000	19.000	295.345	205.729	814.860	189.816	176.429	204.667	138.149	9.365	-0.114	-0.000	0.130	22.000	19.000	327.962	224.869	812.655	219.858	156.741	170.812	129.732	3.834	0.038	0.117	0.057	20.000	19.000	279.613	203.218	814.860	239.059	156.682	173.583	124.546	7.626	0.157	0.189	0.006	26.000	19.000	289.533	210.839	811.707	186.311	158.375	175.286	128.571	4.500	-0.076	-0.000	0.130	45.000	19.000	339.778	216.833	848.892	269.193	163.846	175.368	129.159	5.200	0.230	0.204	0.000	51.000	19.000	312.710	221.235	839.865	239.072	217.939	234.682	185.333	0.817	-0.111	0.065	0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	19.000	402.214	281.776	858.090	233.864	169.370	184.071	139.442	4.452	0.203	0.063	-0.142	94.000	19.000	200.448	165.300	852.472	175.548	165.478	174.947	136.764	3.629	0.100	0.133	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
20.000	21.000	20.000	305.931	217.040	811.797	191.292	170.615	201.571	135.262	9.507	0.141	-0.061	-0.259	23.000	20.000	349.656	243.179	811.341	227.282	152.087	161.867	131.979	4.056	0.222	0.031	-0.119	21.000	20.000	284.778	200.722	811.797	235.667	165.250	179.765	126.933	7.921	0.295	0.183	-0.049	27.000	20.000	292.533	209.159	816.746	192.107	157.615	171.231	132.912	4.389	-0.111	-0.130	-0.000	46.000	20.000	366.467	233.433	849.551	276.913	162.167	177.375	127.028	5.790	0.590	0.262	-0.319	52.000	20.000	325.677	236.688	827.750	254.940	227.067	246.941	190.755	0.955	0.138	0.071	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	20.000	365.167	268.612	852.472	224.061	169.542	182.083	137.881	4.471	0.019	0.161	0.143	95.000	20.000	316.759	268.155	883.587	221.513	162.190	176.154	137.404	8.262	4.633	0.140	-3.901	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
21.000	22.000	21.000	336.692	227.640	812.655	194.551	184.107	201.364	130.156	9.797	0.290	0.061	-0.328	24.000	21.000	342.828	232.904	809.485	222.331	155.077	164.056	130.215	3.937	-0.119	-0.086	0.083	22.000	21.000	279.697	189.919	812.655	235.952	161.476	164.737	125.500	8.097	0.176	0.373	0.190	28.000	21.000	303.250	208.593	817.797	191.919	158.696	175.200	133.171	4.278	-0.111	-0.000	0.065	47.000	21.000	340.276	235.573	842.789	263.829	160.593	178.389	132.456	5.890	0.100	0.125	0.031	53.000	21.000	267.167	200.926	826.769	234.676	236.355	260.579	181.477	0.617	-0.339	0.063	0.410	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	21.000	393.615	285.286	883.587	231.547	176.517	187.136	134.768	4.804	0.333	0.126	-0.126	96.000	21.000	191.667	168.000	849.157	179.231	176.077	187.158	136.974	3.713	-4.549	0.091	4.005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
22.000	23.000	22.000	322.393	231.894	811.341	196.027	181.964	214.182	137.910	9.770	-0.027	-0.065	-0.061	25.000	22.000	338.966	231.200	814.379	215.288	154.667	166.357	128.579	3.818	-0.119	0.085	0.075	23.000	22.000	289.771	198.391	811.341	235.830	161.364	165.375	125.885	8.422	0.325	0.141	-0.049	29.000	22.000	298.536	228.321	832.703	193.974	161.292	177.000	130.124	4.427	0.149	-0.000	-0.195	48.000	22.000	332.103	229.779	842.307	264.878	169.500	181.846	131.210	6.119	0.230	0.120	-0.114	54.000	22.000	329.771	234.955	823.021	266.202	222.176	259.071	184.556	1.158	0.542	0.150	-0.395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	22.000	385.571	277.684	849.157	225.749	173.889	188.842	135.784	4.972	0.168	0.190	0.015	97.000	22.000	205.000	159.689	850.987	182.634	175.143	199.588	136.193	3.935	0.222	0.143	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23.000	24.000	23.000	316.562	226.646	809.485	198.312	165.480	175.941	139.262	9.935	0.165	0.005	-0.069	26.000	23.000	339.233	231.330	811.707	208.389	166.174	173.214	129.915	3.837	0.019	-0.000	-0.000	24.000	23.000	302.265	208.295	809.485	234.170	157.080	169.737	123.753	8.790	0.368	0.283	-0.141	30.000	23.000	280.724	221.372	833.465	194.005	155.520	176.875	127.696	4.611	0.184	0.130	-0.000	49.000	23.000	338.321	227.905	840.575	264.484	162.731	175.500	132.767	6.395	0.276	0.187	-0.024	55.000	23.000	314.233	230.442	822.926	249.598	216.438	250.250	178.979	0.982	-0.176	0.187	0.293	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	23.000	372.931	279.165	850.987	222.874	171.375	186.417	135.542	5.110	0.138	0.142	-0.063	98.000	23.000	202.345	159.200	853.325	187.684	191.444	211.471	143.361	3.897	-0.038	-0.050	-0.041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
24.000	25.000	24.000	315.844	233.908	814.379	199.507	179.103	198.714	143.035	9.931	-0.003	-0.254	-0.130	27.000	24.000	318.786	212.979	816.746	193.330	157.385	164.000	129.353	3.791	-0.046	0.060	0.145	25.000	24.000	292.257	211.511	814.379	231.883	158.381	174.429	126.158	9.047	0.257	0.233	-0.050	31.000	24.000	279.633	218.622	839.557	188.421	150.115	161.312	126.767	4.752	0.141	-0.000	-0.130	50.000	24.000	327.519	212.209	834.893	255.711	169.250	186.688	130.471	6.051	-0.344	0.143	0.397	56.000	24.000	254.417	181.684	816.762	210.947	210.222	218.267	169.847	0.481	-0.501	0.130	0.585	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	24.000	396.621	273.052	853.325	228.400	175.692	192.929	135.158	5.270	0.160	0.126	-0.000	99.000	24.000	194.269	155.349	845.906	196.076	203.900	245.150	144.158	3.832	-0.065	0.000	0.050	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
25.000	26.000	25.000	310.400	203.744	811.707	197.633	159.750	170.167	139.466	9.304	-0.628	-0.065	0.398	28.000	25.000	335.259	234.512	817.797	195.661	158.481	170.824	130.818	4.097	0.306	0.061	-0.183	26.000	25.000	305.444	205.099	811.707	223.954	161.333	174.231	126.690	9.314	0.268	0.275	0.050	32.000	25.000	288.034	222.988	833.019	192.161	154.250	163.133	130.566	4.798	0.046	-0.065	-0.130	51.000	25.000	351.690	221.667	839.865	254.647	171.250	184.059	133.021	6.443	0.391	0.224	-0.213	57.000	25.000	324.500	241.507	816.852	261.492	214.906	248.941	178.582	1.288	0.807	0.084	-0.639	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	25.000	361.731	281.100	845.906	219.670	165.042	185.444	136.569	5.297	0.027	0.127	0.063	100.000	25.000	190.154	162.942	846.927	199.012	198.862	230.600	149.020	4.008	0.176	0.091	-0.050	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
26.000	27.000	26.000	329.258	226.337	816.746	205.187	171.500	182.450	147.790	9.315	0.011	-0.136	-0.192	29.000	26.000	316.269	230.341	832.703	197.300	157.615	173.571	126.182	4.346	0.249	0.145	-0.169	27.000	26.000	315.457	207.958	816.746	229.828	163.952	173.941	128.216	9.468	0.154	0.183	0.000	33.000	26.000	258.483	205.000	841.270	189.454	157.120	162.900	131.703	4.492	-0.306	-0.130	0.197	52.000	26.000	359.000	219.588	827.750	249.266	187.077	196.850	129.164	6.389	-0.054	0.091	0.144	58.000	26.000	258.897	201.082	812.783	220.939	212.629	243.533	172.233	0.625	-0.663	0.139	0.524	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	26.000	375.036	268.500	846.927	216.396	171.815	205.000	135.537	5.297	0.000	-0.000	0.014	101.000	26.000	202.033	158.807	834.473	204.517	181.630	211.636	150.000	4.165	0.157	0.051	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
27.000	28.000	27.000	301.867	210.697	817.797	194.123	158.048	171.700	132.350	9.174	-0.141	0.130	0.321	30.000	27.000	317.704	221.705	833.465	195.573	156.917	165.294	124.894	4.641	0.295	0.205	-0.085	28.000	27.000	332.588	205.494	817.797	222.765	155.364	162.800	124.128	9.679	0.211	0.275	0.050	34.000	27.000	273.714	216.890	845.072	185.018	157.125	174.364	129.155	4.695	0.203	-0.000	-0.198	53.000	27.000	383.296	216.905	826.769	239.832	183.690	207.000	129.433	6.481	0.092	0.258	0.129	59.000	27.000	347.536	249.014	828.292	274.841	215.107	251.750	166.277	1.556	0.931	0.143	-0.713	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	27.000	373.241	270.951	834.473	215.342	173.444	196.429	139.020	5.270	-0.027	-0.012	0.012	102.000	27.000	203.226	159.180	837.556	208.835	179.778	197.067	156.965	4.230	0.065	0.000	-0.084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
28.000	29.000	28.000	309.074	225.131	832.703	198.507	153.625	163.692	129.354	9.464	0.290	0.130	-0.257	31.000	28.000	317.286	217.988	839.557	187.496	153.500	167.600	125.905	4.882	0.241	0.121	-0.085	29.000	28.000	347.743	214.023	832.703	223.302	156.957	160.696	120.637	9.909	0.230	0.324	0.000	35.000	28.000	270.071	208.250	843.293	182.664	152.000	169.125	127.664	4.695	0.000	-9.700E-4	9.700E-4	54.000	28.000	382.000	223.096	823.021	239.570	187.963	207.800	130.027	6.638	0.157	0.107	0.037	60.000	28.000	282.844	210.880	823.245	230.600	201.571	240.091	163.804	0.936	-0.620	0.136	0.679	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	28.000	381.750	276.598	837.556	214.207	174.037	192.643	139.762	5.481	0.211	0.079	-0.109	103.000	28.000	201.161	160.318	846.555	203.203	170.966	193.385	157.163	4.211	-0.019	-0.049	-0.043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
29.000	30.000	29.000	341.393	236.266	833.465	206.750	156.000	167.733	123.905	9.916	0.452	0.262	-0.062	32.000	29.000	304.444	222.524	833.019	188.510	158.542	172.786	125.939	5.085	0.203	0.097	-0.109	30.000	29.000	344.882	210.195	833.465	214.477	165.370	182.385	123.146	9.974	0.065	0.141	0.183	36.000	29.000	282.593	201.203	836.198	184.617	153.222	166.067	127.687	4.668	-0.027	0.000	3.980E-18	55.000	29.000	413.467	233.054	822.926	238.214	177.481	191.286	132.088	6.852	0.214	0.108	-0.054	61.000	29.000	330.310	247.522	823.126	264.465	189.733	229.231	161.266	1.667	0.731	0.082	-0.574	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	29.000	371.724	284.383	846.555	209.714	172.731	185.688	140.007	5.703	0.222	0.079	-0.142	104.000	29.000	204.593	166.203	851.867	200.780	175.034	207.556	161.743	4.265	0.054	-0.042	-0.141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
30.000	31.000	30.000	330.759	224.816	839.557	207.604	155.864	170.500	123.429	10.226	0.311	0.195	-0.000	33.000	30.000	344.931	213.370	841.270	191.694	159.542	170.857	128.555	5.249	0.165	0.060	-0.110	31.000	30.000	333.812	205.784	839.557	213.535	164.148	178.588	123.250	9.993	0.019	0.183	0.133	37.000	30.000	277.172	205.425	835.000	184.789	154.167	165.077	131.639	4.492	-0.176	-0.063	0.063	56.000	30.000	423.333	255.844	816.762	237.309	185.083	194.636	134.972	7.165	0.314	0.055	-0.254	62.000	30.000	335.848	247.099	825.581	264.568	207.036	254.000	160.345	1.740	0.073	0.062	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	30.000	357.750	264.125	851.867	211.483	176.037	193.375	137.428	5.768	0.065	0.111	0.063	105.000	30.000	199.000	162.524	850.892	206.218	188.321	198.667	165.748	4.230	-0.035	-0.050	0.042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
