 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)
83	82.000	83.000	21.840	10.790	27.170	10.985	7.121	5.334	5.323	37.902	0.003	0.002	NaN	83.000	12.675	11.180	7.150	13.390	2.355	5.951	5.916	13.934	-0.082	-0.024	0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.000	20.215	19.955	24.050	35.945	11.288	16.443	15.850	178.920	0.661	0.554	-0.205	83.000	23.855	15.860	39.000	24.960	10.783	17.669	17.663	190.463	0.114	NaN	-0.100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84	83.000	84.000	21.970	10.790	27.170	10.985	7.179	5.204	5.196	37.307	-0.126	NaN	0.130	84.000	12.675	11.180	7.215	13.325	2.384	5.866	5.849	13.943	-0.067	-0.084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.000	20.280	20.085	23.855	36.335	11.345	16.639	15.965	181.126	0.115	0.339	0.141	84.000	23.920	16.055	39.065	25.025	10.853	17.602	17.587	190.877	-0.076	0.089	0.155	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
85	84.000	85.000	21.840	10.855	27.170	10.985	7.135	5.332	5.308	37.873	0.112	NaN	-0.128	85.000	12.675	11.245	7.280	13.260	2.419	5.759	5.668	13.710	-0.181	-0.084	0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	20.150	19.825	23.985	36.335	11.200	16.950	16.316	182.735	0.351	0.029	-0.283	85.000	23.790	15.860	39.065	25.025	10.764	17.814	17.803	191.625	0.216	NaN	-0.212	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
86	85.000	86.000	21.775	10.855	27.105	10.985	7.186	5.332	5.316	38.202	0.009	-0.065	-0.065	86.000	12.610	11.245	7.345	13.260	2.298	5.637	5.585	12.836	-0.082	-0.061	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.000	20.020	19.760	24.050	36.075	11.030	16.805	16.201	178.692	-0.114	-0.237	-0.094	86.000	23.465	15.535	39.130	25.090	10.356	18.349	18.349	190.028	0.546	0.089	-0.447	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
87	86.000	87.000	21.775	10.790	27.235	10.920	7.104	5.462	5.436	38.617	0.119	0.128	-0.002	87.000	12.675	11.245	7.410	13.260	2.016	5.637	5.197	10.478	-0.388	-0.061	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.000	20.995	22.425	24.050	36.010	12.779	13.924	13.324	170.259	-2.878	-0.063	2.814	87.000	23.595	15.665	39.325	25.155	9.913	18.371	18.300	181.405	-0.049	0.201	0.178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
88	87.000	88.000	21.840	10.855	27.105	10.920	7.035	5.265	5.258	36.990	-0.178	-0.130	0.066	88.000	12.740	11.245	7.540	13.260	2.245	5.577	5.576	12.519	0.379	-0.121	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	20.345	20.670	24.180	35.945	11.662	15.749	15.269	178.063	1.945	-0.031	-1.860	88.000	23.920	16.055	39.520	25.155	10.714	18.060	18.053	193.421	-0.247	0.168	0.477	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89	88.000	89.000	21.710	10.920	27.105	10.985	6.836	5.395	5.383	36.796	0.124	7.831E-4	-0.129	89.000	12.740	11.310	7.605	13.260	2.145	5.493	5.135	11.015	-0.441	-0.061	0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	20.995	22.360	24.180	35.880	12.627	13.890	13.373	168.856	-1.896	-0.063	1.794	89.000	23.920	16.120	39.650	25.285	10.236	18.205	18.192	186.204	0.139	0.178	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
90	89.000	90.000	21.840	10.920	27.105	10.985	6.999	5.265	5.239	36.669	-0.143	NaN	0.130	90.000	12.805	11.310	7.800	13.195	2.386	5.348	5.286	12.616	0.151	-0.205	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	20.215	20.085	24.180	35.880	11.283	16.285	15.795	178.215	2.422	NaN	-2.396	90.000	23.855	15.990	39.780	25.285	10.709	18.439	18.417	197.223	0.225	0.112	-0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91	90.000	91.000	22.880	10.790	27.105	10.920	7.947	4.227	4.224	33.572	-1.015	-0.002	1.036	91.000	12.870	11.310	7.800	13.130	2.326	5.387	5.349	12.438	0.062	-0.022	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	20.280	20.345	24.180	35.815	11.398	15.954	15.498	176.647	-0.297	-0.063	0.268	91.000	23.985	16.185	39.845	25.350	10.799	18.318	18.289	197.506	-0.127	0.089	0.210	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
92	91.000	92.000	22.490	10.855	27.105	10.920	7.568	4.615	4.604	34.839	0.379	NaN	-0.389	92.000	12.805	11.375	7.865	13.130	2.443	5.242	5.177	12.650	-0.171	-0.061	0.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	20.280	20.280	24.180	35.750	11.398	15.954	15.498	176.647	NaN	-0.063	-0.063	92.000	24.050	16.250	39.845	25.415	10.925	18.261	18.228	199.137	-0.061	0.033	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
93	92.000	93.000	22.295	10.790	27.105	10.920	7.433	4.812	4.805	35.718	0.202	NaN	-0.197	93.000	12.935	11.180	7.865	13.195	2.180	5.456	5.436	11.851	0.259	0.024	-0.193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	20.280	20.280	24.180	35.685	11.429	15.891	15.422	176.246	-0.077	-0.063	NaN	93.000	23.985	16.120	39.910	25.415	10.853	18.439	18.418	199.897	0.190	0.056	-0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94	93.000	94.000	22.230	10.790	27.105	10.985	7.433	4.879	4.875	36.238	0.070	0.003	-0.065	94.000	12.870	11.310	7.865	13.195	2.241	5.348	5.284	11.843	-0.152	NaN	0.107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	20.215	20.215	24.245	35.620	11.371	15.923	15.473	175.946	0.051	-0.046	-0.079	94.000	23.790	15.990	39.975	25.415	10.674	18.729	18.710	199.703	0.292	0.056	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95	94.000	95.000	21.905	10.790	27.170	10.920	7.044	5.267	5.258	37.036	0.382	0.063	-0.325	95.000	13.065	11.115	7.865	13.195	2.035	5.601	5.581	11.357	0.297	NaN	-0.253	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	20.215	20.215	24.180	35.555	11.341	15.844	15.404	174.687	-0.069	-0.079	NaN	95.000	23.855	16.055	40.105	25.480	10.709	18.785	18.760	200.899	0.050	0.145	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96	95.000	96.000	21.580	10.725	27.105	10.920	6.733	5.528	5.514	37.129	0.257	-0.065	-0.327	96.000	12.935	11.180	7.865	13.195	2.274	5.456	5.384	12.244	-0.197	NaN	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	20.085	19.825	24.180	35.490	11.107	16.191	15.759	175.046	0.356	-0.063	-0.410	96.000	23.920	16.120	40.170	25.545	10.907	18.785	18.741	204.406	-0.019	0.089	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97	96.000	97.000	21.125	10.790	27.105	10.920	6.176	5.981	5.976	36.910	0.461	NaN	-0.453	97.000	12.350	11.440	7.865	13.195	2.651	4.816	4.742	12.574	-0.642	NaN	0.640	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	20.735	21.710	24.115	35.360	12.243	14.062	13.627	166.837	-2.132	-0.142	1.986	97.000	23.985	16.185	40.105	25.610	10.457	18.673	18.673	195.267	-0.068	-0.023	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98	97.000	98.000	20.995	10.790	27.105	10.920	6.087	6.111	6.083	37.028	0.107	NaN	-0.130	98.000	12.935	11.245	7.800	13.195	2.330	5.493	5.420	12.629	0.678	0.061	-0.616	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	20.085	19.890	24.115	35.295	11.077	15.923	15.518	171.894	1.891	-0.063	-1.925	98.000	23.985	16.250	40.170	25.610	10.944	18.697	18.644	204.029	-0.029	0.056	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99	98.000	99.000	21.125	10.790	27.105	10.920	6.224	5.981	5.949	37.028	-0.134	NaN	0.130	99.000	11.310	12.285	7.865	13.195	4.292	3.563	3.404	14.610	-2.016	-0.063	1.837	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	20.085	19.890	24.115	35.230	11.135	15.861	15.470	172.253	-0.048	-0.063	NaN	99.000	23.985	16.185	40.105	25.675	10.944	18.706	18.663	204.245	0.020	-0.023	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100	99.000	100.000	20.475	10.985	27.105	10.920	5.531	6.630	6.620	36.614	0.670	NaN	-0.652	100.000	11.440	12.155	7.930	13.195	3.790	3.661	3.643	13.807	0.239	-0.062	-0.162	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	20.605	21.255	24.115	35.230	11.952	14.409	13.973	167.006	-1.497	NaN	1.451	100.000	23.920	16.185	40.040	25.675	10.501	18.706	18.704	196.412	0.041	-0.056	-0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101	100.000	101.000	20.410	11.050	27.105	10.920	5.531	6.696	6.681	36.956	0.062	NaN	-0.066	101.000	11.635	11.960	7.930	13.195	3.454	3.905	3.904	13.486	0.261	NaN	-0.247	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	20.670	21.450	24.115	35.165	12.129	14.141	13.698	166.131	-0.275	-0.063	0.205	101.000	23.985	16.250	39.975	25.675	10.612	18.561	18.560	196.970	-0.144	-0.056	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102	101.000	102.000	20.475	10.985	27.105	10.920	5.599	6.630	6.615	37.041	-0.066	NaN	0.066	102.000	11.635	11.830	7.930	13.130	3.454	3.926	3.926	13.562	0.022	-0.022	-0.043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	20.540	21.190	24.115	35.100	11.952	14.362	13.946	166.689	0.249	-0.063	-0.284	102.000	23.855	16.120	39.910	25.675	10.501	18.683	18.682	196.184	0.122	-0.056	-0.178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103	102.000	103.000	20.865	10.790	27.105	10.920	5.981	6.241	6.241	37.332	-0.374	NaN	0.386	103.000	11.830	11.700	7.930	13.195	3.227	4.177	4.174	13.469	0.247	0.023	-0.229	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	20.475	21.060	24.115	35.100	11.807	14.504	14.090	166.364	0.144	NaN	-0.142	103.000	23.855	16.120	39.780	25.610	10.501	18.538	18.537	194.663	-0.145	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104	103.000	104.000	20.930	10.790	27.105	10.920	6.051	6.176	6.175	37.362	-0.066	NaN	0.065	104.000	12.025	11.570	7.930	13.195	3.043	4.406	4.404	13.402	0.230	NaN	-0.229	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	20.410	20.865	24.180	34.840	11.719	14.475	14.102	165.261	0.012	-0.234	-0.205	104.000	23.855	16.185	39.715	25.545	10.604	18.416	18.408	195.195	-0.129	-0.089	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105	104.000	105.000	21.320	10.725	26.520	10.920	6.438	5.204	5.204	33.500	-0.971	-0.585	0.387	105.000	12.350	11.440	7.930	13.130	2.693	4.732	4.731	12.743	0.327	-0.023	-0.350	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	20.410	20.865	24.115	34.775	11.719	14.395	14.014	164.230	-0.088	-0.080	NaN	105.000	23.920	16.250	39.650	25.415	10.693	18.205	18.193	194.544	-0.215	-0.122	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106	105.000	106.000	20.800	10.790	25.935	10.855	5.928	5.135	5.128	30.399	-0.075	-0.586	-0.519	106.000	11.830	11.700	7.930	13.195	3.320	4.177	4.174	13.858	-0.557	0.023	0.579	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	20.280	20.605	24.180	34.580	11.543	14.509	14.178	163.655	0.164	-0.170	-0.285	106.000	23.920	16.315	39.585	25.350	10.799	18.084	18.055	194.975	-0.138	-0.089	0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107	106.000	107.000	21.125	10.725	25.870	10.855	6.245	4.747	4.746	29.643	-0.382	-0.065	0.323	107.000	11.895	11.635	7.930	13.130	3.211	4.237	4.237	13.605	0.063	-0.023	-0.084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	20.345	20.670	24.245	34.515	11.574	14.384	14.047	162.582	-0.130	-0.045	0.080	107.000	23.855	16.315	39.520	25.350	10.709	18.084	18.057	193.370	0.002	-0.056	-0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108	107.000	108.000	21.060	10.660	25.675	10.855	6.245	4.619	4.619	28.848	-0.127	-0.195	-0.068	108.000	11.960	11.635	7.930	13.130	3.115	4.298	4.292	13.372	0.055	NaN	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	20.280	20.540	24.180	34.450	11.517	14.446	14.096	162.341	0.049	-0.080	-0.143	108.000	23.790	16.250	39.455	25.350	10.709	18.116	18.092	193.750	0.036	-0.056	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109	108.000	109.000	20.800	10.725	25.545	10.855	5.997	4.747	4.741	28.434	0.122	-0.130	-0.258	109.000	12.480	11.375	7.930	13.130	2.588	4.877	4.864	12.586	0.571	NaN	-0.579	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	20.215	20.345	24.115	34.450	11.429	14.634	14.276	163.148	0.179	-0.017	-0.205	109.000	23.790	16.250	39.325	25.350	10.781	18.004	17.974	193.767	-0.119	-0.112	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110	109.000	110.000	20.995	10.725	25.545	10.855	6.192	4.552	4.547	28.155	-0.194	NaN	0.195	110.000	12.870	11.050	7.930	13.130	2.100	5.360	5.359	11.255	0.495	NaN	-0.486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	20.215	20.345	24.115	34.450	11.429	14.634	14.276	163.148	NaN	NaN	NaN	110.000	23.855	16.315	39.260	25.285	10.871	17.826	17.792	193.408	-0.182	-0.089	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111	110.000	111.000	21.970	10.790	25.545	10.855	7.035	3.576	3.572	25.126	-0.976	NaN	0.976	111.000	12.805	11.115	7.930	13.130	2.282	5.275	5.270	12.029	-0.089	NaN	0.085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	20.280	20.475	24.115	34.450	11.456	14.492	14.155	162.147	-0.121	NaN	0.143	111.000	23.985	16.380	39.130	25.155	10.871	17.503	17.467	189.880	-0.325	-0.178	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112	111.000	112.000	21.060	10.725	25.545	10.855	6.203	4.487	4.477	27.771	0.906	NaN	-0.912	112.000	12.870	11.050	7.930	13.130	2.211	5.360	5.358	11.847	0.088	NaN	-0.085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	20.150	20.020	24.115	34.450	11.195	14.965	14.599	163.444	0.445	NaN	-0.473	112.000	23.920	16.185	39.065	25.155	10.871	17.602	17.575	191.059	0.108	-0.056	-0.155	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
113	112.000	113.000	21.385	10.790	25.545	10.855	6.532	4.161	4.146	27.082	-0.331	NaN	0.326	113.000	12.935	10.985	7.930	13.130	2.125	5.445	5.445	11.572	0.087	NaN	-0.085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	20.150	20.020	24.180	34.320	11.195	14.857	14.515	162.502	-0.084	-0.107	NaN	113.000	23.855	16.315	38.870	25.155	10.890	17.424	17.380	189.272	-0.195	-0.168	0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
114	113.000	114.000	21.450	10.790	25.545	10.855	6.656	4.096	4.085	27.188	-0.061	NaN	0.065	114.000	13.195	10.855	7.930	13.195	1.750	5.762	5.757	10.077	0.312	0.026	-0.290	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	20.215	20.215	24.180	34.125	11.371	14.464	14.126	160.630	-0.389	-0.188	0.205	114.000	23.790	16.185	38.805	25.090	10.781	17.457	17.433	187.936	0.052	-0.089	-0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
115	114.000	115.000	21.450	10.790	25.545	10.855	6.733	4.096	4.079	27.463	-0.006	NaN	NaN	115.000	13.195	10.920	7.930	13.130	1.774	5.710	5.682	10.081	-0.075	-0.025	0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	20.150	19.955	24.180	34.060	11.257	14.669	14.311	161.099	0.185	-0.062	-0.268	115.000	23.725	16.185	38.675	25.025	10.853	17.368	17.332	188.114	-0.100	-0.145	-0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
116	115.000	116.000	21.320	10.790	25.545	10.855	6.611	4.226	4.203	27.788	0.124	NaN	-0.130	116.000	13.260	10.790	7.995	13.195	1.686	5.788	5.780	9.747	0.098	-0.032	-0.113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	20.085	19.760	24.180	33.865	11.112	14.687	14.341	159.350	0.030	-0.187	-0.205	116.000	23.725	16.185	38.545	24.960	10.890	17.223	17.183	187.121	-0.150	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
117	116.000	117.000	21.255	10.725	25.610	10.855	6.539	4.357	4.343	28.400	0.140	0.065	-0.067	117.000	13.260	10.790	7.930	13.195	1.686	5.847	5.838	9.844	0.058	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	20.150	19.825	24.180	33.670	11.200	14.420	14.074	157.631	-0.267	-0.187	0.081	117.000	23.725	16.185	38.480	24.895	10.890	17.134	17.092	186.137	-0.090	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
118	117.000	118.000	21.125	10.725	25.545	10.855	6.418	4.422	4.403	28.257	0.060	-0.065	-0.130	118.000	13.195	10.855	7.930	13.130	1.806	5.735	5.694	10.284	-0.144	-0.026	0.085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	20.085	19.695	24.180	33.475	11.112	14.376	14.055	156.181	-0.019	-0.187	-0.143	118.000	23.725	16.185	38.415	24.895	10.927	17.078	17.033	186.120	-0.059	-0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
