T	X	Y	Mean	StdDev	Frame Background	Boundary Background
57.000	9.880	12.805	248.686	79.080	103.632	113.841
58.000	9.750	12.935	250.450	78.850	103.613	114.189
59.000	9.880	13.065	251.134	78.920	103.646	114.162
60.000	9.815	13.195	250.251	77.715	103.636	114.140
61.000	9.750	13.455	250.016	78.212	103.614	114.191
62.000	9.685	13.715	241.867	81.643	103.630	113.771
63.000	9.685	13.585	243.861	81.680	103.631	113.722
64.000	9.750	13.520	243.653	80.059	103.607	113.683
65.000	9.685	13.260	247.759	81.154	103.622	113.556
66.000	9.685	13.065	247.300	81.120	103.616	113.481
67.000	9.555	12.935	250.113	80.557	103.632	113.686
68.000	9.620	12.740	250.218	79.420	103.649	113.636
69.000	9.750	12.740	251.508	80.240	103.640	113.505
70.000	9.815	12.675	252.298	79.587	103.659	113.417
71.000	9.880	12.610	254.135	78.796	103.618	113.525
72.000	9.880	12.675	252.325	79.108	103.660	113.509
73.000	9.945	12.610	254.746	79.479	103.631	113.406
74.000	9.880	12.675	255.029	77.965	103.660	113.352
75.000	9.880	12.610	254.667	78.957	103.639	113.326
76.000	9.945	12.675	256.405	79.691	103.646	113.132
77.000	10.075	12.675	256.223	79.627	103.678	113.260
78.000	10.205	12.740	254.483	79.096	103.638	113.129
79.000	10.335	12.870	257.117	78.473	103.664	113.113
80.000	10.270	12.870	256.953	77.078	103.644	113.027
81.000	10.465	13.065	255.080	77.922	103.684	113.188
82.000	10.205	13.065	254.764	78.846	103.655	113.156
83.000	10.140	12.935	252.496	78.107	103.650	113.351
84.000	10.075	12.870	253.069	77.112	103.704	113.831
85.000	10.010	12.805	254.355	76.826	103.698	113.629
86.000	10.010	12.740	253.326	76.325	103.670	112.907
87.000	10.205	12.740	251.254	76.040	103.673	112.994
88.000	10.140	12.805	252.644	77.191	103.666	112.872
89.000	10.140	12.805	253.396	75.746	103.644	112.869
90.000	10.075	12.805	253.379	76.468	103.671	112.826
91.000	10.075	12.740	253.060	74.547	103.645	112.872
92.000	10.010	12.740	252.419	75.116	103.659	113.008
93.000	10.010	12.545	251.405	75.204	103.670	113.200
94.000	10.075	12.610	250.537	74.368	103.648	113.089
95.000	10.270	12.480	250.293	74.090	103.627	113.126
96.000	10.270	12.480	250.908	74.496	103.659	113.166
97.000	9.945	12.285	251.587	74.125	103.683	113.349
98.000	10.270	12.285	250.609	74.399	103.684	113.357
99.000	10.075	12.415	249.946	73.890	103.648	113.252
100.000	10.205	12.350	247.652	74.155	103.637	113.172
101.000	10.725	12.480	244.990	74.954	103.615	113.207
102.000	10.465	12.480	247.358	74.837	103.653	113.263
103.000	10.140	12.480	248.586	74.555	103.637	113.510
104.000	10.140	12.415	245.131	76.461	103.638	113.319
105.000	10.205	12.415	248.272	75.689	103.675	113.754
106.000	10.010	12.415	250.851	73.591	103.652	113.923
107.000	10.010	12.480	252.089	74.575	103.667	114.002
108.000	9.880	12.285	252.857	74.032	103.681	114.045
109.000	10.010	12.155	251.989	73.752	103.669	114.051
110.000	9.750	12.285	252.513	74.263	103.661	113.976
111.000	9.750	12.285	250.290	74.411	103.668	114.022
112.000	9.685	12.350	252.071	74.645	103.690	114.012
113.000	11.830	12.480	248.742	77.298	103.681	114.129
114.000	10.140	12.155	253.745	76.007	103.688	114.057
115.000	10.205	11.830	253.708	74.977	103.652	113.996
116.000	10.205	11.895	252.329	73.991	103.660	114.061
117.000	10.140	11.765	252.375	74.943	103.648	114.168
118.000	10.010	12.740	250.918	75.137	103.661	114.067
119.000	10.205	11.960	250.716	74.989	103.647	114.110
120.000	10.270	11.895	253.437	74.650	103.676	114.210
121.000	10.270	11.765	252.881	74.645	103.650	114.147
