dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Base Local Background (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Tip Local Background (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Base Local Background (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Tip Local Background (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)
86.000	87.000	86.000	195.103	145.263	438.757	151.407	145.250	157.714	114.386	12.653	0.019	0.133	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.000	86.000	239.088	181.073	438.757	191.539	169.306	187.909	156.564	1.174	-0.517	-0.325	0.262	87.000	86.000	198.379	147.012	438.757	160.877	163.586	183.571	134.027	19.328	-0.203	-0.088	0.172	87.000	86.000	220.433	171.416	438.757	163.665	149.250	160.947	129.596	11.433	1.286	-0.205	-1.400	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	86.000	176.300	154.587	446.861	159.018	141.957	152.625	134.960	2.785	-1.626	0.083	1.666	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
87.000	88.000	87.000	200.750	141.828	440.728	150.028	137.926	144.286	116.158	12.585	-0.068	0.062	0.260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	87.000	260.688	192.268	440.728	200.782	171.467	199.714	149.463	1.220	0.046	0.004	-0.232	88.000	87.000	206.414	148.907	440.728	159.778	163.815	174.444	127.819	19.217	-0.111	-0.030	0.088	88.000	87.000	228.185	170.431	440.728	166.074	141.536	152.941	131.130	11.192	-0.241	-0.266	-0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	87.000	178.433	148.040	445.050	161.467	143.375	159.500	139.800	2.092	-0.693	-0.267	0.288	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
88.000	89.000	88.000	206.786	149.625	438.315	151.226	151.067	164.867	117.123	12.554	-0.032	0.003	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	88.000	229.370	173.500	438.315	185.127	172.448	216.250	146.453	0.787	-0.433	-0.000	0.400	89.000	88.000	210.552	157.524	438.315	160.077	176.000	183.773	130.405	19.133	-0.084	-0.145	-0.088	89.000	88.000	210.929	167.138	438.315	163.649	147.429	160.357	126.946	10.752	-0.441	-0.151	0.266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	88.000	187.857	155.264	449.895	158.319	142.520	148.000	137.286	2.360	0.268	0.023	-0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89.000	90.000	89.000	207.000	151.552	438.863	151.317	148.806	166.400	120.522	12.634	0.081	-0.065	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	89.000	244.355	194.674	438.863	192.936	168.400	185.353	146.000	1.082	0.295	-0.000	-0.234	90.000	89.000	203.962	156.080	438.863	160.574	184.714	193.111	129.386	19.114	-0.019	-0.057	0.000	90.000	89.000	210.742	164.935	438.863	164.887	160.065	173.941	123.093	10.817	0.065	-0.044	-0.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	89.000	213.156	170.359	455.045	180.363	139.067	146.400	131.441	5.020	2.660	0.460	-1.955	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
90.000	91.000	90.000	206.778	148.500	439.652	150.855	148.643	159.048	124.000	12.359	-0.276	-0.132	0.069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	90.000	259.481	207.184	439.652	194.135	168.710	202.857	146.857	1.120	0.038	-0.055	-0.110	91.000	90.000	211.923	155.718	439.652	160.882	183.185	201.857	130.000	19.114	0.000	0.000	-0.058	91.000	90.000	220.107	167.301	439.652	161.262	144.321	162.231	131.214	10.614	-0.203	-0.183	-0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	90.000	218.097	170.228	450.795	179.728	136.154	141.850	135.245	5.796	0.777	0.736	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91.000	92.000	91.000	211.385	153.629	441.415	151.700	138.179	146.158	119.748	12.381	0.022	0.000	-0.070	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	91.000	248.000	213.671	441.415	188.885	164.656	190.333	145.542	1.358	0.238	0.052	-0.170	92.000	91.000	213.308	156.535	441.415	160.790	165.143	181.067	123.769	19.244	0.130	0.115	0.000	92.000	91.000	212.844	168.722	441.415	163.414	155.900	169.333	122.507	10.503	-0.111	-0.183	0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	91.000	218.844	172.833	452.115	183.060	141.032	146.217	138.076	4.863	-0.934	-0.970	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
92.000	93.000	92.000	204.750	157.840	446.553	149.594	136.615	147.133	117.709	12.462	0.081	-0.062	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	92.000	250.571	183.575	446.553	192.189	168.455	184.684	145.146	1.136	-0.222	-0.043	0.130	93.000	92.000	210.654	159.533	446.553	159.319	168.767	197.000	122.980	19.401	0.157	0.058	-0.058	93.000	92.000	225.107	168.000	446.553	165.768	150.156	159.792	128.213	10.354	-0.149	-0.144	-0.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	92.000	209.038	185.929	450.706	185.695	149.500	160.875	151.726	3.626	-1.236	-1.271	-0.183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
93.000	94.000	93.000	212.071	156.178	441.609	150.188	147.778	163.300	118.713	12.500	0.038	-0.134	-0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	93.000	234.857	178.639	441.609	181.079	157.032	179.875	144.476	0.990	-0.146	-0.000	0.131	94.000	93.000	207.586	159.538	441.609	159.653	148.652	159.357	121.879	19.650	0.249	0.145	-0.088	94.000	93.000	220.185	171.139	441.609	163.043	148.700	159.167	123.723	10.281	-0.073	-0.083	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	93.000	208.733	181.716	449.171	187.904	147.375	153.233	140.483	3.756	0.130	-0.022	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94.000	95.000	94.000	201.607	152.200	442.256	148.185	140.269	149.400	119.878	12.462	-0.038	-0.063	0.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	94.000	226.800	166.337	442.256	183.500	171.500	187.421	145.129	0.806	-0.184	-0.000	0.210	95.000	94.000	211.552	159.989	442.256	158.168	133.619	139.526	117.434	20.021	0.371	0.231	-0.087	95.000	94.000	219.241	172.636	442.256	161.614	144.536	171.429	124.669	10.170	-0.111	-0.122	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	94.000	209.667	168.418	447.420	187.565	146.000	155.538	141.140	3.722	-0.035	-0.062	0.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95.000	96.000	95.000	213.552	159.457	444.614	149.856	143.926	162.667	119.428	12.389	-0.073	-0.134	-0.134	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	95.000	200.154	152.862	444.614	166.208	166.952	188.267	144.685	0.565	-0.242	0.092	0.322	96.000	95.000	213.862	157.385	444.614	157.641	135.885	150.182	115.193	20.208	0.187	0.117	0.000	96.000	95.000	223.111	166.464	444.614	162.814	146.500	170.000	121.092	10.040	-0.130	-0.122	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	95.000	220.429	172.851	445.781	184.934	152.219	167.765	145.891	3.148	-0.574	-0.493	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96.000	97.000	96.000	194.385	144.621	445.767	147.756	142.000	151.154	121.366	12.118	-0.271	-0.130	0.260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	96.000	196.880	149.818	445.767	171.133	171.133	194.000	143.478	0.467	-0.097	-0.000	0.116	97.000	96.000	198.897	154.527	445.767	157.868	136.375	143.154	114.360	20.262	0.054	0.175	0.058	97.000	96.000	228.889	172.333	445.767	161.984	146.594	156.200	124.054	9.956	-0.084	-0.145	-0.084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	96.000	214.062	175.236	445.358	177.139	146.069	154.786	140.669	4.330	1.183	0.946	-0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97.000	98.000	97.000	209.034	152.283	445.904	147.116	140.846	153.167	118.299	12.110	-0.008	-0.065	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	97.000	204.385	150.963	445.904	175.615	175.615	184.667	147.290	0.410	-0.057	0.062	-0.000	98.000	97.000	203.045	158.916	445.904	159.070	127.444	136.150	111.961	20.411	0.149	0.233	0.000	98.000	97.000	221.931	170.156	445.904	162.386	154.000	170.789	118.731	9.929	-0.027	-0.084	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	97.000	212.167	164.113	447.199	172.508	145.360	155.300	140.721	4.430	0.100	0.081	0.081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98.000	99.000	98.000	201.296	151.291	446.392	145.256	139.667	148.545	117.291	12.137	0.027	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	98.000	220.000	155.241	446.392	178.538	179.583	200.500	148.211	0.449	0.039	0.046	0.046	99.000	98.000	204.111	157.429	446.392	156.219	137.783	144.083	111.369	20.866	0.455	0.233	-0.058	99.000	98.000	218.148	166.325	446.392	162.847	162.385	174.032	128.978	9.834	-0.095	-0.205	0.097	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	98.000	215.897	170.391	446.196	170.143	139.652	145.882	141.306	4.614	0.184	0.000	-0.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99.000	100.000	99.000	204.552	152.354	448.953	146.282	134.792	142.050	116.356	12.229	0.092	0.065	-0.067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	99.000	219.862	172.361	448.953	177.885	177.600	218.421	158.030	0.622	0.173	-0.090	-0.144	100.000	99.000	200.091	151.547	448.953	157.768	129.619	143.500	112.865	20.942	0.076	0.262	0.029	100.000	99.000	210.821	170.711	448.953	162.388	168.256	192.522	135.391	10.186	0.352	-0.121	0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100.000	101.000	100.000	198.107	152.178	448.323	147.313	143.577	162.875	118.055	12.252	0.024	-0.065	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	100.000	205.704	162.705	448.323	164.471	163.933	210.250	154.027	0.514	-0.108	-0.000	0.046	101.000	100.000	187.741	151.809	448.323	156.534	132.261	139.545	109.416	21.359	0.417	0.293	0.000	101.000	100.000	210.667	164.393	448.323	161.588	170.486	199.625	135.827	10.316	0.130	-0.121	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101.000	102.000	101.000	190.250	145.768	445.635	146.074	138.500	148.000	118.385	12.179	-0.073	0.000	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	101.000	207.727	165.457	445.635	178.500	178.500	212.571	155.350	0.449	-0.065	-0.046	-0.046	102.000	101.000	194.640	151.265	445.635	155.477	127.524	132.267	112.224	21.646	0.287	0.235	0.000	102.000	101.000	203.000	162.242	445.635	163.112	167.056	185.333	140.455	10.159	-0.157	-0.145	0.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102.000	103.000	102.000	204.593	144.218	446.855	146.961	140.630	151.375	116.704	12.160	-0.019	-0.003	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	102.000	224.034	174.901	446.855	181.186	178.394	217.917	149.836	0.676	0.227	0.051	-0.183	103.000	102.000	181.680	146.784	446.855	155.569	132.048	140.700	110.897	21.787	0.141	0.236	0.086	103.000	102.000	220.192	163.932	446.855	171.096	150.697	172.786	141.911	8.816	-1.343	-0.060	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103.000	104.000	103.000	198.481	147.775	448.720	146.435	136.846	152.200	118.226	12.030	-0.130	-0.062	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	103.000	240.448	192.978	448.720	187.213	174.485	210.364	154.472	0.833	0.157	-0.083	-0.183	104.000	103.000	174.864	144.284	448.720	156.475	127.826	135.600	109.718	22.036	0.249	0.237	0.086	104.000	103.000	205.111	168.640	448.720	168.523	150.258	162.550	128.356	8.659	-0.157	-0.120	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104.000	105.000	104.000	210.069	145.221	444.814	147.680	138.304	158.286	114.965	12.103	0.073	0.065	-0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	104.000	240.172	194.717	444.814	190.230	176.848	199.400	148.306	0.925	0.092	-0.000	-0.092	105.000	104.000	180.650	146.444	444.814	155.460	130.625	149.500	110.732	22.055	0.019	0.059	0.000	105.000	104.000	222.259	168.658	444.814	175.315	158.618	182.812	127.238	8.567	-0.092	-0.180	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105.000	106.000	105.000	207.036	147.345	443.359	145.705	132.923	141.889	114.536	12.241	0.138	0.065	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	105.000	236.903	192.253	443.359	185.862	165.559	194.091	148.836	0.952	0.027	-0.000	-0.052	106.000	105.000	191.462	143.553	443.359	157.976	125.846	139.571	112.182	22.242	0.187	0.118	0.059	106.000	105.000	225.367	173.500	443.359	174.588	155.419	174.111	132.282	8.540	-0.027	-0.108	-0.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106.000	107.000	106.000	200.036	149.167	444.482	145.835	137.667	148.818	116.980	12.119	-0.122	-0.065	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	106.000	247.970	201.770	444.482	188.794	165.812	193.273	150.272	1.128	0.176	-0.092	-0.227	107.000	106.000	184.130	151.647	444.482	157.421	128.400	141.111	109.563	22.399	0.157	0.178	0.086	107.000	106.000	228.714	178.930	444.482	174.937	161.639	174.087	131.329	8.421	-0.119	-0.242	-0.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107.000	108.000	107.000	207.552	149.080	448.226	146.252	144.727	153.462	117.061	12.122	0.003	-0.004	-0.072	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	107.000	244.345	204.278	448.226	189.932	166.594	192.600	145.631	1.163	0.035	0.096	-0.092	108.000	107.000	185.931	146.374	448.226	157.330	132.923	137.474	112.737	22.621	0.222	0.059	-0.059	108.000	107.000	216.345	168.770	448.226	178.851	165.912	176.125	129.310	8.318	-0.103	-0.047	0.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108.000	109.000	108.000	199.750	155.233	446.861	146.380	133.800	144.000	115.914	12.141	0.019	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	108.000	265.621	215.507	446.861	198.763	168.882	202.091	146.349	1.339	0.176	-0.050	-0.191	109.000	108.000	195.769	154.518	446.861	158.459	131.364	139.733	118.575	22.323	-0.298	-0.124	0.000	109.000	108.000	207.037	165.044	446.861	180.254	163.467	184.636	131.439	8.218	-0.100	-0.060	0.181	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109.000	110.000	109.000	204.357	147.833	445.050	146.481	139.750	147.273	116.483	11.946	-0.195	-0.126	0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	109.000	247.742	198.123	445.050	192.611	162.367	185.375	145.036	1.312	-0.027	-0.000	0.092	110.000	109.000	193.538	155.110	445.050	159.150	129.091	142.429	115.466	22.434	0.111	0.054	0.000	110.000	109.000	216.214	168.975	445.050	175.455	146.321	158.333	128.972	8.329	0.111	0.000	-0.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110.000	111.000	110.000	209.154	150.382	449.895	146.152	135.077	143.059	118.582	11.908	-0.038	-0.130	-0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	110.000	258.536	204.564	449.895	196.450	170.167	191.000	146.400	1.312	0.000	-0.048	-0.092	111.000	110.000	204.276	152.440	449.895	160.474	133.320	146.417	111.966	22.422	-0.011	-0.059	-0.059	111.000	110.000	201.966	165.957	449.895	175.327	140.250	155.615	124.986	8.104	-0.225	0.000	0.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111.000	112.000	111.000	201.071	148.791	455.045	146.931	140.522	147.800	121.721	11.713	-0.195	-0.130	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	111.000	243.407	202.028	455.045	192.643	161.533	198.417	147.646	1.293	-0.019	-0.000	-0.000	112.000	111.000	206.771	152.172	455.045	160.584	130.909	137.267	114.396	22.414	-0.008	0.032	0.000	112.000	111.000	208.200	164.489	455.045	174.862	137.033	151.000	123.377	8.318	0.214	0.000	-0.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112.000	113.000	112.000	216.655	150.517	450.795	148.415	140.500	146.722	119.254	11.732	0.019	-0.069	-0.069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	112.000	233.161	195.306	450.795	191.640	168.794	199.750	145.748	1.339	0.046	-0.042	-0.000	113.000	112.000	198.077	158.326	450.795	159.935	135.381	143.500	114.752	22.128	-0.287	-0.059	0.059	113.000	112.000	222.571	167.530	450.795	177.332	144.357	153.778	119.987	8.670	0.352	0.061	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
