dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Base Local Background (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Tip Local Background (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Base Local Background (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Tip Local Background (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)
32.000	33.000	32.000	198.846	168.011	436.569	151.134	136.423	154.308	117.556	11.122	0.282	0.061	-0.256	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.000	32.000	225.545	167.156	436.569	210.015	142.000	150.565	136.707	4.019	-0.804	-0.079	0.728	33.000	32.000	216.607	165.263	436.569	152.925	138.682	152.000	116.377	15.237	0.138	0.000	-0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	32.000	210.226	170.424	458.782	174.710	151.185	163.706	126.524	3.014	0.379	0.085	-0.290	86.000	32.000	191.655	138.404	435.484	171.536	138.567	150.056	118.586	3.722	-0.130	0.034	0.222	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
33.000	34.000	33.000	209.963	162.872	438.927	151.924	131.462	148.636	118.368	11.344	0.222	0.000	-0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.000	33.000	246.545	170.236	438.927	195.216	156.182	170.619	138.552	2.253	-1.766	-0.102	1.657	34.000	33.000	217.400	157.426	438.927	153.504	137.952	143.222	113.474	15.421	0.184	0.233	0.000	34.000	33.000	182.414	152.025	438.927	157.769	132.536	144.636	120.773	11.912	11.912	0.050	-0.350	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	33.000	215.806	163.145	458.446	175.076	152.867	165.412	125.752	3.125	0.111	0.145	0.060	87.000	33.000	208.360	150.953	438.757	168.846	138.344	149.238	117.993	3.836	0.114	0.057	-0.113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
34.000	35.000	34.000	202.923	179.816	441.864	149.184	134.222	145.400	115.527	11.657	0.314	-0.003	-0.257	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	34.000	254.235	169.333	441.864	208.272	157.706	178.765	141.915	2.767	0.513	-0.228	-0.827	35.000	34.000	201.267	155.050	441.864	154.504	145.188	150.417	115.925	15.669	0.249	0.088	-0.031	35.000	34.000	216.900	176.130	441.864	160.380	141.793	152.105	113.904	13.849	1.937	0.196	-1.664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	34.000	208.000	164.310	459.171	175.549	156.464	176.200	125.986	3.106	-0.019	0.145	0.145	88.000	34.000	183.103	148.059	440.728	159.984	135.296	149.375	118.738	3.649	-0.187	-0.032	0.113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
35.000	36.000	35.000	188.520	168.321	440.900	149.765	132.800	144.714	115.536	11.891	0.233	0.065	-0.191	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	35.000	235.636	168.287	440.900	208.030	158.000	172.789	142.674	2.491	-0.276	-0.209	0.039	36.000	35.000	203.821	150.410	440.900	154.323	140.905	150.583	117.873	15.559	-0.111	0.000	0.057	36.000	35.000	216.929	172.053	440.900	157.742	136.893	155.333	115.081	13.987	0.138	0.145	-0.026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	35.000	217.556	159.067	455.703	175.723	152.267	165.000	125.169	3.098	-0.008	0.145	0.107	89.000	35.000	206.194	142.290	438.315	169.003	141.207	154.941	118.068	3.576	-0.073	-0.055	0.111	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
36.000	37.000	36.000	207.000	175.167	440.982	151.863	136.192	148.941	114.658	12.334	0.444	0.002	-0.453	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	36.000	243.939	166.925	440.982	211.184	167.059	179.483	138.182	2.594	0.103	-0.144	-0.216	37.000	36.000	198.276	157.876	440.982	153.104	142.955	149.062	118.313	15.891	0.333	0.026	-0.233	37.000	36.000	223.885	170.015	440.982	156.504	134.536	143.500	114.932	14.182	0.195	0.145	0.026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	36.000	222.844	167.874	457.122	170.426	149.714	164.818	130.338	3.450	0.352	0.060	-0.229	90.000	36.000	188.056	145.279	438.863	166.135	138.484	151.389	118.151	3.546	-0.030	0.055	0.200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
37.000	38.000	37.000	216.515	190.653	444.584	153.307	138.704	148.636	118.219	12.927	0.593	-0.066	-0.584	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	37.000	246.943	169.791	444.584	208.603	161.606	175.818	134.079	2.659	0.065	-0.036	-0.036	38.000	37.000	216.889	153.140	444.584	155.349	146.619	148.217	125.667	15.669	-0.222	-0.291	-0.145	38.000	37.000	208.871	165.419	444.584	158.636	138.407	151.053	113.014	14.228	0.046	0.120	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	37.000	206.097	165.657	455.462	166.524	148.867	154.348	127.371	3.098	-0.352	0.000	0.410	91.000	37.000	174.481	139.368	439.652	167.213	137.697	149.545	118.174	2.926	-0.620	0.000	0.261	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
38.000	39.000	38.000	207.562	186.598	446.971	149.061	135.308	146.333	117.764	13.317	0.390	0.000	-0.390	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	38.000	240.875	168.882	446.971	211.816	174.054	192.600	151.483	2.123	-0.536	-0.378	0.144	39.000	38.000	210.800	160.979	446.971	155.652	151.696	155.857	118.723	16.140	0.471	0.000	-0.379	39.000	38.000	219.615	168.183	446.971	160.883	140.920	153.400	117.848	14.266	0.038	-0.025	-0.120	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	38.000	206.724	163.849	453.124	168.763	148.259	154.960	126.021	3.293	0.195	0.183	-0.061	92.000	38.000	175.241	130.725	441.415	165.184	132.567	141.045	119.007	2.360	-0.566	0.010	0.368	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
39.000	40.000	39.000	193.871	171.388	446.753	150.271	134.560	150.800	116.568	13.558	0.241	0.000	-0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	39.000	242.097	167.839	446.753	219.757	181.324	214.842	165.254	1.672	-0.452	-0.335	-0.000	40.000	39.000	223.815	153.606	446.753	155.257	141.450	153.250	123.237	15.807	-0.333	-0.057	0.202	40.000	39.000	221.656	168.082	446.753	160.957	139.300	149.474	120.327	14.212	-0.054	-0.145	-0.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	39.000	201.290	158.202	449.417	165.566	150.000	156.905	129.000	3.091	-0.203	-0.021	0.206	93.000	39.000	190.394	138.734	446.553	167.478	131.037	148.000	117.951	2.165	-0.195	0.036	0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
40.000	41.000	40.000	188.720	178.083	449.896	151.359	136.630	143.750	114.647	13.791	0.233	0.065	-0.260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	40.000	246.788	169.244	449.896	211.487	171.432	205.000	149.957	1.588	-0.084	-0.142	-0.051	41.000	40.000	217.593	158.289	449.896	154.619	140.909	153.700	120.417	15.937	0.130	-0.088	-0.202	41.000	40.000	225.688	166.861	449.896	162.321	141.107	157.167	123.810	13.852	-0.360	-0.314	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	40.000	200.935	165.924	450.771	165.377	149.562	159.870	133.596	3.377	0.287	0.105	-0.143	94.000	40.000	193.276	145.753	441.609	168.318	132.556	140.048	117.578	2.027	-0.138	-0.034	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
41.000	42.000	41.000	184.286	166.529	451.084	151.410	138.760	153.000	118.407	13.894	0.103	-0.065	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	41.000	227.342	162.480	451.084	193.735	172.265	207.125	141.336	1.174	-0.414	-0.092	0.373	42.000	41.000	226.394	149.928	451.084	154.445	138.857	147.667	116.374	16.278	0.341	0.202	-0.031	42.000	41.000	209.222	165.000	451.084	159.598	151.429	170.133	125.875	13.408	-0.444	-0.290	0.096	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	41.000	202.724	165.107	448.548	169.067	158.438	172.471	140.021	3.423	0.046	-0.143	-0.205	95.000	41.000	181.107	151.639	442.256	165.447	138.357	150.923	119.230	2.092	0.065	-0.053	-0.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
42.000	43.000	42.000	220.714	185.284	452.721	149.968	127.931	132.500	116.012	14.579	0.685	0.065	-0.585	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	42.000	235.714	168.000	452.721	186.000	163.500	201.100	143.045	1.304	0.130	-0.024	-0.234	43.000	42.000	232.586	158.375	452.721	155.267	143.545	204.000	117.884	16.297	0.019	0.057	0.000	43.000	42.000	205.704	166.942	452.721	159.864	146.750	164.333	125.214	13.343	-0.065	-0.120	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	42.000	211.355	165.154	441.579	172.840	157.625	177.308	140.314	3.572	0.149	0.000	-0.143	96.000	42.000	170.929	147.158	444.614	164.022	138.667	146.263	119.347	2.620	0.528	0.000	-0.421	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43.000	44.000	43.000	224.885	201.000	456.934	150.309	132.500	138.625	119.238	14.498	-0.081	-0.320	-0.326	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	43.000	208.903	157.866	456.934	168.420	153.419	166.941	136.197	1.036	-0.268	0.033	0.156	44.000	43.000	236.667	161.756	456.934	154.710	139.320	143.182	121.110	16.538	0.241	-0.145	-0.348	44.000	43.000	201.821	170.208	456.934	160.691	145.643	162.714	123.469	13.343	0.000	-0.060	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	43.000	209.100	163.013	440.398	170.080	150.258	165.500	143.854	3.553	-0.019	0.081	0.081	97.000	43.000	184.517	148.562	445.767	167.815	139.724	154.625	129.336	3.289	0.669	-0.280	-0.914	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
44.000	45.000	44.000	214.556	179.562	458.368	149.175	141.036	148.316	120.768	14.460	-0.038	-0.247	-0.198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	44.000	208.000	159.287	458.368	169.000	149.600	168.421	136.262	1.063	0.027	-0.051	-0.132	45.000	44.000	238.067	164.609	458.368	153.566	140.105	151.091	118.397	16.630	0.092	0.031	-0.145	45.000	44.000	199.200	169.013	458.368	156.405	144.467	159.800	118.287	13.500	0.157	0.060	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	44.000	199.448	152.879	442.882	178.746	148.500	162.538	129.624	3.293	-0.260	0.189	0.411	98.000	44.000	192.179	163.485	445.904	172.433	152.576	163.269	145.159	3.544	0.255	-0.127	-1.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
45.000	46.000	45.000	221.655	175.987	456.741	149.112	135.067	143.267	116.196	14.529	0.068	-0.065	-0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	45.000	219.897	166.074	456.741	170.430	151.067	166.000	133.479	1.109	0.046	-0.043	-0.087	46.000	45.000	236.300	160.577	456.741	151.393	134.368	141.000	116.310	16.649	0.019	0.026	0.057	46.000	45.000	202.857	168.241	456.741	157.280	143.862	152.913	121.770	13.427	-0.073	-0.085	-0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	45.000	219.533	167.202	448.544	178.277	147.679	156.950	127.735	3.967	0.674	0.228	-0.411	99.000	45.000	188.172	153.109	446.392	173.897	153.556	167.000	124.013	3.671	0.127	0.065	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46.000	47.000	46.000	190.333	166.495	459.626	149.843	140.185	146.591	115.059	14.483	-0.046	-0.065	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	46.000	235.156	170.929	459.626	178.299	153.724	166.235	134.284	1.339	0.230	-0.044	-0.232	47.000	46.000	241.724	164.952	459.626	149.706	137.591	143.190	114.601	16.722	0.073	0.000	-0.088	47.000	46.000	208.033	164.897	459.626	156.213	141.467	149.600	122.208	13.434	0.007	-0.032	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	46.000	198.345	152.534	447.700	176.635	145.560	155.895	126.268	3.244	-0.723	0.252	0.871	100.000	46.000	186.806	158.607	448.953	171.945	148.848	164.000	125.299	3.793	0.122	0.000	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47.000	48.000	47.000	189.625	160.677	458.285	148.963	140.200	155.857	117.257	14.475	-0.008	0.000	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	47.000	213.037	157.467	458.285	168.238	144.219	167.000	130.858	1.136	-0.203	0.051	0.274	48.000	47.000	224.067	168.511	458.285	148.800	137.611	143.462	121.769	16.668	-0.054	-0.119	-0.088	48.000	47.000	190.259	162.423	458.285	153.730	136.917	142.550	123.514	13.247	-0.187	-0.061	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	47.000	207.139	152.784	447.399	176.080	146.000	153.762	124.123	3.401	0.157	0.145	0.086	101.000	47.000	183.862	158.442	448.323	166.866	147.971	164.214	123.932	4.126	0.333	0.000	-0.259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
48.000	49.000	48.000	203.839	162.945	460.790	150.563	134.000	137.778	118.385	14.505	0.030	0.000	-0.192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	48.000	226.065	158.766	460.790	175.185	156.129	170.789	130.493	1.228	0.092	-0.000	-0.091	49.000	48.000	223.346	159.556	460.790	148.010	146.800	160.500	114.609	16.779	0.111	0.057	-0.057	49.000	48.000	205.433	158.811	460.790	157.264	140.148	149.176	117.062	13.384	0.138	0.107	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	48.000	214.967	156.300	445.983	177.955	143.963	159.917	125.627	3.493	0.092	0.145	0.031	102.000	48.000	182.290	151.235	445.635	169.009	147.485	166.909	123.007	3.950	-0.176	0.000	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
49.000	50.000	49.000	217.148	167.312	458.672	151.574	131.962	140.846	113.690	14.559	0.054	0.065	0.069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.000	49.000	223.000	160.624	458.672	180.557	160.667	188.833	135.674	1.155	-0.073	-0.048	-0.000	50.000	49.000	222.304	157.372	458.672	149.437	145.444	155.056	123.026	16.473	-0.306	-0.228	0.000	50.000	49.000	198.767	161.513	458.672	158.502	139.231	153.067	119.384	13.338	-0.046	0.000	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	49.000	212.933	159.770	447.571	175.345	153.700	166.706	123.340	3.780	0.287	0.264	0.000	103.000	49.000	187.484	164.778	446.855	170.994	154.765	173.571	125.122	4.822	0.872	-0.065	-0.908	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
50.000	51.000	50.000	204.276	156.560	461.043	152.057	136.625	140.588	113.925	14.394	-0.165	0.064	0.131	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.000	50.000	226.767	158.398	461.043	181.457	164.333	193.154	134.224	1.063	-0.092	-0.040	0.091	51.000	50.000	231.688	153.539	461.043	154.854	146.565	154.267	122.507	16.584	0.111	-0.088	-0.088	51.000	50.000	193.250	160.422	461.043	159.421	139.464	150.222	116.480	13.319	-0.019	0.000	0.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	50.000	223.867	161.970	447.235	175.572	148.600	167.615	130.291	3.967	0.187	0.011	-0.145	104.000	50.000	181.000	157.295	448.720	172.532	152.909	167.588	122.528	4.990	0.168	0.065	-0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
51.000	52.000	51.000	200.621	148.102	459.431	151.421	140.577	146.789	114.417	14.088	-0.306	-0.064	0.261	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.000	51.000	219.548	165.274	459.431	175.101	149.677	172.875	135.429	1.201	0.138	0.043	-0.092	52.000	51.000	197.966	151.933	459.431	156.562	147.125	156.714	117.966	16.289	-0.295	-0.088	0.145	52.000	51.000	200.483	156.103	459.431	160.161	136.536	148.643	118.558	13.338	0.019	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	51.000	219.800	164.938	445.204	177.135	144.464	157.800	127.972	4.189	0.222	0.182	-0.061	105.000	51.000	176.000	157.991	444.814	169.011	157.576	175.500	121.772	5.185	0.195	0.065	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
52.000	53.000	52.000	192.643	150.506	460.318	150.506	136.435	142.750	117.259	13.912	-0.176	0.000	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.000	52.000	221.625	195.989	460.318	179.402	144.800	160.000	130.786	1.955	0.754	0.087	-0.696	53.000	52.000	209.290	146.615	460.318	153.953	149.818	152.545	120.531	16.159	-0.130	-0.057	0.145	53.000	52.000	200.179	160.294	460.318	157.152	140.926	153.500	116.694	13.293	-0.046	0.000	-0.038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	52.000	213.645	165.243	445.117	173.260	141.360	151.467	131.796	3.940	-0.249	0.039	0.327	106.000	52.000	169.871	147.775	443.359	167.518	151.129	168.385	127.295	4.684	-0.501	-0.065	0.455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
53.000	54.000	53.000	207.821	149.078	459.018	150.784	143.522	154.400	118.279	13.698	-0.214	-0.065	0.261	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.000	53.000	215.700	173.564	459.018	175.733	149.867	165.176	129.551	2.058	0.103	-0.000	-0.010	54.000	53.000	222.562	156.083	459.018	154.084	143.750	149.333	117.796	16.370	0.211	0.088	-0.177	54.000	53.000	190.923	160.778	459.018	157.241	137.926	144.474	117.306	13.273	-0.019	0.000	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	53.000	220.719	165.626	445.765	170.469	145.857	156.500	127.804	4.587	0.647	0.390	-0.206	107.000	53.000	162.241	152.711	444.482	164.423	148.452	158.227	123.407	5.510	0.826	0.000	-0.844	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
54.000	55.000	54.000	202.444	143.901	458.782	150.153	134.240	142.312	114.898	13.292	-0.406	0.129	0.390	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	54.000	217.103	173.174	458.782	176.691	143.600	154.412	129.320	2.177	0.119	0.051	-0.041	55.000	54.000	217.257	158.968	458.782	153.153	146.560	161.364	118.216	16.611	0.241	0.000	-0.202	55.000	54.000	199.586	161.277	458.782	157.620	139.259	145.905	115.340	13.430	0.157	0.000	-0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	54.000	218.429	163.271	440.251	168.474	142.391	150.857	148.718	2.949	-1.638	-1.377	0.183	108.000	54.000	156.897	150.190	448.226	161.751	152.688	165.476	123.787	5.529	0.019	-0.065	-0.133	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
55.000	56.000	55.000	207.462	140.457	458.446	149.081	141.864	161.667	114.822	12.921	-0.371	0.001	0.391	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	55.000	227.839	185.872	458.446	177.142	146.034	160.118	132.599	2.361	0.184	-0.138	-0.414	56.000	55.000	217.438	156.590	458.446	152.047	144.286	151.688	121.731	16.554	-0.057	0.000	0.025	56.000	55.000	189.630	156.350	458.446	157.132	136.107	144.900	113.257	13.411	-0.019	0.145	0.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	55.000	219.207	166.218	441.100	172.154	150.294	158.091	144.043	2.666	-0.284	-0.164	-0.062	109.000	55.000	166.806	151.398	446.861	163.145	146.226	156.667	120.693	5.954	0.425	0.065	-0.325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
56.000	57.000	56.000	210.179	164.770	459.171	149.872	134.682	139.125	117.466	13.078	0.157	-0.065	-0.196	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	56.000	232.714	181.333	459.171	184.076	148.000	169.214	128.785	2.326	-0.035	-0.045	-0.000	57.000	56.000	209.724	149.000	459.171	152.997	144.409	156.364	122.456	16.389	-0.165	-0.031	0.119	57.000	56.000	203.333	163.039	459.171	157.724	139.667	149.133	116.208	13.495	0.084	0.000	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.000	56.000	218.879	162.472	442.965	169.839	150.880	157.167	143.716	3.083	0.417	0.205	-0.107	110.000	56.000	169.000	151.490	445.050	165.687	153.879	169.667	122.535	6.214	0.260	-0.065	-0.263	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
57.000	58.000	57.000	212.357	147.000	455.703	148.484	130.379	143.600	114.032	13.086	0.008	0.065	0.131	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	57.000	227.214	182.549	455.703	183.627	146.120	161.357	128.583	2.380	0.054	0.051	-0.061	58.000	57.000	215.345	153.032	455.703	153.586	147.130	152.786	119.630	16.508	0.119	0.031	-0.088	58.000	57.000	190.267	158.438	455.703	159.054	135.607	142.478	112.804	13.725	0.230	0.252	0.084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	57.000	166.931	152.858	449.895	163.157	151.581	170.533	121.476	6.428	0.214	0.065	-0.199	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
58.000	59.000	58.000	200.778	144.644	457.122	147.380	134.769	140.588	114.355	12.837	-0.249	0.000	0.129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	58.000	239.452	185.129	457.122	185.715	156.065	180.214	130.883	2.453	0.073	-0.050	-0.092	59.000	58.000	212.808	149.247	457.122	154.081	143.087	148.053	117.487	16.481	-0.027	0.114	0.088	59.000	58.000	198.593	164.282	457.122	157.372	141.074	152.882	116.759	13.725	0.000	0.038	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	58.000	180.032	148.843	455.045	162.110	146.621	158.778	122.671	6.520	0.092	0.000	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
