T	X	Y	Mean	StdDev	Frame Background	Boundary Background
46.000	17.160	12.480	1157.295	604.954	127.755	180.713
47.000	17.095	12.545	1158.477	604.213	127.768	181.080
48.000	17.095	12.545	1146.926	605.207	127.659	180.444
49.000	17.095	12.480	1148.639	604.848	127.998	181.900
50.000	17.095	12.480	1153.731	608.297	127.961	181.882
51.000	17.030	12.285	1148.863	610.269	127.778	181.402
52.000	17.160	12.090	1154.523	613.983	127.676	180.969
53.000	17.160	12.155	1157.018	615.696	127.721	180.998
54.000	17.160	11.960	1145.558	613.709	127.529	179.921
55.000	17.095	11.960	1149.433	609.225	127.387	179.149
56.000	16.900	11.960	1144.131	605.242	127.203	178.106
57.000	17.355	12.025	1138.760	602.892	127.215	178.075
58.000	17.225	11.765	1139.239	606.819	127.326	177.631
59.000	17.225	11.765	1135.387	603.989	127.315	177.408
60.000	17.160	11.830	1128.592	601.145	127.223	177.035
61.000	17.160	12.025	1123.878	600.066	127.287	177.013
62.000	17.160	11.895	1128.477	604.666	127.490	177.701
63.000	17.225	11.895	1129.221	602.722	127.134	176.699
64.000	17.160	11.960	1136.470	607.221	127.294	177.082
65.000	17.095	12.025	1136.840	608.151	127.154	175.992
66.000	17.160	11.960	1133.070	610.132	126.904	175.676
67.000	17.290	12.025	1120.349	599.888	126.764	175.413
68.000	17.225	11.960	1121.195	599.607	126.897	176.140
69.000	17.160	11.895	1110.015	591.443	126.841	176.312
70.000	17.030	11.960	1093.218	574.119	126.649	175.651
71.000	16.900	11.960	1097.606	585.034	126.626	175.642
72.000	17.030	11.960	1111.240	588.889	127.002	176.637
73.000	17.095	11.895	1104.275	581.597	126.905	176.686
74.000	17.030	12.025	1093.357	583.036	126.780	176.650
75.000	17.030	12.220	1086.025	579.033	126.917	176.661
76.000	17.095	12.415	1069.722	573.012	127.070	177.915
77.000	17.030	12.675	1054.741	564.578	126.923	177.759
78.000	16.900	13.065	1055.820	564.487	127.100	178.974
79.000	16.770	13.325	1044.698	562.479	127.244	179.645
80.000	16.575	13.195	1034.650	549.969	127.372	180.224
81.000	16.445	13.065	1020.082	538.037	127.393	180.256
82.000	16.380	13.195	1012.317	537.244	127.341	179.850
83.000	16.510	13.130	1009.100	535.120	127.342	179.346
84.000	16.575	13.130	995.390	527.675	127.075	178.588
85.000	16.640	13.130	994.713	524.597	126.972	178.076
86.000	16.575	13.130	988.920	519.110	127.274	179.251
87.000	16.770	13.130	982.133	508.679	127.551	179.965
88.000	16.770	13.000	980.521	506.819	127.297	178.904
89.000	16.770	13.065	971.793	495.343	127.214	178.575
90.000	16.965	13.130	967.571	496.243	127.148	178.439
91.000	17.030	13.585	963.745	493.222	127.125	178.363
92.000	16.965	13.520	963.273	493.775	126.960	177.858
93.000	16.965	12.285	976.296	491.891	126.808	177.651
94.000	17.030	13.325	962.959	496.067	126.732	177.530
95.000	17.030	13.130	970.199	501.730	126.858	178.055
96.000	17.030	13.130	966.483	505.452	126.739	177.888
97.000	17.745	13.065	966.537	517.343	126.808	177.913
98.000	17.615	13.195	970.786	528.455	126.892	178.241
99.000	17.420	13.195	968.583	523.342	126.859	178.284
100.000	17.355	13.195	966.611	520.389	126.817	178.105
101.000	17.290	13.260	963.606	530.527	126.781	177.669
102.000	17.355	12.545	974.184	533.045	126.739	177.105
103.000	17.355	12.285	971.600	527.654	126.591	176.941
104.000	17.290	12.155	959.200	525.985	126.296	176.037
105.000	17.290	11.960	960.563	529.526	126.350	176.590
106.000	17.160	11.700	950.275	521.123	126.503	177.897
107.000	17.290	11.635	945.929	514.781	126.532	177.814
108.000	17.225	11.505	947.731	515.876	126.368	177.345
109.000	17.225	12.025	952.855	525.457	126.557	177.866
110.000	17.225	11.700	956.143	530.014	126.578	177.646
111.000	17.225	11.570	965.108	530.557	126.386	177.347
112.000	17.290	11.440	968.078	525.639	126.379	176.846
113.000	17.225	11.440	966.200	518.110	126.295	176.969
114.000	17.160	11.505	973.330	519.289	126.444	177.533
115.000	17.225	11.505	965.725	503.279	126.377	177.377
116.000	17.095	11.505	965.043	507.038	126.050	175.950
117.000	17.030	11.505	967.965	505.553	126.104	176.214
118.000	17.095	11.570	966.390	506.736	126.305	176.786
119.000	17.225	11.505	963.165	508.508	126.061	176.091
120.000	16.965	11.505	954.152	509.450	125.666	175.380
121.000	16.965	11.505	974.269	503.199	125.789	175.740
