T	X	Y	Mean	StdDev	Frame Background	Boundary Background
58.000	21.710	19.955	646.879	357.789	113.847	144.480
59.000	21.645	19.955	645.935	357.211	113.820	144.312
60.000	21.645	20.020	648.543	357.704	113.937	144.931
61.000	21.580	19.955	650.055	353.723	113.886	144.610
62.000	21.580	19.890	650.399	354.985	113.746	144.207
63.000	21.840	19.825	648.371	353.862	113.916	144.115
64.000	21.775	19.890	649.142	354.036	113.890	143.903
65.000	21.645	19.760	649.328	354.414	113.904	143.882
66.000	21.710	19.760	645.230	354.830	113.866	143.733
67.000	21.580	19.825	643.016	352.156	113.802	143.451
68.000	21.645	19.760	646.829	355.164	113.895	143.367
69.000	21.580	19.825	649.042	352.460	113.972	143.808
70.000	21.710	19.760	641.827	350.169	113.848	142.902
71.000	22.100	19.695	640.568	351.122	113.818	142.882
72.000	22.815	19.435	631.589	353.151	113.919	142.778
73.000	22.685	19.500	632.003	351.934	113.923	143.008
74.000	22.620	19.500	630.706	351.176	113.898	143.097
75.000	22.945	19.435	628.672	352.984	113.940	143.331
76.000	23.205	19.435	625.424	351.147	113.899	143.506
77.000	23.985	19.240	604.819	355.318	113.804	143.338
78.000	23.920	19.305	608.086	356.466	113.879	143.672
79.000	24.050	19.370	607.962	356.850	113.884	143.910
80.000	23.010	19.565	623.743	346.515	113.866	143.688
81.000	22.945	19.500	625.655	346.209	113.978	144.061
82.000	22.360	19.695	629.230	340.934	113.927	144.186
83.000	22.360	19.630	628.099	343.622	113.987	143.938
84.000	22.490	19.500	629.633	345.015	114.030	144.276
85.000	22.555	19.435	627.526	342.411	114.014	144.848
86.000	22.620	19.500	629.029	342.987	113.979	144.383
87.000	22.815	19.435	628.809	338.394	113.986	144.338
88.000	23.270	19.305	627.503	338.049	113.982	144.480
89.000	22.360	19.630	634.220	335.459	113.993	144.420
90.000	22.620	19.630	632.616	334.292	113.990	144.382
91.000	22.880	19.565	631.273	335.198	113.873	144.839
92.000	23.075	19.500	628.063	333.935	113.984	144.788
93.000	22.685	19.630	631.012	334.049	113.984	145.086
94.000	23.465	19.370	625.162	333.153	113.915	145.013
95.000	23.270	19.500	625.004	333.058	113.942	145.063
96.000	23.010	19.500	625.871	332.125	113.895	145.033
97.000	23.205	19.565	625.461	334.687	113.925	145.316
98.000	21.905	20.150	635.066	330.020	113.875	145.031
99.000	22.620	19.760	628.157	332.646	113.894	145.319
100.000	21.645	20.280	637.092	327.116	113.932	145.321
101.000	22.685	19.890	624.292	330.932	113.870	144.750
102.000	21.580	20.345	633.771	327.574	113.869	144.427
103.000	21.580	20.410	639.045	330.330	113.978	144.185
104.000	21.580	20.280	634.360	328.833	113.872	143.745
105.000	21.580	20.280	636.066	328.621	113.853	143.899
106.000	21.580	20.280	631.708	326.139	113.798	143.438
107.000	24.115	19.435	604.208	338.829	113.800	143.197
108.000	23.985	19.565	606.914	341.193	113.867	143.115
109.000	24.180	19.500	605.381	340.122	113.870	143.191
110.000	24.050	19.435	603.375	339.682	113.870	143.144
111.000	23.855	19.435	603.761	341.011	113.931	142.919
112.000	22.165	19.825	622.151	333.953	113.871	142.493
113.000	22.165	19.825	615.723	333.620	113.580	141.633
114.000	22.360	19.760	616.709	335.910	113.790	142.073
115.000	22.295	19.760	615.555	336.003	113.809	142.470
116.000	21.905	19.955	619.488	336.222	113.912	143.091
117.000	22.295	19.955	616.374	335.976	113.920	142.846
118.000	22.165	19.890	614.613	334.453	113.900	142.653
119.000	22.100	20.020	618.885	335.299	113.951	142.934
120.000	22.100	20.020	617.279	336.409	113.829	142.380
121.000	22.100	20.085	619.203	336.934	113.953	142.704
