T	X	Y	Mean	StdDev	Frame Background	Boundary Background
1.000	17.550	47.580	1173.811	857.467	120.063	284.286
2.000	17.550	47.580	1158.517	844.429	119.717	278.747
3.000	17.485	47.580	1167.085	854.306	119.769	278.428
4.000	17.485	47.645	1167.919	850.358	120.010	278.226
5.000	17.225	47.580	1173.127	848.568	119.933	276.916
6.000	17.160	47.580	1180.157	850.044	119.931	278.736
7.000	17.095	47.645	1187.451	859.573	119.928	281.496
8.000	16.965	47.645	1190.219	859.294	119.825	279.743
9.000	16.835	47.580	1194.557	861.207	119.777	278.761
10.000	16.770	47.580	1198.220	859.403	119.671	275.878
11.000	16.705	47.515	1199.345	862.325	119.514	273.247
12.000	16.640	47.450	1195.888	863.587	119.474	272.116
13.000	16.575	47.450	1195.453	849.983	119.503	271.952
14.000	16.510	47.515	1199.989	847.456	119.340	269.936
15.000	16.510	47.580	1198.887	849.037	119.439	271.176
16.000	16.445	47.580	1200.368	848.637	119.303	269.456
17.000	16.315	47.580	1204.136	836.139	119.287	269.164
18.000	16.250	47.515	1203.259	836.049	119.296	268.651
19.000	16.250	47.450	1204.568	839.070	119.309	269.136
20.000	16.185	47.515	1206.333	831.550	119.247	268.405
21.000	16.185	47.645	1211.698	833.279	119.169	268.160
22.000	16.185	47.580	1213.150	816.713	119.178	268.943
23.000	16.185	47.645	1218.602	814.445	119.337	269.770
24.000	16.120	47.775	1220.764	811.491	119.294	270.077
25.000	16.120	47.840	1219.921	812.065	119.375	271.534
26.000	16.055	47.905	1227.599	811.530	119.181	268.767
27.000	16.055	47.840	1226.824	805.245	119.156	268.697
28.000	16.055	47.840	1231.107	801.347	118.984	266.736
29.000	15.990	47.840	1232.890	794.669	119.040	266.833
30.000	15.990	47.775	1233.651	782.288	119.169	268.101
31.000	15.990	47.775	1227.212	774.823	119.069	266.775
32.000	15.990	47.775	1217.570	768.886	119.069	266.460
33.000	15.990	47.775	1217.028	772.935	119.090	266.466
34.000	15.925	47.580	1208.416	767.164	118.908	264.790
35.000	15.860	47.255	1204.891	768.866	118.909	264.458
36.000	15.795	47.710	1211.437	768.820	118.933	263.971
37.000	15.860	47.580	1203.351	772.813	118.811	261.767
38.000	15.795	47.580	1197.938	765.860	118.756	261.080
39.000	15.795	47.450	1197.923	769.427	118.771	260.328
40.000	15.665	47.385	1362.642	726.988	119.991	266.091
41.000	15.795	47.385	1195.463	770.643	118.677	258.068
42.000	15.795	47.385	1194.191	770.374	118.599	257.026
43.000	15.860	47.515	1200.618	763.785	118.612	256.575
44.000	15.860	47.580	1203.791	771.756	118.498	255.009
45.000	15.860	47.710	1204.786	773.793	118.340	253.018
46.000	15.860	47.710	1213.499	776.922	118.445	253.797
47.000	15.860	47.775	1217.681	773.957	118.432	253.541
48.000	15.860	47.710	1223.174	781.830	118.395	252.451
49.000	15.860	47.840	1222.860	787.366	118.307	251.152
50.000	15.860	47.515	1212.232	777.603	118.245	250.598
51.000	15.860	47.840	1224.711	782.514	118.245	249.333
52.000	15.860	47.710	1224.036	780.522	118.262	249.914
53.000	16.120	47.775	1224.036	771.394	118.292	248.570
54.000	15.990	47.840	1226.491	771.904	118.476	249.587
55.000	15.860	47.775	1229.899	772.143	118.323	247.932
56.000	15.925	47.840	1238.025	775.868	118.401	248.186
57.000	15.990	47.645	1232.893	777.575	118.317	248.027
58.000	15.925	47.580	1235.043	783.808	118.430	247.547
59.000	15.925	47.645	1237.182	784.277	118.365	246.886
60.000	15.925	47.580	1240.154	790.873	118.320	245.787
61.000	15.990	47.515	1242.586	789.108	118.272	245.899
62.000	15.990	47.190	1244.008	787.494	118.377	246.381
63.000	15.990	47.125	1245.360	786.710	118.364	245.439
64.000	15.925	46.995	1241.984	794.852	118.358	245.803
65.000	15.925	47.255	1247.825	792.057	118.378	244.407
66.000	15.925	47.190	1251.419	799.230	118.273	243.555
67.000	15.860	47.450	1259.509	805.765	118.411	242.950
68.000	15.860	47.515	1256.674	816.929	118.336	242.029
69.000	15.795	47.515	1403.563	799.646	119.223	247.219
70.000	15.730	47.450	1407.656	799.174	119.268	247.137
71.000	15.730	47.450	1410.279	804.682	119.078	245.285
72.000	15.665	47.580	1415.971	818.307	119.264	244.596
73.000	15.600	47.710	1414.891	822.818	119.219	245.157
74.000	15.600	47.710	1399.276	833.273	119.244	245.551
75.000	15.665	47.320	1383.379	826.242	119.290	245.943
76.000	15.665	47.255	1379.735	819.231	119.243	244.466
77.000	15.925	47.190	1232.377	843.504	118.297	237.886
78.000	16.055	47.125	1232.555	833.336	118.436	238.088
79.000	16.055	47.125	1236.612	830.026	118.603	238.050
80.000	15.990	47.190	1232.353	820.782	118.554	236.352
81.000	15.990	47.190	1230.635	819.037	118.506	235.417
82.000	15.990	47.060	1374.732	798.749	119.596	241.855
83.000	16.055	47.060	1235.532	834.815	118.626	234.516
84.000	15.990	46.995	1241.804	835.651	118.739	235.086
85.000	15.925	46.995	1245.544	838.162	118.884	235.606
86.000	15.925	47.060	1249.341	844.037	118.802	234.055
87.000	15.860	47.060	1410.437	816.700	120.091	241.949
88.000	15.665	47.060	1411.597	815.293	120.024	240.580
89.000	15.600	47.125	1409.752	814.432	120.129	241.232
90.000	15.535	47.125	1411.041	824.455	120.169	241.670
91.000	15.405	47.125	1409.297	828.639	120.214	241.517
92.000	15.340	47.320	1410.027	840.335	120.045	240.381
93.000	15.275	47.190	1412.025	860.999	120.171	240.398
94.000	15.340	47.190	1416.097	871.443	120.183	239.961
95.000	15.340	47.190	1413.408	881.853	120.111	238.863
96.000	15.405	47.125	1411.653	888.726	119.993	237.304
97.000	15.665	47.190	1405.865	895.589	119.883	235.731
98.000	15.795	47.255	1404.750	901.513	119.875	235.735
99.000	16.055	47.775	1416.766	905.430	119.934	235.799
100.000	15.925	47.515	1415.215	902.773	120.067	241.043
101.000	15.730	47.840	1404.475	898.027	120.091	240.223
102.000	15.600	47.775	1404.818	896.396	119.966	238.775
103.000	15.535	47.840	1397.051	898.587	119.881	236.490
104.000	15.470	47.775	1400.023	893.978	119.695	234.526
105.000	15.340	47.775	1393.707	899.700	119.557	232.639
106.000	15.340	47.840	1392.452	906.512	119.424	231.820
107.000	15.275	47.645	1398.697	909.186	119.642	232.390
108.000	14.820	47.515	1404.118	899.600	119.419	230.151
109.000	14.820	47.515	1402.401	897.003	119.225	228.117
110.000	14.820	47.515	1399.508	887.555	119.086	227.612
111.000	14.885	47.515	1399.809	885.275	119.252	227.923
112.000	14.885	47.515	1399.762	887.279	119.151	227.732
113.000	14.885	47.450	1414.997	881.531	119.144	227.191
114.000	14.495	47.840	1412.520	882.200	119.145	226.631
115.000	14.495	47.840	1413.503	879.797	119.168	226.386
116.000	14.885	47.515	1399.848	874.564	119.062	226.235
117.000	14.495	47.840	1403.021	868.916	119.140	225.389
118.000	14.495	47.905	1418.870	867.156	119.164	224.413
119.000	14.495	47.905	1407.948	863.446	119.126	224.032
120.000	14.495	47.905	1424.416	861.679	119.183	224.266
121.000	14.495	47.905	1420.039	857.809	119.260	223.459
