T	X	Y	Mean	StdDev	Frame Background	Boundary Background
56.000	10.270	10.270	458.446	222.423	108.008	126.882
57.000	10.335	10.335	459.171	222.029	108.080	127.330
58.000	10.270	10.400	455.703	222.836	108.106	127.163
59.000	10.335	10.270	457.122	221.951	108.160	127.507
60.000	10.400	10.465	455.462	223.957	108.097	127.350
61.000	10.335	10.400	453.124	222.181	108.188	127.573
62.000	10.335	10.530	449.417	223.815	108.140	127.420
63.000	10.335	10.465	450.771	223.970	108.121	127.283
64.000	10.270	10.335	448.548	224.683	108.119	127.281
65.000	10.400	10.790	441.579	225.445	108.166	127.433
66.000	10.335	10.920	440.398	224.687	108.197	127.675
67.000	9.620	11.115	442.882	223.484	108.178	127.620
68.000	9.620	11.310	448.544	221.082	108.192	127.839
69.000	9.490	11.375	447.700	226.686	108.250	127.919
70.000	9.360	11.570	447.399	225.001	108.196	127.843
71.000	9.360	11.700	445.983	225.933	108.202	127.914
72.000	9.555	11.765	447.571	223.456	108.253	128.331
73.000	9.555	11.765	447.235	222.502	108.228	128.280
74.000	9.620	12.025	445.204	223.874	108.236	128.470
75.000	9.555	12.155	445.117	221.124	108.248	128.484
76.000	9.750	12.220	445.765	220.737	108.295	128.618
77.000	9.750	12.350	440.251	219.219	108.220	128.353
78.000	9.685	12.415	441.100	219.479	108.234	128.526
79.000	9.555	12.545	442.965	219.833	108.284	128.473
80.000	9.425	12.870	433.141	222.670	108.245	128.448
81.000	9.425	12.870	429.881	220.287	108.196	128.392
82.000	9.425	12.805	431.648	217.904	108.183	128.376
83.000	9.425	12.870	431.263	219.288	108.210	128.422
84.000	9.425	12.935	440.492	215.459	108.228	128.621
85.000	9.490	13.195	439.504	214.052	108.193	128.874
86.000	9.490	13.325	435.484	213.489	108.190	128.687
87.000	9.490	13.260	438.757	212.480	108.217	129.010
88.000	9.555	13.325	440.728	210.546	108.254	129.162
89.000	9.555	13.390	438.315	209.953	108.236	129.099
90.000	9.555	13.520	438.863	209.912	108.241	129.238
91.000	9.555	13.650	439.652	208.676	108.241	129.279
92.000	9.490	13.975	441.415	209.093	108.163	129.233
93.000	9.425	14.105	446.553	208.774	108.303	129.604
94.000	9.360	14.105	441.609	208.803	108.273	129.336
95.000	9.425	14.040	442.256	205.642	108.272	129.480
96.000	9.360	13.780	444.614	205.301	108.351	129.529
97.000	9.425	13.325	445.767	204.958	108.374	129.702
98.000	9.360	12.805	445.904	205.992	108.354	129.653
99.000	9.295	12.805	446.392	201.319	108.331	129.559
100.000	9.360	12.740	448.953	201.858	108.416	129.789
101.000	9.295	12.610	448.323	200.419	108.431	129.591
102.000	9.360	12.675	445.635	197.540	108.457	129.623
103.000	9.360	12.220	446.855	197.970	108.497	129.963
104.000	9.360	12.155	448.720	195.134	108.547	130.076
105.000	9.360	12.090	444.814	195.863	108.471	129.888
106.000	9.425	12.350	443.359	194.615	108.476	129.800
107.000	9.360	11.895	444.482	195.918	108.452	129.657
108.000	9.295	11.830	448.226	194.214	108.449	129.796
109.000	9.295	11.700	446.861	195.203	108.394	129.697
110.000	9.295	11.570	445.050	196.698	108.424	129.530
111.000	9.360	11.440	449.895	198.601	108.376	129.698
112.000	9.295	11.440	455.045	197.853	108.413	129.578
113.000	9.295	11.180	450.795	195.986	108.380	129.552
114.000	9.425	11.115	452.115	194.999	108.304	129.358
115.000	9.425	10.660	450.706	197.885	108.326	129.028
116.000	9.295	10.725	449.171	195.618	108.256	128.862
117.000	9.360	10.530	447.420	196.692	108.208	129.023
118.000	9.230	10.530	445.781	196.367	108.126	128.603
119.000	9.295	10.530	445.358	197.054	108.127	128.441
120.000	9.425	10.465	447.199	197.644	108.139	128.672
121.000	9.620	10.335	446.196	196.118	107.976	128.527
