T	X	Y	Mean	StdDev	Frame Background	Boundary Background
1.000	39.585	7.215	833.939	425.580	112.647	159.450
2.000	39.650	7.280	807.757	416.128	111.887	155.613
3.000	39.715	7.280	820.845	413.783	111.946	155.144
4.000	39.975	7.410	813.521	409.277	111.968	155.092
5.000	39.975	7.540	812.956	411.502	112.025	154.505
6.000	40.040	7.735	813.913	413.353	112.112	154.542
7.000	40.105	7.800	800.137	416.426	112.055	153.756
8.000	40.170	7.930	802.269	417.110	112.128	154.490
9.000	40.170	7.995	790.542	416.715	112.192	154.580
10.000	40.170	7.540	781.899	390.885	112.498	156.009
11.000	40.170	7.605	779.042	384.270	112.702	156.667
12.000	40.170	7.605	771.962	379.188	112.652	155.911
13.000	40.105	7.605	771.106	375.042	112.713	156.403
14.000	40.170	7.605	767.708	375.902	112.660	155.824
15.000	40.105	7.670	764.946	375.700	112.813	155.975
16.000	40.105	7.670	770.821	370.107	113.003	156.958
17.000	40.040	7.670	769.091	367.847	113.147	157.703
18.000	40.040	7.540	765.257	368.104	113.090	157.099
19.000	40.105	7.605	764.235	362.644	112.948	156.543
20.000	40.105	7.605	746.076	368.622	112.640	154.266
21.000	40.105	7.540	749.447	368.028	112.688	154.568
22.000	39.975	7.540	766.406	364.502	113.165	157.424
23.000	39.780	7.475	769.292	357.134	113.518	159.078
24.000	39.715	7.475	766.369	344.744	113.378	159.014
25.000	39.715	7.410	766.620	340.589	113.551	159.215
26.000	39.715	7.345	765.842	348.172	113.370	158.729
27.000	39.715	7.345	771.270	345.420	113.677	159.588
28.000	39.585	7.410	771.755	347.558	113.739	159.378
29.000	39.520	7.345	774.890	354.216	113.731	158.848
30.000	39.455	7.345	777.077	355.078	113.780	159.020
31.000	39.520	7.345	770.732	347.770	113.799	159.685
32.000	39.520	7.410	770.483	354.606	113.782	159.630
33.000	39.585	7.345	772.401	355.664	113.754	159.275
34.000	39.520	7.345	767.441	347.321	113.912	159.943
35.000	39.390	7.410	767.269	342.268	113.818	159.644
36.000	39.390	7.410	775.080	347.261	113.955	160.119
37.000	39.325	7.410	780.195	356.489	114.002	159.943
38.000	39.390	7.345	780.586	353.362	113.870	159.566
39.000	39.455	7.345	780.391	354.757	113.971	159.162
40.000	39.520	7.410	777.111	352.493	113.891	158.350
41.000	39.455	7.410	780.221	354.187	114.174	158.995
42.000	39.325	7.475	779.951	355.288	114.244	158.991
43.000	39.390	7.475	777.794	343.032	114.206	158.254
44.000	39.520	7.540	776.258	348.520	114.327	159.036
45.000	39.520	7.540	783.786	351.206	114.285	158.453
46.000	39.585	7.540	784.717	352.696	114.209	157.493
47.000	39.650	7.540	791.633	351.116	114.196	157.439
48.000	39.650	7.540	789.956	353.561	114.139	156.897
49.000	39.650	7.540	786.506	350.257	114.102	157.057
50.000	39.975	7.540	792.618	348.510	114.058	156.781
51.000	39.975	7.540	792.955	351.443	113.948	155.952
52.000	39.975	7.605	791.088	350.390	113.873	155.972
53.000	40.040	7.540	793.437	353.348	113.933	155.845
54.000	40.040	7.540	788.229	356.014	113.847	155.341
55.000	40.105	7.475	792.269	357.686	113.781	154.944
56.000	40.170	7.475	793.586	359.025	113.808	154.929
57.000	40.105	7.410	793.466	364.136	113.684	154.414
58.000	40.170	7.475	790.698	365.167	113.724	154.200
59.000	40.105	7.345	792.910	371.344	113.674	153.949
60.000	40.040	7.345	795.996	366.671	113.679	153.983
61.000	40.105	7.345	794.811	364.723	113.829	154.452
62.000	40.040	7.215	801.852	367.863	113.796	153.978
63.000	40.040	7.085	803.154	370.001	113.806	154.139
64.000	40.040	6.955	801.798	370.743	113.756	153.638
65.000	40.040	7.280	802.141	369.736	113.795	153.766
66.000	39.975	6.825	807.086	371.086	113.795	153.336
67.000	39.910	6.760	802.569	373.166	113.691	153.058
68.000	39.975	6.695	810.192	377.790	113.998	154.001
69.000	39.975	6.630	810.115	380.191	113.985	154.027
70.000	39.975	6.630	811.183	385.029	114.026	154.534
71.000	39.845	6.695	810.973	383.935	114.129	155.053
72.000	39.975	6.760	804.936	372.422	114.015	154.372
73.000	39.975	6.695	804.498	366.617	114.010	154.632
74.000	39.910	6.695	804.811	365.345	113.935	154.329
75.000	35.295	9.035	501.702	411.308	112.298	151.201
76.000	35.230	9.165	502.113	410.026	112.393	151.672
77.000	35.360	9.100	499.435	407.140	112.379	151.360
78.000	35.360	9.165	500.497	406.155	112.417	151.303
79.000	35.295	9.165	501.007	407.055	112.354	151.303
