T	X	Y	Mean	StdDev	Frame Background	Boundary Background
80.000	35.295	9.100	501.288	407.306	112.260	151.605
81.000	35.295	9.165	502.129	406.609	112.384	151.776
82.000	35.230	9.230	500.875	406.093	112.460	152.230
83.000	35.360	9.165	506.613	406.367	112.578	153.123
84.000	35.165	9.360	505.396	403.146	112.638	153.710
85.000	35.230	9.295	503.635	401.067	112.718	154.184
86.000	35.230	9.360	501.959	400.462	112.652	154.210
87.000	35.295	9.230	501.168	401.763	112.748	154.695
88.000	35.295	9.230	500.711	400.885	112.682	154.922
89.000	35.295	9.295	499.372	397.846	112.771	155.317
90.000	35.295	9.230	501.897	399.405	112.824	155.570
91.000	35.360	9.165	504.056	397.887	112.793	155.707
92.000	35.360	9.230	502.314	395.212	112.740	155.068
93.000	35.295	9.230	503.011	396.265	112.760	155.273
94.000	35.360	9.165	504.820	397.847	112.820	155.906
95.000	35.295	9.230	506.239	399.356	112.905	155.910
96.000	35.360	9.100	505.516	395.932	112.822	155.809
97.000	35.295	9.230	508.272	398.147	112.961	156.268
98.000	35.230	9.295	509.030	400.775	112.989	156.234
99.000	35.230	9.295	508.164	397.822	112.916	155.713
100.000	35.230	9.360	508.288	396.709	112.971	155.652
101.000	35.295	9.295	506.051	395.038	112.629	154.711
102.000	35.295	9.360	504.128	396.093	112.752	154.921
103.000	35.360	9.230	507.683	400.195	112.746	156.201
104.000	35.425	9.230	507.067	400.557	112.831	156.965
105.000	35.425	9.165	507.247	401.775	112.870	156.720
106.000	35.490	9.100	510.865	404.980	112.938	157.000
107.000	35.490	9.100	507.674	399.888	112.810	156.253
108.000	35.490	9.035	510.144	402.367	112.901	156.480
109.000	35.685	8.905	508.904	402.743	112.738	156.007
110.000	35.685	8.840	510.752	403.010	112.624	155.259
111.000	35.750	8.840	509.696	401.853	112.526	154.714
112.000	35.750	8.840	512.239	402.128	112.562	154.469
113.000	35.685	8.905	515.140	405.957	112.642	154.441
114.000	35.555	9.035	511.983	403.213	112.602	154.287
115.000	35.555	9.035	513.504	403.666	112.597	153.856
116.000	35.620	9.035	512.376	400.870	112.601	153.947
117.000	35.620	8.970	511.812	399.589	112.552	153.263
118.000	35.620	8.970	511.859	400.625	112.568	153.188
119.000	35.620	8.970	512.971	400.178	112.592	153.158
120.000	35.685	8.905	515.091	402.761	112.640	153.281
121.000	35.685	8.905	514.679	399.783	112.626	153.494
