dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)
0.000	1.000	0.000	143.889	188.014	276.180	116.533	110.692	112.500	108.748	11.660	0.000	NaN	NaN	1.000	0.000	145.963	159.014	276.180	124.412	116.161	119.846	118.490	2.387	0.000	NaN	NaN	1.000	0.000	180.423	400.514	276.180	125.554	112.481	120.667	109.432	4.073	0.000	NaN	NaN	1.000	0.000	185.618	109.138	276.180	127.717	112.074	116.611	105.361	11.741	0.000	NaN	NaN	42.000	0.000	157.444	128.976	262.551	129.321	117.839	121.591	106.327	4.375	4.375	NaN	NaN	43.000	0.000	121.357	114.077	262.705	118.000	118.000	118.000	113.683	0.080	0.080	NaN	NaN	87.000	0.000	123.032	114.030	260.586	114.881	111.636	120.000	106.117	9.664	9.664	NaN	NaN
1.000	2.000	1.000	141.200	124.711	272.422	116.010	113.111	118.714	105.643	11.530	-0.130	0.171	0.290	2.000	1.000	135.778	129.425	272.422	122.361	113.148	122.250	107.901	2.479	0.092	0.145	0.060	2.000	1.000	149.917	141.608	272.422	120.178	112.103	117.875	109.271	3.697	-0.376	-0.000	0.367	2.000	1.000	184.971	153.685	272.422	126.526	108.741	112.333	106.811	11.844	0.103	-0.046	-0.092	43.000	1.000	156.241	139.494	262.705	128.568	113.767	120.500	107.910	4.581	0.206	0.201	0.000	44.000	1.000	139.030	120.326	262.745	125.028	126.500	140.143	114.515	0.813	0.734	8.221E-16	-0.184	88.000	1.000	129.655	120.222	261.898	114.610	113.773	117.200	108.092	10.219	0.555	-0.000	-0.494
2.000	3.000	2.000	120.067	113.404	269.748	113.993	115.786	122.615	104.872	10.106	-1.423	0.231	1.544	3.000	2.000	151.357	135.444	269.748	123.089	113.000	117.667	108.020	2.777	0.298	0.105	-0.186	3.000	2.000	167.577	148.296	269.748	123.319	115.250	122.600	109.717	3.778	0.081	-0.092	-0.180	3.000	2.000	145.323	127.434	269.748	121.874	113.593	116.174	104.752	10.546	-1.298	-0.092	1.195	44.000	2.000	148.871	134.495	262.745	126.110	115.161	120.150	107.227	4.662	0.081	0.267	0.184	45.000	2.000	155.031	130.944	263.173	136.735	123.206	140.909	114.768	1.599	0.785	0.089	-0.926	89.000	2.000	148.964	135.500	263.609	119.322	111.385	116.786	107.779	11.929	1.710	0.206	-1.439
3.000	4.000	3.000	132.172	113.794	269.781	115.956	113.250	117.045	106.148	9.957	-0.149	0.200	0.408	4.000	3.000	158.448	138.220	269.781	125.043	111.267	116.588	108.918	3.263	0.487	0.107	-0.084	4.000	3.000	176.500	155.086	269.781	122.847	112.862	118.176	110.633	3.900	0.122	-0.047	-0.045	4.000	3.000	160.067	135.830	269.781	124.580	111.708	120.286	106.619	11.181	0.636	-0.046	-0.691	45.000	3.000	151.094	133.311	263.173	124.524	115.793	120.524	107.047	4.930	0.268	0.186	0.000	46.000	3.000	154.226	130.051	263.523	136.703	123.719	137.188	115.104	1.396	-0.203	0.000	0.234	90.000	3.000	152.107	141.088	256.875	119.051	111.000	116.316	108.595	11.994	0.065	-0.144	-0.144
4.000	5.000	4.000	132.138	118.059	271.557	115.453	112.407	116.667	106.446	10.095	0.138	0.145	0.000	5.000	4.000	157.967	136.485	271.557	124.940	110.769	120.556	109.056	3.144	-0.119	0.121	-0.023	5.000	4.000	163.560	144.280	271.557	123.031	114.419	120.167	110.609	3.659	-0.241	-0.000	0.092	5.000	4.000	161.121	135.602	271.557	124.438	108.893	114.571	106.796	11.395	0.214	0.000	-0.138	46.000	4.000	142.310	126.783	263.523	123.233	115.939	122.150	108.230	4.570	-0.360	0.065	0.336	47.000	4.000	152.065	128.700	264.106	132.400	123.647	136.917	115.544	1.166	-0.230	0.032	0.290	91.000	4.000	155.852	139.757	262.184	119.482	111.269	115.571	107.087	12.484	0.490	0.371	-0.184
5.000	6.000	5.000	136.690	119.899	270.628	118.893	113.828	119.200	105.909	10.539	0.444	0.232	-0.145	6.000	5.000	149.385	133.667	270.628	121.833	111.846	118.077	108.170	3.217	0.073	0.171	0.119	6.000	5.000	161.692	144.737	270.628	122.403	115.107	118.304	109.816	3.559	-0.100	-0.092	0.091	6.000	5.000	159.250	135.471	270.628	122.758	111.000	118.429	106.441	11.219	-0.176	-0.090	0.045	47.000	5.000	141.250	128.416	264.106	122.794	111.720	117.688	107.182	4.868	0.298	0.259	-0.071	48.000	5.000	147.500	131.813	264.163	131.585	116.741	128.167	112.426	1.610	0.444	0.165	-0.330	92.000	5.000	156.192	136.027	256.340	118.802	111.714	114.739	106.946	12.725	0.241	0.062	-0.083
6.000	7.000	6.000	139.719	121.000	270.289	117.438	110.704	118.091	106.692	10.899	0.360	0.204	-0.118	7.000	6.000	143.852	132.695	270.289	124.049	111.481	115.600	107.761	3.336	0.119	0.114	0.000	7.000	6.000	147.857	135.776	270.289	119.410	109.440	118.000	110.972	3.272	-0.287	-0.044	0.136	7.000	6.000	161.273	136.556	270.289	123.726	110.480	118.500	107.742	11.227	0.008	-0.047	-0.092	48.000	6.000	154.355	134.216	264.163	125.208	111.143	116.625	107.088	5.396	0.528	0.194	-0.259	49.000	6.000	154.788	129.386	263.994	131.232	121.519	125.286	110.986	1.732	0.122	0.044	-0.044	93.000	6.000	162.750	139.598	255.374	120.219	113.032	117.400	107.118	13.196	0.471	0.165	-0.165
7.000	8.000	7.000	145.000	122.402	271.513	119.575	110.185	116.625	106.101	11.193	0.295	0.173	-0.145	8.000	7.000	156.862	134.557	271.513	123.072	108.370	118.889	108.179	3.539	0.203	0.059	-0.145	8.000	7.000	150.704	138.695	271.513	120.173	111.556	118.118	110.208	3.448	0.176	-0.000	-0.045	8.000	7.000	160.486	139.022	271.513	122.214	108.593	114.250	106.872	11.246	0.019	-0.092	-0.092	49.000	7.000	153.655	133.409	263.994	121.372	108.800	113.083	107.285	5.698	0.303	0.220	-0.009	50.000	7.000	148.966	131.930	262.510	125.907	114.000	129.800	112.483	1.724	-0.008	0.015	-0.033	94.000	7.000	160.759	140.234	255.490	121.156	113.643	120.267	108.510	13.104	-0.092	-0.062	-0.041
8.000	9.000	8.000	137.793	121.409	270.653	119.184	111.308	117.615	106.510	11.358	0.165	0.174	0.030	9.000	8.000	147.207	133.675	270.653	122.196	110.357	118.000	107.514	3.585	0.046	0.087	0.058	9.000	8.000	149.273	142.053	270.653	120.739	109.964	123.333	109.026	3.532	0.084	0.092	-0.048	9.000	8.000	160.000	130.263	270.653	122.432	109.917	113.909	107.089	10.760	-0.487	-0.184	0.276	50.000	8.000	152.700	137.721	262.510	124.458	111.667	118.250	106.189	5.886	0.187	0.193	-0.074	51.000	8.000	149.964	140.747	264.434	123.596	115.133	119.318	112.199	1.995	0.271	-0.128	-0.440	95.000	8.000	151.100	136.798	254.864	119.045	114.821	119.647	107.828	13.012	-0.092	-0.000	0.082
9.000	10.000	9.000	147.655	123.423	270.016	118.855	111.900	119.308	106.127	11.599	0.241	0.145	-0.059	10.000	9.000	144.704	129.262	270.016	122.997	114.148	120.381	108.514	3.574	-0.011	0.145	0.116	10.000	9.000	147.957	132.584	270.016	120.258	113.077	121.364	109.401	3.383	-0.149	-0.000	0.092	10.000	9.000	156.233	128.388	270.016	120.844	111.077	116.471	106.696	10.492	-0.268	-0.045	0.231	51.000	9.000	149.759	130.055	264.434	127.133	111.320	116.154	106.166	6.172	0.287	0.395	0.129	52.000	9.000	152.107	136.472	265.732	125.979	117.286	125.500	110.979	2.133	0.138	-0.065	-0.252	96.000	9.000	162.355	138.444	254.842	121.628	112.893	119.467	107.702	13.169	0.157	0.062	-0.144
10.000	11.000	10.000	141.793	124.074	270.664	120.471	115.821	121.059	107.116	11.810	0.211	0.261	0.058	11.000	10.000	135.519	127.536	270.664	119.272	111.414	119.900	108.061	3.490	-0.084	0.177	0.259	11.000	10.000	161.857	138.700	270.664	122.833	111.593	115.850	110.128	3.597	0.214	-0.049	-0.097	11.000	10.000	159.259	133.247	270.664	120.249	107.926	110.731	106.289	10.538	0.046	0.045	-0.094	52.000	10.000	162.067	139.141	265.732	129.090	111.714	116.643	106.087	6.662	0.490	0.064	-0.342	53.000	10.000	165.000	149.591	266.116	129.872	113.042	117.176	111.347	2.864	0.731	-0.064	-0.672	97.000	10.000	159.966	142.851	253.909	123.163	114.710	120.364	108.138	13.315	0.146	0.126	0.061
11.000	12.000	11.000	135.345	120.753	269.236	119.931	114.107	120.923	106.112	11.940	0.130	0.262	0.145	12.000	11.000	141.903	130.881	269.236	121.775	111.556	116.875	107.329	3.987	0.498	0.145	-0.290	12.000	11.000	158.000	140.875	269.236	119.812	109.643	116.500	110.083	3.563	-0.035	0.042	0.034	12.000	11.000	158.714	132.363	269.236	122.210	108.833	118.300	106.447	10.519	-0.019	-0.089	-0.044	53.000	11.000	152.724	135.517	266.116	131.908	109.808	120.429	106.705	6.708	0.046	0.203	0.128	54.000	11.000	188.395	160.136	266.515	137.416	114.185	120.438	111.074	3.484	0.620	0.000	-0.563	98.000	11.000	132.000	122.069	253.882	116.852	109.688	116.267	109.644	11.880	-1.435	0.061	1.333
12.000	13.000	12.000	136.129	120.752	270.538	120.374	113.655	121.923	107.227	12.216	0.276	0.058	-0.203	13.000	12.000	137.250	128.011	270.538	122.728	112.929	120.312	106.747	4.060	0.073	0.234	0.112	13.000	12.000	157.793	140.526	270.538	121.434	112.800	120.000	110.020	3.387	-0.176	-0.209	-0.091	13.000	12.000	155.280	131.098	270.538	121.008	107.520	114.111	107.391	10.243	-0.276	-0.139	0.092	54.000	12.000	153.731	132.630	266.515	132.095	109.154	119.667	106.327	6.949	0.241	0.257	0.010	55.000	12.000	172.333	150.209	266.240	129.872	114.767	119.667	111.538	3.327	-0.157	0.077	0.217	99.000	12.000	134.387	127.436	254.050	116.823	112.176	121.000	108.655	11.977	0.097	-0.121	-0.120
13.000	14.000	13.000	137.111	121.440	270.158	119.617	116.393	123.647	106.766	12.419	0.203	0.204	-0.058	14.000	13.000	140.074	130.772	270.158	121.068	109.778	116.714	107.847	4.179	0.119	0.090	0.021	14.000	13.000	157.893	139.625	270.158	121.171	112.080	121.625	109.560	3.425	0.038	-0.000	-0.015	14.000	13.000	163.176	134.500	270.158	122.935	111.536	117.385	106.895	10.741	0.498	0.045	-0.276	55.000	13.000	153.500	135.575	266.240	135.438	108.923	112.778	106.260	7.377	0.428	0.395	0.009	56.000	13.000	193.474	161.493	265.813	136.284	114.600	121.375	109.642	4.047	0.720	0.114	-0.422	100.000	13.000	138.000	124.867	253.445	117.644	112.233	118.000	109.527	11.847	-0.130	-0.188	-0.026
14.000	15.000	14.000	143.966	124.337	269.360	120.251	116.154	128.429	108.931	12.947	0.528	0.145	-0.262	15.000	14.000	145.000	130.022	269.360	121.966	115.867	121.263	107.534	4.355	0.176	0.055	-0.125	15.000	14.000	152.097	137.338	269.360	122.691	113.815	118.182	110.020	3.184	-0.241	-0.219	0.015	15.000	14.000	152.793	129.790	269.360	119.653	109.655	114.500	105.948	10.400	-0.341	0.092	0.276	56.000	14.000	159.207	139.476	265.813	136.516	107.043	112.500	106.109	7.794	0.417	0.258	-0.193	57.000	14.000	188.457	156.592	267.166	129.739	112.885	116.950	110.192	3.855	-0.192	0.064	0.064	101.000	14.000	138.759	127.930	252.163	119.329	111.553	120.538	108.421	12.038	0.192	0.095	-0.085
15.000	16.000	15.000	141.516	123.442	272.095	120.045	113.697	118.708	107.680	13.038	0.092	0.058	0.000	16.000	15.000	145.667	133.955	272.095	122.759	113.167	120.250	107.671	4.547	0.192	0.073	-0.144	16.000	15.000	146.778	138.484	272.095	120.883	113.071	116.682	111.000	3.111	-0.073	-0.128	-0.037	16.000	15.000	155.750	132.446	272.095	120.920	111.926	121.125	107.177	10.484	0.084	-0.092	-0.047	57.000	15.000	151.897	133.774	267.166	138.147	108.593	114.588	105.228	7.710	-0.084	0.073	0.202	58.000	15.000	182.429	157.141	263.920	129.969	112.963	119.000	109.558	3.771	-0.084	0.000	0.064	102.000	15.000	146.885	128.747	252.690	120.058	114.190	120.059	109.713	11.850	-0.188	-0.322	-0.205
16.000	17.000	16.000	140.517	124.663	272.798	119.290	119.034	126.385	108.347	13.157	0.119	0.058	-0.087	17.000	16.000	140.609	130.787	272.798	124.244	111.424	118.450	107.441	4.371	-0.176	0.000	0.068	17.000	16.000	141.130	135.192	272.798	122.011	113.481	119.857	110.098	2.954	-0.157	-0.124	-0.021	17.000	16.000	160.633	134.469	272.798	120.723	111.346	114.500	107.181	10.549	0.065	0.000	-0.092	58.000	16.000	150.586	124.330	263.920	116.932	109.667	113.000	106.293	5.702	-2.008	0.323	2.110	59.000	16.000	188.429	160.557	263.401	128.283	111.500	116.500	109.268	3.974	0.203	0.127	-0.078	103.000	16.000	134.483	127.228	251.870	119.374	112.487	129.800	109.818	11.609	-0.241	-0.133	0.229
17.000	18.000	17.000	134.355	119.458	270.167	118.458	114.129	120.353	107.250	13.019	-0.138	0.147	0.349	18.000	17.000	150.423	135.704	270.167	123.911	112.407	120.312	108.374	4.666	0.295	0.038	-0.143	18.000	17.000	156.296	141.027	270.167	124.513	114.103	121.889	110.993	2.992	0.038	-0.145	-0.169	18.000	17.000	174.733	144.800	270.167	122.994	109.038	114.938	108.301	10.714	0.165	-0.136	-0.323	59.000	17.000	152.621	123.924	263.401	117.268	110.414	115.471	106.821	5.962	0.260	0.065	-0.129	60.000	17.000	178.080	156.493	265.268	127.941	115.143	119.429	110.176	3.798	-0.176	-0.127	0.013	104.000	17.000	144.192	133.966	252.016	120.948	111.395	118.455	110.561	11.826	0.217	-0.148	-0.551
18.000	19.000	18.000	144.690	124.691	271.488	120.728	114.621	124.267	107.435	13.880	0.861	0.173	-0.729	19.000	18.000	145.621	133.711	271.488	125.414	116.833	121.667	109.027	4.617	-0.049	0.030	0.051	19.000	18.000	156.000	141.475	271.488	125.125	115.731	119.550	110.931	2.919	-0.073	-0.059	-0.000	19.000	18.000	153.600	132.588	271.488	120.583	113.692	122.000	106.868	10.408	-0.306	-0.092	0.278	60.000	18.000	159.037	126.815	265.268	117.794	112.129	115.962	106.507	6.100	0.138	-0.065	-0.137	61.000	18.000	177.043	157.773	266.444	126.735	112.871	118.348	110.534	3.752	-0.046	-0.064	-0.064	105.000	18.000	138.138	134.434	252.504	122.512	116.909	123.421	110.085	11.708	-0.119	-0.328	-0.040
19.000	20.000	19.000	137.483	122.472	271.599	120.631	118.867	125.750	106.197	14.102	0.222	0.263	0.117	20.000	19.000	145.000	132.400	271.599	125.380	113.968	122.062	108.644	4.743	0.127	0.133	-0.042	20.000	19.000	159.400	142.477	271.599	127.799	115.667	121.188	112.527	2.846	-0.073	-0.087	-0.058	20.000	19.000	159.000	143.777	271.599	122.215	110.609	118.111	108.103	10.519	0.111	-0.136	-0.371	61.000	19.000	146.345	125.135	266.444	115.868	110.500	114.812	106.822	6.100	0.000	-0.007	-0.065	62.000	19.000	176.519	156.200	265.535	126.639	119.000	123.636	110.399	3.649	-0.103	-0.126	0.029	106.000	19.000	149.333	135.512	252.004	121.697	112.050	117.167	110.723	11.903	0.195	-0.123	-0.431
20.000	21.000	20.000	136.258	122.078	271.686	120.627	110.742	118.250	108.993	14.140	0.038	0.037	0.000	21.000	20.000	153.900	133.742	271.686	125.033	116.355	126.389	107.430	5.057	0.314	0.043	-0.275	21.000	20.000	178.684	145.344	271.686	129.209	116.036	124.455	111.693	2.976	0.130	-0.118	-0.031	21.000	20.000	182.667	154.549	271.686	123.917	112.840	120.375	107.597	10.844	0.325	-0.183	-0.427	62.000	20.000	160.720	128.830	265.535	118.201	110.393	120.308	106.427	6.287	0.187	-0.065	-0.266	63.000	20.000	174.739	152.392	263.456	126.244	116.552	135.600	111.689	3.427	-0.222	-0.188	0.000	107.000	20.000	146.000	133.488	251.157	122.609	114.000	122.053	108.822	11.845	-0.057	-0.144	-0.062
21.000	22.000	21.000	137.621	126.221	271.341	121.945	119.206	130.417	106.699	14.606	0.466	-0.018	-0.469	22.000	21.000	140.577	125.207	271.341	123.772	114.586	126.385	109.007	4.383	-0.674	-0.046	0.460	22.000	21.000	158.714	140.356	271.341	127.411	115.556	127.200	111.616	2.636	-0.341	-0.026	0.145	22.000	21.000	181.179	150.340	271.341	124.086	116.538	126.364	108.807	10.606	-0.238	-0.232	0.000	63.000	21.000	153.370	127.031	263.456	118.235	114.724	119.095	107.033	6.249	-0.038	-0.057	-0.065	64.000	21.000	179.450	155.262	262.811	125.900	114.923	119.421	111.747	3.362	-0.065	-0.018	-0.018	108.000	21.000	138.296	135.012	249.725	123.481	109.379	118.385	111.074	11.657	-0.188	-0.030	0.018
22.000	23.000	22.000	138.963	125.045	271.193	122.023	115.357	118.913	107.236	15.077	0.471	0.205	-0.231	23.000	22.000	136.036	123.337	271.193	121.363	113.233	119.714	107.061	4.311	-0.073	0.092	0.276	23.000	22.000	162.345	144.222	271.193	126.227	112.520	118.368	112.215	2.670	0.035	-0.000	-0.028	23.000	22.000	192.310	154.511	271.193	124.425	112.080	120.083	107.142	10.652	0.046	-0.043	-0.049	64.000	22.000	158.667	129.204	262.811	117.925	116.355	123.050	108.072	6.314	0.065	-0.202	-0.202	65.000	22.000	170.654	153.296	264.029	124.506	113.577	124.333	110.208	3.546	0.184	0.143	0.062	109.000	22.000	155.862	138.385	250.181	123.468	111.484	123.000	107.399	12.334	0.677	0.225	-0.282
23.000	24.000	23.000	138.963	122.196	268.426	122.068	114.444	122.182	107.108	15.004	-0.073	0.034	0.060	24.000	23.000	136.714	121.488	268.426	121.117	111.483	116.636	107.227	4.311	0.000	0.092	0.090	24.000	23.000	152.857	138.227	268.426	127.844	116.111	124.250	111.653	2.402	-0.268	-0.057	0.227	24.000	23.000	182.643	155.720	268.426	122.863	111.556	118.700	108.459	10.468	-0.184	-0.232	-0.092	65.000	23.000	151.793	129.606	264.029	119.363	114.548	124.692	108.077	6.310	-0.003	-0.129	-0.064	66.000	23.000	175.048	150.814	263.906	126.878	116.929	125.000	111.124	3.278	-0.268	-0.143	0.062	110.000	23.000	146.231	135.065	249.511	122.961	118.000	121.250	108.403	12.629	0.295	0.283	0.088
24.000	25.000	24.000	147.259	127.878	267.970	122.621	115.038	118.368	106.014	15.662	0.658	0.215	-0.350	25.000	24.000	137.000	122.849	267.970	121.729	115.900	132.625	107.801	4.292	-0.019	0.000	0.000	25.000	24.000	154.500	140.905	267.970	126.833	116.000	122.176	112.361	2.448	0.046	0.089	-0.000	25.000	24.000	188.857	167.250	267.970	122.001	109.880	113.200	108.224	10.414	-0.054	-0.317	-0.233	66.000	24.000	149.172	129.727	263.906	118.417	116.133	122.955	107.241	6.302	-0.008	-0.072	-0.065	67.000	24.000	181.864	153.175	263.212	126.678	116.143	123.867	111.772	3.221	-0.057	-0.061	0.017	111.000	24.000	153.778	138.325	250.604	124.657	114.032	118.571	108.033	12.526	-0.103	-0.064	0.038
25.000	26.000	25.000	145.704	123.905	266.825	124.030	110.000	115.059	106.019	15.773	0.111	0.156	0.145	26.000	25.000	131.552	121.473	266.825	122.046	118.414	124.706	108.580	4.081	-0.211	0.000	0.230	26.000	25.000	159.750	142.847	266.825	126.134	115.480	120.562	113.593	2.448	0.000	-0.088	-0.057	26.000	25.000	177.214	173.474	266.825	121.341	110.773	120.250	107.957	10.441	0.027	-0.141	-0.191	67.000	25.000	159.071	129.849	263.212	118.419	111.633	118.476	109.226	6.394	0.092	-0.098	-0.203	68.000	25.000	176.231	151.293	263.192	127.853	117.423	123.846	111.240	3.221	0.000	0.000	0.000	112.000	25.000	141.621	123.825	249.063	116.899	113.323	120.462	108.711	10.233	-2.292	-0.147	1.978
26.000	27.000	26.000	137.926	125.138	265.868	123.493	110.970	117.471	105.987	16.003	0.230	0.218	0.060	27.000	26.000	134.241	119.756	265.868	122.038	114.167	125.727	108.068	3.840	-0.241	0.093	0.276	27.000	26.000	154.040	140.588	265.868	126.176	115.517	123.900	111.966	2.181	-0.268	-0.000	0.167	27.000	26.000	186.185	160.633	265.868	121.063	112.000	118.333	106.315	10.579	0.138	0.050	-0.092	68.000	26.000	149.407	134.106	263.192	120.711	115.767	125.750	108.937	6.230	-0.165	-0.202	-0.120	69.000	26.000	170.042	150.753	261.412	127.670	115.357	126.692	111.872	2.999	-0.222	-0.144	0.061	113.000	26.000	140.148	123.538	248.170	117.210	113.452	119.056	106.974	10.134	-0.100	-0.119	-0.064
27.000	28.000	27.000	140.593	125.075	268.100	121.887	112.923	117.250	106.486	16.466	0.463	0.282	-0.183	28.000	27.000	131.731	118.779	268.100	120.131	111.360	116.286	107.669	3.794	-0.046	0.138	0.137	28.000	27.000	150.192	138.304	268.100	127.643	116.240	122.200	112.367	2.162	-0.019	0.056	0.145	28.000	27.000	211.000	171.478	268.100	121.510	110.750	115.333	107.845	10.755	0.176	-0.050	-0.191	69.000	27.000	158.120	127.581	261.412	119.372	115.156	121.647	108.920	6.383	0.154	0.000	-0.009	70.000	27.000	175.042	155.371	259.925	128.887	115.185	119.400	112.315	3.026	0.027	-0.022	-0.022	114.000	27.000	136.111	123.563	248.966	115.607	113.567	122.917	107.623	10.229	0.095	-0.010	-0.203
28.000	29.000	28.000	141.704	127.719	266.421	123.591	114.577	118.500	106.354	16.994	0.528	0.201	-0.206	29.000	28.000	135.360	118.388	266.421	120.208	111.556	121.900	108.392	3.664	-0.130	0.002	0.045	29.000	28.000	159.423	141.286	266.421	130.244	119.069	129.714	113.434	2.227	0.065	-0.054	-0.126	29.000	28.000	172.222	161.674	266.421	120.442	109.815	118.273	106.725	10.590	-0.165	-0.042	0.141	70.000	28.000	154.034	128.604	259.925	119.483	116.433	131.000	107.496	6.264	-0.119	-0.064	0.009	71.000	28.000	167.864	156.986	258.342	127.357	113.714	123.545	112.676	2.877	-0.149	-0.084	0.038	115.000	28.000	133.111	124.040	249.299	117.092	112.069	121.455	108.993	10.199	-0.030	-0.202	-0.120
29.000	30.000	29.000	146.345	125.389	265.820	122.779	111.208	116.067	106.667	17.327	0.333	0.163	-0.144	30.000	29.000	132.739	120.190	265.820	121.282	112.393	116.550	107.854	3.526	-0.138	-0.048	0.088	30.000	29.000	158.231	139.000	265.820	128.720	115.259	121.611	113.945	2.116	-0.111	0.056	0.122	30.000	29.000	176.500	162.571	265.820	119.870	109.778	113.250	107.096	10.609	0.019	-0.133	-0.142	71.000	29.000	164.179	130.276	258.342	120.175	114.433	122.188	109.207	6.310	0.046	-0.054	-0.075	72.000	29.000	177.250	152.577	258.916	131.616	116.333	125.643	112.972	2.739	-0.138	-0.205	-0.025	116.000	29.000	138.240	124.310	249.198	117.863	116.250	121.722	108.239	10.164	-0.035	-0.119	-0.129
30.000	31.000	30.000	149.333	126.602	267.263	122.925	111.897	114.840	107.047	17.606	0.279	0.123	-0.083	31.000	30.000	143.000	120.429	267.263	122.078	109.808	119.250	108.333	3.732	0.206	0.092	0.043	31.000	30.000	159.357	143.724	267.263	129.016	122.692	128.250	114.923	2.051	-0.065	-0.088	-0.057	31.000	30.000	172.423	154.575	267.263	119.989	109.042	116.000	106.179	10.693	0.084	0.042	0.000	72.000	30.000	157.533	135.081	258.916	120.884	117.188	122.900	107.616	6.391	0.081	0.000	-0.011	73.000	30.000	170.000	153.244	258.504	131.524	117.710	127.312	115.324	2.452	-0.287	-0.289	-0.040	117.000	30.000	138.571	123.420	248.915	116.927	115.000	118.217	108.697	10.256	0.092	-0.000	-0.074
31.000	32.000	31.000	144.657	127.890	266.852	121.992	112.462	116.900	106.279	18.195	0.590	0.225	-0.206	32.000	31.000	137.148	117.189	266.852	120.130	113.552	118.632	108.087	2.802	-0.930	-0.134	0.783	32.000	31.000	168.379	143.417	266.852	130.587	116.308	121.150	113.685	2.227	0.176	0.120	0.032	32.000	31.000	181.519	159.988	266.852	120.054	110.208	114.900	108.329	10.720	0.027	-0.050	-0.141	73.000	31.000	169.400	136.535	258.504	124.331	114.893	122.529	109.865	6.383	-0.008	-0.052	-0.064	74.000	31.000	170.897	149.659	260.624	130.324	120.640	125.381	114.621	2.360	-0.092	-0.061	0.000	118.000	31.000	139.069	124.144	249.197	116.322	110.435	126.000	109.424	10.018	-0.238	-0.064	0.082
32.000	33.000	32.000	140.968	126.598	264.502	121.912	114.103	118.050	106.824	18.298	0.103	0.165	0.062	33.000	32.000	131.600	117.753	264.502	120.260	111.586	117.684	108.166	2.691	-0.111	0.136	0.139	33.000	32.000	161.960	143.280	264.502	132.283	118.600	124.933	114.542	1.997	-0.230	0.057	0.145	33.000	32.000	178.500	154.756	264.502	118.719	108.593	113.933	107.297	10.655	-0.065	-0.042	0.050	74.000	32.000	164.571	133.484	260.624	122.727	112.250	118.267	108.829	6.353	-0.030	0.064	0.115	75.000	32.000	173.586	149.568	258.004	132.751	120.034	124.091	115.324	2.314	-0.046	-0.061	0.000	119.000	32.000	139.667	124.674	248.813	117.025	114.370	121.545	107.324	10.110	0.092	-0.073	-0.138
33.000	34.000	33.000	141.069	125.032	263.593	122.350	115.033	118.765	105.610	18.482	0.184	0.166	0.082	34.000	33.000	138.630	119.231	263.593	120.026	114.400	120.444	108.556	2.821	0.130	0.050	-0.008	34.000	33.000	164.400	144.106	263.593	128.688	112.958	127.875	114.978	2.043	0.046	-0.057	-0.000	34.000	33.000	178.645	158.372	263.593	120.000	109.120	126.000	107.144	10.831	0.176	0.000	-0.142	75.000	33.000	161.630	131.360	258.004	124.222	110.360	119.154	108.260	6.288	-0.065	-0.012	0.000	76.000	33.000	170.520	149.544	259.336	132.142	119.143	130.875	115.650	2.203	-0.111	-0.061	0.022	120.000	33.000	140.107	124.352	249.412	117.030	110.258	114.640	108.234	10.102	-0.008	-0.056	-0.120
