dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Base Local Background (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Tip Local Background (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Base Local Background (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Tip Local Background (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Base Local Background (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Tip Local Background (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Base Local Background (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Tip Local Background (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)
51.000	52.000	51.000	221.143	166.838	368.012	148.829	134.200	144.444	119.073	2.420	-0.046	-0.064	0.000	52.000	51.000	184.310	151.890	368.012	142.509	124.414	144.875	109.372	6.242	0.211	0.088	-0.058	52.000	51.000	179.000	136.414	368.012	132.582	119.100	124.957	108.547	9.914	-0.165	0.064	0.151	52.000	51.000	189.520	143.161	368.012	130.770	120.000	125.444	109.724	8.488	0.092	-0.011	-0.064	52.000	51.000	215.172	150.488	368.012	143.408	122.000	130.688	108.553	5.927	-0.046	0.200	0.200	52.000	51.000	247.724	214.507	368.012	166.653	131.857	146.125	122.297	2.870	0.138	-0.000	-0.127	52.000	51.000	304.314	235.237	368.012	194.039	144.464	155.889	129.959	2.326	-0.092	-0.090	-0.000	52.000	51.000	173.800	139.446	368.012	132.454	116.269	120.880	108.593	5.062	-0.046	0.029	0.087	52.000	51.000	201.367	175.542	368.012	147.486	128.607	139.538	118.163	3.727	0.222	-0.234	-0.379	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
52.000	53.000	52.000	242.200	164.800	366.815	148.581	128.429	138.467	117.486	2.539	0.119	0.064	-0.077	53.000	52.000	189.321	146.299	366.815	140.728	122.828	133.105	111.054	6.150	-0.092	0.088	0.115	53.000	52.000	179.923	142.034	366.815	132.846	123.964	131.125	109.208	9.960	0.046	0.000	-0.076	53.000	52.000	192.040	146.442	366.815	131.896	123.889	135.000	108.483	8.618	0.130	0.000	-0.128	53.000	52.000	209.037	153.352	366.815	141.584	121.143	128.400	109.980	5.824	-0.103	0.000	0.129	53.000	52.000	240.710	211.934	366.815	163.484	132.667	145.529	120.773	2.851	-0.019	-0.000	-0.000	53.000	52.000	305.781	215.111	366.815	186.802	141.033	148.455	126.291	2.253	-0.073	-0.000	0.035	53.000	52.000	178.739	140.068	366.815	134.080	120.519	127.875	108.103	4.932	-0.130	0.000	0.058	53.000	52.000	201.862	169.622	366.815	146.202	122.296	137.083	116.503	3.884	0.157	-0.090	-0.289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
53.000	54.000	53.000	210.750	167.051	368.502	147.297	128.138	137.714	117.351	2.447	-0.092	0.000	0.140	54.000	53.000	191.000	154.346	368.502	141.613	128.321	137.357	110.510	6.161	0.011	-0.028	-0.002	54.000	53.000	180.174	151.241	368.502	134.132	119.357	127.929	109.644	10.117	0.157	0.000	-0.128	54.000	53.000	180.963	138.202	368.502	132.911	121.481	127.941	108.891	8.637	0.019	0.000	0.000	54.000	53.000	202.000	155.682	368.502	137.690	122.423	126.571	111.101	5.740	-0.084	-0.070	0.065	54.000	53.000	241.571	213.753	368.502	161.437	128.310	137.846	120.459	2.935	0.084	-0.000	-0.090	54.000	53.000	291.857	216.962	368.502	185.670	137.444	153.462	128.315	2.391	0.138	-0.000	-0.037	54.000	53.000	189.207	146.113	368.502	132.689	118.769	124.812	109.236	4.997	0.065	-0.029	-0.029	54.000	53.000	197.893	161.253	368.502	149.476	125.037	137.692	114.762	3.819	-0.065	-0.055	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
54.000	55.000	54.000	208.296	171.960	368.787	147.437	129.250	137.722	118.925	2.474	0.027	0.000	-0.014	55.000	54.000	192.667	155.965	368.787	143.444	129.821	137.444	112.041	6.142	-0.019	0.058	0.058	55.000	54.000	172.091	137.651	368.787	134.780	121.464	128.750	109.700	9.960	-0.157	0.000	0.139	55.000	54.000	187.607	137.935	368.787	133.751	117.929	125.118	109.140	8.648	0.011	0.000	-0.064	55.000	54.000	200.783	154.289	368.787	137.410	126.621	133.778	109.227	5.583	-0.157	0.000	0.065	55.000	54.000	226.522	190.718	368.787	158.295	135.160	142.000	117.902	2.786	-0.149	0.054	0.144	55.000	54.000	291.471	197.427	368.787	182.168	138.833	151.375	125.886	2.318	-0.073	-0.000	0.124	55.000	54.000	194.714	143.521	368.787	134.899	119.296	128.188	108.075	5.024	0.027	0.088	0.115	55.000	54.000	191.407	162.398	368.787	146.075	123.464	132.200	116.061	3.865	0.046	-0.035	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
55.000	56.000	55.000	208.143	166.740	368.373	147.293	127.967	139.500	116.889	2.474	0.000	0.000	0.012	56.000	55.000	206.571	155.870	368.373	144.855	121.714	130.632	111.605	6.345	0.203	0.145	-0.087	56.000	55.000	172.615	140.724	368.373	134.142	122.357	129.556	108.732	9.960	0.000	0.000	-0.012	56.000	55.000	180.600	139.366	368.373	133.558	120.296	132.900	109.416	8.602	-0.046	-0.064	-0.064	56.000	55.000	197.600	146.046	368.373	137.679	120.630	127.875	109.046	5.694	0.111	0.135	0.135	56.000	55.000	241.593	196.926	368.373	162.782	128.154	140.000	121.333	2.832	0.046	-0.054	-0.054	56.000	55.000	301.829	215.950	368.373	181.855	142.867	164.429	127.171	2.345	0.027	-0.000	-0.145	56.000	55.000	196.250	149.490	368.373	139.177	120.400	128.000	107.685	5.162	0.138	0.000	-0.145	56.000	55.000	195.741	165.244	368.373	149.512	123.111	137.500	113.855	4.022	0.157	0.000	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
56.000	57.000	56.000	229.071	165.957	369.511	152.363	131.233	142.857	117.456	2.428	-0.046	0.000	0.000	57.000	56.000	191.880	146.933	369.511	141.944	124.000	135.533	111.034	6.161	-0.184	0.087	0.260	57.000	56.000	179.179	140.022	369.511	136.355	126.821	134.316	108.170	10.178	0.219	0.013	-0.013	57.000	56.000	177.643	135.549	369.511	132.995	121.593	129.353	106.696	8.702	0.100	0.075	0.064	57.000	56.000	191.321	150.862	369.511	139.686	121.036	129.818	108.184	5.843	0.149	0.265	0.065	57.000	56.000	229.548	213.724	369.511	161.399	134.593	144.474	120.741	2.943	0.111	-0.000	-0.090	57.000	56.000	283.457	212.867	369.511	177.903	138.607	150.188	126.278	2.391	0.046	0.056	-0.000	57.000	56.000	191.500	154.544	369.511	136.531	117.370	123.067	111.513	5.154	-0.008	-0.087	-0.116	57.000	56.000	218.185	169.253	369.511	149.172	127.885	145.900	115.139	4.152	0.130	-0.055	-0.110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
57.000	58.000	57.000	221.484	169.434	370.129	152.693	132.367	141.684	120.391	2.382	-0.046	-0.064	0.000	58.000	57.000	208.630	153.812	370.129	145.848	132.621	148.118	112.146	6.245	0.084	0.000	-0.029	58.000	57.000	184.233	150.045	370.129	135.332	120.071	127.111	110.255	10.308	0.130	-0.064	-0.154	58.000	57.000	171.207	134.643	370.129	133.013	121.074	127.444	109.060	8.572	-0.130	0.000	0.064	58.000	57.000	196.778	158.472	370.129	141.224	121.667	131.643	117.838	5.342	-0.501	-0.653	-0.145	58.000	57.000	207.769	185.598	370.129	156.489	131.407	138.500	120.965	2.740	-0.203	-0.000	0.181	58.000	57.000	280.156	206.110	370.129	174.425	137.323	148.750	125.182	2.372	-0.019	0.036	0.054	58.000	57.000	193.960	159.058	370.129	141.333	122.241	140.444	108.128	5.292	0.138	0.030	-0.088	58.000	57.000	205.480	163.692	370.129	147.422	125.778	134.462	114.331	4.133	-0.019	0.055	0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
58.000	59.000	58.000	213.556	167.931	371.640	150.061	129.200	147.600	117.882	2.336	-0.046	0.064	0.064	59.000	58.000	209.926	165.598	371.640	143.854	127.581	140.083	112.653	6.245	0.000	-0.027	-0.032	59.000	58.000	193.938	152.888	371.640	138.377	130.222	140.250	108.910	10.381	0.073	-0.077	-0.218	59.000	58.000	179.759	134.490	371.640	132.482	119.038	124.550	108.899	8.840	0.268	0.011	-0.181	59.000	58.000	210.207	157.775	371.640	143.614	122.100	129.857	113.329	5.304	-0.038	-0.265	-0.194	59.000	58.000	222.406	200.556	371.640	160.889	133.385	142.267	120.741	3.054	0.314	-0.000	-0.220	59.000	58.000	267.657	196.506	371.640	174.278	137.929	151.857	123.692	2.391	0.019	-0.033	-0.056	59.000	58.000	193.269	165.831	371.640	143.428	125.233	135.235	110.199	5.606	0.314	0.058	-0.233	59.000	58.000	225.160	166.788	371.640	148.880	120.643	130.083	113.551	4.336	0.203	0.036	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
59.000	60.000	59.000	199.600	154.215	373.190	147.005	130.600	142.579	118.795	2.225	-0.111	0.000	0.127	60.000	59.000	196.500	165.048	373.190	145.467	127.893	134.400	111.417	6.329	0.084	0.059	0.000	60.000	59.000	211.655	158.077	373.190	138.909	123.679	134.214	110.649	10.446	0.065	-0.077	-0.141	60.000	59.000	170.333	134.247	373.190	131.137	120.926	128.583	109.207	8.756	-0.084	-0.064	0.064	60.000	59.000	211.034	164.808	373.190	148.301	127.179	131.522	112.182	5.239	-0.065	-0.194	-0.137	60.000	59.000	225.963	193.188	373.190	161.958	131.593	146.143	120.643	2.943	-0.111	-0.000	0.037	60.000	59.000	261.581	189.771	373.190	174.047	135.194	146.000	123.887	2.391	0.000	0.089	0.089	60.000	59.000	213.645	170.890	373.190	148.348	129.714	142.400	109.754	5.939	0.333	0.000	-0.261	60.000	59.000	201.296	162.889	373.190	147.608	125.500	139.200	114.429	4.371	0.035	0.000	-0.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
60.000	61.000	60.000	232.393	168.724	373.035	153.005	133.152	145.333	118.487	2.317	0.092	0.000	-0.078	61.000	60.000	200.615	170.702	373.035	152.120	121.733	129.091	111.795	6.467	0.138	0.000	-0.145	61.000	60.000	203.385	155.289	373.035	138.409	122.714	138.100	109.192	10.362	-0.084	-0.063	-0.014	61.000	60.000	171.115	130.096	373.035	131.440	126.148	138.222	107.268	8.599	-0.157	0.000	0.102	61.000	60.000	198.920	149.735	373.035	146.621	121.033	124.417	112.905	4.719	-0.520	-0.247	0.257	61.000	60.000	219.000	186.816	373.035	157.144	132.034	142.000	119.068	2.843	-0.100	-0.000	0.070	61.000	60.000	269.219	192.875	373.035	176.613	139.500	150.312	125.007	2.391	0.000	-0.000	-0.000	61.000	60.000	208.179	163.214	373.035	147.792	129.800	148.000	111.395	5.939	0.000	0.000	0.000	61.000	60.000	202.815	163.258	373.035	147.760	124.143	131.588	114.600	4.417	0.046	-0.037	-0.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
61.000	62.000	61.000	210.679	171.434	373.184	149.337	131.200	142.188	119.250	2.317	0.000	0.063	0.063	62.000	61.000	189.923	151.262	373.184	153.914	128.857	134.053	110.007	6.494	0.027	0.145	0.089	62.000	61.000	198.897	153.648	373.184	137.612	126.071	133.714	110.129	10.565	0.203	0.000	-0.127	62.000	61.000	169.643	129.819	373.184	131.991	121.111	137.625	109.208	8.618	0.019	-0.012	-0.064	62.000	61.000	203.724	151.364	373.184	143.337	119.444	125.150	115.095	4.256	-0.463	-0.330	0.080	62.000	61.000	201.500	180.470	373.184	158.422	131.000	141.529	120.733	2.778	-0.065	-0.000	0.054	62.000	61.000	271.629	197.543	373.184	177.346	137.143	147.938	125.517	2.410	0.019	-0.033	-0.033	62.000	61.000	212.774	173.855	373.184	149.469	123.893	133.067	112.218	6.115	0.176	0.000	-0.175	62.000	61.000	203.296	168.932	373.184	149.562	119.500	132.538	114.600	4.555	0.138	0.000	-0.198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
62.000	63.000	62.000	248.900	177.535	371.805	154.374	135.667	144.471	119.066	2.317	0.000	-0.063	-0.080	63.000	62.000	192.261	158.122	371.805	156.519	129.367	142.812	111.168	6.586	0.092	0.028	-0.058	63.000	62.000	210.464	155.014	371.805	136.259	124.357	131.294	109.243	10.649	0.084	0.000	-0.078	63.000	62.000	167.897	131.960	371.805	131.373	121.423	127.938	106.885	8.702	0.084	0.064	0.011	63.000	62.000	201.484	157.354	371.805	144.197	124.148	130.250	114.149	4.080	-0.176	-0.258	-0.064	63.000	62.000	210.154	190.125	371.805	160.260	133.296	145.800	119.889	2.870	0.092	-0.000	-0.037	63.000	62.000	259.765	188.470	371.805	174.023	144.633	152.909	126.028	2.272	-0.138	-0.057	0.120	63.000	62.000	200.267	170.420	371.805	146.563	122.000	136.111	110.061	6.115	0.000	0.000	-0.031	63.000	62.000	206.222	167.268	371.805	148.085	124.033	133.235	113.209	4.520	-0.035	-0.054	0.071	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
63.000	64.000	63.000	223.240	178.241	369.264	151.718	129.067	135.864	118.940	2.279	-0.038	0.064	0.089	64.000	63.000	201.462	166.697	369.264	156.445	125.704	136.067	111.690	6.834	0.249	0.117	-0.116	64.000	63.000	198.385	146.802	369.264	135.910	127.786	135.100	110.297	10.289	-0.360	0.000	0.282	64.000	63.000	167.154	132.292	369.264	132.314	121.964	125.818	107.616	8.721	0.019	-0.011	-0.075	64.000	63.000	201.231	160.022	369.264	146.201	124.333	139.333	115.933	3.885	-0.195	-0.321	-0.138	64.000	63.000	211.714	179.023	369.264	159.885	133.731	140.750	120.497	2.732	-0.138	-0.000	0.090	64.000	63.000	265.235	195.869	369.264	173.794	146.355	155.524	125.733	2.280	0.008	0.033	-0.000	64.000	63.000	205.893	164.309	369.264	144.002	123.862	136.167	110.801	6.053	-0.062	-0.060	0.017	64.000	63.000	216.821	171.141	369.264	149.470	121.407	131.647	112.562	4.585	0.065	0.055	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
64.000	65.000	64.000	207.889	170.706	369.516	153.104	134.800	144.167	121.053	2.179	-0.100	-0.064	0.064	65.000	64.000	213.161	164.066	369.516	157.711	125.655	136.529	110.952	7.056	0.222	0.087	-0.087	65.000	64.000	193.680	148.296	369.516	135.015	122.964	141.667	109.345	10.289	0.000	0.000	0.000	65.000	64.000	167.000	130.304	369.516	133.234	119.556	124.190	107.782	8.775	0.054	0.011	0.022	65.000	64.000	199.926	151.438	369.516	145.285	120.806	130.286	113.723	3.782	-0.103	-0.137	-0.057	65.000	64.000	224.719	189.438	369.516	164.902	130.214	140.133	122.662	2.824	0.092	-0.090	-0.144	65.000	64.000	262.559	195.415	369.516	171.907	139.607	153.500	127.472	2.253	-0.027	-0.032	-0.000	65.000	64.000	194.179	149.909	369.516	149.436	126.259	134.150	109.671	5.796	-0.257	-0.023	0.192	65.000	64.000	198.560	165.438	369.516	149.642	125.621	132.667	112.721	4.401	-0.184	-0.055	0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
65.000	66.000	65.000	219.000	175.216	367.767	151.937	130.100	141.500	120.878	2.225	0.046	0.000	-0.053	66.000	65.000	200.037	173.935	367.767	158.204	125.607	143.727	112.253	7.010	-0.046	0.000	-0.003	66.000	65.000	189.231	154.117	367.767	136.533	120.321	129.235	108.184	10.335	0.046	0.000	-0.078	66.000	65.000	161.407	127.301	367.767	133.352	121.667	128.474	107.574	8.580	-0.195	0.000	0.180	66.000	65.000	180.552	136.694	367.767	144.723	129.548	136.476	113.348	3.105	-0.677	-0.129	0.515	66.000	65.000	227.531	187.067	367.767	165.378	130.500	138.150	121.389	2.851	0.027	0.090	0.054	66.000	65.000	260.500	201.462	367.767	174.327	143.103	157.200	124.738	2.272	0.019	-0.055	-0.034	66.000	65.000	193.630	151.371	367.767	146.763	128.867	138.368	110.391	5.945	0.149	0.145	0.023	66.000	65.000	201.643	155.932	367.767	147.562	125.667	133.353	114.625	4.236	-0.165	0.056	0.212	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
66.000	67.000	66.000	209.893	168.883	365.067	152.465	132.357	141.947	119.750	2.179	-0.046	0.000	-0.013	67.000	66.000	216.618	176.649	365.067	159.302	125.379	138.500	113.850	7.048	0.038	-0.145	-0.091	67.000	66.000	201.931	154.612	365.067	140.480	124.929	143.125	109.163	10.351	0.016	0.000	0.049	67.000	66.000	167.067	129.538	365.067	133.191	115.385	125.385	108.250	8.637	0.057	0.000	-0.064	67.000	66.000	194.143	145.449	365.067	144.537	124.704	130.667	112.257	3.468	0.363	0.064	-0.258	67.000	66.000	223.882	181.627	365.067	165.194	133.821	143.762	121.848	2.694	-0.157	-0.053	0.143	67.000	66.000	273.657	190.747	365.067	177.200	136.071	144.158	125.538	2.272	0.000	0.056	-0.000	67.000	66.000	177.960	146.125	365.067	146.575	124.367	140.769	112.658	5.807	-0.138	-0.022	0.144	67.000	66.000	192.154	156.826	365.067	147.870	125.286	135.600	114.680	4.033	-0.203	-0.056	0.178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
67.000	68.000	67.000	192.520	167.613	366.299	148.786	133.424	147.800	120.231	2.133	-0.046	-0.064	0.011	68.000	67.000	195.679	163.549	366.299	156.658	122.536	134.300	111.309	6.800	-0.249	0.000	0.204	68.000	67.000	194.750	152.566	366.299	142.236	126.321	137.067	108.925	10.267	-0.084	0.000	0.127	68.000	67.000	165.586	133.185	366.299	132.893	120.630	129.308	107.260	8.618	-0.019	-0.075	-0.064	68.000	67.000	192.897	147.804	366.299	146.447	124.250	140.833	111.872	3.579	0.111	0.000	-0.129	68.000	67.000	233.914	186.571	366.299	167.513	129.552	140.375	121.221	2.732	0.038	0.054	0.036	68.000	67.000	266.031	196.864	366.299	175.325	142.464	155.250	127.048	2.162	-0.111	-0.000	0.032	68.000	67.000	180.556	144.299	366.299	145.731	126.840	135.400	112.070	5.632	-0.176	-0.061	0.022	68.000	67.000	199.269	161.360	366.299	146.773	124.345	131.632	114.197	4.098	0.065	0.000	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68.000	69.000	68.000	210.462	167.500	365.395	151.178	127.742	136.462	120.778	2.244	0.111	0.064	-0.056	69.000	68.000	201.692	160.671	365.395	158.499	122.310	134.923	112.230	6.903	0.103	0.000	-0.119	69.000	68.000	196.448	147.429	365.395	143.479	123.929	131.889	109.463	10.462	0.195	0.141	-0.049	69.000	68.000	161.935	129.156	365.395	134.574	123.852	130.500	107.000	8.702	0.084	0.064	0.010	69.000	68.000	192.333	144.763	365.395	147.625	122.885	131.333	110.752	3.728	0.149	0.065	-0.065	69.000	68.000	236.281	193.393	365.395	168.801	134.481	144.118	121.701	2.667	-0.065	-0.000	-0.000	69.000	68.000	287.800	218.507	365.395	181.040	139.621	150.176	125.406	2.299	0.138	-0.055	-0.125	69.000	68.000	177.680	139.159	365.395	144.844	120.538	126.263	111.250	5.505	-0.127	0.000	0.164	69.000	68.000	204.577	146.659	365.395	146.243	122.286	131.929	114.449	3.877	-0.222	0.000	0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
69.000	70.000	69.000	208.679	162.256	366.469	154.579	135.485	143.880	120.020	2.225	-0.019	0.000	0.037	70.000	69.000	217.448	157.805	366.469	163.148	129.821	141.846	111.416	6.884	-0.019	0.000	0.000	70.000	69.000	210.138	154.867	366.469	143.622	124.429	130.905	109.233	10.592	0.130	0.063	-0.078	70.000	69.000	172.192	128.484	366.469	131.850	121.269	129.312	109.762	8.461	-0.241	-0.075	0.118	70.000	69.000	203.167	143.568	366.469	146.834	122.533	133.833	111.554	3.969	0.241	0.137	-0.064	70.000	69.000	226.406	189.146	366.469	166.227	134.423	143.588	122.007	2.667	0.000	-0.000	-0.000	70.000	69.000	253.581	184.129	366.469	169.740	138.517	147.571	126.462	2.024	-0.276	-0.000	0.296	70.000	69.000	181.767	139.413	366.469	144.463	119.625	128.455	109.979	5.505	0.000	0.062	0.100	70.000	69.000	200.923	149.277	366.469	145.515	121.643	127.143	113.293	3.812	-0.065	0.000	0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
70.000	71.000	70.000	210.462	163.823	366.536	154.403	131.879	140.826	121.090	2.179	-0.046	0.000	0.011	71.000	70.000	200.111	158.093	366.536	159.673	126.857	136.500	111.196	6.616	-0.268	0.145	0.436	71.000	70.000	199.862	152.671	366.536	142.636	121.963	140.200	108.655	10.814	0.222	0.205	0.000	71.000	70.000	165.444	131.723	366.536	130.301	119.115	125.312	106.658	8.461	0.000	0.151	0.128	71.000	70.000	199.067	147.113	366.536	148.950	125.321	135.250	110.442	4.191	0.222	0.194	-0.065	71.000	70.000	224.414	190.662	366.536	170.160	130.423	145.444	121.799	2.713	0.046	-0.000	-0.000	71.000	70.000	249.679	177.221	366.536	164.788	137.724	148.625	128.427	1.821	-0.203	-0.000	0.088	71.000	70.000	185.517	138.378	366.536	147.428	120.741	123.034	108.669	5.402	-0.103	0.020	0.124	71.000	70.000	187.080	150.844	366.536	147.912	121.679	129.900	112.886	3.747	-0.065	0.000	0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
71.000	72.000	71.000	215.000	169.831	369.495	155.077	135.735	147.636	121.747	2.225	0.046	0.000	0.000	72.000	71.000	203.793	157.902	369.495	161.718	130.483	147.625	111.182	6.754	0.138	-0.032	-0.145	72.000	71.000	196.655	160.934	369.495	145.239	125.741	135.154	107.940	11.101	0.287	0.063	-0.205	72.000	71.000	163.000	131.333	369.495	130.720	123.808	134.200	106.952	8.496	0.035	0.000	0.000	72.000	71.000	191.793	146.635	369.495	145.397	126.867	137.071	111.059	4.172	-0.019	0.064	0.056	72.000	71.000	239.517	185.205	369.495	172.588	136.444	146.143	121.993	2.686	-0.027	-0.000	0.054	72.000	71.000	248.677	192.102	369.495	172.342	143.548	168.750	126.480	2.089	0.268	0.057	-0.121	72.000	71.000	182.200	139.929	369.495	145.044	118.519	128.818	109.101	5.402	0.000	0.062	0.062	72.000	71.000	184.560	148.750	369.495	147.797	120.296	139.500	113.381	3.773	0.027	0.036	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
