dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Base Local Background (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Tip Local Background (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Base Local Background (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Tip Local Background (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Base Local Background (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Tip Local Background (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Base Local Background (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Tip Local Background (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)
72.000	73.000	72.000	207.480	162.562	365.902	152.848	134.375	147.333	118.873	2.095	-0.130	0.000	0.064	73.000	72.000	198.533	148.680	365.902	160.148	126.893	140.706	112.731	6.383	-0.371	-0.028	0.322	73.000	72.000	205.143	163.759	365.902	148.595	124.630	131.667	109.184	11.526	0.425	0.000	-0.331	73.000	72.000	159.821	131.373	365.902	129.723	122.310	132.538	107.797	8.461	-0.035	0.000	0.052	73.000	72.000	190.645	144.070	365.902	145.504	125.000	131.278	111.691	4.283	0.111	0.064	0.000	73.000	72.000	242.276	188.649	365.902	172.606	133.481	151.500	122.832	2.621	-0.065	-0.000	-0.000	73.000	72.000	255.379	186.547	365.902	168.240	140.793	151.273	126.720	1.978	-0.111	-0.057	0.031	73.000	72.000	190.448	136.375	365.902	147.496	126.792	154.667	110.614	4.950	-0.452	-0.143	0.225	73.000	72.000	189.923	158.767	365.902	151.570	127.926	132.727	112.771	3.976	0.203	-0.036	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
73.000	74.000	73.000	211.115	168.905	366.178	155.624	139.750	147.077	122.367	2.160	0.065	0.000	-0.014	74.000	73.000	198.091	143.771	366.178	147.008	132.111	142.933	114.734	5.690	-0.693	-0.145	0.466	74.000	73.000	205.688	160.026	366.178	147.692	124.593	134.000	110.268	11.583	0.057	-0.015	-0.078	74.000	73.000	166.929	132.500	366.178	131.479	125.000	130.588	110.238	8.480	0.019	-0.139	-0.181	74.000	73.000	206.688	147.250	366.178	146.143	121.667	133.154	111.391	4.600	0.317	0.000	-0.316	74.000	73.000	235.455	178.626	366.178	165.648	134.963	140.957	122.847	2.529	-0.092	-0.000	0.180	74.000	73.000	239.769	168.956	366.178	164.934	141.536	151.294	126.614	1.729	-0.249	0.058	0.233	74.000	73.000	189.167	142.439	366.178	142.444	119.571	125.833	109.591	4.809	-0.141	0.021	0.185	74.000	73.000	196.103	157.000	366.178	150.613	125.296	134.706	113.607	4.141	0.165	0.000	-0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
74.000	75.000	74.000	202.607	166.053	366.410	155.792	138.188	153.500	121.833	2.076	-0.084	-0.064	0.012	75.000	74.000	197.833	141.830	366.410	147.263	129.250	141.500	110.842	5.958	0.268	0.145	-0.029	75.000	74.000	199.970	153.178	366.410	144.186	122.741	129.706	109.141	11.418	-0.165	-0.063	0.092	75.000	74.000	164.655	135.626	366.410	131.751	120.593	134.286	107.769	8.572	0.092	0.000	-0.064	75.000	74.000	212.630	148.165	366.410	150.374	126.900	139.250	110.940	4.665	0.065	0.000	-0.072	75.000	74.000	237.469	186.310	366.410	165.423	135.630	147.214	121.766	2.556	0.027	-0.000	-0.090	75.000	74.000	243.714	189.761	366.410	163.765	140.452	150.250	128.061	1.802	0.073	-0.057	-0.088	75.000	74.000	181.250	140.424	366.410	140.993	120.310	127.643	109.550	4.652	-0.157	0.000	0.123	75.000	74.000	198.321	164.241	366.410	153.356	126.690	131.333	113.175	4.363	0.222	0.000	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
75.000	76.000	75.000	219.125	175.440	363.351	154.149	132.562	141.450	120.789	2.160	0.084	0.064	-0.056	76.000	75.000	192.000	155.892	363.351	147.826	126.357	137.333	111.671	6.085	0.127	0.030	-0.176	76.000	75.000	182.407	139.585	363.351	129.831	120.429	129.778	110.912	9.822	-1.596	-0.128	1.211	76.000	75.000	165.533	129.250	363.351	129.593	117.821	124.214	109.252	8.461	-0.111	-0.064	0.000	76.000	75.000	201.906	152.657	363.351	147.716	122.214	132.000	110.597	4.914	0.249	0.065	-0.194	76.000	75.000	256.531	197.405	363.351	174.841	139.880	156.333	122.376	2.667	0.111	-0.037	-0.127	76.000	75.000	256.414	184.105	363.351	168.847	141.857	154.364	128.713	1.775	-0.027	-0.029	-0.000	76.000	75.000	185.258	134.802	363.351	139.954	121.556	129.533	109.435	4.384	-0.268	0.000	0.288	76.000	75.000	209.800	169.012	363.351	150.843	124.556	133.714	114.229	4.639	0.276	0.000	-0.288	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
76.000	77.000	76.000	225.724	176.154	363.497	157.369	134.968	143.909	121.119	2.244	0.084	0.000	-0.075	77.000	76.000	189.370	157.308	363.497	148.438	120.286	134.556	112.224	6.242	0.157	-0.031	-0.207	77.000	76.000	195.697	141.462	363.497	134.896	121.286	128.533	109.311	10.357	0.536	0.000	-0.407	77.000	76.000	170.379	132.200	363.497	129.926	122.963	132.714	107.351	8.526	0.065	0.064	0.000	77.000	76.000	190.880	163.538	363.497	147.992	123.500	137.625	113.284	4.933	0.019	-0.258	-0.266	77.000	76.000	286.861	201.763	363.497	181.513	132.926	142.000	123.021	2.759	0.092	0.039	0.052	77.000	76.000	251.444	190.071	363.497	167.673	141.929	161.571	128.128	1.775	0.000	0.031	-0.000	77.000	76.000	177.345	137.110	363.497	139.432	125.250	130.526	108.892	4.238	-0.146	0.062	0.163	77.000	76.000	204.000	163.130	363.497	152.972	127.828	137.333	113.741	4.769	0.130	0.000	-0.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77.000	78.000	77.000	217.107	179.848	361.448	154.297	134.548	148.143	119.607	2.271	0.027	0.000	-0.013	78.000	77.000	198.296	159.691	361.448	150.424	120.429	131.750	110.250	6.517	0.276	0.000	-0.265	78.000	77.000	190.179	144.237	361.448	134.531	118.733	128.786	108.834	10.377	0.019	-0.064	-0.140	78.000	77.000	174.323	134.574	361.448	131.280	124.519	135.500	107.479	8.740	0.214	0.000	-0.256	78.000	77.000	194.370	150.319	361.448	150.697	124.250	131.462	114.243	4.581	-0.352	-0.266	0.064	78.000	77.000	259.062	189.794	361.448	166.429	135.667	146.938	124.210	2.372	-0.387	-0.000	0.307	78.000	77.000	264.333	194.741	361.448	175.961	146.867	162.231	130.240	1.683	-0.092	-0.088	-0.000	78.000	77.000	186.633	133.653	361.448	136.079	123.786	130.476	109.879	3.997	-0.241	0.000	0.268	78.000	77.000	205.500	171.457	361.448	150.271	125.414	134.188	113.358	4.834	0.065	0.000	-0.108	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
78.000	79.000	78.000	205.667	166.308	357.076	152.952	133.793	141.650	119.593	2.187	-0.084	0.000	0.048	79.000	78.000	204.241	171.424	357.076	152.070	123.143	134.583	110.872	6.774	0.257	-0.057	-0.290	79.000	78.000	178.533	142.931	357.076	137.196	121.286	130.071	109.143	10.606	0.230	0.000	-0.192	79.000	78.000	171.517	130.044	357.076	130.729	124.731	133.833	108.054	8.610	-0.130	0.000	0.192	79.000	78.000	180.724	140.613	357.076	141.887	124.893	194.000	113.830	3.977	-0.604	-0.129	0.450	79.000	78.000	253.643	188.722	357.076	163.784	136.357	147.786	125.812	2.058	-0.314	-0.090	0.053	79.000	78.000	275.621	201.612	357.076	178.210	148.138	170.182	130.965	1.756	0.073	0.033	-0.000	79.000	78.000	172.077	128.969	357.076	133.306	130.667	135.609	111.412	3.481	-0.517	-0.080	0.348	79.000	78.000	202.172	172.940	357.076	151.988	127.786	140.000	113.728	4.880	0.046	0.000	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
79.000	80.000	79.000	191.304	160.216	357.320	152.369	136.033	150.250	120.236	2.076	-0.111	-0.047	0.079	80.000	79.000	178.593	150.488	357.320	147.256	124.571	139.000	110.682	6.728	-0.046	0.000	0.024	80.000	79.000	183.567	148.739	357.320	135.806	118.462	124.381	108.678	11.088	0.482	0.000	-0.471	80.000	79.000	167.862	135.716	357.320	130.280	117.769	126.000	108.255	8.759	0.149	0.000	-0.203	80.000	79.000	194.300	158.689	357.320	145.914	121.321	131.308	111.837	4.478	0.501	0.000	-0.451	80.000	79.000	252.643	186.814	357.320	164.638	129.741	141.867	123.504	2.085	0.027	0.091	0.052	80.000	79.000	275.967	219.220	357.320	178.672	145.516	161.769	130.415	1.894	0.138	0.056	-0.089	80.000	79.000	174.080	133.557	357.320	136.895	126.724	134.842	110.123	3.527	0.046	0.021	-0.021	80.000	79.000	206.226	170.350	357.320	151.555	127.179	139.385	113.959	5.083	0.203	0.000	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
80.000	81.000	80.000	199.517	160.086	359.098	153.480	133.812	144.722	120.747	2.130	0.054	-0.016	-0.016	81.000	80.000	181.793	150.096	359.098	149.303	130.429	148.667	109.538	6.931	0.203	0.089	-0.113	81.000	80.000	191.441	148.429	359.098	137.996	123.481	127.348	108.381	11.532	0.444	0.000	-0.357	81.000	80.000	175.286	137.862	359.098	131.614	120.519	127.222	107.456	9.644	0.884	0.064	-0.256	81.000	80.000	199.815	160.956	359.098	150.592	124.192	128.286	111.125	4.673	0.195	0.000	-0.266	81.000	80.000	276.946	213.554	359.098	175.173	142.692	152.167	124.867	2.510	0.425	-0.000	-0.234	81.000	80.000	291.969	239.602	359.098	186.265	146.581	160.923	130.114	2.070	0.176	-0.000	-0.145	81.000	80.000	195.704	149.744	359.098	140.191	119.393	129.714	111.200	3.951	0.425	0.062	-0.288	81.000	80.000	199.074	167.094	359.098	146.731	122.481	132.824	113.807	4.780	-0.303	0.000	0.213	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
81.000	82.000	81.000	197.048	161.411	355.749	152.639	135.212	150.200	120.597	2.030	-0.100	0.000	0.014	82.000	81.000	186.065	142.098	355.749	145.483	125.367	137.167	109.789	7.145	0.214	0.202	0.119	82.000	81.000	183.189	135.365	355.749	137.135	124.643	138.750	110.144	11.302	-0.230	-0.052	0.164	82.000	81.000	164.097	129.552	355.749	128.710	123.462	130.947	106.757	8.848	-0.796	0.037	0.459	82.000	81.000	197.846	144.750	355.749	147.833	122.000	126.286	111.601	4.386	-0.287	0.000	0.331	82.000	81.000	241.655	205.875	355.749	163.300	136.429	150.500	127.658	2.196	-0.314	-0.051	0.142	82.000	81.000	300.314	258.529	355.749	188.928	143.767	156.083	132.856	2.234	0.165	-0.000	-0.178	82.000	81.000	185.000	146.031	355.749	138.311	119.222	130.538	110.725	3.886	-0.065	-0.081	-0.124	82.000	81.000	188.115	176.247	355.749	145.900	126.286	137.786	111.932	4.845	0.065	0.000	-0.080	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
82.000	83.000	82.000	225.821	166.600	356.846	154.521	135.531	150.375	118.427	2.252	0.222	0.063	-0.078	83.000	82.000	184.000	139.883	356.846	147.492	130.821	140.062	109.594	6.953	-0.192	0.203	0.292	83.000	82.000	182.107	133.397	356.846	134.016	121.345	133.062	109.542	10.904	-0.398	0.000	0.279	83.000	82.000	183.148	132.944	356.846	133.092	121.625	128.692	107.125	10.077	1.228	0.154	-0.663	83.000	82.000	196.680	144.797	356.846	141.573	119.600	129.933	111.000	3.988	-0.398	0.000	0.386	83.000	82.000	261.548	238.273	356.846	178.012	136.036	148.400	126.669	2.575	0.379	-0.039	-0.325	83.000	82.000	304.207	249.181	356.846	187.251	140.355	152.300	130.387	2.280	0.046	-0.000	-0.035	83.000	82.000	198.923	155.603	356.846	143.628	123.481	129.438	110.513	4.238	0.352	-0.062	-0.330	83.000	82.000	192.741	178.778	356.846	139.246	119.750	132.818	111.660	5.105	0.260	0.000	-0.171	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83.000	84.000	83.000	228.231	185.133	355.826	151.108	131.933	139.500	120.613	2.279	0.027	0.000	-0.017	84.000	83.000	183.607	142.589	355.826	148.923	127.621	137.722	110.699	6.926	-0.027	0.087	0.175	84.000	83.000	177.036	138.662	355.826	136.098	123.679	135.429	111.061	10.610	-0.295	-0.150	0.064	84.000	83.000	160.000	130.407	355.826	129.578	125.269	132.500	107.752	8.986	-1.091	0.077	0.663	84.000	83.000	199.148	147.974	355.826	141.557	120.393	127.688	110.054	4.034	0.046	0.000	-0.064	84.000	83.000	249.833	209.722	355.826	172.155	138.778	144.958	126.621	2.556	-0.019	0.040	0.091	84.000	83.000	290.188	229.782	355.826	185.064	146.065	156.647	127.524	2.261	-0.019	-0.000	-0.000	84.000	83.000	194.692	156.576	355.826	143.085	121.778	128.118	109.473	4.395	0.157	0.000	-0.144	84.000	83.000	218.038	181.723	355.826	146.423	124.567	141.818	110.435	5.430	0.325	0.000	-0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84.000	85.000	84.000	235.464	177.628	355.624	151.953	130.300	139.941	121.136	2.279	0.000	0.019	0.000	85.000	84.000	191.966	158.012	355.624	147.657	129.857	139.778	113.687	7.045	0.119	-0.088	-0.263	85.000	84.000	187.613	139.415	355.624	134.147	121.300	128.636	109.643	10.682	0.073	0.012	-0.012	85.000	84.000	158.367	130.835	355.624	132.000	124.786	132.762	110.510	8.997	0.011	-0.089	-0.064	85.000	84.000	199.286	156.267	355.624	141.960	120.000	127.842	110.460	4.023	-0.011	0.000	-0.010	85.000	84.000	239.214	185.241	355.624	163.277	138.667	155.538	126.532	2.085	-0.471	-0.038	0.325	85.000	84.000	289.868	204.169	355.624	185.161	143.034	152.588	128.993	2.318	0.057	-0.000	-0.000	85.000	84.000	191.621	160.198	355.624	144.251	120.192	127.571	108.371	4.755	0.360	0.061	-0.248	85.000	84.000	202.481	153.562	355.624	144.674	118.464	131.923	113.000	5.132	-0.298	0.032	0.202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
85.000	86.000	85.000	210.542	168.093	357.061	152.526	136.567	145.938	120.285	2.095	-0.184	-0.062	0.081	86.000	85.000	185.700	140.656	357.061	146.271	122.379	128.947	113.196	6.953	-0.092	0.000	0.145	86.000	85.000	188.906	148.765	357.061	133.113	121.286	136.444	108.762	10.942	0.260	0.000	-0.256	86.000	85.000	163.000	141.283	357.061	136.779	118.577	125.688	109.060	10.628	1.631	-0.064	-1.272	86.000	85.000	209.000	153.662	357.061	141.132	120.143	130.000	111.789	4.080	0.057	0.065	0.016	86.000	85.000	262.500	210.943	357.061	173.521	138.000	152.500	127.604	2.502	0.417	0.055	-0.255	86.000	85.000	288.059	201.356	357.061	184.044	147.967	164.357	131.563	2.043	-0.276	-0.057	0.239	86.000	85.000	188.185	171.849	357.061	143.883	116.917	129.250	109.887	5.004	0.249	0.000	-0.329	86.000	85.000	195.333	157.095	357.061	144.886	121.107	134.083	112.822	5.132	0.000	-0.032	0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
86.000	87.000	86.000	214.625	172.535	355.559	153.485	130.871	140.611	121.073	2.103	0.008	-0.018	-0.018	87.000	86.000	180.607	142.049	355.559	145.326	122.536	132.250	114.577	6.712	-0.241	-0.145	0.000	87.000	86.000	174.200	141.459	355.559	131.894	123.964	129.318	108.696	10.870	-0.073	-0.011	0.011	87.000	86.000	167.276	138.577	355.559	136.752	120.852	132.857	108.480	10.723	0.095	-0.010	-0.193	87.000	86.000	201.000	150.356	355.559	140.799	122.929	126.833	110.589	4.042	-0.038	0.000	0.064	87.000	86.000	243.200	194.362	355.559	171.040	141.040	150.190	127.909	2.104	-0.398	0.036	0.234	87.000	86.000	274.767	203.964	355.559	180.115	141.690	153.056	130.719	1.978	-0.065	0.057	0.057	87.000	86.000	176.040	153.304	355.559	141.486	122.000	127.200	109.842	5.088	0.084	0.000	-0.021	87.000	86.000	191.880	149.222	355.559	142.493	123.444	130.421	113.090	4.772	-0.360	0.000	0.258	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
87.000	88.000	87.000	209.308	172.900	357.803	151.320	131.194	140.556	121.967	2.084	-0.019	0.000	0.062	88.000	87.000	197.556	147.243	357.803	147.545	122.889	131.353	111.660	6.823	0.111	0.030	-0.058	88.000	87.000	162.045	139.354	357.803	131.638	120.222	127.000	109.248	10.713	-0.157	0.000	0.075	88.000	87.000	173.677	146.441	357.803	139.057	117.346	132.875	107.804	11.159	0.436	0.000	-0.321	88.000	87.000	194.484	149.314	357.803	142.609	120.407	124.238	111.541	4.015	-0.027	-0.064	0.000	88.000	87.000	260.242	215.962	357.803	171.536	137.296	143.826	128.462	2.437	0.333	-0.000	-0.200	88.000	87.000	286.613	204.878	357.803	184.756	143.286	157.571	130.583	1.978	0.000	-0.031	-0.031	88.000	87.000	182.700	152.412	357.803	137.434	118.038	124.389	109.090	5.318	0.230	0.000	-0.167	88.000	87.000	197.000	172.677	357.803	143.187	120.037	134.000	112.034	5.086	0.314	0.000	-0.229	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
88.000	89.000	88.000	216.542	174.338	358.142	153.677	132.034	143.625	121.568	2.084	0.000	0.021	-0.062	89.000	88.000	184.115	140.400	358.142	146.374	128.571	139.211	111.186	6.666	-0.157	0.000	0.145	89.000	88.000	171.964	140.595	358.142	132.125	124.129	132.087	109.171	10.832	0.119	-0.053	-0.075	89.000	88.000	176.267	139.957	358.142	139.972	117.400	123.864	106.576	11.400	0.241	0.009	-0.248	89.000	88.000	211.800	149.125	358.142	146.558	119.167	125.450	109.553	4.061	0.046	0.000	-0.064	89.000	88.000	262.906	214.256	358.142	173.441	140.259	148.684	125.964	2.372	-0.065	-0.000	0.016	89.000	88.000	255.900	198.117	358.142	176.281	143.065	161.643	131.217	1.821	-0.157	-0.024	0.178	89.000	88.000	172.467	144.948	358.142	137.367	122.750	131.364	108.364	5.383	0.065	0.061	-0.061	89.000	88.000	206.607	157.938	358.142	145.220	119.857	129.529	112.168	4.921	-0.165	-0.057	0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89.000	90.000	89.000	197.379	166.747	358.552	151.979	132.655	140.222	120.803	2.038	-0.046	0.000	0.097	90.000	89.000	186.400	140.902	358.552	145.708	125.645	139.571	112.758	6.490	-0.176	-0.087	0.087	90.000	89.000	172.043	142.265	358.552	130.995	120.679	130.412	108.611	10.889	0.057	0.064	-0.064	90.000	89.000	165.517	136.402	358.552	142.783	121.760	132.222	107.205	11.178	-0.222	-0.009	0.202	90.000	89.000	210.536	150.284	358.552	143.448	122.567	127.042	110.722	3.904	-0.157	0.000	0.193	90.000	89.000	272.786	208.966	358.552	174.503	141.481	149.818	130.331	2.058	-0.314	-0.090	0.144	90.000	89.000	274.897	201.931	358.552	179.383	144.333	163.909	131.411	1.794	-0.027	0.029	-0.000	90.000	89.000	178.808	153.111	358.552	137.261	125.444	136.667	108.281	5.651	0.268	0.084	-0.228	90.000	89.000	205.741	155.500	358.552	143.272	121.929	132.727	112.765	4.691	-0.230	0.000	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
90.000	91.000	90.000	197.393	162.012	357.914	154.244	134.469	144.529	121.805	1.973	-0.065	-0.078	0.000	91.000	90.000	206.571	150.291	357.914	147.247	129.429	139.706	113.410	6.536	0.046	-0.058	-0.088	91.000	90.000	169.600	138.700	357.914	130.580	127.926	136.400	108.980	10.797	-0.092	-0.010	0.010	91.000	90.000	177.429	145.929	357.914	141.910	122.667	132.727	107.226	11.365	0.187	0.000	-0.322	91.000	90.000	211.793	152.924	357.914	143.365	116.741	119.731	110.689	3.931	0.027	0.000	-0.064	91.000	90.000	264.346	204.266	357.914	171.824	140.964	156.538	129.531	1.993	-0.065	0.039	0.143	91.000	90.000	284.455	215.718	357.914	183.324	147.464	159.722	133.896	1.978	0.184	-0.000	-0.145	91.000	90.000	180.346	161.060	357.914	137.832	126.889	131.842	108.713	5.937	0.287	0.061	-0.205	91.000	90.000	205.042	147.966	357.914	145.457	124.556	130.160	110.701	4.156	-0.536	0.058	0.553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91.000	92.000	91.000	186.783	161.203	352.786	152.450	133.367	142.053	121.068	1.770	-0.203	-0.042	0.124	92.000	91.000	190.250	157.034	352.786	148.286	132.643	141.368	112.678	6.693	0.157	0.057	-0.062	92.000	91.000	169.286	140.885	352.786	131.968	122.724	132.333	109.122	10.954	0.157	0.011	-0.075	92.000	91.000	175.968	132.270	352.786	132.558	121.148	132.357	108.885	8.970	-2.395	-0.011	1.949	92.000	91.000	181.643	151.520	352.786	137.274	118.607	125.300	110.669	3.801	-0.130	0.000	0.129	92.000	91.000	254.808	195.693	352.786	171.479	140.069	150.176	129.897	1.810	-0.184	-0.039	0.143	92.000	91.000	251.815	186.762	352.786	177.115	146.893	156.150	133.951	1.637	-0.341	-0.000	0.232	92.000	91.000	183.080	162.276	352.786	135.660	120.462	133.333	108.730	6.194	0.257	0.145	-0.084	92.000	91.000	211.767	144.065	352.786	144.851	121.793	132.250	112.842	3.961	-0.195	-0.057	0.226	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
92.000	93.000	92.000	196.960	163.808	353.018	158.239	133.433	148.500	120.826	1.954	0.184	0.062	-0.144	93.000	92.000	192.821	157.272	353.018	147.023	125.429	133.737	112.766	6.747	0.054	0.000	-0.088	93.000	92.000	169.273	143.580	353.018	131.577	122.720	126.833	109.669	11.072	0.119	-0.011	-0.075	93.000	92.000	187.759	132.043	353.018	132.136	116.926	127.143	108.374	8.759	-0.211	-0.075	0.128	93.000	92.000	180.893	142.821	353.018	136.678	119.036	125.722	110.953	3.839	0.038	0.000	0.000	93.000	92.000	243.724	200.259	353.018	171.238	140.667	148.000	132.186	1.772	-0.038	-0.000	-0.000	93.000	92.000	257.037	201.209	353.018	175.538	143.700	160.417	133.416	1.748	0.111	-0.000	-0.087	93.000	92.000	188.531	155.092	353.018	134.231	118.962	125.333	108.388	6.324	0.130	-0.023	-0.084	93.000	92.000	179.519	144.921	353.018	140.267	117.480	126.786	112.102	3.747	-0.214	0.056	0.113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
